state,district,year,bank_branches,loan_amount,deposit_amount,digital_transactions,financial_inclusion,credit_growth,atm_count
Bihar,Kaimur,2016,91.51,65.22,53.88,68.76,84.87,28.3,64.0
Meghalaya,East Jaintia Hills,2017,56.23,68.76,96.13,18.66,52.79,10.39,35.7
Bihar,Buxar,2015,94.15,86.67,92.44,99.65,69.94,35.65,58.34
Madhya Pradesh,Panna,2023,51.26,55.19,34.18,82.55,68.82,39.27,42.72
Odisha,Bhadrak,2021,26.2,25.67,30.06,67.94,22.44,67.25,44.76
Arunachal Pradesh,Dibang Valley,2015,98.2,25.54,94.62,36.49,45.26,93.53,84.25
Odisha,Dhenkanal,2025,45.77,51.51,70.7,57.3,28.23,39.71,45.84
Jharkhand,Koderma,2015,32.45,71.13,94.61,11.77,83.65,18.0,74.74
Andhra Pradesh,Sri Potti Sriramulu Nellore,2021,30.49,91.18,34.53,48.12,53.74,51.88,13.3
Arunachal Pradesh,Lower Siang,2020,12.75,34.19,82.57,91.82,46.57,24.42,31.56
Rajasthan,Bharatpur,2019,62.46,21.69,76.78,42.53,57.88,11.19,52.6
Telangana,Khammam,2023,36.54,32.98,11.1,59.68,79.73,38.41,72.42
Telangana,Bhadradri Kothagudem,2023,11.24,87.62,80.11,83.22,32.89,14.5,16.44
Andhra Pradesh,Anantapur,2025,12.89,53.44,73.83,93.89,22.46,50.27,76.76
West Bengal,Hooghly,2018,55.52,66.95,54.43,43.1,38.21,66.9,28.34
Punjab,Ferozepur,2015,40.65,29.36,96.86,10.91,46.49,93.32,98.74
Gujarat,Devbhoomi Dwarka,2020,25.55,86.52,43.11,49.71,70.55,39.84,85.76
Uttarakhand,Almora,2023,30.6,11.79,15.09,97.41,13.73,67.04,79.54
Rajasthan,Banswara,2018,91.71,17.22,58.48,30.91,16.21,32.01,65.68
Madhya Pradesh,Neemuch,2018,63.33,26.41,37.57,27.14,89.47,65.55,59.67
Odisha,Nayagarh,2017,46.62,57.36,77.32,35.39,56.74,43.51,86.2
Uttarakhand,Almora,2015,59.16,22.73,75.05,99.3,24.16,38.96,37.13
Nagaland,Mokokchung,2024,27.84,97.56,64.31,33.39,38.66,74.37,79.82
Uttar Pradesh,Jalaun,2016,69.38,51.78,82.79,49.49,83.58,88.1,94.49
Nagaland,Kohima,2024,88.67,45.2,15.22,10.95,23.32,37.59,10.84
Madhya Pradesh,Sehore,2019,55.26,81.7,18.14,54.18,27.85,18.4,44.64
Bihar,Rohtas,2025,54.09,36.46,54.66,13.07,67.65,63.53,79.86
Manipur,Bishnupur,2023,32.48,23.24,60.53,81.65,71.29,36.44,18.21
Tamil Nadu,Ramanathapuram,2019,36.59,91.41,38.13,28.48,28.23,40.24,81.66
Haryana,Faridabad,2021,25.62,78.24,22.63,99.44,95.95,35.45,23.31
Telangana,Siddipet,2022,99.13,79.74,43.43,87.71,27.45,84.76,21.57
Telangana,Nirmal,2020,92.08,61.53,85.16,60.5,15.37,22.86,70.63
Tamil Nadu,Chengalpattu,2024,17.07,31.79,78.01,87.74,68.22,80.33,84.35
Chhattisgarh,Balod,2016,22.74,38.43,66.27,70.39,62.61,70.39,96.04
Andhra Pradesh,Prakasam,2019,12.95,38.18,30.34,29.37,95.32,61.4,16.53
Madhya Pradesh,Raisen,2016,45.39,55.21,83.3,48.19,44.02,64.75,36.81
Bihar,Banka,2023,72.04,99.3,79.16,84.8,98.99,57.2,84.86
Karnataka,Udupi,2018,15.3,79.06,87.36,89.85,94.46,95.1,30.98
Nagaland,Longleng,2021,48.63,56.57,53.55,16.31,14.03,65.83,12.96
Andhra Pradesh,Anantapur,2025,96.66,41.01,16.84,99.05,74.17,91.41,67.72
Bihar,Khagaria,2020,47.91,93.95,50.37,30.43,81.16,36.68,43.22
Mizoram,Mamit,2015,83.24,78.54,77.21,25.81,12.29,39.1,39.49
Madhya Pradesh,Rajgarh,2023,78.46,63.67,43.18,30.98,66.71,95.03,42.76
Uttar Pradesh,Kushinagar,2022,24.98,24.45,33.66,86.46,31.48,53.07,29.12
Madhya Pradesh,Gwalior,2022,72.76,99.72,41.36,94.48,14.69,48.99,19.72
Arunachal Pradesh,Siang,2022,81.02,37.51,28.77,36.9,95.42,58.61,91.94
Uttar Pradesh,Ballia,2016,29.26,54.71,57.97,90.48,33.28,90.57,76.71
Bihar,West Champaran,2019,18.8,52.99,82.77,13.94,68.84,20.32,84.78
Gujarat,Surat,2015,50.23,15.47,43.9,94.92,50.54,16.85,71.99
Rajasthan,Kotputli-Behror,2018,74.29,40.22,66.13,13.24,45.6,34.81,31.93
Telangana,Nagarkurnool,2020,25.35,60.75,63.57,43.36,59.11,40.51,44.4
Telangana,Nirmal,2023,80.86,77.54,51.27,53.43,12.84,89.45,81.06
Maharashtra,Mumbai Suburban,2021,78.64,32.15,35.03,67.96,97.47,24.41,44.29
Karnataka,Kalaburagi,2025,30.53,55.16,39.4,14.29,23.61,70.45,43.29
Haryana,Rohtak,2023,78.91,72.43,26.2,67.63,73.99,28.67,15.62
Andhra Pradesh,Kakinada,2021,47.78,51.45,20.53,90.28,23.33,41.35,28.57
Uttar Pradesh,Budaun,2015,55.54,99.11,20.82,17.74,26.56,79.06,52.16
Uttar Pradesh,Bareilly,2019,64.86,94.86,85.56,25.15,13.8,66.44,52.89
Madhya Pradesh,Narsinghpur,2023,17.45,32.27,86.32,24.12,90.26,73.74,58.19
Uttar Pradesh,Ghaziabad,2022,60.03,68.89,48.28,55.26,52.63,55.45,58.84
Gujarat,Navsari,2017,59.72,66.63,40.79,78.67,50.03,65.79,79.18
Gujarat,Surat,2025,52.64,52.3,62.19,93.33,89.81,54.7,12.67
Assam,Hailakandi,2015,87.59,18.66,63.15,37.94,35.08,91.11,24.9
Bihar,Saharsa,2015,89.85,37.02,25.65,50.75,46.85,67.22,82.9
Maharashtra,Amravati,2017,55.31,29.22,20.14,84.42,16.08,62.12,98.49
Maharashtra,Sindhudurg,2015,25.8,31.94,11.76,82.09,98.61,20.11,26.94
Manipur,Tengnoupal,2016,77.25,20.4,56.52,15.7,60.31,82.97,51.99
Arunachal Pradesh,Tirap,2021,57.8,72.33,95.93,97.28,87.58,55.85,78.62
Gujarat,Anand,2024,57.81,91.03,91.53,21.32,97.17,93.28,26.98
Jharkhand,Giridih,2024,74.22,16.63,66.4,39.49,65.5,12.79,90.58
Telangana,Komaram Bheem Asifabad,2023,20.71,23.95,30.08,51.18,52.3,69.04,49.11
Haryana,Sirsa,2019,80.81,91.59,70.91,40.85,51.31,91.81,93.45
Maharashtra,Gondia,2021,31.51,27.37,67.49,32.73,70.92,65.27,36.36
Madhya Pradesh,Bhind,2015,34.6,79.57,53.36,44.88,58.53,52.56,81.06
Maharashtra,Nagpur,2019,51.41,23.25,59.56,76.03,53.76,55.71,96.1
Telangana,Jagtial,2018,18.09,52.94,78.41,20.44,28.35,85.34,41.27
Punjab,Patiala,2020,10.6,34.85,19.47,52.42,25.45,61.46,98.1
Andhra Pradesh,Alluri Sitharama Raju,2016,68.09,74.23,75.34,58.88,57.16,25.92,25.42
Maharashtra,Thane,2024,57.28,79.75,63.71,27.56,13.78,15.17,44.93
Rajasthan,Pratapgarh,2023,19.85,49.45,89.03,65.26,49.38,77.59,34.89
Telangana,Sangareddy,2019,21.93,18.74,47.92,17.01,42.77,37.49,89.93
Gujarat,Banaskantha,2023,21.58,23.69,75.0,80.66,76.35,59.11,42.51
Andhra Pradesh,Eluru,2021,76.15,98.29,27.34,85.84,12.64,68.51,72.58
West Bengal,Birbhum,2021,74.85,41.38,27.25,19.79,73.27,81.77,13.83
Odisha,Gajapati,2024,38.5,98.68,86.43,65.37,52.15,17.54,78.01
Bihar,Gopalganj,2021,21.45,78.82,28.33,33.09,42.57,79.41,76.16
Madhya Pradesh,Niwari,2024,36.42,48.24,30.41,29.63,16.41,36.78,16.54
Madhya Pradesh,Katni,2023,42.93,45.73,21.33,17.58,23.91,20.91,29.92
Odisha,Balangir,2016,17.56,91.52,91.39,18.73,61.8,89.89,24.98
Nagaland,Wokha,2015,94.41,90.87,31.73,82.38,83.99,49.28,36.82
Uttar Pradesh,Amethi,2016,56.49,37.19,77.19,61.38,65.33,95.78,93.02
West Bengal,Dakshin Dinajpur,2019,82.68,98.44,50.93,96.37,30.71,14.25,20.26
Rajasthan,Kotputli-Behror,2021,64.83,79.01,14.28,53.06,63.37,38.65,95.61
Uttar Pradesh,Chitrakoot,2018,67.07,88.67,92.24,51.97,87.8,80.45,62.5
Telangana,Peddapalli,2019,93.52,12.21,71.59,58.41,46.17,85.98,78.75
Gujarat,Banaskantha,2021,84.71,69.77,75.73,99.43,34.96,91.18,95.11
Odisha,Kendujhar (Keonjhar),2020,18.92,83.4,37.32,31.29,23.87,16.77,11.97
Rajasthan,Chittorgarh,2017,84.82,67.75,79.66,59.69,81.43,70.02,89.96
Nagaland,Kohima,2017,16.46,53.13,23.48,99.86,91.73,44.8,29.06
Bihar,Siwan,2021,83.24,58.37,92.21,15.68,73.08,15.78,63.94
Tamil Nadu,Ramanathapuram,2018,63.97,91.39,29.61,91.36,54.42,51.16,85.67
Rajasthan,Bharatpur,2022,37.53,50.82,54.03,11.67,95.3,27.29,25.58
Chhattisgarh,Janjgir-Champa,2021,58.69,71.7,59.84,18.27,19.24,39.45,83.48
Tamil Nadu,Tirunelveli,2020,92.75,52.07,36.82,46.19,76.4,49.7,51.47
Uttar Pradesh,Kanpur Nagar,2023,42.64,45.18,67.03,76.99,17.06,28.83,85.58
Assam,Nalbari,2024,64.1,26.67,82.23,11.61,95.44,64.16,82.75
Uttarakhand,Haridwar,2016,76.38,68.13,37.46,54.87,52.32,99.38,49.75
Haryana,Mahendragarh,2021,46.22,15.55,12.67,79.29,75.82,59.39,96.1
Uttar Pradesh,Ambedkar Nagar,2023,53.59,50.4,50.84,41.02,16.79,62.99,13.29
Madhya Pradesh,Anuppur,2020,30.87,56.49,22.92,80.63,80.96,73.41,34.7
Andhra Pradesh,Alluri Sitharama Raju,2016,34.36,42.73,61.25,89.02,71.77,88.23,41.9
Tamil Nadu,Salem,2019,22.89,15.52,80.58,13.14,36.91,74.15,18.06
Meghalaya,North Garo Hills,2020,73.51,54.63,99.55,70.01,97.07,40.62,69.42
Tamil Nadu,Nagapattinam,2025,39.6,93.68,70.51,16.57,58.63,54.4,90.62
Karnataka,Kodagu,2021,11.14,62.58,29.02,89.33,11.11,86.56,97.15
Gujarat,Dang,2019,92.72,53.48,15.49,97.35,66.06,78.74,82.89
Madhya Pradesh,Khandwa,2019,55.52,51.41,33.59,89.42,79.84,43.12,15.43
Assam,Nagaon,2025,63.22,48.27,76.89,25.84,61.84,28.14,75.82
Jharkhand,Jamtara,2022,56.61,59.82,10.1,38.07,33.82,49.93,96.37
Madhya Pradesh,Ratlam,2017,77.63,32.52,65.94,50.16,49.73,23.42,22.61
Uttar Pradesh,Rampur,2021,22.56,84.76,93.59,87.49,73.7,10.87,85.92
Uttar Pradesh,Rampur,2023,15.41,38.45,11.16,95.74,51.91,58.66,90.87
Tamil Nadu,Tirunelveli,2020,74.13,95.77,10.51,49.76,86.01,93.73,28.78
Rajasthan,Jhalawar,2020,27.3,43.24,32.53,14.37,94.05,40.23,71.25
Bihar,Jehanabad,2023,88.55,64.22,89.63,58.3,71.0,67.32,85.4
Gujarat,Junagadh,2018,91.61,35.84,35.57,73.54,55.04,19.93,28.69
Odisha,Boudh,2017,23.25,68.02,63.0,62.95,62.92,45.94,50.13
Sikkim,Namchi,2017,70.04,67.59,21.11,84.57,88.23,33.02,79.95
Meghalaya,South West Khasi Hills,2024,63.73,58.2,91.66,68.78,35.68,37.36,49.79
Uttar Pradesh,Varanasi,2019,27.22,92.57,96.09,71.67,96.52,89.03,31.3
Uttar Pradesh,Lakhimpur Kheri,2021,41.74,14.43,49.68,81.91,98.16,69.75,99.71
Himachal Pradesh,Sirmaur,2024,42.26,89.48,91.56,62.53,10.58,56.19,32.34
Karnataka,Ballari,2015,13.4,68.51,91.44,77.12,90.92,75.07,86.76
Arunachal Pradesh,East Siang,2015,47.76,10.94,69.54,12.49,31.06,42.97,36.28
Sikkim,Namchi,2025,92.82,79.22,38.0,29.56,48.38,49.76,49.13
Punjab,Amritsar,2015,80.57,14.68,59.95,68.88,92.7,75.4,56.47
Telangana,Rajanna Sircilla,2017,95.46,94.91,54.98,71.15,11.0,22.64,42.05
Odisha,Nabarangpur,2016,61.92,36.35,24.82,94.28,21.03,55.12,27.7
Karnataka,Chitradurga,2019,87.88,13.71,11.21,98.4,87.07,40.76,96.47
Nagaland,Dimapur,2023,64.41,73.55,27.8,32.19,13.63,94.25,11.99
Madhya Pradesh,Sehore,2017,54.05,91.46,12.1,25.26,24.99,27.97,68.64
Rajasthan,Alwar,2017,68.62,88.1,21.5,79.92,35.13,53.2,70.34
Tamil Nadu,Krishnagiri,2019,34.26,78.68,32.44,56.05,67.53,74.02,93.96
Gujarat,Botad,2024,51.96,62.28,94.59,15.17,59.02,93.09,56.74
West Bengal,Bankura,2022,47.45,28.63,80.25,99.91,54.38,29.89,62.29
Rajasthan,Udaipur,2021,77.28,93.89,10.02,54.62,69.59,64.03,24.56
Kerala,Thiruvananthapuram,2022,92.85,91.13,43.29,54.1,92.87,78.98,64.1
Rajasthan,Jodhpur,2017,88.59,57.87,35.57,93.95,77.42,28.38,91.85
Madhya Pradesh,Barwani,2025,77.43,34.77,44.79,38.4,79.15,16.68,46.45
Madhya Pradesh,Shajapur,2025,22.64,19.3,81.66,24.57,59.27,32.47,10.94
Bihar,Banka,2024,37.26,87.73,97.22,31.64,26.45,53.29,17.41
Chhattisgarh,Dhamtari,2018,77.83,99.88,27.88,54.16,73.57,42.34,46.91
Uttar Pradesh,Jhansi,2015,23.84,51.97,72.11,41.8,23.64,29.04,44.41
Uttar Pradesh,Chandauli,2019,53.45,90.56,63.13,63.54,67.49,75.52,45.89
Assam,Tinsukia,2021,94.99,18.93,33.77,47.91,55.27,31.88,10.04
Assam,Bongaigaon,2019,22.08,35.02,58.79,97.53,61.81,79.71,19.56
Uttarakhand,Chamoli,2022,92.52,37.36,72.8,84.08,14.7,92.71,52.93
Jharkhand,Ranchi,2023,71.68,66.97,19.66,62.29,38.08,59.56,12.22
Maharashtra,Mumbai City,2019,96.4,26.74,63.1,18.0,62.36,83.6,69.31
Uttar Pradesh,Aligarh,2020,64.55,93.37,75.35,67.41,63.7,32.6,53.59
Uttar Pradesh,Amethi,2023,90.25,60.21,13.01,44.87,16.34,40.21,58.24
Arunachal Pradesh,Kra Daadi,2019,72.85,82.61,31.6,22.04,77.02,97.22,97.35
Madhya Pradesh,Niwari,2021,40.68,76.5,78.34,82.05,78.14,39.43,95.95
West Bengal,Alipurduar,2015,88.82,55.87,89.82,34.43,89.27,61.48,27.32
Rajasthan,Churu,2019,10.43,68.02,52.6,95.57,23.14,88.2,18.23
Chhattisgarh,Surguja,2024,86.88,53.57,96.19,16.28,85.32,96.1,78.19
Arunachal Pradesh,Upper Subansiri,2019,23.54,65.43,88.6,69.93,43.03,96.17,97.38
Assam,Udalguri,2020,80.11,62.37,45.1,32.61,77.89,12.52,60.94
Madhya Pradesh,Alirajpur,2015,46.57,83.86,60.65,81.93,30.32,86.46,37.01
Punjab,Hoshiarpur,2018,28.37,53.04,12.79,77.14,80.02,31.24,98.34
Bihar,Lakhisarai,2021,72.6,71.12,78.06,97.97,80.46,80.99,26.99
Tripura,South Tripura,2018,76.85,42.55,99.31,97.75,18.89,54.94,57.85
Karnataka,Gadag,2017,22.11,23.62,37.66,68.04,26.13,99.33,21.45
Kerala,Kollam,2019,10.16,18.56,16.52,62.97,49.75,79.64,27.03
Andhra Pradesh,Kakinada,2025,51.97,27.04,59.79,37.01,94.36,32.84,73.91
Telangana,Medak,2023,63.63,30.95,53.7,82.04,47.37,51.76,39.38
Odisha,Nuapada,2020,86.06,17.22,94.51,79.47,76.4,79.06,18.16
Rajasthan,Phalodi,2022,26.19,78.22,88.06,40.86,31.25,52.44,73.3
Arunachal Pradesh,Changlang,2020,34.18,20.69,54.36,48.56,16.35,98.89,95.52
Rajasthan,Bharatpur,2015,70.7,29.08,72.39,96.62,24.76,65.86,32.97
Jharkhand,Dumka,2016,25.25,30.04,89.32,51.3,46.94,26.13,67.04
Bihar,East Champaran,2024,95.1,95.11,90.19,43.95,57.15,49.24,75.19
Punjab,Faridkot,2019,31.18,17.89,11.46,19.04,44.68,18.98,41.75
Maharashtra,Latur,2022,16.93,54.61,22.98,18.52,80.38,45.19,48.55
Uttarakhand,Rudraprayag,2022,93.44,16.64,19.48,61.62,97.55,77.49,92.99
Gujarat,Banaskantha,2015,31.58,93.24,17.46,43.99,79.8,21.08,68.22
Assam,Goalpara,2019,78.87,40.93,90.72,31.08,30.64,48.61,23.77
Maharashtra,Solapur,2017,59.15,95.72,76.76,75.55,64.46,46.06,68.47
Madhya Pradesh,Dhar,2018,21.94,36.23,61.74,11.99,50.93,82.41,46.66
West Bengal,Uttar Dinajpur,2019,57.87,43.32,97.8,26.7,70.57,62.73,62.28
Arunachal Pradesh,Lepa Rada,2023,77.97,16.44,33.87,64.97,36.74,77.64,32.72
Gujarat,Navsari,2017,12.72,58.24,72.89,47.0,84.33,69.69,43.2
Haryana,Hisar,2022,52.68,40.88,92.42,24.49,18.22,66.48,25.19
Bihar,Khagaria,2018,18.27,82.96,38.06,32.29,79.38,16.73,43.87
West Bengal,Purba Medinipur,2021,36.37,62.68,98.62,12.47,51.38,10.44,95.58
Madhya Pradesh,Katni,2017,92.24,59.09,11.86,27.29,43.45,45.42,10.27
West Bengal,Alipurduar,2015,71.34,19.49,28.32,29.29,21.97,11.61,91.29
Rajasthan,Jodhpur,2025,94.62,90.9,26.76,88.12,20.65,79.07,92.54
Karnataka,Bengaluru Rural,2023,74.43,56.94,30.23,83.39,95.71,28.37,18.42
Rajasthan,Anupgarh,2021,76.75,91.96,17.32,70.6,97.67,51.47,79.22
Chhattisgarh,Dantewada,2020,30.9,15.3,92.77,45.52,98.24,70.47,38.39
Madhya Pradesh,Damoh,2021,94.07,85.18,89.37,85.91,80.14,21.02,20.94
Madhya Pradesh,Anuppur,2025,46.25,21.48,30.91,15.98,38.43,73.16,34.33
West Bengal,Darjeeling,2021,75.02,40.95,32.74,21.05,62.52,42.24,53.15
Gujarat,Kheda,2018,42.08,65.05,68.24,33.27,83.82,97.27,33.25
Rajasthan,Bundi,2021,98.83,36.84,30.63,34.19,98.89,99.8,74.73
Tripura,South Tripura,2021,19.56,58.78,65.93,74.64,46.24,47.73,41.06
Chhattisgarh,Janjgir-Champa,2025,43.16,26.56,25.45,87.91,72.45,93.94,72.25
Bihar,Arwal,2022,71.63,81.77,70.7,93.14,33.33,63.69,71.51
Jharkhand,Jamtara,2024,13.43,11.34,19.42,47.42,47.13,36.89,95.53
Uttar Pradesh,Rae Bareli,2022,57.3,23.34,18.81,61.93,25.15,22.07,57.76
Uttar Pradesh,Sant Kabir Nagar,2017,72.1,41.38,61.5,85.95,89.78,54.8,85.85
Odisha,Jajpur,2021,78.12,48.1,13.35,50.0,26.7,96.55,51.09
Tamil Nadu,Karur,2024,51.5,86.78,17.44,11.01,23.42,94.17,75.13
Haryana,Ambala,2022,10.55,68.95,80.74,33.96,60.18,47.71,58.29
Haryana,Panipat,2019,42.8,91.09,72.25,10.88,54.69,16.04,51.74
Mizoram,Aizawl,2020,79.54,43.13,68.54,90.61,58.53,18.69,11.39
Bihar,Jehanabad,2022,32.17,90.71,78.02,36.2,18.88,47.19,62.49
Manipur,Imphal West,2024,49.46,58.31,77.23,97.89,22.18,49.01,12.95
Jharkhand,Jamtara,2023,62.57,80.25,83.42,11.1,31.2,25.73,37.92
Assam,Karimganj,2018,89.6,79.6,58.55,95.86,67.65,52.79,68.45
Arunachal Pradesh,Longding,2022,11.79,51.75,25.25,71.76,50.42,24.15,63.4
Karnataka,Uttara Kannada,2016,77.58,11.77,36.19,71.27,15.74,55.53,48.61
Tamil Nadu,Karur,2025,47.42,46.23,94.93,57.45,16.75,38.22,43.33
Madhya Pradesh,Damoh,2025,47.06,13.94,80.47,64.08,40.56,87.57,98.4
Uttar Pradesh,Agra,2015,74.65,44.76,82.54,37.45,28.85,77.08,56.26
Tamil Nadu,Tiruchirappalli,2019,70.53,36.91,86.48,97.35,21.62,58.56,17.51
Arunachal Pradesh,East Siang,2022,58.46,39.41,98.59,74.32,40.6,22.75,25.16
Maharashtra,Washim,2021,43.67,31.75,68.21,16.41,57.82,76.17,85.2
Telangana,Jayashankar Bhupalpally,2021,31.93,43.36,87.12,64.94,64.23,23.7,71.82
Telangana,Ranga Reddy,2019,40.21,47.22,88.81,54.1,97.42,42.79,94.15
Uttar Pradesh,Lucknow,2025,12.73,29.64,42.83,79.89,28.4,28.21,97.57
Rajasthan,Gangapur City,2024,99.45,30.88,94.96,31.02,87.1,45.94,68.13
Nagaland,Tuensang,2017,42.27,32.94,98.36,40.22,97.7,64.07,49.41
Bihar,Madhubani,2019,52.34,27.07,34.11,99.14,45.63,33.22,80.98
Telangana,Suryapet,2019,10.43,20.0,73.4,85.89,43.99,10.12,66.64
Mizoram,Kolasib,2015,14.91,88.61,57.38,82.98,75.19,27.49,68.77
Rajasthan,Pali,2017,79.27,52.27,21.6,22.57,28.47,30.33,43.32
Uttar Pradesh,Basti,2020,87.44,44.34,86.64,49.88,77.71,39.17,86.85
Uttar Pradesh,Kanpur Nagar,2019,58.42,43.75,41.47,79.52,37.75,31.39,95.72
Bihar,Bhagalpur,2025,75.17,32.63,15.65,87.97,35.21,80.1,34.07
Assam,Sivasagar,2019,23.84,69.83,48.91,84.47,62.03,38.29,14.11
Telangana,Yadadri Bhuvanagiri,2022,16.09,58.55,46.35,32.19,10.12,85.37,14.53
Sikkim,Gangtok,2019,58.02,56.39,16.55,98.12,65.62,36.26,90.85
Sikkim,Pakyong,2022,82.02,74.05,11.52,88.56,87.95,62.01,64.36
Tripura,West Tripura,2018,44.82,54.26,63.42,26.5,72.24,96.8,35.62
Rajasthan,Rajsamand,2022,45.45,64.74,30.55,66.2,40.31,87.91,11.03
Madhya Pradesh,Anuppur,2025,78.99,79.96,93.49,13.72,59.86,96.15,77.25
West Bengal,Paschim Medinipur,2018,72.44,37.61,57.0,18.32,36.82,86.75,35.65
Uttarakhand,Pauri Garhwal,2021,33.08,11.55,21.59,75.79,40.98,54.75,18.98
Maharashtra,Thane,2024,22.75,71.69,81.1,48.03,16.32,51.87,52.28
Jharkhand,West Singhbhum,2023,60.05,62.1,45.82,45.23,16.6,49.72,46.74
Bihar,Begusarai,2017,46.94,31.64,63.64,55.0,81.27,45.39,17.52
Uttar Pradesh,Pratapgarh,2017,87.63,59.23,83.16,87.84,70.13,96.03,36.83
Madhya Pradesh,Datia,2017,56.92,67.15,57.39,75.76,54.51,95.35,91.49
Manipur,Thoubal,2020,90.77,44.32,44.81,86.36,21.1,27.79,78.91
Madhya Pradesh,Burhanpur,2020,77.52,10.07,56.22,15.17,56.53,79.16,96.19
Uttar Pradesh,Gautam Buddha Nagar,2019,51.92,45.79,65.93,11.8,84.4,36.8,56.79
Andhra Pradesh,Vizianagaram,2021,36.0,80.54,32.5,24.22,91.52,54.01,99.89
Uttar Pradesh,Fatehpur,2021,14.29,47.0,28.48,85.02,34.2,63.07,99.52
Uttarakhand,Tehri Garhwal,2019,66.37,53.08,52.75,18.68,98.94,60.61,40.33
Tamil Nadu,Vellore,2015,61.22,80.09,10.73,11.24,10.99,93.61,14.92
Telangana,Mahabubnagar,2025,68.05,67.98,27.59,78.22,36.61,32.7,80.72
Telangana,Mancherial,2020,89.53,76.29,26.4,27.02,14.39,32.46,15.99
Uttar Pradesh,Mau,2017,55.83,53.89,10.86,11.25,26.43,79.39,45.63
Assam,Chirang,2021,75.16,78.5,94.77,90.89,70.36,48.42,79.85
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2025,15.69,61.96,59.79,87.0,84.29,17.68,47.29
Arunachal Pradesh,Siang,2017,28.81,52.28,14.4,49.77,38.91,34.71,74.23
Bihar,Nalanda,2019,15.33,91.49,38.38,10.78,82.22,85.83,19.52
Uttar Pradesh,Sultanpur,2023,66.98,91.39,77.06,27.92,58.95,44.8,34.39
Mizoram,Lunglei,2024,96.69,72.17,40.57,51.96,40.63,29.23,81.71
Chhattisgarh,Jashpur,2020,94.09,12.1,83.97,25.8,92.59,14.09,78.78
Maharashtra,Sindhudurg,2018,99.97,60.54,61.56,76.86,42.82,91.5,81.87
Madhya Pradesh,Sheopur,2022,14.82,75.46,96.69,49.08,25.37,21.88,90.83
Arunachal Pradesh,Kra Daadi,2020,57.26,56.81,45.81,60.46,28.85,89.0,90.1
Tripura,Sepahijala,2023,62.91,33.82,85.11,95.18,97.6,65.05,36.74
Rajasthan,Sri Ganganagar,2023,43.75,58.38,99.48,12.7,72.15,57.49,50.48
Tripura,North Tripura,2018,38.14,95.43,74.02,32.92,97.61,91.49,45.89
Andhra Pradesh,Anantapur,2018,49.14,64.09,47.02,59.45,51.41,26.07,29.49
Mizoram,Lawngtlai,2023,62.1,38.94,46.04,17.14,78.67,84.77,41.04
Tripura,Gomati,2015,26.92,22.03,98.67,53.05,21.02,19.25,13.39
Uttar Pradesh,Etawah,2018,36.63,67.97,10.65,79.69,64.58,12.74,34.77
Jharkhand,West Singhbhum,2023,37.73,69.28,82.43,70.17,51.77,93.94,84.81
Karnataka,Chamarajanagar,2024,64.63,84.2,67.6,99.51,56.26,10.71,33.03
Assam,Nalbari,2015,85.51,10.3,39.62,36.42,88.88,87.03,71.6
Mizoram,Mamit,2015,81.76,89.8,64.73,79.68,22.64,39.74,21.3
Assam,Dima Hasao,2021,86.5,45.48,32.47,67.18,27.39,77.92,23.94
Uttar Pradesh,Lakhimpur Kheri,2021,24.25,47.88,50.58,27.76,75.78,52.65,97.9
Haryana,Fatehabad,2017,23.31,96.29,34.75,61.55,21.37,49.35,79.48
Assam,Dhubri,2018,68.94,48.49,64.11,47.53,60.56,81.51,59.67
Tamil Nadu,Vellore,2018,33.55,43.78,60.84,29.88,71.08,44.47,82.72
Chhattisgarh,Bastar,2018,98.22,22.22,46.44,32.67,83.67,56.71,12.59
Chhattisgarh,Sukma,2025,70.83,12.2,93.64,31.61,35.54,10.92,70.31
Jharkhand,Dhanbad,2021,62.48,38.3,22.6,61.41,63.23,12.28,26.63
Tamil Nadu,Thoothukudi,2017,97.89,16.63,85.5,76.71,57.05,40.05,10.41
Punjab,Tarn Taran,2024,26.8,11.57,70.19,74.65,59.07,51.67,38.19
Rajasthan,Dausa,2019,73.29,46.79,43.08,50.89,27.4,69.69,25.46
Chhattisgarh,Rajnandgaon,2018,84.8,41.86,67.81,62.78,37.94,16.44,69.81
Tamil Nadu,Namakkal,2016,80.89,97.1,36.83,63.84,14.47,64.46,36.8
Uttar Pradesh,Mainpuri,2018,43.69,11.45,99.02,39.72,77.9,29.85,42.62
Bihar,Purnia,2016,68.88,97.23,54.11,35.53,48.48,61.62,26.34
Uttarakhand,Udham Singh Nagar,2022,44.24,78.48,19.27,84.39,36.21,81.43,93.73
Mizoram,Champhai,2021,72.1,98.84,45.27,68.48,99.02,79.04,49.66
Uttarakhand,Pauri Garhwal,2015,83.12,77.48,45.53,60.8,66.17,82.68,36.85
Uttar Pradesh,Balrampur,2025,69.91,30.09,37.46,67.04,24.05,41.67,31.96
Uttar Pradesh,Gonda,2016,40.65,69.07,85.36,49.27,51.33,58.42,20.84
Punjab,Sri Muktsar Sahib,2015,65.03,84.78,71.04,58.34,16.38,63.33,53.91
Uttarakhand,Rudraprayag,2024,98.55,23.45,82.62,65.46,47.74,62.49,56.71
Nagaland,Mon,2018,91.38,38.48,46.45,46.85,58.3,54.09,18.41
