state,district,year,literacy_rate,schools,colleges,teachers,students,dropout_rate,digital_classrooms
Arunachal Pradesh,Kurung Kumey,2023,74.43,1552,196,5440,106344,9.21,373
Arunachal Pradesh,Kurung Kumey,2024,88.38,1576,161,4009,15868,13.85,26
Arunachal Pradesh,Kurung Kumey,2025,86.45,1983,91,2121,68884,14.96,322
Arunachal Pradesh,Kra Daadi,2015,88.68,1700,196,5726,109374,1.15,157
Arunachal Pradesh,Kra Daadi,2016,92.92,657,60,1812,103139,13.32,296
Arunachal Pradesh,Kra Daadi,2017,90.45,883,125,7056,118068,8.33,128
Arunachal Pradesh,Kra Daadi,2018,93.38,1777,144,2371,33471,14.94,55
Arunachal Pradesh,Kra Daadi,2019,86.02,458,159,242,95085,11.37,474
Arunachal Pradesh,Kra Daadi,2020,87.13,244,52,486,113710,6.29,482
Arunachal Pradesh,Kra Daadi,2021,83.67,298,102,1324,176655,5.06,457
Arunachal Pradesh,Kra Daadi,2022,90.29,355,38,1735,177875,3.25,365
Arunachal Pradesh,Kra Daadi,2023,65.22,1868,158,7485,67902,7.25,74
Arunachal Pradesh,Kra Daadi,2024,79.54,1794,135,1786,112362,1.75,439
Arunachal Pradesh,Kra Daadi,2025,72.91,1910,70,7605,36461,4.03,10
Arunachal Pradesh,Lower Subansiri,2015,85.42,720,100,305,86948,13.74,227
Arunachal Pradesh,Lower Subansiri,2016,60.96,1602,161,1201,61085,5.48,386
Arunachal Pradesh,Lower Subansiri,2017,57.72,618,52,6924,28608,3.44,352
Arunachal Pradesh,Lower Subansiri,2018,64.56,1496,137,6791,183183,3.72,219
Arunachal Pradesh,Lower Subansiri,2019,91.93,330,94,1094,42387,12.47,77
Arunachal Pradesh,Lower Subansiri,2020,70.02,741,18,3079,126272,10.19,343
Arunachal Pradesh,Lower Subansiri,2021,89.54,923,59,3195,116068,2.11,204
Arunachal Pradesh,Lower Subansiri,2022,86.31,456,84,3288,19422,9.29,17
Arunachal Pradesh,Lower Subansiri,2023,89.39,942,82,5039,175839,8.21,41
Arunachal Pradesh,Lower Subansiri,2024,65.9,1845,33,6091,115225,4.39,351
Arunachal Pradesh,Lower Subansiri,2025,88.07,1040,50,1673,164465,10.08,254
Arunachal Pradesh,Upper Subansiri,2015,66.23,238,150,4241,47111,10.97,161
Arunachal Pradesh,Upper Subansiri,2016,92.12,1818,29,2988,24788,1.72,252
Arunachal Pradesh,Upper Subansiri,2017,92.41,1833,93,6480,92617,9.05,75
Arunachal Pradesh,Upper Subansiri,2018,56.52,375,159,7663,150819,14.09,193
Arunachal Pradesh,Upper Subansiri,2019,78.16,991,45,5981,30039,11.27,337
Arunachal Pradesh,Upper Subansiri,2020,55.55,1939,96,976,182828,2.06,263
Arunachal Pradesh,Upper Subansiri,2021,61.83,53,151,673,156617,1.24,348
Arunachal Pradesh,Upper Subansiri,2022,61.9,748,185,6234,129069,6.25,205
Arunachal Pradesh,Upper Subansiri,2023,58.62,90,143,2881,182102,11.65,38
Arunachal Pradesh,Upper Subansiri,2024,88.61,1517,48,708,2040,5.81,161
Arunachal Pradesh,Upper Subansiri,2025,73.02,1221,96,4143,199540,11.96,342
Arunachal Pradesh,West Siang,2015,57.35,303,110,6292,157242,12.97,394
Arunachal Pradesh,West Siang,2016,76.94,848,187,1035,189058,7.24,495
Arunachal Pradesh,West Siang,2017,66.4,1529,20,3949,84232,7.78,18
Arunachal Pradesh,West Siang,2018,77.03,1276,15,6970,133394,3.86,229
Arunachal Pradesh,West Siang,2019,83.22,1061,116,2965,120298,12.3,382
Arunachal Pradesh,West Siang,2020,68.54,206,40,4472,38628,5.27,454
Arunachal Pradesh,West Siang,2021,64.17,1443,29,5798,120293,13.43,309
Arunachal Pradesh,West Siang,2022,59.56,924,110,5336,54675,3.35,291
Arunachal Pradesh,West Siang,2023,93.23,777,121,3155,145012,14.05,73
Arunachal Pradesh,West Siang,2024,72.13,1983,84,848,45955,7.1,484
Arunachal Pradesh,West Siang,2025,87.69,580,196,2661,150375,6.76,248
Arunachal Pradesh,East Siang,2015,76.15,631,68,5636,18659,8.47,397
Arunachal Pradesh,East Siang,2016,87.05,1474,137,1130,120785,11.89,487
Arunachal Pradesh,East Siang,2017,85.9,876,165,1520,6727,11.74,90
Arunachal Pradesh,East Siang,2018,64.79,1332,29,4808,38484,3.94,324
Arunachal Pradesh,East Siang,2019,82.29,230,140,3998,2197,1.93,8
Arunachal Pradesh,East Siang,2020,65.52,1539,13,2647,14814,7.66,168
Arunachal Pradesh,East Siang,2021,80.39,1725,158,4297,33512,1.25,92
Arunachal Pradesh,East Siang,2022,78.65,1696,43,7355,183577,12.19,41
Arunachal Pradesh,East Siang,2023,77.29,687,112,6199,157493,13.64,244
Arunachal Pradesh,East Siang,2024,84.08,1062,49,954,135901,13.03,436
Arunachal Pradesh,East Siang,2025,85.75,424,57,4983,154741,12.66,375
Arunachal Pradesh,Siang,2015,69.95,384,79,5845,174738,13.5,453
Arunachal Pradesh,Siang,2016,62.8,805,169,4695,139145,11.97,497
Arunachal Pradesh,Siang,2017,57.79,1191,126,563,124114,14.78,322
Arunachal Pradesh,Siang,2018,62.08,880,32,7980,154438,13.35,482
Arunachal Pradesh,Siang,2019,91.9,1343,36,2006,71042,4.64,401
Arunachal Pradesh,Siang,2020,55.4,895,161,2535,46228,4.77,282
Arunachal Pradesh,Siang,2021,90.87,782,14,3443,63608,2.63,212
Arunachal Pradesh,Siang,2022,72.15,343,126,1011,33058,4.28,341
Arunachal Pradesh,Siang,2023,80.61,1490,114,3569,64679,2.42,213
Arunachal Pradesh,Siang,2024,76.35,485,143,7106,135976,4.28,300
Arunachal Pradesh,Siang,2025,70.12,1002,14,3857,112382,2.57,188
Arunachal Pradesh,Upper Siang,2015,65.62,974,23,4105,121298,7.61,204
Arunachal Pradesh,Upper Siang,2016,85.89,599,159,1597,198498,8.05,425
Arunachal Pradesh,Upper Siang,2017,60.53,828,118,5012,64799,8.38,233
Arunachal Pradesh,Upper Siang,2018,61.21,1836,173,2743,39996,8.7,391
Arunachal Pradesh,Upper Siang,2019,78.97,1733,62,4200,130843,1.44,88
Arunachal Pradesh,Upper Siang,2020,76.73,451,189,3576,90263,3.1,75
Arunachal Pradesh,Upper Siang,2021,82.83,1048,159,7042,126948,10.95,389
Arunachal Pradesh,Upper Siang,2022,94.49,1963,63,4039,107584,6.8,30
Arunachal Pradesh,Upper Siang,2023,77.47,1046,189,1599,51529,1.59,270
Arunachal Pradesh,Upper Siang,2024,69.1,402,124,2879,34670,6.37,329
Arunachal Pradesh,Upper Siang,2025,76.37,275,91,4594,75317,1.47,181
Arunachal Pradesh,Lower Siang,2015,58.08,1279,151,1749,99167,3.51,198
Arunachal Pradesh,Lower Siang,2016,57.26,1706,145,2979,14504,7.93,367
Arunachal Pradesh,Lower Siang,2017,68.54,744,113,2995,45258,13.18,289
Arunachal Pradesh,Lower Siang,2018,69.97,992,148,4145,182658,12.6,146
Arunachal Pradesh,Lower Siang,2019,86.4,847,123,1015,78008,4.03,385
Arunachal Pradesh,Lower Siang,2020,82.92,1968,5,3509,164628,5.98,228
Arunachal Pradesh,Lower Siang,2021,86.54,1508,174,1014,160970,10.6,399
Arunachal Pradesh,Lower Siang,2022,86.99,161,109,6992,137540,12.25,298
Arunachal Pradesh,Lower Siang,2023,70.38,237,64,3930,189638,13.95,484
Arunachal Pradesh,Lower Siang,2024,74.99,1959,138,3099,10497,12.81,11
Arunachal Pradesh,Lower Siang,2025,59.0,318,105,3617,95755,10.14,348
Arunachal Pradesh,Lower Dibang Valley,2015,66.15,269,124,4448,28783,6.49,177
Arunachal Pradesh,Lower Dibang Valley,2016,60.24,1885,95,7941,8000,11.48,20
Arunachal Pradesh,Lower Dibang Valley,2017,65.67,380,193,1100,147074,8.04,217
Arunachal Pradesh,Lower Dibang Valley,2018,93.94,183,181,5568,115898,7.3,85
Arunachal Pradesh,Lower Dibang Valley,2019,81.83,1453,199,1491,148472,2.82,369
Arunachal Pradesh,Lower Dibang Valley,2020,66.14,287,7,5655,54493,12.79,177
Arunachal Pradesh,Lower Dibang Valley,2021,75.18,1059,166,6182,118509,6.42,275
Arunachal Pradesh,Lower Dibang Valley,2022,85.42,1970,94,426,102354,4.97,77
Arunachal Pradesh,Lower Dibang Valley,2023,68.42,1955,26,1522,92481,14.95,148
Arunachal Pradesh,Lower Dibang Valley,2024,88.02,1364,32,4938,34713,3.38,178
Arunachal Pradesh,Lower Dibang Valley,2025,80.03,969,174,4843,59681,5.5,258
Arunachal Pradesh,Dibang Valley,2015,94.22,1879,40,4290,150724,5.96,34
Arunachal Pradesh,Dibang Valley,2016,86.0,1880,54,1892,159702,8.76,332
Arunachal Pradesh,Dibang Valley,2017,82.79,1745,66,6049,43346,3.67,281
Arunachal Pradesh,Dibang Valley,2018,94.34,103,73,4971,113891,3.97,59
Arunachal Pradesh,Dibang Valley,2019,62.58,433,11,1474,47878,6.07,480
Arunachal Pradesh,Dibang Valley,2020,91.98,98,121,5534,154157,5.03,463
Arunachal Pradesh,Dibang Valley,2021,85.84,1673,95,2127,114001,9.79,53
Arunachal Pradesh,Dibang Valley,2022,70.52,779,99,787,21336,7.3,80
Arunachal Pradesh,Dibang Valley,2023,94.72,493,109,7845,69545,2.51,109
Arunachal Pradesh,Dibang Valley,2024,68.92,1026,157,1901,151852,12.85,99
Arunachal Pradesh,Dibang Valley,2025,75.09,1094,168,2275,42951,11.98,152
Arunachal Pradesh,Anjaw,2015,70.79,642,105,2212,136727,7.21,361
Arunachal Pradesh,Anjaw,2016,86.86,1458,83,306,58537,4.97,7
Arunachal Pradesh,Anjaw,2017,56.44,1114,147,2433,163174,11.34,332
Arunachal Pradesh,Anjaw,2018,80.18,233,35,7444,27002,2.19,346
Arunachal Pradesh,Anjaw,2019,94.63,293,141,5574,66470,5.67,339
Arunachal Pradesh,Anjaw,2020,90.05,1215,175,5931,59584,9.78,413
Arunachal Pradesh,Anjaw,2021,78.3,77,105,4226,134331,12.2,460
Arunachal Pradesh,Anjaw,2022,79.92,146,127,686,91651,9.48,329
Arunachal Pradesh,Anjaw,2023,62.95,1220,191,7053,143239,9.17,374
Arunachal Pradesh,Anjaw,2024,94.12,1023,111,2583,90524,14.38,119
Arunachal Pradesh,Anjaw,2025,67.67,495,7,996,193500,3.71,185
Arunachal Pradesh,Lohit,2015,59.61,464,176,6692,56791,9.67,201
Arunachal Pradesh,Lohit,2016,55.89,154,139,1277,35251,11.61,393
Arunachal Pradesh,Lohit,2017,60.66,181,64,5378,107624,3.75,433
Arunachal Pradesh,Lohit,2018,85.61,1549,111,3315,36875,1.56,114
Arunachal Pradesh,Lohit,2019,75.91,1751,185,477,125732,9.42,79
Arunachal Pradesh,Lohit,2020,90.38,829,41,5098,153211,9.11,319
Arunachal Pradesh,Lohit,2021,57.63,1451,194,7331,69649,4.77,281
Arunachal Pradesh,Lohit,2022,62.63,342,138,3347,159239,11.58,418
Arunachal Pradesh,Lohit,2023,84.85,1563,105,2524,44674,2.48,39
Arunachal Pradesh,Lohit,2024,56.32,115,11,6186,177011,12.56,70
Arunachal Pradesh,Lohit,2025,75.53,346,107,5791,169150,10.6,234
Arunachal Pradesh,Namsai,2015,90.37,441,136,3493,37906,9.75,212
Arunachal Pradesh,Namsai,2016,59.08,666,20,1489,71653,3.18,311
Arunachal Pradesh,Namsai,2017,86.81,1058,193,706,89565,10.54,149
Arunachal Pradesh,Namsai,2018,67.93,462,101,2075,117276,12.71,224
Arunachal Pradesh,Namsai,2019,59.32,1007,58,5733,126858,1.15,396
Arunachal Pradesh,Namsai,2020,58.02,1272,18,4313,146153,12.84,263
Arunachal Pradesh,Namsai,2021,71.99,1649,200,1487,192358,7.43,82
Arunachal Pradesh,Namsai,2022,63.6,555,114,1771,108996,3.05,231
Arunachal Pradesh,Namsai,2023,55.64,1528,197,4778,108403,5.72,372
Arunachal Pradesh,Namsai,2024,83.81,523,99,1594,111140,1.86,150
Arunachal Pradesh,Namsai,2025,60.59,997,81,7740,34507,1.95,446
Arunachal Pradesh,Changlang,2015,67.21,1707,30,5908,82323,14.69,285
Arunachal Pradesh,Changlang,2016,79.61,748,67,6765,189829,13.44,402
Arunachal Pradesh,Changlang,2017,85.24,1452,166,4102,59396,1.96,95
Arunachal Pradesh,Changlang,2018,74.99,383,109,2781,187457,7.07,311
Arunachal Pradesh,Changlang,2019,93.8,894,59,7365,48841,14.22,446
Arunachal Pradesh,Changlang,2020,64.65,565,15,7310,127959,10.75,348
Arunachal Pradesh,Changlang,2021,57.65,1404,104,3017,192087,12.06,151
Arunachal Pradesh,Changlang,2022,83.61,1767,118,3809,73676,8.59,76
Arunachal Pradesh,Changlang,2023,86.02,1276,144,5044,135582,11.53,137
Arunachal Pradesh,Changlang,2024,58.52,1270,147,2320,178119,14.02,458
Arunachal Pradesh,Changlang,2025,62.4,1568,139,218,93073,13.16,365
Arunachal Pradesh,Tirap,2015,85.8,791,12,649,73972,12.45,218
Arunachal Pradesh,Tirap,2016,79.7,251,46,2998,82596,12.91,350
Arunachal Pradesh,Tirap,2017,94.35,1183,15,3231,50056,6.66,375
Arunachal Pradesh,Tirap,2018,88.18,1588,148,3331,79312,14.9,155
Arunachal Pradesh,Tirap,2019,61.64,994,49,4831,81180,1.31,308
Arunachal Pradesh,Tirap,2020,88.67,334,120,5592,11731,9.93,224
Arunachal Pradesh,Tirap,2021,85.32,238,104,2362,120424,5.54,348
Arunachal Pradesh,Tirap,2022,67.22,1667,153,2873,121765,10.34,31
Arunachal Pradesh,Tirap,2023,94.29,1776,87,5061,95900,14.56,206
Arunachal Pradesh,Tirap,2024,94.67,969,63,4836,43110,8.92,394
Arunachal Pradesh,Tirap,2025,93.49,285,164,7125,22933,14.83,438
Arunachal Pradesh,Longding,2015,65.45,1282,196,1127,123719,9.16,157
Arunachal Pradesh,Longding,2016,72.32,492,122,3019,148153,2.61,404
Arunachal Pradesh,Longding,2017,90.65,1724,167,3523,92556,8.96,402
Arunachal Pradesh,Longding,2018,91.28,123,135,5532,70090,8.18,113
Arunachal Pradesh,Longding,2019,55.9,1745,91,3970,102226,11.86,102
Arunachal Pradesh,Longding,2020,89.8,756,52,6787,118400,10.2,311
Arunachal Pradesh,Longding,2021,91.75,952,147,1313,177365,11.15,275
Arunachal Pradesh,Longding,2022,61.4,1063,25,3357,97530,13.81,442
Arunachal Pradesh,Longding,2023,67.3,168,149,5314,87257,2.68,336
Arunachal Pradesh,Longding,2024,85.7,1480,70,2339,116830,4.33,119
Arunachal Pradesh,Longding,2025,61.44,411,56,411,106079,13.56,365
Arunachal Pradesh,Pakke-Kessang,2015,84.81,1248,19,2269,74155,1.15,344
Arunachal Pradesh,Pakke-Kessang,2016,88.11,550,109,5613,129953,12.53,110
Arunachal Pradesh,Pakke-Kessang,2017,88.95,440,49,7692,50784,9.52,258
Arunachal Pradesh,Pakke-Kessang,2018,55.96,1680,190,2142,127137,7.5,182
Arunachal Pradesh,Pakke-Kessang,2019,77.47,1636,120,1849,65071,13.73,176
Arunachal Pradesh,Pakke-Kessang,2020,79.58,1820,171,4476,158209,7.93,256
Arunachal Pradesh,Pakke-Kessang,2021,92.41,1022,15,2761,130735,8.57,496
Arunachal Pradesh,Pakke-Kessang,2022,63.56,460,172,422,7110,6.76,7
Arunachal Pradesh,Pakke-Kessang,2023,69.6,1170,142,2729,8726,10.72,489
Arunachal Pradesh,Pakke-Kessang,2024,71.25,1919,117,7493,142357,1.08,397
Arunachal Pradesh,Pakke-Kessang,2025,90.9,1890,47,5205,181134,10.92,425
Arunachal Pradesh,Leparada,2015,73.66,1684,114,4205,199417,12.73,280
Arunachal Pradesh,Leparada,2016,92.09,1539,128,1462,125590,4.52,278
Arunachal Pradesh,Leparada,2017,75.82,981,20,3209,46472,8.32,333
Arunachal Pradesh,Leparada,2018,74.71,1223,103,2916,136708,14.6,276
Arunachal Pradesh,Leparada,2019,87.9,925,18,3287,190887,5.67,292
Arunachal Pradesh,Leparada,2020,84.16,1102,132,3508,46552,3.17,433
Arunachal Pradesh,Leparada,2021,85.61,861,184,1307,77388,4.16,152
Arunachal Pradesh,Leparada,2022,79.13,1930,25,7050,190657,3.4,213
Arunachal Pradesh,Leparada,2023,75.3,564,5,1944,70573,4.75,213
Arunachal Pradesh,Leparada,2024,60.24,1293,40,2091,108877,6.27,80
Arunachal Pradesh,Leparada,2025,59.63,1808,107,5967,87999,9.63,153
Arunachal Pradesh,Lepa Rada,2015,84.89,415,86,1898,88040,14.04,311
Arunachal Pradesh,Lepa Rada,2016,73.67,927,100,6384,133846,11.02,374
Arunachal Pradesh,Lepa Rada,2017,59.76,1449,131,3711,132417,6.22,281
Arunachal Pradesh,Lepa Rada,2018,75.36,1029,153,5911,138887,13.43,17
Arunachal Pradesh,Lepa Rada,2019,87.8,106,151,3601,5824,8.31,125
Arunachal Pradesh,Lepa Rada,2020,68.06,1888,129,6032,64915,2.94,472
Arunachal Pradesh,Lepa Rada,2021,58.16,684,121,7803,79388,3.6,233
Arunachal Pradesh,Lepa Rada,2022,89.78,186,88,1872,159313,3.01,405
Arunachal Pradesh,Lepa Rada,2023,68.06,448,86,2727,14206,6.77,292
Arunachal Pradesh,Lepa Rada,2024,79.38,1725,31,4115,181932,7.26,274
Arunachal Pradesh,Lepa Rada,2025,91.85,934,135,6706,130039,5.48,385
Arunachal Pradesh,Kamle,2015,85.54,1206,56,5999,110362,7.95,311
Arunachal Pradesh,Kamle,2016,69.61,1091,165,5492,57606,12.71,73
Arunachal Pradesh,Kamle,2017,83.82,57,123,2257,191128,11.07,426
Arunachal Pradesh,Kamle,2018,77.44,1668,43,6248,173601,7.67,305
Arunachal Pradesh,Kamle,2019,64.95,1959,75,1733,138536,7.06,136
Arunachal Pradesh,Kamle,2020,73.06,1131,171,1548,43618,7.05,338
Arunachal Pradesh,Kamle,2021,71.22,1434,55,1096,82459,3.8,89
Arunachal Pradesh,Kamle,2022,91.93,467,156,1080,44597,9.99,265
Arunachal Pradesh,Kamle,2023,70.05,1676,22,1602,141461,1.05,197
Arunachal Pradesh,Kamle,2024,86.47,683,83,6671,72904,7.4,247
Arunachal Pradesh,Kamle,2025,74.42,77,174,3707,85865,6.88,356
Assam,Baksa,2015,65.32,541,194,1107,181634,11.92,411
Assam,Baksa,2016,86.23,1787,183,5807,37797,4.92,406
Assam,Baksa,2017,61.13,1932,130,3910,144961,14.24,20
Assam,Baksa,2018,93.16,1648,33,6250,115747,12.68,77
Assam,Baksa,2019,94.64,1402,89,1675,159258,5.69,358
Assam,Baksa,2020,68.94,1423,171,2156,55415,3.88,42
Assam,Baksa,2021,71.29,182,139,3029,89950,11.33,278
Assam,Baksa,2022,90.23,1843,197,4585,4990,6.22,385
Assam,Baksa,2023,56.75,1737,179,1610,167488,13.48,444
Assam,Baksa,2024,94.12,1183,179,6871,101898,9.17,96
Assam,Baksa,2025,64.11,395,72,679,18033,13.65,482
Assam,Barpeta,2015,76.3,1000,113,5559,142900,13.57,463
Assam,Barpeta,2016,63.47,1613,114,3249,119566,4.32,170
Assam,Barpeta,2017,81.5,624,79,1269,158656,7.99,159
Assam,Barpeta,2018,57.39,1525,41,2150,20735,7.44,490
Assam,Barpeta,2019,74.72,549,139,3158,68724,13.41,385
Assam,Barpeta,2020,85.37,702,195,5115,46975,3.45,38
Assam,Barpeta,2021,72.0,1333,165,871,143503,13.18,23
Assam,Barpeta,2022,90.54,1181,53,2800,49341,13.1,221
Assam,Barpeta,2023,80.94,1370,132,4175,20267,13.27,9
Assam,Barpeta,2024,94.78,1661,133,1326,167925,11.83,110
Assam,Barpeta,2025,60.93,952,117,685,92989,1.61,232
Assam,Biswanath,2015,80.36,446,113,3209,167511,10.24,421
Assam,Biswanath,2016,93.17,1373,86,6866,198615,11.9,97
Assam,Biswanath,2017,59.1,1630,71,4713,137873,2.75,65
Assam,Biswanath,2018,78.1,868,186,4200,45380,8.55,347
Assam,Biswanath,2019,81.4,1191,76,1610,128130,5.62,292
Assam,Biswanath,2020,83.5,1173,197,547,8694,7.65,374
Assam,Biswanath,2021,89.72,1572,136,7467,161747,8.53,303
Assam,Biswanath,2022,92.77,1052,114,7798,191881,4.57,249
Assam,Biswanath,2023,92.55,1634,195,3210,140020,14.69,449
Assam,Biswanath,2024,68.11,702,191,2222,162935,2.8,394
Assam,Biswanath,2025,55.6,857,123,2765,198085,5.66,75
Assam,Bongaigaon,2015,62.93,1995,24,3605,27219,14.62,43
Assam,Bongaigaon,2016,74.13,307,71,1039,43133,14.42,155
Assam,Bongaigaon,2017,79.93,384,58,2383,197971,6.58,304
Assam,Bongaigaon,2018,94.28,1396,51,3634,166257,6.91,339
Assam,Bongaigaon,2019,58.21,1185,134,3737,57165,12.55,460
Assam,Bongaigaon,2020,65.81,1103,181,1248,58177,11.18,170
Assam,Bongaigaon,2021,78.15,1142,123,2341,162720,1.64,110
Assam,Bongaigaon,2022,83.46,1311,200,6023,71037,7.19,475
Assam,Bongaigaon,2023,68.08,1992,169,3588,87563,2.09,356
Assam,Bongaigaon,2024,81.21,1585,168,4147,21864,11.14,294
Assam,Bongaigaon,2025,91.3,770,130,5429,22266,7.53,245
Assam,Cachar,2015,56.94,1692,52,5191,183164,2.43,121
Assam,Cachar,2016,70.29,214,122,2450,187003,2.53,466
Assam,Cachar,2017,70.45,1709,40,4050,113313,13.26,484
Assam,Cachar,2018,60.02,1840,179,7295,103973,4.44,266
Assam,Cachar,2019,87.0,597,13,251,151110,7.02,464
Assam,Cachar,2020,62.74,330,31,2397,121320,7.92,447
Assam,Cachar,2021,83.85,298,98,726,106777,7.32,173
Assam,Cachar,2022,89.84,1532,114,7290,101034,14.08,319
Assam,Cachar,2023,72.58,1362,17,4156,48502,1.89,326
Assam,Cachar,2024,58.26,1580,101,1052,167001,7.35,355
Assam,Cachar,2025,82.71,902,142,3492,168797,7.43,12
Assam,Charaideo,2015,69.5,1205,6,6678,24860,8.07,30
Assam,Charaideo,2016,82.17,1044,65,6740,117750,5.36,168
Assam,Charaideo,2017,85.64,121,98,891,86300,12.35,342
Assam,Charaideo,2018,71.44,541,14,7687,90777,13.28,394
Assam,Charaideo,2019,90.69,419,81,4996,93587,13.99,283
Assam,Charaideo,2020,68.85,1715,129,4979,36893,8.65,315
Assam,Charaideo,2021,75.75,1024,193,2648,25579,6.17,165
Assam,Charaideo,2022,71.56,1842,169,6050,86794,1.3,427
Assam,Charaideo,2023,87.48,1061,182,5852,146604,5.31,263
Assam,Charaideo,2024,91.98,1411,170,4307,48578,12.67,351
Assam,Charaideo,2025,63.17,959,162,1887,14751,14.96,355
Assam,Chirang,2015,82.34,1768,22,6864,110449,10.97,466
Assam,Chirang,2016,62.04,1738,163,4326,59329,8.33,147
Assam,Chirang,2017,64.45,617,114,3583,69291,3.31,323
Assam,Chirang,2018,89.74,827,109,3276,50983,1.97,150
Assam,Chirang,2019,59.58,1893,60,3811,113529,7.95,164
Assam,Chirang,2020,87.42,1609,172,1252,130091,10.62,150
Assam,Chirang,2021,92.12,1666,139,1007,5530,8.36,66
Assam,Chirang,2022,66.4,395,127,2317,60415,10.54,261
Assam,Chirang,2023,90.87,711,92,1767,38509,12.12,294
Assam,Chirang,2024,79.1,664,149,3741,183579,10.26,197
Assam,Chirang,2025,86.3,963,41,2794,103923,13.63,483
Assam,Darrang,2015,55.04,282,140,2207,27352,1.66,138
Assam,Darrang,2016,61.72,1261,173,6639,114518,10.13,476
Assam,Darrang,2017,59.39,874,139,3742,161870,1.12,202
Assam,Darrang,2018,57.51,897,68,1427,195968,7.04,389
Assam,Darrang,2019,77.98,852,50,2442,54311,8.15,96
Assam,Darrang,2020,76.26,1275,156,6320,115048,6.94,212
Assam,Darrang,2021,61.84,1913,109,4757,88183,9.64,219
Assam,Darrang,2022,82.37,1807,140,7336,154279,9.39,20
Assam,Darrang,2023,90.56,90,177,2367,29186,11.02,391
Assam,Darrang,2024,75.38,1695,177,7092,27133,12.53,143
Assam,Darrang,2025,79.51,65,172,2517,159010,7.68,35
Assam,Dhemaji,2015,91.48,1451,39,7976,31724,4.97,201
Assam,Dhemaji,2016,80.81,1692,86,1750,168965,7.25,382
Assam,Dhemaji,2017,74.86,519,50,3004,51336,2.23,86
Assam,Dhemaji,2018,87.73,658,167,4740,188197,8.65,172
Assam,Dhemaji,2019,94.45,684,43,1055,183945,1.01,236
Assam,Dhemaji,2020,85.78,208,174,4208,94449,4.69,164
Assam,Dhemaji,2021,79.37,626,176,1846,156421,10.05,149
Assam,Dhemaji,2022,73.84,295,70,301,26003,9.5,205
Assam,Dhemaji,2023,84.4,348,79,2982,42346,13.6,306
Assam,Dhemaji,2024,69.59,545,96,4920,160439,14.06,288
Assam,Dhemaji,2025,66.87,1395,117,3185,193763,10.04,388
Assam,Dhubri,2015,78.69,690,165,3441,30647,4.53,61
Assam,Dhubri,2016,66.26,1396,47,6637,6203,1.12,236
Assam,Dhubri,2017,75.37,457,193,2249,14709,8.47,87
Assam,Dhubri,2018,82.72,589,63,3299,113579,2.09,500
Assam,Dhubri,2019,69.94,1343,167,7048,141044,4.56,64
Assam,Dhubri,2020,83.36,471,195,1587,158926,14.34,493
Assam,Dhubri,2021,78.96,1397,141,2820,13061,9.71,128
Assam,Dhubri,2022,57.04,1057,61,1151,42407,5.21,338
Assam,Dhubri,2023,92.0,224,152,4298,104865,5.32,466
Assam,Dhubri,2024,70.51,602,143,5440,182065,13.81,176
Assam,Dhubri,2025,60.46,1826,61,4060,45921,14.79,95
Assam,Dibrugarh,2015,83.09,1896,166,4261,89260,12.37,123
Assam,Dibrugarh,2016,84.65,1117,8,4721,84796,11.39,19
Assam,Dibrugarh,2017,87.34,1925,63,6649,86233,7.2,86
Assam,Dibrugarh,2018,81.51,1060,145,7018,95008,8.03,13
Assam,Dibrugarh,2019,92.6,1565,124,3155,3609,14.04,490
Assam,Dibrugarh,2020,55.13,53,92,3150,8000,8.76,369
Assam,Dibrugarh,2021,61.61,422,26,4562,107490,3.01,73
Assam,Dibrugarh,2022,66.7,1864,99,7570,63845,3.88,128
Assam,Dibrugarh,2023,87.68,108,56,7422,121748,10.86,32
Assam,Dibrugarh,2024,56.63,457,129,969,136984,5.77,448
Assam,Dibrugarh,2025,81.28,1336,21,7459,145436,13.61,315
Assam,Dima Hasao,2015,94.85,1501,22,1503,156292,14.1,332
Assam,Dima Hasao,2016,73.23,956,137,5232,16374,5.65,414
Assam,Dima Hasao,2017,75.56,1244,151,1060,160649,3.48,160
Assam,Dima Hasao,2018,90.02,603,60,7796,106092,5.7,116
Assam,Dima Hasao,2019,65.99,1184,191,5373,167230,7.8,427
Assam,Dima Hasao,2020,90.31,1503,198,2024,28951,8.3,221
Assam,Dima Hasao,2021,68.46,1407,154,7902,165699,9.79,142
Assam,Dima Hasao,2022,89.63,1664,156,6879,86819,3.12,471
Assam,Dima Hasao,2023,84.67,1384,150,4081,161370,14.73,297
Assam,Dima Hasao,2024,83.93,1078,42,7525,127777,13.61,210
Assam,Dima Hasao,2025,73.85,1954,98,5341,125630,7.07,122
Assam,Goalpara,2015,76.64,429,131,3549,186643,3.0,34
Assam,Goalpara,2016,75.02,274,175,6813,186590,14.4,189
