state,district,year,rural_roads,village_development_index,employment_scheme,agriculture_support,rural_income,water_access,education_access
Karnataka,Vijayapura,2024,82.36,30.29,32.37,82.75,71.51,41.47,61.71
Karnataka,Chamarajanagar,2024,84.12,71.81,39.39,83.02,88.45,54.33,15.41
Jharkhand,Dhanbad,2020,33.22,89.07,90.97,17.08,88.63,63.58,91.5
Bihar,Sitamarhi,2019,23.12,25.86,92.88,92.57,84.98,98.49,73.13
Haryana,Karnal,2019,66.54,53.99,67.21,79.71,16.04,39.56,85.71
Telangana,Komaram Bheem Asifabad,2020,49.22,42.04,77.11,16.97,16.09,28.46,48.52
Punjab,Ferozepur,2015,89.65,92.24,32.5,22.94,26.55,10.84,93.96
Maharashtra,Nagpur,2020,77.51,20.68,48.57,32.34,82.41,80.18,84.06
Chhattisgarh,Korea,2022,87.12,79.45,22.31,13.41,79.35,14.57,95.52
Odisha,Sambalpur,2015,12.53,41.66,61.06,29.95,22.7,48.51,53.38
Chhattisgarh,Narayanpur,2019,54.78,98.3,93.18,11.77,22.88,60.58,82.1
Arunachal Pradesh,Anjaw,2017,36.36,30.81,80.97,20.34,28.42,17.92,46.97
Rajasthan,Dausa,2025,21.99,37.81,62.81,97.91,81.21,12.8,98.78
Uttar Pradesh,Gorakhpur,2017,31.86,23.78,17.73,29.82,65.62,70.69,97.26
Andhra Pradesh,Eluru,2019,41.54,97.46,90.88,24.37,85.83,90.13,71.79
Arunachal Pradesh,Kamle,2015,73.26,86.44,54.67,36.23,85.66,44.44,85.77
Madhya Pradesh,Seoni,2017,63.5,12.85,30.26,53.07,34.91,25.17,75.76
Sikkim,Gangtok,2022,78.24,81.31,65.26,72.96,99.09,16.81,40.22
Tamil Nadu,Sivaganga,2024,91.81,43.46,52.06,49.05,53.41,92.31,54.57
Odisha,Kalahandi,2025,46.33,30.77,21.36,81.13,85.52,67.48,96.89
Himachal Pradesh,Kinnaur,2020,16.11,24.33,57.1,89.19,76.78,64.6,27.94
Uttar Pradesh,Hamirpur,2019,55.61,11.46,22.48,37.63,25.91,95.96,85.59
West Bengal,Hooghly,2016,41.54,95.01,55.09,75.27,53.36,83.72,31.22
Rajasthan,Pali,2024,85.0,39.43,68.5,27.2,28.61,11.91,63.33
Uttar Pradesh,Gonda,2017,69.63,91.0,10.13,15.78,40.37,84.95,40.54
Bihar,Kishanganj,2024,57.81,51.01,50.45,98.65,14.82,83.88,18.62
Haryana,Panchkula,2017,69.26,35.75,34.58,43.41,25.06,45.28,82.51
Gujarat,Gandhinagar,2019,30.17,91.81,62.68,35.21,39.9,62.85,65.89
Kerala,Kasaragod,2021,56.65,60.44,36.08,32.21,59.95,37.28,10.78
Kerala,Kottayam,2020,12.59,55.72,67.93,73.52,36.53,28.64,35.8
Uttar Pradesh,Jalaun,2022,49.9,29.88,46.14,55.21,49.71,36.33,55.65
Nagaland,Tuensang,2023,99.51,89.64,32.91,24.66,55.37,82.16,66.98
Bihar,Bhagalpur,2023,25.31,45.26,40.37,72.21,76.19,50.77,52.55
Karnataka,Bidar,2023,50.88,31.6,79.13,88.71,39.51,65.58,72.32
Andhra Pradesh,NTR,2015,57.77,79.12,17.24,19.55,61.23,80.5,52.27
Uttar Pradesh,Chitrakoot,2020,14.17,76.26,37.72,72.85,15.07,20.45,75.52
Arunachal Pradesh,Leparada,2020,31.76,27.97,89.16,54.57,42.56,30.92,80.05
Uttar Pradesh,Ghaziabad,2021,79.41,30.28,19.95,22.14,65.99,30.47,96.19
Uttar Pradesh,Kanpur Dehat,2017,34.11,47.29,40.44,57.76,77.45,50.98,15.6
Assam,Nagaon,2018,10.08,40.21,18.86,38.23,69.18,99.16,68.79
Assam,Barpeta,2016,24.21,99.59,81.56,16.04,95.91,90.68,58.31
Madhya Pradesh,Shahdol,2024,35.81,61.57,43.41,49.2,42.81,62.26,78.97
Karnataka,Udupi,2024,97.03,44.85,57.66,26.8,72.57,93.24,82.54
Tripura,West Tripura,2021,84.08,84.64,34.69,37.61,24.31,90.69,93.13
Rajasthan,Dausa,2018,68.55,43.78,38.44,51.84,45.7,89.75,24.37
Haryana,Kurukshetra,2017,50.25,84.68,96.03,64.81,70.4,73.62,37.44
Madhya Pradesh,Singrauli,2017,65.25,47.09,26.46,34.85,47.54,73.93,97.38
Assam,Sivasagar,2015,66.54,89.2,37.77,33.91,84.45,11.05,27.93
Karnataka,Uttara Kannada,2022,66.1,19.31,82.96,80.11,28.29,18.72,32.92
Rajasthan,Jodhpur,2025,66.59,57.34,37.79,71.99,55.26,44.02,59.83
Uttar Pradesh,Amroha,2021,72.51,46.92,53.79,67.07,23.87,61.13,52.51
Uttar Pradesh,Ayodhya,2015,23.11,76.53,52.63,47.58,86.89,27.73,99.28
Uttar Pradesh,Kushinagar,2023,65.58,13.47,21.81,84.38,43.06,18.29,94.33
Chhattisgarh,Korea,2022,40.4,80.24,31.16,32.03,42.48,57.27,99.29
Rajasthan,Churu,2018,16.49,76.26,77.46,75.11,59.6,69.56,48.44
Uttar Pradesh,Sonbhadra,2020,20.32,18.78,19.03,32.53,38.15,25.17,96.95
Gujarat,Morbi,2016,87.72,74.32,50.97,51.02,28.86,85.66,19.21
Andhra Pradesh,Alluri Sitharama Raju,2025,12.4,39.68,79.03,78.94,74.61,40.88,73.96
Karnataka,Chikkaballapur,2022,93.34,67.45,68.33,98.01,69.85,66.01,13.83
Bihar,Aurangabad,2018,37.75,61.58,51.75,82.66,35.49,72.81,27.19
Uttar Pradesh,Auraiya,2021,58.41,23.69,47.27,93.2,85.91,82.7,18.2
Gujarat,Kutch,2024,69.75,71.25,17.5,91.34,61.75,44.92,17.46
West Bengal,Purba Bardhaman,2018,46.4,29.57,56.07,34.21,65.11,54.43,84.57
Haryana,Gurugram,2017,96.49,94.1,34.77,33.48,98.1,24.48,53.73
Tamil Nadu,Tirunelveli,2020,92.97,60.98,22.06,32.33,69.63,65.92,24.93
Rajasthan,Didwana-Kuchaman,2024,64.21,39.05,89.36,35.17,89.58,98.19,36.41
Manipur,Kakching,2018,80.88,84.06,36.01,37.87,38.83,95.66,53.75
Tamil Nadu,Ramanathapuram,2022,45.74,50.04,97.34,56.94,38.86,26.84,53.72
Chhattisgarh,Mahasamund,2021,47.49,91.35,64.01,63.38,41.92,76.2,54.25
Maharashtra,Wardha,2016,71.85,97.12,14.58,58.1,97.7,57.23,85.66
Gujarat,Mahisagar,2023,12.85,56.27,77.49,74.34,95.52,47.5,31.77
Jharkhand,Garhwa,2023,63.15,29.96,33.27,20.69,40.56,15.05,93.38
Himachal Pradesh,Kullu,2023,81.36,37.12,11.2,55.87,96.74,97.86,13.44
Madhya Pradesh,Satna,2018,15.15,64.16,40.21,60.41,66.89,80.23,34.21
Rajasthan,Sirohi,2015,78.35,53.54,71.6,26.41,24.54,71.03,20.34
Odisha,Sambalpur,2022,63.37,77.6,90.83,78.65,14.87,73.34,28.13
Madhya Pradesh,Barwani,2020,60.91,76.9,56.74,15.83,70.1,48.67,57.27
Chhattisgarh,Bijapur,2018,89.22,20.37,95.13,45.36,22.25,60.38,14.13
Uttar Pradesh,Jaunpur,2022,50.26,61.17,74.2,97.03,60.18,39.66,59.91
Rajasthan,Jodhpur,2023,78.88,54.42,63.82,10.89,68.2,88.97,72.64
Maharashtra,Gondia,2025,84.33,29.0,74.71,87.45,12.0,54.97,40.51
Uttar Pradesh,Hapur,2019,28.48,63.65,12.36,88.13,21.78,88.43,36.63
Rajasthan,Gangapur City,2020,47.16,57.87,94.67,45.49,64.21,25.21,27.79
Rajasthan,Kekri,2020,37.36,36.71,35.65,11.08,59.12,82.81,81.22
Rajasthan,Anupgarh,2019,97.21,50.48,11.74,73.43,93.08,95.58,35.96
Jharkhand,Seraikela-Kharsawan,2022,73.82,14.42,96.88,27.39,56.37,60.76,90.41
Telangana,Medak,2018,91.19,71.97,54.98,40.7,30.42,40.82,57.31
Rajasthan,Hanumangarh,2020,26.93,69.5,45.54,90.07,65.21,81.71,15.98
Bihar,Araria,2016,19.14,24.71,51.2,67.6,64.35,32.58,10.16
Punjab,Gurdaspur,2017,79.68,32.93,69.96,68.07,38.23,98.03,33.11
West Bengal,Darjeeling,2016,70.35,42.08,72.04,13.97,13.8,21.57,18.55
Maharashtra,Washim,2017,15.9,77.58,85.05,72.8,30.91,10.64,95.88
Jharkhand,Giridih,2023,50.08,27.81,18.26,82.24,45.87,47.02,65.51
Chhattisgarh,Dantewada,2016,38.23,69.27,11.27,17.44,44.61,44.35,70.4
Jharkhand,Bokaro,2024,52.04,50.82,80.18,68.43,26.84,27.0,72.67
Bihar,Munger,2019,70.83,41.92,66.24,62.6,19.99,60.74,82.14
Rajasthan,Didwana-Kuchaman,2024,21.49,65.97,30.15,79.37,87.83,49.37,45.44
Madhya Pradesh,Mandla,2016,91.35,41.25,30.54,30.37,62.52,17.54,88.41
Jharkhand,Jamtara,2015,14.47,28.33,83.83,28.51,13.54,53.51,63.99
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2016,16.33,22.17,72.98,63.98,56.8,18.49,85.63
Gujarat,Dahod,2022,83.72,57.58,37.2,56.22,32.7,40.15,60.11
Uttar Pradesh,Azamgarh,2021,47.36,72.26,20.2,26.31,74.07,50.86,76.99
Bihar,Katihar,2019,74.65,13.82,96.89,12.78,92.94,90.42,77.45
Rajasthan,Sri Ganganagar,2019,74.27,37.9,49.48,77.9,65.6,83.24,30.03
Chhattisgarh,Balrampur,2017,23.28,52.82,26.27,78.22,11.11,37.39,12.89
Tamil Nadu,Nagapattinam,2024,53.67,63.88,65.83,66.97,24.29,23.18,21.2
Mizoram,Khawzawl,2015,60.39,82.06,82.32,94.35,15.71,37.51,50.51
Uttar Pradesh,Moradabad,2020,39.56,55.07,45.47,44.46,28.97,14.99,85.41
Odisha,Mayurbhanj,2015,10.78,24.29,33.46,86.42,23.05,80.41,55.72
Bihar,Sitamarhi,2017,31.84,40.54,32.21,27.19,30.72,41.35,86.01
Jharkhand,Garhwa,2023,75.12,68.62,95.67,91.41,81.27,94.74,26.71
Odisha,Deogarh,2017,38.33,23.21,52.92,17.75,80.42,49.23,92.68
Uttar Pradesh,Banda,2017,76.3,69.65,40.7,11.75,37.42,44.88,51.53
Madhya Pradesh,Jabalpur,2023,19.71,83.23,43.77,52.89,30.54,42.9,84.53
Tamil Nadu,Karur,2023,39.69,57.49,61.01,26.61,74.76,56.45,85.14
Maharashtra,Nanded,2021,70.38,56.5,62.05,61.03,53.57,95.07,38.83
Gujarat,Banaskantha,2023,16.97,64.68,97.76,14.27,50.31,33.67,35.71
Uttar Pradesh,Mirzapur,2022,56.66,61.4,39.0,49.67,84.95,15.23,95.88
Chhattisgarh,Gaurela-Pendra-Marwahi,2023,39.88,85.83,13.04,73.75,63.39,51.01,44.02
Nagaland,Shamator,2024,50.7,33.04,30.3,68.74,50.59,75.76,71.62
Madhya Pradesh,Jhabua,2017,78.33,49.69,57.26,31.75,15.4,54.66,26.18
Manipur,Kamjong,2020,97.44,27.04,71.48,78.33,99.08,27.97,55.67
Punjab,Patiala,2021,93.95,50.26,25.47,38.9,66.4,44.04,14.5
Uttar Pradesh,Siddharthnagar,2024,25.89,73.41,61.94,66.52,52.53,20.23,29.53
Meghalaya,West Khasi Hills,2024,30.82,80.79,21.14,15.48,70.59,26.56,17.75
Maharashtra,Dhule,2017,44.6,35.3,45.7,43.79,92.46,53.0,55.56
West Bengal,Nadia,2018,93.88,79.42,24.2,18.02,22.37,22.09,66.36
Manipur,Pherzawl,2016,29.53,58.38,93.89,54.17,79.73,91.63,11.93
Telangana,Nagarkurnool,2025,25.33,25.37,48.6,64.33,93.53,22.33,38.76
Bihar,Saharsa,2015,96.64,11.4,63.06,59.12,85.1,24.43,25.73
Andhra Pradesh,Anantapur,2015,71.94,24.05,39.07,77.29,74.51,32.63,92.97
Assam,South Salmara-Mankachar,2021,24.54,22.87,54.25,14.62,84.46,16.69,45.56
Uttar Pradesh,Jaunpur,2018,41.87,44.05,76.23,78.66,45.09,20.44,95.66
Tamil Nadu,Ramanathapuram,2020,78.85,98.23,92.48,23.67,36.88,99.8,52.63
Bihar,Samastipur,2017,68.28,24.41,44.72,31.33,99.9,35.9,91.74
Assam,Biswanath,2023,33.8,30.83,11.95,68.74,15.62,63.25,37.12
Odisha,Boudh,2015,28.05,13.99,52.36,56.11,48.74,38.27,92.56
Haryana,Gurugram,2018,69.08,24.98,95.77,51.62,32.15,39.16,72.02
Gujarat,Valsad,2019,30.72,84.46,62.91,61.45,24.03,55.9,14.79
Uttar Pradesh,Banda,2020,12.84,64.94,19.12,72.38,65.65,88.83,15.98
Nagaland,Peren,2019,57.77,95.26,67.36,31.57,24.86,68.72,16.74
Arunachal Pradesh,Upper Siang,2025,11.44,39.72,73.06,73.83,31.99,53.41,16.12
Assam,Dima Hasao,2016,56.45,17.34,67.59,61.27,24.9,32.81,38.09
Tamil Nadu,Ramanathapuram,2024,60.41,45.97,94.61,23.37,49.69,10.92,19.77
West Bengal,Kalimpong,2015,25.07,86.97,43.5,36.55,84.55,92.52,96.49
Telangana,Karimnagar,2025,92.42,73.34,19.23,38.43,89.7,40.56,57.19
Madhya Pradesh,Alirajpur,2025,48.61,91.27,91.6,40.15,72.44,91.82,19.45
Chhattisgarh,Mungeli,2020,82.57,15.98,77.62,46.62,11.96,47.45,22.65
Uttar Pradesh,Kaushambi,2020,57.18,10.91,33.18,97.68,68.34,14.74,38.29
Assam,Karbi Anglong,2018,25.36,28.8,24.19,50.74,21.49,51.9,93.51
Telangana,Mulugu,2023,13.53,70.85,12.86,72.71,71.45,75.65,28.57
Bihar,Saharsa,2022,87.0,26.11,46.56,34.05,62.18,11.09,89.63
Bihar,Araria,2024,75.97,84.66,39.18,71.7,45.55,55.44,64.12
Odisha,Gajapati,2021,32.69,27.62,74.24,54.9,89.03,63.08,67.25
Chhattisgarh,Bijapur,2016,16.26,48.13,85.26,78.62,63.7,29.45,38.83
West Bengal,Nadia,2025,13.12,34.08,73.17,61.91,71.21,89.15,55.87
Meghalaya,West Garo Hills,2022,72.57,41.38,40.4,66.89,60.1,63.99,48.53
Rajasthan,Dungarpur,2020,53.25,39.2,95.73,66.68,56.11,24.42,21.1
Chhattisgarh,Balrampur,2016,23.83,42.09,79.12,65.16,25.02,75.17,11.38
Assam,Baksa,2021,30.83,94.5,51.88,66.83,84.66,68.86,22.1
Rajasthan,Beawar,2017,40.8,75.99,43.0,32.86,55.21,77.74,43.69
Andhra Pradesh,Nandyal,2024,85.5,22.85,68.22,70.77,63.99,93.31,14.4
Madhya Pradesh,Hoshangabad (Narmadapuram),2016,68.96,19.15,98.03,90.0,56.96,27.15,40.76
Uttar Pradesh,Agra,2025,57.75,25.16,54.66,40.44,33.69,79.72,69.26
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2015,77.0,88.03,74.38,97.13,87.19,93.89,11.48
Odisha,Angul,2024,58.73,40.97,72.12,91.99,92.66,25.36,96.39
Uttar Pradesh,Gorakhpur,2017,23.93,48.93,35.91,46.38,46.24,73.71,45.6
Himachal Pradesh,Sirmaur,2015,36.95,48.24,41.93,86.4,10.2,99.54,76.78
Nagaland,Chümoukedima,2025,76.53,53.53,23.74,92.04,41.0,76.88,41.61
Telangana,Ranga Reddy,2023,68.59,31.39,68.31,79.59,92.53,42.35,30.81
Assam,Dibrugarh,2022,45.2,55.96,65.88,76.78,56.66,50.75,85.04
Tamil Nadu,Ariyalur,2023,49.4,77.49,83.78,64.83,72.29,51.64,90.49
Andhra Pradesh,Chittoor,2019,43.18,89.94,31.61,18.79,29.97,35.04,88.38
Tamil Nadu,Salem,2018,84.59,55.92,50.58,69.15,23.14,99.46,77.61
Assam,Barpeta,2025,32.16,52.87,54.92,95.85,11.87,93.09,40.84
Nagaland,Zunheboto,2015,76.05,42.69,51.9,55.41,71.04,57.81,42.39
Rajasthan,Ajmer,2023,21.46,95.62,50.33,67.31,80.62,91.06,37.25
Uttar Pradesh,Gonda,2023,81.08,69.33,23.05,95.14,24.81,54.19,22.94
Telangana,Suryapet,2018,82.22,32.42,60.7,76.55,17.75,76.7,48.69
West Bengal,Kalimpong,2017,18.45,27.36,20.12,74.54,94.79,22.46,18.35
Odisha,Sundargarh,2022,55.61,79.11,76.18,44.17,55.67,77.78,98.92
Uttar Pradesh,Banda,2015,69.22,91.29,81.1,41.69,24.69,20.74,23.27
Karnataka,Mandya,2024,19.05,41.05,11.59,83.4,80.33,29.78,27.18
Bihar,Kishanganj,2016,55.3,80.39,52.91,19.71,30.09,11.27,33.05
Jharkhand,Seraikela-Kharsawan,2022,12.33,65.27,56.18,52.84,30.77,24.13,94.85
Rajasthan,Churu,2024,31.6,56.38,19.14,34.76,69.11,75.17,97.47
Rajasthan,Karauli,2023,54.68,41.08,21.52,88.11,91.97,29.03,43.94
Tripura,Gomati,2021,43.05,56.74,64.95,98.37,89.16,15.34,85.13
Uttar Pradesh,Barabanki,2025,49.59,37.38,92.13,98.87,87.66,74.27,82.49
Chhattisgarh,Mahasamund,2020,93.28,98.45,91.26,83.31,61.02,24.89,19.43
Assam,Dibrugarh,2022,76.4,85.12,49.49,67.64,32.16,51.69,16.9
Odisha,Jharsuguda,2018,38.82,32.71,31.9,71.37,16.35,77.37,54.1
Madhya Pradesh,Balaghat,2015,45.62,19.88,41.47,75.43,91.18,36.78,76.74
Odisha,Boudh,2016,18.7,32.18,30.28,21.97,24.79,59.83,96.71
Maharashtra,Sangli,2018,88.97,97.5,30.76,69.15,90.88,21.18,20.03
Chhattisgarh,Jashpur,2023,62.27,12.8,75.05,40.54,71.06,31.07,58.12
Uttar Pradesh,Siddharthnagar,2021,21.83,76.58,43.21,10.15,37.28,37.5,72.14
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,31.33,65.06,85.11,74.31,83.07,96.66,74.4
Chhattisgarh,Kondagaon,2017,84.68,61.62,78.77,73.89,21.27,80.81,17.06
Uttar Pradesh,Jalaun,2017,70.31,16.4,33.63,40.13,17.08,50.9,74.31
West Bengal,Paschim Bardhaman,2015,50.37,13.39,86.44,43.4,89.18,77.32,76.6
Jharkhand,Koderma,2020,47.39,16.18,34.04,28.38,45.25,76.07,18.25
Maharashtra,Akola,2018,56.05,16.65,95.85,67.45,42.05,81.29,23.53
Nagaland,Longleng,2016,11.25,68.04,69.75,67.22,18.51,74.28,71.48
Telangana,Medak,2021,31.0,14.95,93.62,96.4,74.83,74.58,39.34
Tamil Nadu,Dindigul,2020,89.59,52.77,18.48,77.74,61.07,76.94,36.46
Madhya Pradesh,Sidhi,2016,74.48,51.21,54.98,19.32,17.94,87.68,89.79
Mizoram,Hnahthial,2019,36.67,56.89,31.78,60.98,69.17,39.58,56.44
Punjab,Pathankot,2016,76.19,44.36,49.3,72.43,80.72,72.91,28.68
Gujarat,Kheda,2019,81.44,18.53,37.85,76.2,17.0,78.01,14.94
Madhya Pradesh,Sidhi,2023,82.86,73.34,36.87,59.83,87.11,70.71,46.73
Manipur,Kamjong,2025,29.52,17.98,60.86,45.64,66.7,15.97,11.26
Tripura,North Tripura,2025,65.77,96.2,91.26,43.01,26.71,15.49,41.7
Tamil Nadu,Salem,2018,94.56,97.33,59.05,37.26,73.9,53.37,74.18
Madhya Pradesh,Sheopur,2022,63.08,59.4,80.7,90.17,45.6,83.03,55.65
Madhya Pradesh,Neemuch,2023,54.81,48.56,49.73,81.24,14.18,89.07,54.14
West Bengal,Purulia,2018,25.36,22.99,56.46,69.0,41.51,49.39,42.56
Jharkhand,Simdega,2015,64.87,20.07,52.19,99.21,35.12,49.41,49.12
Nagaland,Noklak,2018,54.88,95.36,61.88,44.77,27.45,61.41,11.4
Uttar Pradesh,Maharajganj,2020,80.15,10.75,95.95,15.43,41.93,11.15,25.33
Chhattisgarh,Bilaspur,2016,44.8,22.19,36.94,24.15,17.17,40.09,55.18
Uttar Pradesh,Sambhal,2015,44.99,74.86,10.48,60.86,76.48,22.73,51.82
Uttar Pradesh,Mirzapur,2021,65.57,20.49,62.59,46.15,93.18,22.09,64.31
Mizoram,Lunglei,2023,38.77,60.05,69.52,88.88,88.1,29.14,98.49
Arunachal Pradesh,Longding,2018,40.62,91.7,26.41,59.28,22.84,86.3,70.88
Odisha,Boudh,2022,24.19,20.26,87.26,31.58,37.55,80.39,25.63
Uttarakhand,Uttarkashi,2017,58.7,56.23,20.94,38.4,72.51,41.2,50.53
Himachal Pradesh,Sirmaur,2015,64.17,22.7,66.77,74.03,48.64,77.0,44.45
Arunachal Pradesh,Lohit,2019,58.29,17.15,73.72,85.04,69.59,37.13,74.41
West Bengal,Nadia,2017,97.48,47.74,78.22,81.18,47.33,62.48,45.42
Tamil Nadu,Dindigul,2017,39.34,40.78,97.56,61.19,63.51,25.7,53.38
Rajasthan,Kekri,2015,46.18,58.87,45.43,40.76,77.08,14.5,36.83
Madhya Pradesh,Gwalior,2022,11.38,36.98,24.6,67.8,16.13,73.93,28.92
Uttarakhand,Chamoli,2022,28.14,27.38,40.51,65.36,86.32,93.09,79.39
Andhra Pradesh,Anantapur,2018,70.61,56.96,35.65,40.82,36.92,69.52,89.55
Maharashtra,Bhandara,2017,37.46,68.06,23.27,16.92,58.02,26.27,36.27
Karnataka,Chitradurga,2021,84.67,63.55,73.7,60.47,13.4,31.09,71.42
West Bengal,Purba Bardhaman,2018,50.17,46.64,61.39,50.97,26.3,29.75,86.61
Odisha,Jajpur,2017,43.3,18.43,67.48,20.32,15.48,84.43,95.91
Haryana,Mahendragarh,2020,30.86,77.73,43.34,84.34,45.01,17.12,98.17
Madhya Pradesh,Anuppur,2021,12.37,72.39,87.89,44.71,87.06,31.76,53.94
Bihar,Araria,2017,45.97,48.82,60.74,77.34,77.01,30.66,66.2
Chhattisgarh,Kanker,2016,38.52,73.6,99.8,98.97,61.51,11.8,37.77
Sikkim,Soreng,2025,70.51,94.45,63.55,39.44,39.92,67.12,19.92
Uttarakhand,Tehri Garhwal,2016,75.63,62.0,51.82,63.71,77.4,27.49,97.66
Telangana,Adilabad,2024,28.12,43.82,72.08,18.39,13.96,64.88,69.09
Kerala,Palakkad,2022,60.92,66.7,29.36,97.68,25.41,57.27,20.87
Uttar Pradesh,Lucknow,2019,95.37,37.05,88.77,67.41,55.87,90.84,34.69
Haryana,Charkhi Dadri,2019,15.91,89.74,24.32,25.07,62.33,44.57,90.04
Karnataka,Udupi,2016,20.38,66.7,50.17,95.25,87.73,69.61,43.0
Arunachal Pradesh,Tawang,2016,28.97,14.86,29.77,19.19,35.66,93.09,79.72
Uttar Pradesh,Kannauj,2021,42.98,85.49,68.25,12.54,45.85,43.02,62.5
Jharkhand,Latehar,2015,67.97,85.2,84.43,95.17,96.89,17.93,84.89
Punjab,Rupnagar,2024,98.83,63.26,47.6,18.17,70.66,45.15,53.22
Maharashtra,Buldhana,2021,91.05,81.9,51.67,78.49,29.13,49.99,59.03
Tamil Nadu,Karur,2023,65.75,60.75,41.02,46.19,98.57,93.56,12.91
Bihar,Sheohar,2019,33.59,54.68,78.46,28.95,82.24,10.17,48.9
Rajasthan,Balotra,2018,99.67,22.7,39.51,54.01,93.46,47.33,91.74
Uttar Pradesh,Hamirpur,2017,18.35,84.75,13.24,22.99,82.86,40.93,57.76
Uttar Pradesh,Hamirpur,2020,23.1,81.53,84.96,89.2,78.79,63.68,57.56
Bihar,Khagaria,2021,46.01,35.89,85.8,80.67,48.75,70.49,62.35
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2017,68.09,75.11,13.8,43.04,73.82,19.73,34.26
Rajasthan,Jhunjhunu,2016,51.97,74.73,44.93,88.98,41.31,27.75,94.83
Tripura,West Tripura,2022,79.8,76.53,32.09,61.05,81.72,39.52,66.19
Meghalaya,East Jaintia Hills,2024,81.96,96.41,83.99,43.26,39.44,46.24,54.06
Madhya Pradesh,Burhanpur,2018,89.41,40.93,52.27,35.96,65.01,61.59,91.99
Jharkhand,East Singhbhum,2016,18.02,92.5,82.2,45.34,78.21,13.11,60.58
Manipur,Pherzawl,2016,20.85,90.32,33.93,98.78,90.97,72.22,93.85
Uttar Pradesh,Kanpur Dehat,2019,53.56,97.34,29.13,39.28,78.16,93.37,44.87
Madhya Pradesh,Satna,2016,73.87,17.72,99.73,93.74,86.31,92.87,90.46
West Bengal,Jhargram,2021,42.52,42.46,81.39,59.82,52.88,68.84,54.15
Uttarakhand,Chamoli,2017,18.64,59.1,10.79,89.52,47.85,48.09,69.41
West Bengal,Jhargram,2020,86.12,71.31,74.44,34.03,89.74,31.86,52.84
Chhattisgarh,Balrampur,2017,75.05,95.89,87.43,55.47,52.93,90.49,82.46
Manipur,Kamjong,2017,86.22,23.08,33.91,64.81,51.79,40.63,81.3
Arunachal Pradesh,Tirap,2016,83.67,44.27,54.64,22.43,94.85,90.57,84.44
Himachal Pradesh,Chamba,2023,41.12,96.09,42.46,59.64,92.43,51.14,57.91
Maharashtra,Sindhudurg,2019,63.29,74.11,33.75,62.03,63.89,79.34,26.68
Nagaland,Mon,2024,52.26,66.04,36.5,96.65,95.15,78.3,35.85
Uttar Pradesh,Banda,2021,69.78,65.53,36.78,89.12,51.73,87.73,95.27
Bihar,Gopalganj,2024,94.5,35.72,75.77,36.54,99.7,40.72,60.02
Rajasthan,Khairthal-Tijara,2025,88.64,87.15,78.62,11.03,17.51,21.8,34.57
Madhya Pradesh,Ujjain,2022,72.29,16.94,18.9,50.99,67.51,87.7,12.53
Odisha,Puri,2025,67.56,55.53,75.51,63.04,73.76,29.32,94.11
Rajasthan,Jalore,2018,95.8,32.03,42.4,27.61,76.62,22.1,98.44
Tamil Nadu,Mayiladuthurai,2021,43.43,17.83,75.28,48.9,40.44,79.34,66.68
Karnataka,Bengaluru Urban,2019,10.67,70.99,42.97,25.25,90.51,32.39,44.06
Meghalaya,North Garo Hills,2022,71.47,47.19,46.29,50.54,22.05,75.89,36.42
Uttar Pradesh,Kushinagar,2019,55.31,93.88,52.86,21.29,80.85,37.77,38.2
Karnataka,Ballari,2015,33.57,68.8,20.61,56.07,34.43,33.9,46.26
Mizoram,Champhai,2025,56.09,24.37,73.59,18.35,97.65,68.29,80.27
Maharashtra,Solapur,2019,50.55,78.6,65.71,93.61,43.86,57.31,26.17
Madhya Pradesh,Dhar,2020,77.8,94.53,48.8,55.73,33.24,70.54,64.9
Uttar Pradesh,Meerut,2017,33.15,35.64,32.55,42.33,75.09,31.04,10.54
Andhra Pradesh,Palnadu,2015,27.52,46.21,68.47,49.37,61.59,45.59,97.76
Madhya Pradesh,Dewas,2024,96.88,28.26,60.42,37.12,22.4,49.11,96.52
Odisha,Sambalpur,2016,29.36,13.72,72.82,11.01,41.34,18.51,59.57
Kerala,Kannur,2018,27.81,50.8,64.43,88.7,57.65,69.49,20.44
Uttar Pradesh,Amethi,2023,81.6,12.7,12.59,23.03,78.21,66.02,20.63
Chhattisgarh,Narayanpur,2025,62.1,57.71,28.58,84.95,70.04,30.87,21.8
Bihar,Sheohar,2019,79.73,83.76,19.61,73.34,29.35,95.35,24.4
Maharashtra,Ahmednagar,2015,63.8,25.27,75.57,97.37,15.0,50.57,61.84
Himachal Pradesh,Solan,2016,86.55,45.63,91.14,23.04,53.33,50.98,59.75
Assam,Cachar,2021,69.55,55.15,23.03,37.2,84.45,14.06,21.24
Mizoram,Saitual,2015,15.97,78.35,46.53,10.41,90.93,55.18,97.73
Tamil Nadu,Nagapattinam,2022,36.39,53.04,27.19,19.27,27.04,41.21,14.58
Bihar,Patna,2021,74.85,75.97,14.34,18.12,35.29,64.53,22.14
Punjab,Moga,2017,75.33,73.37,23.76,26.0,40.38,98.1,86.32
Sikkim,Gyalshing,2021,50.01,40.11,80.93,89.7,84.21,55.06,86.69
