state,district,year,avg_temperature,annual_rainfall_mm,humidity_percent,heatwave_days,flood_incidents
Arunachal Pradesh,East Siang,2021,38.43,1872,70.25,27,1
Arunachal Pradesh,East Siang,2022,19.58,1764,67.01,10,10
Arunachal Pradesh,East Siang,2023,28.16,496,65.12,16,3
Arunachal Pradesh,East Siang,2024,18.22,1230,58.47,17,9
Arunachal Pradesh,East Siang,2025,36.71,387,89.81,31,4
Arunachal Pradesh,Siang,2015,24.54,2046,58.47,9,5
Arunachal Pradesh,Siang,2016,20.56,1904,77.61,6,7
Arunachal Pradesh,Siang,2017,24.67,1324,93.47,24,6
Arunachal Pradesh,Siang,2018,23.61,2876,43.91,9,4
Arunachal Pradesh,Siang,2019,26.76,222,72.05,0,5
Arunachal Pradesh,Siang,2020,36.69,1312,93.65,28,2
Arunachal Pradesh,Siang,2021,16.97,887,92.87,16,7
Arunachal Pradesh,Siang,2022,21.18,691,57.18,34,0
Arunachal Pradesh,Siang,2023,19.92,2760,94.4,10,1
Arunachal Pradesh,Siang,2024,16.68,2550,76.13,2,1
Arunachal Pradesh,Siang,2025,22.18,2487,66.59,22,2
Arunachal Pradesh,Upper Siang,2015,15.62,1162,81.45,21,0
Arunachal Pradesh,Upper Siang,2016,38.61,807,34.07,4,10
Arunachal Pradesh,Upper Siang,2017,17.83,1447,56.8,4,3
Arunachal Pradesh,Upper Siang,2018,21.21,440,45.8,2,7
Arunachal Pradesh,Upper Siang,2019,37.36,1603,46.11,8,6
Arunachal Pradesh,Upper Siang,2020,39.71,299,60.39,10,0
Arunachal Pradesh,Upper Siang,2021,19.17,2589,34.35,16,3
Arunachal Pradesh,Upper Siang,2022,31.48,2029,34.81,17,2
Arunachal Pradesh,Upper Siang,2023,26.31,265,72.22,12,1
Arunachal Pradesh,Upper Siang,2024,30.99,1164,82.31,0,8
Arunachal Pradesh,Upper Siang,2025,18.33,458,89.88,2,0
Arunachal Pradesh,Lower Siang,2015,25.92,2654,51.06,36,3
Arunachal Pradesh,Lower Siang,2016,35.22,1791,62.65,13,9
Arunachal Pradesh,Lower Siang,2017,22.31,643,62.81,33,9
Arunachal Pradesh,Lower Siang,2018,32.02,2609,87.48,37,9
Arunachal Pradesh,Lower Siang,2019,22.48,2161,65.97,40,3
Arunachal Pradesh,Lower Siang,2020,20.15,1845,56.73,35,3
Arunachal Pradesh,Lower Siang,2021,26.17,448,78.82,13,9
Arunachal Pradesh,Lower Siang,2022,17.25,674,60.11,14,2
Arunachal Pradesh,Lower Siang,2023,32.59,1188,73.43,34,10
Arunachal Pradesh,Lower Siang,2024,35.44,715,82.39,12,8
Arunachal Pradesh,Lower Siang,2025,17.9,537,36.35,22,8
Arunachal Pradesh,Lower Dibang Valley,2015,22.98,1290,75.53,19,4
Arunachal Pradesh,Lower Dibang Valley,2016,18.6,1756,86.02,10,5
Arunachal Pradesh,Lower Dibang Valley,2017,18.31,533,54.34,8,9
Arunachal Pradesh,Lower Dibang Valley,2018,34.24,2193,68.64,30,2
Arunachal Pradesh,Lower Dibang Valley,2019,32.12,1222,50.85,5,10
Arunachal Pradesh,Lower Dibang Valley,2020,38.97,2053,86.16,18,6
Arunachal Pradesh,Lower Dibang Valley,2021,17.77,563,49.23,12,8
Arunachal Pradesh,Lower Dibang Valley,2022,23.21,2279,49.0,4,9
Arunachal Pradesh,Lower Dibang Valley,2023,32.82,868,60.13,12,9
Arunachal Pradesh,Lower Dibang Valley,2024,29.38,514,69.44,12,6
Arunachal Pradesh,Lower Dibang Valley,2025,31.29,2105,81.46,15,9
Arunachal Pradesh,Dibang Valley,2015,22.24,699,37.77,37,7
Arunachal Pradesh,Dibang Valley,2016,35.75,2303,75.71,13,4
Arunachal Pradesh,Dibang Valley,2017,26.95,2522,70.26,31,6
Arunachal Pradesh,Dibang Valley,2018,19.2,218,46.9,18,0
Arunachal Pradesh,Dibang Valley,2019,27.27,2191,35.38,0,2
Arunachal Pradesh,Dibang Valley,2020,22.89,2370,50.77,6,5
Arunachal Pradesh,Dibang Valley,2021,15.56,303,91.17,6,6
Arunachal Pradesh,Dibang Valley,2022,38.36,1250,34.01,13,4
Arunachal Pradesh,Dibang Valley,2023,22.36,2616,62.69,8,10
Arunachal Pradesh,Dibang Valley,2024,35.41,2780,46.45,0,1
Arunachal Pradesh,Dibang Valley,2025,23.62,1871,71.85,18,0
Arunachal Pradesh,Anjaw,2015,21.57,1961,32.95,0,3
Arunachal Pradesh,Anjaw,2016,33.31,534,73.51,9,0
Arunachal Pradesh,Anjaw,2017,16.62,914,78.47,38,7
Arunachal Pradesh,Anjaw,2018,25.67,1314,58.54,10,10
Arunachal Pradesh,Anjaw,2019,30.01,2231,88.24,26,10
Arunachal Pradesh,Anjaw,2020,23.95,786,76.72,29,5
Arunachal Pradesh,Anjaw,2021,39.8,2031,56.84,17,9
Arunachal Pradesh,Anjaw,2022,39.36,2976,44.83,38,8
Arunachal Pradesh,Anjaw,2023,20.95,789,43.97,14,9
Arunachal Pradesh,Anjaw,2024,38.96,1122,93.08,20,10
Arunachal Pradesh,Anjaw,2025,37.94,1819,60.42,3,1
Arunachal Pradesh,Lohit,2015,37.87,1273,80.76,40,7
Arunachal Pradesh,Lohit,2016,22.7,2988,80.55,40,9
Arunachal Pradesh,Lohit,2017,30.87,1270,86.3,25,6
Arunachal Pradesh,Lohit,2018,30.4,565,86.72,12,5
Arunachal Pradesh,Lohit,2019,39.44,248,47.49,1,7
Arunachal Pradesh,Lohit,2020,36.13,1061,87.42,24,6
Arunachal Pradesh,Lohit,2021,31.56,2286,48.2,15,7
Arunachal Pradesh,Lohit,2022,23.14,2429,66.76,27,10
Arunachal Pradesh,Lohit,2023,20.88,343,46.8,29,3
Arunachal Pradesh,Lohit,2024,30.98,2214,32.22,6,7
Arunachal Pradesh,Lohit,2025,24.34,2579,55.69,31,9
Arunachal Pradesh,Namsai,2015,30.28,1749,34.6,35,9
Arunachal Pradesh,Namsai,2016,24.6,2332,61.36,36,0
Arunachal Pradesh,Namsai,2017,38.27,293,78.35,39,3
Arunachal Pradesh,Namsai,2018,31.84,2723,59.72,17,6
Arunachal Pradesh,Namsai,2019,29.61,1510,58.9,4,6
Arunachal Pradesh,Namsai,2020,34.23,1444,79.59,12,0
Arunachal Pradesh,Namsai,2021,23.76,2274,64.25,30,10
Arunachal Pradesh,Namsai,2022,38.84,2974,86.08,20,4
Arunachal Pradesh,Namsai,2023,16.23,2015,35.67,32,9
Arunachal Pradesh,Namsai,2024,15.35,1300,57.4,5,10
Arunachal Pradesh,Namsai,2025,33.91,938,32.16,36,2
Arunachal Pradesh,Changlang,2015,37.65,1517,85.52,4,8
Arunachal Pradesh,Changlang,2016,15.67,2938,65.44,36,9
Arunachal Pradesh,Changlang,2017,22.54,2888,75.25,9,5
Arunachal Pradesh,Changlang,2018,19.75,2186,33.94,15,1
Arunachal Pradesh,Changlang,2019,31.01,1803,76.74,1,7
Arunachal Pradesh,Changlang,2020,21.97,294,54.83,12,3
Arunachal Pradesh,Changlang,2021,20.88,798,54.24,27,0
Arunachal Pradesh,Changlang,2022,15.4,2121,74.31,15,9
Arunachal Pradesh,Changlang,2023,25.0,2059,46.54,13,10
Arunachal Pradesh,Changlang,2024,17.56,343,61.96,11,5
Arunachal Pradesh,Changlang,2025,36.41,859,63.28,26,8
Arunachal Pradesh,Tirap,2015,17.38,1076,72.68,22,6
Arunachal Pradesh,Tirap,2016,29.46,1053,91.0,12,3
Arunachal Pradesh,Tirap,2017,35.54,2709,35.25,19,2
Arunachal Pradesh,Tirap,2018,15.99,505,75.7,28,9
Arunachal Pradesh,Tirap,2019,20.81,2497,81.6,13,7
Arunachal Pradesh,Tirap,2020,20.39,946,38.28,26,3
Arunachal Pradesh,Tirap,2021,30.03,1720,41.03,7,10
Arunachal Pradesh,Tirap,2022,33.94,2814,67.75,31,1
Arunachal Pradesh,Tirap,2023,21.58,2590,62.43,2,7
Arunachal Pradesh,Tirap,2024,17.9,2755,74.32,5,8
Arunachal Pradesh,Tirap,2025,26.23,2527,84.2,1,6
Arunachal Pradesh,Longding,2015,27.56,1183,54.17,33,6
Arunachal Pradesh,Longding,2016,24.04,1580,30.73,7,4
Arunachal Pradesh,Longding,2017,27.19,2430,79.28,40,3
Arunachal Pradesh,Longding,2018,31.69,1102,58.42,32,6
Arunachal Pradesh,Longding,2019,27.22,1922,42.64,25,3
Arunachal Pradesh,Longding,2020,33.88,529,31.55,20,2
Arunachal Pradesh,Longding,2021,25.09,2155,77.89,4,1
Arunachal Pradesh,Longding,2022,26.81,1912,69.76,31,0
Arunachal Pradesh,Longding,2023,17.59,1994,78.02,7,5
Arunachal Pradesh,Longding,2024,34.5,2439,78.06,24,9
Arunachal Pradesh,Longding,2025,24.05,1513,58.29,40,7
Arunachal Pradesh,Pakke-Kessang,2015,29.23,552,86.5,12,10
Arunachal Pradesh,Pakke-Kessang,2016,20.86,2230,72.05,1,8
Arunachal Pradesh,Pakke-Kessang,2017,31.96,2167,52.74,34,3
Arunachal Pradesh,Pakke-Kessang,2018,36.09,1172,62.46,12,1
Arunachal Pradesh,Pakke-Kessang,2019,28.37,555,78.18,9,5
Arunachal Pradesh,Pakke-Kessang,2020,31.05,2118,71.28,26,2
Arunachal Pradesh,Pakke-Kessang,2021,39.73,237,71.43,40,6
Arunachal Pradesh,Pakke-Kessang,2022,26.28,2763,37.05,38,4
Arunachal Pradesh,Pakke-Kessang,2023,23.74,337,71.47,33,6
Arunachal Pradesh,Pakke-Kessang,2024,33.72,2503,47.36,29,6
Arunachal Pradesh,Pakke-Kessang,2025,15.54,2010,52.92,26,1
Arunachal Pradesh,Leparada,2015,36.76,885,91.42,34,10
Arunachal Pradesh,Leparada,2016,23.93,1914,66.36,16,5
Arunachal Pradesh,Leparada,2017,30.78,1323,67.63,32,3
Arunachal Pradesh,Leparada,2018,28.26,1305,53.79,36,1
Arunachal Pradesh,Leparada,2019,24.41,1268,75.28,39,4
Arunachal Pradesh,Leparada,2020,22.15,2312,68.31,29,2
Arunachal Pradesh,Leparada,2021,29.69,1394,67.85,7,5
Arunachal Pradesh,Leparada,2022,33.02,2951,83.19,2,3
Arunachal Pradesh,Leparada,2023,37.27,2295,82.86,15,9
Arunachal Pradesh,Leparada,2024,18.73,737,57.76,9,0
Arunachal Pradesh,Leparada,2025,27.45,1327,44.29,26,0
Arunachal Pradesh,Lepa Rada,2015,18.1,2137,61.17,22,3
Arunachal Pradesh,Lepa Rada,2016,30.78,1109,66.65,7,6
Arunachal Pradesh,Lepa Rada,2017,21.73,1809,74.33,24,3
Arunachal Pradesh,Lepa Rada,2018,19.29,649,81.71,15,7
Arunachal Pradesh,Lepa Rada,2019,34.24,361,91.05,36,2
Arunachal Pradesh,Lepa Rada,2020,22.74,667,83.56,22,6
Arunachal Pradesh,Lepa Rada,2021,15.89,1950,52.17,0,4
Arunachal Pradesh,Lepa Rada,2022,34.44,1580,68.04,26,10
Arunachal Pradesh,Lepa Rada,2023,36.56,1370,79.33,28,4
Arunachal Pradesh,Lepa Rada,2024,21.89,2223,70.58,16,3
Arunachal Pradesh,Lepa Rada,2025,19.65,2675,35.91,16,10
Arunachal Pradesh,Kamle,2015,32.07,1429,41.41,0,9
Arunachal Pradesh,Kamle,2016,19.51,2430,57.79,16,3
Arunachal Pradesh,Kamle,2017,39.83,963,92.72,6,5
Arunachal Pradesh,Kamle,2018,34.11,2583,80.19,7,10
Arunachal Pradesh,Kamle,2019,24.41,643,75.37,13,3
Arunachal Pradesh,Kamle,2020,17.83,278,33.76,2,2
Arunachal Pradesh,Kamle,2021,15.46,1228,94.7,9,3
Arunachal Pradesh,Kamle,2022,28.82,2736,49.01,20,3
Arunachal Pradesh,Kamle,2023,39.54,469,49.64,38,3
Arunachal Pradesh,Kamle,2024,17.48,2726,48.98,18,9
Arunachal Pradesh,Kamle,2025,21.61,1881,75.48,8,8
Assam,Baksa,2015,20.13,2904,60.01,16,10
Assam,Baksa,2016,17.37,742,64.23,19,10
Assam,Baksa,2017,21.63,660,77.68,7,7
Assam,Baksa,2018,24.88,1263,50.4,21,0
Assam,Baksa,2019,26.47,2206,58.36,25,6
Assam,Baksa,2020,38.2,983,72.93,27,3
Assam,Baksa,2021,18.08,1291,59.05,8,2
Assam,Baksa,2022,37.29,793,72.14,2,2
Assam,Baksa,2023,24.3,1482,88.58,25,6
Assam,Baksa,2024,30.86,1169,70.55,26,7
Assam,Baksa,2025,34.59,558,69.17,35,5
Assam,Barpeta,2015,36.2,1349,87.57,33,3
Assam,Barpeta,2016,28.56,2650,40.1,26,3
Assam,Barpeta,2017,19.5,1438,40.12,38,7
Assam,Barpeta,2018,34.01,1979,63.27,22,9
Assam,Barpeta,2019,33.22,1590,50.9,37,9
Assam,Barpeta,2020,27.3,2170,45.18,20,6
Assam,Barpeta,2021,38.53,1044,51.8,4,6
Assam,Barpeta,2022,15.29,2800,42.32,13,9
Assam,Barpeta,2023,21.6,1881,30.5,31,2
Assam,Barpeta,2024,19.8,444,74.04,25,1
Assam,Barpeta,2025,26.92,624,43.49,27,8
Assam,Biswanath,2015,20.27,258,89.03,1,7
Assam,Biswanath,2016,33.96,2081,43.96,29,5
Assam,Biswanath,2017,38.45,1812,89.78,32,7
Assam,Biswanath,2018,28.17,1478,52.83,34,0
Assam,Biswanath,2019,20.72,2197,75.72,19,10
Assam,Biswanath,2020,31.13,1428,50.68,26,6
Assam,Biswanath,2021,24.14,2727,67.57,40,6
Assam,Biswanath,2022,35.37,1471,72.23,16,7
Assam,Biswanath,2023,17.13,866,53.77,36,3
Assam,Biswanath,2024,18.9,2652,42.16,27,10
Assam,Biswanath,2025,16.6,1739,41.99,18,10
Assam,Bongaigaon,2015,29.61,2066,40.88,26,1
Assam,Bongaigaon,2016,29.93,2161,83.06,12,4
Assam,Bongaigaon,2017,37.19,2659,34.86,39,6
Assam,Bongaigaon,2018,20.58,1378,66.99,6,6
Assam,Bongaigaon,2019,32.2,1385,84.58,27,1
Assam,Bongaigaon,2020,24.19,2936,39.0,17,10
Assam,Bongaigaon,2021,33.02,2643,32.43,28,3
Assam,Bongaigaon,2022,26.96,1208,79.2,26,2
Assam,Bongaigaon,2023,18.39,328,79.11,31,1
Assam,Bongaigaon,2024,16.63,850,89.38,6,0
Assam,Bongaigaon,2025,34.23,1810,83.81,33,8
Assam,Cachar,2015,39.44,2113,91.76,16,0
Assam,Cachar,2016,27.04,1268,65.33,40,5
Assam,Cachar,2017,18.01,2339,59.59,28,1
Assam,Cachar,2018,16.13,301,80.99,36,9
Assam,Cachar,2019,32.69,1764,46.15,9,6
Assam,Cachar,2020,27.69,2527,47.84,22,0
Assam,Cachar,2021,34.58,1426,49.12,35,2
Assam,Cachar,2022,33.42,1317,87.58,9,1
Assam,Cachar,2023,28.62,2999,64.74,31,3
Assam,Cachar,2024,19.97,1971,39.64,17,9
Assam,Cachar,2025,29.27,1412,72.93,2,5
Assam,Charaideo,2015,24.25,2226,84.86,32,0
Assam,Charaideo,2016,32.8,344,66.03,25,7
Assam,Charaideo,2017,35.13,1781,81.83,18,7
Assam,Charaideo,2018,19.75,1043,73.38,9,3
Assam,Charaideo,2019,30.5,397,30.24,1,6
Assam,Charaideo,2020,20.41,2658,36.8,22,3
Assam,Charaideo,2021,37.72,2396,31.51,21,2
Assam,Charaideo,2022,16.36,1051,82.28,21,1
Assam,Charaideo,2023,33.65,2022,54.34,14,0
Assam,Charaideo,2024,31.16,1407,89.88,27,8
Assam,Charaideo,2025,23.68,2089,69.65,27,6
Assam,Chirang,2015,20.24,1224,94.76,3,1
Assam,Chirang,2016,32.45,213,79.72,17,10
Assam,Chirang,2017,17.07,1058,78.66,28,5
Assam,Chirang,2018,15.2,2624,48.86,34,5
Assam,Chirang,2019,23.32,223,94.01,13,3
Assam,Chirang,2020,17.88,220,77.92,20,7
Assam,Chirang,2021,36.91,2328,50.69,16,10
Assam,Chirang,2022,35.66,2803,87.15,1,10
Assam,Chirang,2023,29.41,1344,60.31,14,9
Assam,Chirang,2024,21.17,253,78.9,7,3
Assam,Chirang,2025,35.24,371,40.25,25,0
Assam,Darrang,2015,36.19,615,71.94,8,5
Assam,Darrang,2016,26.91,1108,58.16,31,6
Assam,Darrang,2017,28.13,217,58.02,26,0
Assam,Darrang,2018,36.8,528,65.42,3,6
Assam,Darrang,2019,16.39,2417,43.82,39,9
Assam,Darrang,2020,17.82,1318,46.13,32,5
Assam,Darrang,2021,16.91,1789,94.85,22,6
Assam,Darrang,2022,15.57,361,54.22,0,3
Assam,Darrang,2023,19.18,2560,60.38,30,8
Assam,Darrang,2024,34.62,321,87.77,8,5
Assam,Darrang,2025,29.48,749,62.45,7,3
Assam,Dhemaji,2015,31.86,740,33.68,28,0
Assam,Dhemaji,2016,15.79,915,86.11,24,9
Assam,Dhemaji,2017,21.51,2192,42.17,15,1
Assam,Dhemaji,2018,17.14,867,93.57,21,10
Assam,Dhemaji,2019,23.19,2048,31.17,3,7
Assam,Dhemaji,2020,21.25,1569,77.7,14,3
Assam,Dhemaji,2021,15.27,322,59.72,38,10
Assam,Dhemaji,2022,37.9,1765,71.78,3,5
Assam,Dhemaji,2023,25.75,580,75.51,7,5
Assam,Dhemaji,2024,38.81,2948,31.52,1,4
Assam,Dhemaji,2025,26.6,1087,93.84,29,2
Assam,Dhubri,2015,24.87,2828,82.98,38,3
Assam,Dhubri,2016,29.77,2941,68.66,27,0
Assam,Dhubri,2017,20.3,2815,71.82,24,5
Assam,Dhubri,2018,24.94,2211,38.39,39,7
Assam,Dhubri,2019,38.81,1954,49.99,30,7
Assam,Dhubri,2020,16.87,2127,56.23,15,2
Assam,Dhubri,2021,15.63,2662,33.77,25,10
Assam,Dhubri,2022,30.74,2478,62.54,3,6
Assam,Dhubri,2023,27.02,1855,56.42,39,5
Assam,Dhubri,2024,22.8,1399,71.99,25,10
Assam,Dhubri,2025,24.65,1802,38.71,19,4
Assam,Dibrugarh,2015,30.7,1805,83.7,20,1
Assam,Dibrugarh,2016,25.71,558,31.85,8,2
Assam,Dibrugarh,2017,25.31,2262,64.09,33,2
Assam,Dibrugarh,2018,17.8,413,68.1,31,5
Assam,Dibrugarh,2019,15.36,227,59.19,38,9
Assam,Dibrugarh,2020,22.53,1940,62.92,4,5
Assam,Dibrugarh,2021,16.15,345,34.57,21,5
Assam,Dibrugarh,2022,17.61,2693,69.18,14,10
Assam,Dibrugarh,2023,27.27,1885,36.35,18,3
Assam,Dibrugarh,2024,37.04,2709,76.43,38,10
Assam,Dibrugarh,2025,17.22,1277,46.8,28,10
Assam,Dima Hasao,2015,30.76,984,86.79,36,0
Assam,Dima Hasao,2016,31.17,278,40.89,31,5
Assam,Dima Hasao,2017,18.34,2146,47.49,39,0
Assam,Dima Hasao,2018,28.82,2958,62.73,36,9
Assam,Dima Hasao,2019,27.29,954,41.1,7,10
Assam,Dima Hasao,2020,24.25,1356,79.21,39,2
Assam,Dima Hasao,2021,19.31,1203,78.98,2,9
Assam,Dima Hasao,2022,34.94,2471,47.55,25,0
Assam,Dima Hasao,2023,24.45,299,45.72,6,6
Assam,Dima Hasao,2024,31.26,1559,85.95,17,2
Assam,Dima Hasao,2025,26.42,713,65.71,28,8
Assam,Goalpara,2015,28.49,2517,42.06,22,1
Assam,Goalpara,2016,15.57,885,81.41,36,10
Assam,Goalpara,2017,32.57,1660,36.52,23,5
Assam,Goalpara,2018,25.59,301,51.71,39,10
Assam,Goalpara,2019,20.0,1932,30.59,39,4
Assam,Goalpara,2020,30.36,361,63.22,31,4
Assam,Goalpara,2021,15.67,2980,76.09,26,10
Assam,Goalpara,2022,36.62,1338,77.78,31,9
Assam,Goalpara,2023,24.44,1675,72.51,24,9
Assam,Goalpara,2024,23.07,2951,46.91,0,0
Assam,Goalpara,2025,39.06,857,42.47,20,7
Assam,Golaghat,2015,20.93,2866,51.13,17,5
Assam,Golaghat,2016,23.71,2014,82.73,12,9
Assam,Golaghat,2017,35.25,1323,65.58,40,8
Assam,Golaghat,2018,33.91,1719,58.91,33,0
Assam,Golaghat,2019,35.55,1275,73.18,18,2
Assam,Golaghat,2020,31.55,2317,90.32,32,8
Assam,Golaghat,2021,17.41,2549,86.21,26,10
Assam,Golaghat,2022,25.6,520,61.11,8,3
Assam,Golaghat,2023,33.26,549,42.14,31,6
Assam,Golaghat,2024,25.26,1570,61.69,1,6
Assam,Golaghat,2025,18.48,1109,41.08,13,10
Assam,Hailakandi,2015,21.25,2254,61.98,6,1
Assam,Hailakandi,2016,27.96,1345,39.15,2,6
Assam,Hailakandi,2017,28.82,1011,79.34,26,9
Assam,Hailakandi,2018,17.91,1607,71.18,30,4
Assam,Hailakandi,2019,26.52,337,60.84,31,7
Assam,Hailakandi,2020,15.88,307,50.85,18,1
Assam,Hailakandi,2021,15.77,1562,48.19,19,3
Assam,Hailakandi,2022,29.52,1410,53.47,9,0
Assam,Hailakandi,2023,20.87,2526,43.96,17,6
Assam,Hailakandi,2024,28.45,1511,71.27,39,5
Assam,Hailakandi,2025,36.22,260,63.54,21,8
Assam,Hojai,2015,33.69,2662,87.83,0,1
Assam,Hojai,2016,28.39,1814,79.47,39,7
Assam,Hojai,2017,28.61,2497,34.42,17,8
Assam,Hojai,2018,37.24,1263,58.38,26,10
Assam,Hojai,2019,18.32,2179,44.28,33,10
Assam,Hojai,2020,18.28,1181,57.75,28,8
Assam,Hojai,2021,22.57,1529,92.22,39,4
Assam,Hojai,2022,22.53,397,58.38,17,4
Assam,Hojai,2023,26.38,1063,73.65,22,4
Assam,Hojai,2024,26.85,2542,62.81,32,6
Assam,Hojai,2025,30.54,228,88.47,15,4
Assam,Jorhat,2015,36.38,1471,34.62,1,2
Assam,Jorhat,2016,26.69,2543,76.5,39,7
Assam,Jorhat,2017,20.0,1530,35.04,35,5
Assam,Jorhat,2018,20.4,781,60.76,24,10
Assam,Jorhat,2019,17.2,2675,59.27,8,3
Assam,Jorhat,2020,25.85,356,66.39,5,2
Assam,Jorhat,2021,20.13,1344,42.06,16,3
Assam,Jorhat,2022,15.84,1054,83.23,30,10
Assam,Jorhat,2023,36.53,2591,34.4,37,10
Assam,Jorhat,2024,22.1,2113,58.09,26,6
Assam,Jorhat,2025,18.81,465,52.19,18,0
Assam,Kamrup,2015,26.19,2856,51.48,33,7
Assam,Kamrup,2016,27.23,774,48.97,38,0
Assam,Kamrup,2017,34.79,531,80.19,38,10
Assam,Kamrup,2018,16.11,2164,68.95,8,1
Assam,Kamrup,2019,16.1,2031,85.41,10,2
Assam,Kamrup,2020,22.44,792,76.84,7,8
Assam,Kamrup,2021,39.25,1695,94.47,38,3
Assam,Kamrup,2022,17.52,2085,62.01,18,10
Assam,Kamrup,2023,29.42,1122,44.83,21,3
Assam,Kamrup,2024,33.91,1468,56.31,39,0
Assam,Kamrup,2025,35.51,1266,63.24,14,0
Assam,Kamrup Metropolitan,2015,38.92,1044,31.25,39,7
Assam,Kamrup Metropolitan,2016,17.62,2432,41.1,34,7
Assam,Kamrup Metropolitan,2017,22.54,2432,45.03,11,7
Assam,Kamrup Metropolitan,2018,33.22,797,80.39,25,10
Assam,Kamrup Metropolitan,2019,25.69,2120,67.4,17,7
Assam,Kamrup Metropolitan,2020,29.55,274,92.31,29,9
Assam,Kamrup Metropolitan,2021,25.07,1834,64.08,39,3
Assam,Kamrup Metropolitan,2022,26.83,2554,67.71,12,5
Assam,Kamrup Metropolitan,2023,21.94,2689,57.17,21,2
Assam,Kamrup Metropolitan,2024,24.31,1193,92.74,5,8
Assam,Kamrup Metropolitan,2025,36.05,1337,72.09,27,5
Assam,Karbi Anglong,2015,37.38,2668,66.18,19,0
Assam,Karbi Anglong,2016,15.26,2826,93.39,5,4
Assam,Karbi Anglong,2017,33.74,2969,89.68,25,5
Assam,Karbi Anglong,2018,30.11,2131,70.07,4,1
Assam,Karbi Anglong,2019,22.5,905,58.95,29,3
Assam,Karbi Anglong,2020,29.69,2213,35.23,4,5
Assam,Karbi Anglong,2021,36.48,1840,33.81,32,2
Assam,Karbi Anglong,2022,34.74,2556,54.04,20,0
Assam,Karbi Anglong,2023,21.07,730,73.91,14,0
Assam,Karbi Anglong,2024,23.64,1238,39.32,35,10
Assam,Karbi Anglong,2025,26.92,2436,41.73,40,4
Assam,Karimganj,2015,25.1,689,71.64,37,2
Assam,Karimganj,2016,19.41,236,41.56,34,9
Assam,Karimganj,2017,28.43,1909,87.94,6,10
Assam,Karimganj,2018,26.35,2144,46.54,30,0
Assam,Karimganj,2019,37.75,2259,40.34,27,4
Assam,Karimganj,2020,27.16,1072,30.59,12,2
Assam,Karimganj,2021,19.79,1287,31.64,22,2
Assam,Karimganj,2022,25.3,2422,81.93,23,8
Assam,Karimganj,2023,37.52,2975,32.48,27,4
Assam,Karimganj,2024,34.3,1953,88.31,37,7
Assam,Karimganj,2025,24.34,2915,91.45,7,10
Assam,Kokrajhar,2015,31.79,1265,35.68,2,10
Assam,Kokrajhar,2016,31.13,2012,84.01,34,0
Assam,Kokrajhar,2017,33.67,2652,46.06,38,5
Assam,Kokrajhar,2018,34.45,2526,64.21,23,3
Assam,Kokrajhar,2019,38.31,1363,42.09,20,3
Assam,Kokrajhar,2020,23.89,2751,68.61,6,0
Assam,Kokrajhar,2021,32.9,2210,87.5,16,2
Assam,Kokrajhar,2022,38.79,609,46.94,10,10
Assam,Kokrajhar,2023,32.81,217,81.02,7,5
Assam,Kokrajhar,2024,32.41,1018,57.23,39,6
Assam,Kokrajhar,2025,19.17,2907,46.8,8,7
Assam,Lakhimpur,2015,22.2,1723,68.8,24,7
Assam,Lakhimpur,2016,37.49,428,70.35,34,8
Assam,Lakhimpur,2017,23.66,1739,69.89,32,6
Assam,Lakhimpur,2018,38.91,618,80.32,37,0
Assam,Lakhimpur,2019,18.34,622,71.72,21,4
Assam,Lakhimpur,2020,36.31,308,90.31,27,1
Assam,Lakhimpur,2021,22.89,2074,34.68,10,7
Assam,Lakhimpur,2022,36.83,2843,84.05,28,5
Assam,Lakhimpur,2023,25.61,2836,38.87,38,9
Assam,Lakhimpur,2024,35.82,1307,55.62,11,6
Assam,Lakhimpur,2025,29.83,321,76.01,7,6
Assam,Majuli,2015,22.83,1832,94.1,38,1
Assam,Majuli,2016,16.17,2599,36.73,21,5
Assam,Majuli,2017,23.8,833,36.73,2,3
Assam,Majuli,2018,39.65,1142,35.18,27,5
Assam,Majuli,2019,30.5,2534,94.54,3,0
Assam,Majuli,2020,27.64,855,39.57,1,1
Assam,Majuli,2021,21.4,2321,53.24,39,9
Assam,Majuli,2022,29.44,503,57.72,27,8
Assam,Majuli,2023,30.52,1004,37.76,40,6
Assam,Majuli,2024,16.1,484,43.81,37,5
Assam,Majuli,2025,32.04,1367,51.65,36,4
Assam,Morigaon,2015,19.88,2732,57.24,23,8
Assam,Morigaon,2016,21.59,2766,79.74,31,10
Assam,Morigaon,2017,26.71,723,41.58,38,7
Assam,Morigaon,2018,34.11,1517,36.59,23,1
Assam,Morigaon,2019,31.74,665,86.42,38,6
Assam,Morigaon,2020,32.03,1610,74.0,30,0
Assam,Morigaon,2021,22.79,2158,72.66,4,10
Assam,Morigaon,2022,16.66,2339,45.65,1,2
Assam,Morigaon,2023,16.04,1033,80.55,40,6
Assam,Morigaon,2024,37.96,2482,90.44,39,9
Assam,Morigaon,2025,23.13,2353,65.38,31,9
Assam,Nagaon,2015,39.33,357,51.0,26,3
Assam,Nagaon,2016,16.64,1260,45.08,25,4
Assam,Nagaon,2017,26.21,2452,57.05,0,0
Assam,Nagaon,2018,24.0,1260,53.13,29,2
Assam,Nagaon,2019,16.81,2826,66.48,39,4
Assam,Nagaon,2020,25.99,751,70.81,12,3
Assam,Nagaon,2021,15.47,1095,45.84,33,3
