state,district,year,literacy_rate,male_literacy_rate,female_literacy_rate,schools,teachers,students
Arunachal Pradesh,Kurung Kumey,2023,97.99,70.19,59.76,1824,4955,117178
Arunachal Pradesh,Kurung Kumey,2024,56.63,95.34,74.77,806,1466,74019
Arunachal Pradesh,Kurung Kumey,2025,85.15,63.06,72.46,516,2499,49868
Arunachal Pradesh,Kra Daadi,2015,87.09,98.91,91.73,403,7595,34593
Arunachal Pradesh,Kra Daadi,2016,56.14,93.22,58.4,984,6062,55251
Arunachal Pradesh,Kra Daadi,2017,64.55,86.65,56.46,1973,4585,31758
Arunachal Pradesh,Kra Daadi,2018,58.61,74.55,70.35,621,2851,3519
Arunachal Pradesh,Kra Daadi,2019,97.09,79.42,59.7,1430,2403,199182
Arunachal Pradesh,Kra Daadi,2020,74.75,87.48,58.37,919,6058,188111
Arunachal Pradesh,Kra Daadi,2021,95.85,80.77,83.93,1061,5822,99788
Arunachal Pradesh,Kra Daadi,2022,91.2,66.65,74.46,1717,4469,103550
Arunachal Pradesh,Kra Daadi,2023,76.4,94.38,53.59,281,6259,144181
Arunachal Pradesh,Kra Daadi,2024,59.59,98.39,87.95,1673,5841,114798
Arunachal Pradesh,Kra Daadi,2025,69.3,90.94,88.25,1144,4988,12903
Arunachal Pradesh,Lower Subansiri,2015,79.66,92.92,54.36,354,7469,43381
Arunachal Pradesh,Lower Subansiri,2016,80.66,95.74,75.11,1583,4249,143142
Arunachal Pradesh,Lower Subansiri,2017,72.87,88.07,75.74,1734,1592,21864
Arunachal Pradesh,Lower Subansiri,2018,79.19,77.66,77.97,741,1833,103530
Arunachal Pradesh,Lower Subansiri,2019,85.33,95.06,54.8,111,7909,107607
Arunachal Pradesh,Lower Subansiri,2020,67.92,94.42,91.25,728,5170,5422
Arunachal Pradesh,Lower Subansiri,2021,90.99,73.54,75.13,1401,7962,167444
Arunachal Pradesh,Lower Subansiri,2022,84.31,66.78,86.77,1370,7915,43233
Arunachal Pradesh,Lower Subansiri,2023,66.26,68.75,91.41,1972,2249,150070
Arunachal Pradesh,Lower Subansiri,2024,81.79,66.31,80.3,1886,4943,91874
Arunachal Pradesh,Lower Subansiri,2025,69.01,95.53,94.03,340,995,184696
Arunachal Pradesh,Upper Subansiri,2015,76.78,65.41,70.76,553,6815,183363
Arunachal Pradesh,Upper Subansiri,2016,93.82,60.55,96.77,310,4320,184494
Arunachal Pradesh,Upper Subansiri,2017,81.51,96.13,52.2,1532,4935,195304
Arunachal Pradesh,Upper Subansiri,2018,64.21,86.01,88.53,1430,2381,183507
Arunachal Pradesh,Upper Subansiri,2019,70.08,73.72,75.33,1205,5742,75477
Arunachal Pradesh,Upper Subansiri,2020,78.75,82.04,62.78,211,4424,156059
Arunachal Pradesh,Upper Subansiri,2021,66.68,64.49,67.06,160,7698,125492
Arunachal Pradesh,Upper Subansiri,2022,75.34,81.54,53.49,894,1149,65208
Arunachal Pradesh,Upper Subansiri,2023,58.92,95.26,59.71,675,1616,166185
Arunachal Pradesh,Upper Subansiri,2024,63.51,61.02,77.08,467,5725,153629
Arunachal Pradesh,Upper Subansiri,2025,93.8,60.42,56.24,226,7695,105422
Arunachal Pradesh,West Siang,2015,96.43,76.67,80.63,1372,3384,80207
Arunachal Pradesh,West Siang,2016,82.47,68.11,75.22,1904,583,198993
Arunachal Pradesh,West Siang,2017,72.89,69.51,63.72,1663,7950,174445
Arunachal Pradesh,West Siang,2018,64.92,86.43,72.58,356,3837,57928
Arunachal Pradesh,West Siang,2019,61.58,73.77,84.68,238,6325,160951
Arunachal Pradesh,West Siang,2020,75.46,92.3,93.73,1416,2013,111933
Arunachal Pradesh,West Siang,2021,77.93,69.23,89.4,1610,917,125759
Arunachal Pradesh,West Siang,2022,76.32,66.46,77.49,962,261,91249
Arunachal Pradesh,West Siang,2023,91.25,85.3,50.54,775,7487,70247
Arunachal Pradesh,West Siang,2024,63.68,95.98,66.62,1432,7487,22447
Arunachal Pradesh,West Siang,2025,84.6,90.29,77.74,534,2491,36263
Arunachal Pradesh,East Siang,2015,63.23,87.62,87.81,564,1877,189691
Arunachal Pradesh,East Siang,2016,78.3,90.62,79.4,470,6028,182623
Arunachal Pradesh,East Siang,2017,73.57,62.52,55.82,455,7318,138631
Arunachal Pradesh,East Siang,2018,78.15,80.67,66.62,528,5018,43638
Arunachal Pradesh,East Siang,2019,71.15,94.88,73.55,386,5032,8605
Arunachal Pradesh,East Siang,2020,70.72,77.76,53.25,228,1522,71503
Arunachal Pradesh,East Siang,2021,67.49,68.29,85.28,685,5749,87341
Arunachal Pradesh,East Siang,2022,57.28,98.9,65.88,1195,4952,86539
Arunachal Pradesh,East Siang,2023,68.58,89.83,68.08,442,258,188967
Arunachal Pradesh,East Siang,2024,90.39,81.54,63.17,350,2235,149709
Arunachal Pradesh,East Siang,2025,68.33,76.35,77.55,123,3385,64407
Arunachal Pradesh,Siang,2015,59.57,88.06,88.99,1349,549,163861
Arunachal Pradesh,Siang,2016,70.38,76.13,69.45,955,6958,155223
Arunachal Pradesh,Siang,2017,71.24,88.44,63.86,468,2926,26272
Arunachal Pradesh,Siang,2018,89.44,85.63,72.03,1095,375,29689
Arunachal Pradesh,Siang,2019,90.06,67.98,56.38,1924,6583,103839
Arunachal Pradesh,Siang,2020,81.72,90.51,92.03,1638,3907,64734
Arunachal Pradesh,Siang,2021,82.3,95.55,66.08,1313,1461,92826
Arunachal Pradesh,Siang,2022,71.07,63.62,53.68,1778,1682,44288
Arunachal Pradesh,Siang,2023,55.81,61.77,72.58,1662,3249,36896
Arunachal Pradesh,Siang,2024,95.43,69.63,94.54,262,1037,173951
Arunachal Pradesh,Siang,2025,90.27,78.54,92.73,1449,5540,161387
Arunachal Pradesh,Upper Siang,2015,61.79,67.96,72.42,955,4519,91567
Arunachal Pradesh,Upper Siang,2016,55.45,83.15,81.87,1311,4303,189892
Arunachal Pradesh,Upper Siang,2017,78.98,94.44,54.3,488,2391,53956
Arunachal Pradesh,Upper Siang,2018,96.66,65.92,66.79,1983,606,108731
Arunachal Pradesh,Upper Siang,2019,55.11,88.22,66.75,1576,1716,83406
Arunachal Pradesh,Upper Siang,2020,95.76,89.09,83.31,1386,677,148460
Arunachal Pradesh,Upper Siang,2021,76.64,68.11,69.68,1325,7841,179347
Arunachal Pradesh,Upper Siang,2022,78.15,69.92,89.95,691,5761,99826
Arunachal Pradesh,Upper Siang,2023,76.99,73.59,91.86,1977,1246,169115
Arunachal Pradesh,Upper Siang,2024,64.61,85.05,74.43,1834,5399,180755
Arunachal Pradesh,Upper Siang,2025,93.48,87.53,96.8,1120,6927,16206
Arunachal Pradesh,Lower Siang,2015,78.0,94.84,70.37,436,7942,159955
Arunachal Pradesh,Lower Siang,2016,75.62,67.33,58.8,355,1101,126706
Arunachal Pradesh,Lower Siang,2017,78.55,91.77,61.04,1778,3466,58882
Arunachal Pradesh,Lower Siang,2018,67.67,92.12,87.74,1953,4424,121980
Arunachal Pradesh,Lower Siang,2019,80.01,87.04,51.43,1264,3635,83770
Arunachal Pradesh,Lower Siang,2020,62.96,64.89,62.44,92,3992,31581
Arunachal Pradesh,Lower Siang,2021,55.69,62.07,66.37,1117,335,53582
Arunachal Pradesh,Lower Siang,2022,66.57,65.49,73.2,1411,6368,138822
Arunachal Pradesh,Lower Siang,2023,70.08,69.15,93.02,1240,508,168532
Arunachal Pradesh,Lower Siang,2024,89.98,82.29,79.52,1110,6463,183792
Arunachal Pradesh,Lower Siang,2025,88.47,65.37,95.64,1898,4868,40063
Arunachal Pradesh,Lower Dibang Valley,2015,81.19,61.75,76.39,668,4618,26567
Arunachal Pradesh,Lower Dibang Valley,2016,71.09,62.17,77.54,668,1251,27346
Arunachal Pradesh,Lower Dibang Valley,2017,85.19,76.76,96.43,190,532,76995
Arunachal Pradesh,Lower Dibang Valley,2018,96.68,82.98,96.3,125,7949,57401
Arunachal Pradesh,Lower Dibang Valley,2019,61.35,85.44,65.82,1307,4205,110694
Arunachal Pradesh,Lower Dibang Valley,2020,82.65,97.45,64.91,799,7769,19178
Arunachal Pradesh,Lower Dibang Valley,2021,66.78,60.76,92.46,1519,5595,99597
Arunachal Pradesh,Lower Dibang Valley,2022,69.83,84.72,53.18,1956,765,154737
Arunachal Pradesh,Lower Dibang Valley,2023,75.22,62.31,92.42,1502,2741,179081
Arunachal Pradesh,Lower Dibang Valley,2024,82.12,82.82,56.11,114,5239,151198
Arunachal Pradesh,Lower Dibang Valley,2025,75.29,76.95,85.83,403,5459,183270
Arunachal Pradesh,Dibang Valley,2015,78.02,97.11,77.06,112,1504,6988
Arunachal Pradesh,Dibang Valley,2016,56.5,67.33,77.69,1839,5973,159106
Arunachal Pradesh,Dibang Valley,2017,65.99,79.87,75.34,109,2622,113344
Arunachal Pradesh,Dibang Valley,2018,93.65,89.29,74.56,1783,7582,147219
Arunachal Pradesh,Dibang Valley,2019,85.07,86.56,63.79,444,6387,108422
Arunachal Pradesh,Dibang Valley,2020,81.6,64.11,64.16,1552,7204,17394
Arunachal Pradesh,Dibang Valley,2021,78.99,94.36,92.2,1204,2102,130152
Arunachal Pradesh,Dibang Valley,2022,82.47,97.28,61.64,483,869,198590
Arunachal Pradesh,Dibang Valley,2023,94.99,74.71,83.71,702,308,69515
Arunachal Pradesh,Dibang Valley,2024,59.4,79.5,70.38,1143,3992,50094
Arunachal Pradesh,Dibang Valley,2025,74.29,63.06,54.79,657,7242,146288
Arunachal Pradesh,Anjaw,2015,70.51,66.54,55.62,1458,2281,42903
Arunachal Pradesh,Anjaw,2016,96.27,60.56,60.68,1544,5742,100981
Arunachal Pradesh,Anjaw,2017,91.26,68.46,92.08,175,4411,128801
Arunachal Pradesh,Anjaw,2018,57.11,61.61,77.23,1109,7651,55419
Arunachal Pradesh,Anjaw,2019,80.11,84.22,84.15,1280,2082,137404
Arunachal Pradesh,Anjaw,2020,65.9,75.17,75.47,943,3493,49350
Arunachal Pradesh,Anjaw,2021,81.91,71.57,84.83,1806,2907,186546
Arunachal Pradesh,Anjaw,2022,97.95,72.12,52.05,708,7825,6087
Arunachal Pradesh,Anjaw,2023,58.48,65.31,80.44,1692,3931,61496
Arunachal Pradesh,Anjaw,2024,63.64,88.16,85.84,1752,7544,149697
Arunachal Pradesh,Anjaw,2025,87.93,66.58,85.6,1669,1637,20423
Arunachal Pradesh,Lohit,2015,77.3,60.69,62.8,901,7804,179145
Arunachal Pradesh,Lohit,2016,67.85,79.85,52.75,809,1669,58662
Arunachal Pradesh,Lohit,2017,95.47,97.42,83.43,734,4192,160229
Arunachal Pradesh,Lohit,2018,94.14,80.97,84.73,1426,354,13591
Arunachal Pradesh,Lohit,2019,81.64,65.69,70.47,1292,4265,14539
Arunachal Pradesh,Lohit,2020,89.9,60.04,78.36,1119,2903,24267
Arunachal Pradesh,Lohit,2021,61.22,63.8,60.1,127,284,96066
Arunachal Pradesh,Lohit,2022,95.57,98.91,82.75,1552,640,130981
Arunachal Pradesh,Lohit,2023,67.77,72.46,53.72,495,2831,187940
Arunachal Pradesh,Lohit,2024,86.44,96.21,65.24,867,7786,99832
Arunachal Pradesh,Lohit,2025,80.05,97.49,69.9,1152,4123,56345
Arunachal Pradesh,Namsai,2015,66.81,97.52,92.33,1264,1001,80230
Arunachal Pradesh,Namsai,2016,55.66,62.27,53.51,528,7309,13645
Arunachal Pradesh,Namsai,2017,58.23,66.12,89.06,476,1974,182384
Arunachal Pradesh,Namsai,2018,79.97,85.49,91.24,1483,3332,106850
Arunachal Pradesh,Namsai,2019,82.8,64.12,91.48,1674,3319,26856
Arunachal Pradesh,Namsai,2020,73.54,75.54,83.12,1449,564,74829
Arunachal Pradesh,Namsai,2021,94.67,66.61,83.83,1641,774,75739
Arunachal Pradesh,Namsai,2022,82.16,87.33,78.06,1113,466,84108
Arunachal Pradesh,Namsai,2023,91.14,93.62,50.98,1429,7733,193562
Arunachal Pradesh,Namsai,2024,74.88,81.2,57.69,1554,7046,191196
Arunachal Pradesh,Namsai,2025,65.01,89.42,90.18,996,5596,77332
Arunachal Pradesh,Changlang,2015,86.31,86.96,85.74,1114,1545,133740
Arunachal Pradesh,Changlang,2016,85.87,66.8,73.26,1452,7718,133062
Arunachal Pradesh,Changlang,2017,62.39,80.38,54.21,721,7259,110441
Arunachal Pradesh,Changlang,2018,79.07,93.66,52.03,1395,4619,77101
Arunachal Pradesh,Changlang,2019,95.65,84.55,82.71,1386,2926,2830
Arunachal Pradesh,Changlang,2020,63.94,94.35,63.41,1916,3509,132586
Arunachal Pradesh,Changlang,2021,64.58,86.15,83.13,1467,4401,115451
Arunachal Pradesh,Changlang,2022,76.66,78.95,91.87,1700,5899,22834
Arunachal Pradesh,Changlang,2023,66.38,76.96,69.39,482,3269,53047
Arunachal Pradesh,Changlang,2024,75.96,92.24,81.77,277,4520,184742
Arunachal Pradesh,Changlang,2025,60.84,98.82,61.5,1911,3903,136387
Arunachal Pradesh,Tirap,2015,86.64,82.17,70.06,1092,6825,121212
Arunachal Pradesh,Tirap,2016,73.78,66.22,67.51,178,2078,84833
Arunachal Pradesh,Tirap,2017,74.18,81.04,65.68,843,7272,140015
Arunachal Pradesh,Tirap,2018,73.08,60.91,58.33,1182,2427,105126
Arunachal Pradesh,Tirap,2019,71.35,97.39,53.78,670,2735,62713
Arunachal Pradesh,Tirap,2020,67.84,96.26,87.95,1972,4559,46815
Arunachal Pradesh,Tirap,2021,95.36,89.3,89.16,303,4309,45421
Arunachal Pradesh,Tirap,2022,62.05,86.51,58.86,287,2289,112415
Arunachal Pradesh,Tirap,2023,55.77,74.15,73.17,1161,5541,165071
Arunachal Pradesh,Tirap,2024,83.16,68.86,91.08,1686,3288,159996
Arunachal Pradesh,Tirap,2025,83.89,85.65,63.18,1496,5756,86670
Arunachal Pradesh,Longding,2015,69.55,70.39,78.93,1581,3474,16882
Arunachal Pradesh,Longding,2016,58.63,61.02,83.72,1969,4555,172243
Arunachal Pradesh,Longding,2017,81.56,79.44,68.33,1735,3191,75717
Arunachal Pradesh,Longding,2018,71.12,93.12,95.11,308,2269,115599
Arunachal Pradesh,Longding,2019,76.26,70.01,72.11,1543,2668,5381
Arunachal Pradesh,Longding,2020,69.25,66.05,70.24,277,2227,80347
Arunachal Pradesh,Longding,2021,94.13,72.91,50.2,140,3857,166533
Arunachal Pradesh,Longding,2022,77.48,94.08,83.85,533,4095,61239
Arunachal Pradesh,Longding,2023,96.87,90.28,63.79,580,2516,65097
Arunachal Pradesh,Longding,2024,57.73,82.29,89.54,1557,2647,26042
Arunachal Pradesh,Longding,2025,87.59,72.89,85.48,948,7865,111295
Arunachal Pradesh,Pakke-Kessang,2015,97.92,84.56,62.21,195,6851,145119
Arunachal Pradesh,Pakke-Kessang,2016,77.79,93.11,76.88,1974,3011,72271
Arunachal Pradesh,Pakke-Kessang,2017,94.31,84.79,76.92,1108,2649,80564
Arunachal Pradesh,Pakke-Kessang,2018,60.67,72.32,63.13,1280,2254,25004
Arunachal Pradesh,Pakke-Kessang,2019,56.55,87.36,80.71,1818,5367,42811
Arunachal Pradesh,Pakke-Kessang,2020,63.06,86.81,74.95,148,2617,183297
Arunachal Pradesh,Pakke-Kessang,2021,81.2,94.8,91.67,1036,7510,13669
Arunachal Pradesh,Pakke-Kessang,2022,79.96,89.35,77.13,1226,1682,99978
Arunachal Pradesh,Pakke-Kessang,2023,66.56,83.19,65.54,606,3110,34743
Arunachal Pradesh,Pakke-Kessang,2024,73.95,95.48,50.24,1282,2979,43320
Arunachal Pradesh,Pakke-Kessang,2025,80.97,77.04,85.22,1875,3340,141926
Arunachal Pradesh,Leparada,2015,97.19,86.61,67.43,515,1696,186338
Arunachal Pradesh,Leparada,2016,61.45,95.76,54.86,1479,3001,99227
Arunachal Pradesh,Leparada,2017,81.52,78.83,65.96,1668,1629,174289
Arunachal Pradesh,Leparada,2018,82.86,94.87,51.34,511,482,188367
Arunachal Pradesh,Leparada,2019,73.85,73.29,83.72,1617,759,46762
Arunachal Pradesh,Leparada,2020,74.11,76.22,69.84,1968,6063,102590
Arunachal Pradesh,Leparada,2021,94.43,68.65,50.08,1741,585,4269
Arunachal Pradesh,Leparada,2022,84.62,92.36,84.91,1703,4511,127273
Arunachal Pradesh,Leparada,2023,90.97,93.82,90.07,1071,1563,151195
Arunachal Pradesh,Leparada,2024,74.53,68.55,96.99,759,7562,188619
Arunachal Pradesh,Leparada,2025,64.57,82.6,71.47,1173,5276,33055
Arunachal Pradesh,Lepa Rada,2015,67.23,78.18,88.95,804,3244,86220
Arunachal Pradesh,Lepa Rada,2016,75.4,76.09,71.09,1963,6024,134755
Arunachal Pradesh,Lepa Rada,2017,64.94,86.06,81.32,1326,5328,22527
Arunachal Pradesh,Lepa Rada,2018,67.11,61.82,50.74,669,975,150273
Arunachal Pradesh,Lepa Rada,2019,55.98,82.46,63.97,287,1186,109676
Arunachal Pradesh,Lepa Rada,2020,74.31,86.09,77.99,760,2739,77481
Arunachal Pradesh,Lepa Rada,2021,75.92,61.33,57.52,162,2307,170052
Arunachal Pradesh,Lepa Rada,2022,58.96,90.45,52.76,1415,7746,171439
Arunachal Pradesh,Lepa Rada,2023,72.55,66.65,72.28,1443,3739,77064
Arunachal Pradesh,Lepa Rada,2024,91.85,70.72,56.43,1685,666,70210
Arunachal Pradesh,Lepa Rada,2025,57.12,95.73,80.04,1204,1155,162173
Arunachal Pradesh,Kamle,2015,76.41,93.74,74.84,576,7882,101200
Arunachal Pradesh,Kamle,2016,67.43,73.97,67.15,343,5769,48412
Arunachal Pradesh,Kamle,2017,82.62,74.25,70.84,630,2861,106408
Arunachal Pradesh,Kamle,2018,65.82,91.02,89.29,866,5886,182464
Arunachal Pradesh,Kamle,2019,96.84,67.73,60.5,1849,2221,122272
Arunachal Pradesh,Kamle,2020,96.2,91.45,57.73,1890,4501,148689
Arunachal Pradesh,Kamle,2021,95.32,69.6,75.17,1433,6186,198042
Arunachal Pradesh,Kamle,2022,82.71,63.86,95.88,916,7223,111129
Arunachal Pradesh,Kamle,2023,69.91,80.22,77.33,1898,4879,178934
Arunachal Pradesh,Kamle,2024,68.44,66.74,50.62,1375,4495,88847
Arunachal Pradesh,Kamle,2025,76.29,74.26,78.04,236,396,199955
Assam,Baksa,2015,81.9,88.03,76.27,1824,4558,150872
Assam,Baksa,2016,79.6,74.96,87.83,1141,7960,31847
Assam,Baksa,2017,65.67,91.09,69.63,567,1289,91022
Assam,Baksa,2018,73.16,76.06,74.3,1136,5498,68248
Assam,Baksa,2019,87.99,75.73,89.41,406,5678,146628
Assam,Baksa,2020,89.35,60.98,59.19,1215,2666,182393
Assam,Baksa,2021,80.04,92.12,66.9,242,3823,77935
Assam,Baksa,2022,91.49,78.2,82.3,1047,2237,30087
Assam,Baksa,2023,76.0,72.51,83.05,1523,615,152544
Assam,Baksa,2024,97.8,96.57,89.04,1987,7264,66914
Assam,Baksa,2025,85.98,91.36,85.47,1773,5999,39735
Assam,Barpeta,2015,59.9,64.36,57.95,1532,3114,33825
Assam,Barpeta,2016,77.33,92.99,57.55,1367,3246,175536
Assam,Barpeta,2017,74.33,64.3,51.66,339,338,34097
Assam,Barpeta,2018,68.15,93.88,82.2,1535,2406,132826
Assam,Barpeta,2019,71.85,96.85,93.56,800,5628,60301
Assam,Barpeta,2020,90.59,62.77,60.96,795,1237,80061
Assam,Barpeta,2021,60.23,60.25,51.7,728,6973,131933
Assam,Barpeta,2022,76.48,80.71,72.1,1685,2385,134226
Assam,Barpeta,2023,79.42,86.84,75.45,1374,626,56052
Assam,Barpeta,2024,65.71,85.73,95.83,905,6279,158504
Assam,Barpeta,2025,58.23,71.28,76.58,150,3081,82995
Assam,Biswanath,2015,57.16,76.85,59.82,649,1543,82672
Assam,Biswanath,2016,76.36,78.85,90.82,92,7225,143301
Assam,Biswanath,2017,82.33,92.75,78.2,1220,1423,83846
Assam,Biswanath,2018,90.33,77.82,60.87,203,6726,176115
Assam,Biswanath,2019,57.92,95.6,86.86,1908,7057,5383
Assam,Biswanath,2020,81.47,63.04,75.57,1544,2230,44927
Assam,Biswanath,2021,69.62,79.12,87.07,685,259,59931
Assam,Biswanath,2022,81.2,88.39,82.54,397,5985,100989
Assam,Biswanath,2023,84.03,85.11,67.6,1379,3066,82684
Assam,Biswanath,2024,64.81,96.13,69.92,1175,2846,83466
Assam,Biswanath,2025,87.86,93.77,91.13,132,1793,165884
Assam,Bongaigaon,2015,74.88,75.95,76.98,1491,4989,61189
Assam,Bongaigaon,2016,86.21,64.71,67.24,1725,1331,37742
Assam,Bongaigaon,2017,95.03,67.83,77.8,1620,3776,182885
Assam,Bongaigaon,2018,58.98,84.35,87.85,428,2000,29624
Assam,Bongaigaon,2019,95.78,96.92,64.61,692,7377,111203
Assam,Bongaigaon,2020,88.57,95.54,83.89,1484,7684,85411
Assam,Bongaigaon,2021,58.26,69.12,88.34,1191,7584,72934
Assam,Bongaigaon,2022,67.18,77.13,61.72,1965,4152,93531
Assam,Bongaigaon,2023,79.05,64.35,54.81,481,4157,166490
Assam,Bongaigaon,2024,78.95,92.86,73.12,1925,2380,159304
Assam,Bongaigaon,2025,75.48,80.06,56.56,927,2444,29944
Assam,Cachar,2015,62.32,68.08,83.35,1384,1994,62123
Assam,Cachar,2016,78.77,77.98,78.39,646,3143,90960
Assam,Cachar,2017,87.48,77.65,80.43,907,3668,75521
Assam,Cachar,2018,72.81,65.54,53.07,412,4730,10826
Assam,Cachar,2019,60.41,69.78,91.53,1693,1000,73437
Assam,Cachar,2020,72.45,95.47,52.86,1121,205,136022
Assam,Cachar,2021,73.26,73.38,71.63,697,6620,77940
Assam,Cachar,2022,59.36,95.34,72.73,1870,5069,188928
Assam,Cachar,2023,88.83,90.57,85.9,1193,2317,78993
Assam,Cachar,2024,78.08,67.36,51.33,719,7140,104257
Assam,Cachar,2025,73.31,76.23,58.97,453,5265,176526
Assam,Charaideo,2015,93.74,96.76,95.18,1546,7747,133968
Assam,Charaideo,2016,70.34,70.63,76.09,1624,7710,138913
Assam,Charaideo,2017,94.05,70.83,50.34,1376,6741,57364
Assam,Charaideo,2018,94.24,81.9,55.88,1507,1741,61635
Assam,Charaideo,2019,88.41,81.34,51.14,337,5255,54796
Assam,Charaideo,2020,87.27,76.85,84.63,792,3806,48839
Assam,Charaideo,2021,94.99,60.63,56.53,785,6936,14367
Assam,Charaideo,2022,76.52,93.7,89.39,1660,7161,13230
Assam,Charaideo,2023,74.46,97.32,75.09,1237,505,30640
Assam,Charaideo,2024,89.07,75.44,64.48,1334,2267,61687
Assam,Charaideo,2025,62.07,83.35,69.58,878,1882,7072
Assam,Chirang,2015,96.82,70.13,76.38,665,7593,12258
Assam,Chirang,2016,58.36,93.34,95.68,1043,2625,95675
Assam,Chirang,2017,92.97,93.73,87.22,1027,2957,21439
Assam,Chirang,2018,77.42,76.75,90.89,149,6242,7468
Assam,Chirang,2019,73.47,87.42,85.95,847,6350,18218
Assam,Chirang,2020,61.53,88.42,64.36,1299,4048,66790
Assam,Chirang,2021,67.59,88.61,59.5,1724,3263,81852
Assam,Chirang,2022,83.55,79.86,54.72,908,4102,3484
Assam,Chirang,2023,60.11,74.82,80.59,408,3086,146155
Assam,Chirang,2024,72.43,75.54,67.48,688,1610,153351
Assam,Chirang,2025,88.25,78.18,90.73,1515,521,118494
Assam,Darrang,2015,95.02,87.85,89.22,186,5800,158356
Assam,Darrang,2016,89.05,82.36,69.2,421,5996,36098
Assam,Darrang,2017,68.1,68.41,65.09,955,7445,36033
Assam,Darrang,2018,87.97,72.4,63.36,1465,2929,14880
Assam,Darrang,2019,90.02,69.72,88.13,336,7275,178826
Assam,Darrang,2020,55.99,88.41,74.9,467,4993,82985
Assam,Darrang,2021,93.46,72.31,54.26,1766,1733,128685
Assam,Darrang,2022,96.47,84.63,68.3,69,2926,196918
Assam,Darrang,2023,62.52,63.9,57.95,175,6476,86471
Assam,Darrang,2024,82.8,63.51,90.78,110,7072,39502
Assam,Darrang,2025,72.49,69.8,56.24,462,362,178029
Assam,Dhemaji,2015,90.84,72.51,96.37,1024,5057,9715
Assam,Dhemaji,2016,85.49,82.09,84.83,128,6813,167061
Assam,Dhemaji,2017,90.88,86.68,91.17,1976,4791,146096
Assam,Dhemaji,2018,92.22,89.51,94.61,228,7726,162825
Assam,Dhemaji,2019,92.15,76.3,76.65,1037,4634,10790
Assam,Dhemaji,2020,79.12,96.79,50.79,1525,5496,197162
Assam,Dhemaji,2021,93.56,61.52,88.01,1459,4822,116721
Assam,Dhemaji,2022,63.37,91.85,89.4,1149,6584,73616
Assam,Dhemaji,2023,67.24,66.41,89.74,1146,2331,112088
Assam,Dhemaji,2024,57.66,91.07,93.79,1268,2061,186526
Assam,Dhemaji,2025,93.99,98.45,57.98,213,7494,94253
Assam,Dhubri,2015,84.24,71.12,86.28,1656,2964,121859
Assam,Dhubri,2016,79.27,91.88,93.13,1734,2628,186304
Assam,Dhubri,2017,93.13,89.53,77.07,856,3573,184292
Assam,Dhubri,2018,89.63,93.93,50.81,601,4007,157189
Assam,Dhubri,2019,62.19,93.15,89.95,374,4680,41726
Assam,Dhubri,2020,68.12,94.93,50.52,787,681,138153
Assam,Dhubri,2021,71.1,96.45,76.65,807,621,60732
Assam,Dhubri,2022,71.72,77.44,76.69,1581,6118,17944
Assam,Dhubri,2023,72.24,94.82,55.19,1890,1968,35167
Assam,Dhubri,2024,68.71,97.61,69.23,1509,4743,34989
Assam,Dhubri,2025,97.68,62.33,83.9,1146,7407,17555
Assam,Dibrugarh,2015,92.01,91.12,91.95,411,919,106598
Assam,Dibrugarh,2016,75.75,64.03,52.79,1355,6317,149329
Assam,Dibrugarh,2017,82.4,79.78,54.83,98,4694,144943
Assam,Dibrugarh,2018,62.1,93.69,54.35,1470,588,80728
Assam,Dibrugarh,2019,87.19,94.62,91.33,257,6577,135514
Assam,Dibrugarh,2020,57.9,62.98,85.61,1964,7364,146839
Assam,Dibrugarh,2021,86.8,73.48,54.94,266,2332,178248
Assam,Dibrugarh,2022,76.76,98.99,71.61,520,1294,166715
Assam,Dibrugarh,2023,87.07,61.42,89.27,1900,292,186264
Assam,Dibrugarh,2024,83.41,91.93,84.64,1371,6166,107330
Assam,Dibrugarh,2025,86.26,65.34,53.98,1750,6325,164247
Assam,Dima Hasao,2015,69.15,75.39,76.48,1986,4461,39715
Assam,Dima Hasao,2016,58.39,82.74,60.77,1747,7105,99170
Assam,Dima Hasao,2017,70.74,97.41,68.08,1145,6155,132149
Assam,Dima Hasao,2018,65.44,89.08,60.15,909,5219,184598
Assam,Dima Hasao,2019,65.54,67.6,85.68,527,523,34188
Assam,Dima Hasao,2020,65.27,90.24,88.02,898,7641,141141
Assam,Dima Hasao,2021,66.61,96.96,62.35,1325,3821,37042
Assam,Dima Hasao,2022,72.91,68.98,93.13,902,2117,147441
Assam,Dima Hasao,2023,72.88,83.87,94.57,1521,7885,18284
Assam,Dima Hasao,2024,82.15,72.77,64.56,365,610,195141
Assam,Dima Hasao,2025,89.19,92.06,78.33,1395,2681,112824
Assam,Goalpara,2015,66.24,62.92,91.24,433,7989,56819
Assam,Goalpara,2016,71.39,88.74,77.2,266,2634,84135
Assam,Goalpara,2017,96.99,64.76,89.98,1626,7858,165710
Assam,Goalpara,2018,67.65,78.02,70.17,1293,2539,196529
Assam,Goalpara,2019,74.46,72.28,91.83,98,5614,76027
Assam,Goalpara,2020,70.05,85.09,70.64,861,3845,179434
Assam,Goalpara,2021,91.86,93.54,69.22,81,5353,37420
Assam,Goalpara,2022,69.82,68.92,50.42,748,4423,152678
Assam,Goalpara,2023,57.0,91.86,95.88,1505,2727,161700
Assam,Goalpara,2024,97.04,88.88,94.02,1775,4536,137294
Assam,Goalpara,2025,63.07,79.54,72.1,170,4470,182432
