state,district,year,employment_rate,unemployment_rate,industrial_jobs,agriculture_jobs,service_jobs
Arunachal Pradesh,Upper Subansiri,2018,49.12,5.11,22490,43609,28480
Arunachal Pradesh,Upper Subansiri,2019,41.47,11.27,44840,92123,53602
Arunachal Pradesh,Upper Subansiri,2020,57.64,14.49,5989,10822,78607
Arunachal Pradesh,Upper Subansiri,2021,62.78,5.39,29019,34792,58218
Arunachal Pradesh,Upper Subansiri,2022,68.27,14.62,3587,36059,29076
Arunachal Pradesh,Upper Subansiri,2023,50.54,14.31,15903,62759,42856
Arunachal Pradesh,Upper Subansiri,2024,78.53,5.75,42659,55863,47812
Arunachal Pradesh,Upper Subansiri,2025,46.54,9.64,25097,97576,43674
Arunachal Pradesh,West Siang,2015,57.24,5.9,25666,83830,63566
Arunachal Pradesh,West Siang,2016,48.13,5.97,8458,44306,79461
Arunachal Pradesh,West Siang,2017,70.21,10.79,21969,84867,53224
Arunachal Pradesh,West Siang,2018,55.35,10.03,19860,10485,5825
Arunachal Pradesh,West Siang,2019,41.1,9.92,32190,81826,79262
Arunachal Pradesh,West Siang,2020,65.17,12.95,23463,90569,25596
Arunachal Pradesh,West Siang,2021,55.98,3.11,1087,34052,73517
Arunachal Pradesh,West Siang,2022,51.05,3.68,24186,54317,24403
Arunachal Pradesh,West Siang,2023,76.32,6.46,37206,31416,55293
Arunachal Pradesh,West Siang,2024,71.83,11.63,36196,6737,12930
Arunachal Pradesh,West Siang,2025,50.64,3.12,37265,23064,74716
Arunachal Pradesh,East Siang,2015,56.43,5.21,31302,94198,18594
Arunachal Pradesh,East Siang,2016,49.65,8.49,2501,52494,55209
Arunachal Pradesh,East Siang,2017,57.17,9.49,2885,71717,10512
Arunachal Pradesh,East Siang,2018,78.52,3.77,19405,98787,11716
Arunachal Pradesh,East Siang,2019,78.02,4.38,20951,71122,5513
Arunachal Pradesh,East Siang,2020,45.81,5.25,19209,74773,63087
Arunachal Pradesh,East Siang,2021,53.05,12.86,35172,91455,69794
Arunachal Pradesh,East Siang,2022,67.07,9.34,43696,10333,72621
Arunachal Pradesh,East Siang,2023,79.9,9.35,29826,26414,7697
Arunachal Pradesh,East Siang,2024,57.97,3.67,27702,37274,42226
Arunachal Pradesh,East Siang,2025,47.79,8.09,14996,74530,58608
Arunachal Pradesh,Siang,2015,60.72,11.11,12678,71802,55616
Arunachal Pradesh,Siang,2016,73.0,6.65,10984,29167,40692
Arunachal Pradesh,Siang,2017,71.75,6.4,40980,87447,64884
Arunachal Pradesh,Siang,2018,77.4,9.09,26823,51861,60158
Arunachal Pradesh,Siang,2019,52.74,10.95,36611,69785,45765
Arunachal Pradesh,Siang,2020,58.82,5.98,48356,44786,32668
Arunachal Pradesh,Siang,2021,47.09,7.75,3457,11967,78756
Arunachal Pradesh,Siang,2022,62.48,13.06,34641,57993,6018
Arunachal Pradesh,Siang,2023,75.24,14.39,44964,90707,70841
Arunachal Pradesh,Siang,2024,64.79,6.52,42425,99101,40532
Arunachal Pradesh,Siang,2025,72.19,2.51,20658,47027,70443
Arunachal Pradesh,Upper Siang,2015,60.56,5.59,9837,63387,45690
Arunachal Pradesh,Upper Siang,2016,76.28,12.83,37804,7482,3615
Arunachal Pradesh,Upper Siang,2017,65.18,9.86,36863,32275,34189
Arunachal Pradesh,Upper Siang,2018,40.5,7.53,46763,88233,60104
Arunachal Pradesh,Upper Siang,2019,56.09,9.25,10837,41486,26816
Arunachal Pradesh,Upper Siang,2020,76.15,11.47,37426,42882,38200
Arunachal Pradesh,Upper Siang,2021,45.11,5.51,44079,85961,53058
Arunachal Pradesh,Upper Siang,2022,70.06,5.42,39108,85645,34099
Arunachal Pradesh,Upper Siang,2023,74.74,7.65,31886,18134,68962
Arunachal Pradesh,Upper Siang,2024,67.24,14.73,45885,69969,64516
Arunachal Pradesh,Upper Siang,2025,63.28,8.78,21250,88795,50595
Arunachal Pradesh,Lower Siang,2015,68.67,11.03,10432,52405,70691
Arunachal Pradesh,Lower Siang,2016,55.41,5.21,49495,13622,59663
Arunachal Pradesh,Lower Siang,2017,46.89,6.4,6841,9368,19738
Arunachal Pradesh,Lower Siang,2018,79.78,5.85,27244,74987,32607
Arunachal Pradesh,Lower Siang,2019,48.43,8.88,24633,73837,66496
Arunachal Pradesh,Lower Siang,2020,43.31,14.07,42010,23762,74196
Arunachal Pradesh,Lower Siang,2021,69.4,7.16,4477,70190,64608
Arunachal Pradesh,Lower Siang,2022,62.12,11.81,32228,86234,23701
Arunachal Pradesh,Lower Siang,2023,48.62,12.83,48361,35568,79514
Arunachal Pradesh,Lower Siang,2024,57.32,9.42,47300,25226,15390
Arunachal Pradesh,Lower Siang,2025,50.42,3.85,34107,58063,19508
Arunachal Pradesh,Lower Dibang Valley,2015,47.82,12.25,41679,47144,78964
Arunachal Pradesh,Lower Dibang Valley,2016,77.42,9.31,37195,38245,8849
Arunachal Pradesh,Lower Dibang Valley,2017,59.3,14.5,28428,13274,76578
Arunachal Pradesh,Lower Dibang Valley,2018,52.79,8.42,48895,41823,3661
Arunachal Pradesh,Lower Dibang Valley,2019,41.48,2.09,12840,77716,20449
Arunachal Pradesh,Lower Dibang Valley,2020,73.89,12.64,25967,74783,36121
Arunachal Pradesh,Lower Dibang Valley,2021,75.17,14.63,20471,72203,64708
Arunachal Pradesh,Lower Dibang Valley,2022,61.47,9.4,29257,23839,35484
Arunachal Pradesh,Lower Dibang Valley,2023,61.72,12.12,36666,86610,11872
Arunachal Pradesh,Lower Dibang Valley,2024,61.49,13.31,14306,18397,77137
Arunachal Pradesh,Lower Dibang Valley,2025,60.85,13.23,3570,85184,21369
Arunachal Pradesh,Dibang Valley,2015,54.05,6.3,19362,97964,32514
Arunachal Pradesh,Dibang Valley,2016,77.24,4.67,27975,64073,20187
Arunachal Pradesh,Dibang Valley,2017,72.28,7.06,22891,16845,53566
Arunachal Pradesh,Dibang Valley,2018,46.04,7.9,33151,81725,19310
Arunachal Pradesh,Dibang Valley,2019,63.45,9.8,2127,54470,69737
Arunachal Pradesh,Dibang Valley,2020,78.88,11.83,40635,45960,31043
Arunachal Pradesh,Dibang Valley,2021,66.38,4.2,33099,13613,28036
Arunachal Pradesh,Dibang Valley,2022,41.76,14.07,40745,18567,50578
Arunachal Pradesh,Dibang Valley,2023,47.0,13.15,2518,40332,18272
Arunachal Pradesh,Dibang Valley,2024,73.91,9.76,45268,51420,24116
Arunachal Pradesh,Dibang Valley,2025,43.95,6.78,15693,80398,61336
Arunachal Pradesh,Anjaw,2015,58.02,6.75,49675,71318,17268
Arunachal Pradesh,Anjaw,2016,64.63,3.51,24973,71704,51585
Arunachal Pradesh,Anjaw,2017,51.38,3.54,41930,90130,68244
Arunachal Pradesh,Anjaw,2018,53.97,9.4,3840,7217,22337
Arunachal Pradesh,Anjaw,2019,61.02,2.71,20661,5413,10221
Arunachal Pradesh,Anjaw,2020,57.54,14.03,32282,10249,43911
Arunachal Pradesh,Anjaw,2021,73.82,7.34,37701,20874,23264
Arunachal Pradesh,Anjaw,2022,67.29,10.21,27264,48429,49418
Arunachal Pradesh,Anjaw,2023,60.24,4.61,3867,67300,32886
Arunachal Pradesh,Anjaw,2024,58.33,9.97,9991,91398,37217
Arunachal Pradesh,Anjaw,2025,50.92,2.91,23593,80034,79727
Arunachal Pradesh,Lohit,2015,79.74,12.53,9249,74697,13450
Arunachal Pradesh,Lohit,2016,77.0,10.96,6339,84421,8630
Arunachal Pradesh,Lohit,2017,46.77,14.91,2443,75127,59938
Arunachal Pradesh,Lohit,2018,45.27,9.65,1177,5498,60172
Arunachal Pradesh,Lohit,2019,78.96,14.82,31957,94853,51508
Arunachal Pradesh,Lohit,2020,68.91,8.34,29701,95889,50069
Arunachal Pradesh,Lohit,2021,60.15,6.61,22897,27363,45795
Arunachal Pradesh,Lohit,2022,55.11,10.61,20698,66167,74701
Arunachal Pradesh,Lohit,2023,77.81,13.08,6735,35449,31485
Arunachal Pradesh,Lohit,2024,78.05,4.27,26355,6911,6179
Arunachal Pradesh,Lohit,2025,77.1,5.81,15335,40730,17975
Arunachal Pradesh,Namsai,2015,55.58,2.96,28683,36446,14445
Arunachal Pradesh,Namsai,2016,51.81,13.73,43598,51292,30265
Arunachal Pradesh,Namsai,2017,50.96,2.32,42046,36080,19176
Arunachal Pradesh,Namsai,2018,57.98,3.77,40485,68280,53084
Arunachal Pradesh,Namsai,2019,45.96,14.43,37170,8109,22281
Arunachal Pradesh,Namsai,2020,74.15,13.07,40822,72465,61325
Arunachal Pradesh,Namsai,2021,69.84,4.48,28584,67297,31360
Arunachal Pradesh,Namsai,2022,68.03,3.26,26089,94820,25831
Arunachal Pradesh,Namsai,2023,78.3,13.63,11532,5762,44538
Arunachal Pradesh,Namsai,2024,70.07,2.17,31720,49554,54853
Arunachal Pradesh,Namsai,2025,41.7,11.31,24686,29516,44572
Arunachal Pradesh,Changlang,2015,61.5,2.95,38394,5150,42385
Arunachal Pradesh,Changlang,2016,62.3,5.59,27730,20117,15824
Arunachal Pradesh,Changlang,2017,66.4,11.12,40577,97678,37077
Arunachal Pradesh,Changlang,2018,41.92,8.58,2956,28673,36817
Arunachal Pradesh,Changlang,2019,69.67,10.06,7983,23203,58738
Arunachal Pradesh,Changlang,2020,75.68,14.91,1646,6935,42007
Arunachal Pradesh,Changlang,2021,50.23,3.65,24487,44023,40279
Arunachal Pradesh,Changlang,2022,71.76,13.14,17378,41795,44549
Arunachal Pradesh,Changlang,2023,53.09,6.12,4972,73472,71013
Arunachal Pradesh,Changlang,2024,68.76,11.85,41043,8435,19460
Arunachal Pradesh,Changlang,2025,57.65,10.13,37860,25081,50015
Arunachal Pradesh,Tirap,2015,69.05,11.43,13118,52998,58823
Arunachal Pradesh,Tirap,2016,64.59,10.4,40081,52877,8246
Arunachal Pradesh,Tirap,2017,79.76,10.75,18981,20002,39993
Arunachal Pradesh,Tirap,2018,47.42,3.23,22202,11929,26418
Arunachal Pradesh,Tirap,2019,44.86,14.42,29521,50718,74633
Arunachal Pradesh,Tirap,2020,43.92,7.55,47788,40484,27942
Arunachal Pradesh,Tirap,2021,72.54,14.38,34797,45398,56430
Arunachal Pradesh,Tirap,2022,46.88,12.39,27801,52836,10222
Arunachal Pradesh,Tirap,2023,58.26,6.58,24911,56084,67736
Arunachal Pradesh,Tirap,2024,54.59,10.32,47555,51170,14017
Arunachal Pradesh,Tirap,2025,64.45,7.69,2000,51136,76681
Arunachal Pradesh,Longding,2015,79.14,3.1,41896,37399,54172
Arunachal Pradesh,Longding,2016,74.98,6.0,25751,43627,34029
Arunachal Pradesh,Longding,2017,42.88,13.93,41090,72182,47710
Arunachal Pradesh,Longding,2018,74.52,12.48,30671,16528,28383
Arunachal Pradesh,Longding,2019,73.99,3.29,28580,62076,43367
Arunachal Pradesh,Longding,2020,54.15,14.19,27664,30147,57826
Arunachal Pradesh,Longding,2021,56.08,9.09,19525,16174,71986
Arunachal Pradesh,Longding,2022,51.89,2.82,24574,87473,39447
Arunachal Pradesh,Longding,2023,60.05,12.59,19813,6644,26592
Arunachal Pradesh,Longding,2024,40.98,8.76,3000,48562,25075
Arunachal Pradesh,Longding,2025,65.42,9.75,45975,71343,28863
Arunachal Pradesh,Pakke-Kessang,2015,79.33,11.13,14603,51467,42846
Arunachal Pradesh,Pakke-Kessang,2016,56.64,9.9,3449,69849,8068
Arunachal Pradesh,Pakke-Kessang,2017,52.58,13.57,19850,15901,76896
Arunachal Pradesh,Pakke-Kessang,2018,68.04,12.19,46456,36189,17621
Arunachal Pradesh,Pakke-Kessang,2019,70.83,2.63,12367,44221,20044
Arunachal Pradesh,Pakke-Kessang,2020,64.44,12.95,49120,25570,75759
Arunachal Pradesh,Pakke-Kessang,2021,50.68,4.94,40716,29576,3089
Arunachal Pradesh,Pakke-Kessang,2022,60.27,5.93,35015,25970,11758
Arunachal Pradesh,Pakke-Kessang,2023,53.18,5.81,41551,89104,21797
Arunachal Pradesh,Pakke-Kessang,2024,54.43,11.66,23117,86327,72846
Arunachal Pradesh,Pakke-Kessang,2025,42.28,9.26,13575,98725,32172
Arunachal Pradesh,Leparada,2015,69.24,9.97,46527,43372,44445
Arunachal Pradesh,Leparada,2016,46.5,10.35,6575,94048,13688
Arunachal Pradesh,Leparada,2017,42.91,2.45,18138,72052,22132
Arunachal Pradesh,Leparada,2018,45.38,9.15,49952,40615,16424
Arunachal Pradesh,Leparada,2019,60.13,10.5,1527,46337,78879
Arunachal Pradesh,Leparada,2020,44.16,8.27,1336,77136,41332
Arunachal Pradesh,Leparada,2021,47.39,9.62,41155,25567,32556
Arunachal Pradesh,Leparada,2022,68.9,8.01,36859,71906,50014
Arunachal Pradesh,Leparada,2023,78.18,11.54,28188,51508,21179
Arunachal Pradesh,Leparada,2024,56.68,9.89,9502,7552,49075
Arunachal Pradesh,Leparada,2025,67.28,5.1,27306,73494,8194
Arunachal Pradesh,Lepa Rada,2015,75.96,12.54,32511,5057,19211
Arunachal Pradesh,Lepa Rada,2016,46.74,13.32,38897,48438,21269
Arunachal Pradesh,Lepa Rada,2017,57.48,2.82,49454,81829,2900
Arunachal Pradesh,Lepa Rada,2018,46.24,13.19,11757,10291,67790
Arunachal Pradesh,Lepa Rada,2019,40.33,11.03,6981,16754,78366
Arunachal Pradesh,Lepa Rada,2020,72.76,5.64,30073,51461,8655
Arunachal Pradesh,Lepa Rada,2021,47.14,13.61,15598,54462,8424
Arunachal Pradesh,Lepa Rada,2022,59.96,3.66,19274,21522,44982
Arunachal Pradesh,Lepa Rada,2023,61.0,5.48,36560,99366,4384
Arunachal Pradesh,Lepa Rada,2024,51.24,6.6,23637,90755,36452
Arunachal Pradesh,Lepa Rada,2025,78.65,4.19,24760,12178,11461
Arunachal Pradesh,Kamle,2015,69.26,13.45,13696,79818,17889
Arunachal Pradesh,Kamle,2016,68.95,13.64,30808,72481,46664
Arunachal Pradesh,Kamle,2017,40.91,6.05,46621,15404,68134
Arunachal Pradesh,Kamle,2018,72.68,11.8,41678,89859,6386
Arunachal Pradesh,Kamle,2019,48.72,8.12,27373,19977,30806
Arunachal Pradesh,Kamle,2020,78.79,3.95,46730,99180,33529
Arunachal Pradesh,Kamle,2021,52.51,12.94,40070,24648,5246
Arunachal Pradesh,Kamle,2022,42.67,2.43,5784,32757,60324
Arunachal Pradesh,Kamle,2023,48.53,12.28,3777,33358,62234
Arunachal Pradesh,Kamle,2024,46.08,14.65,6953,22057,72245
Arunachal Pradesh,Kamle,2025,52.44,11.67,42111,70273,36051
Assam,Baksa,2015,77.47,3.05,37821,71738,6487
Assam,Baksa,2016,53.15,4.45,20801,64853,74210
Assam,Baksa,2017,70.95,13.43,1984,7406,29386
Assam,Baksa,2018,40.56,11.39,48899,41301,40780
Assam,Baksa,2019,62.96,10.36,44460,14187,23085
Assam,Baksa,2020,71.41,11.06,33776,27233,61577
Assam,Baksa,2021,71.0,5.89,13776,41405,70751
Assam,Baksa,2022,59.83,12.92,29461,63063,14180
Assam,Baksa,2023,57.51,8.33,13583,87683,32180
Assam,Baksa,2024,47.52,13.45,32235,72222,67806
Assam,Baksa,2025,45.98,14.57,25357,28020,73238
Assam,Barpeta,2015,59.02,7.7,43040,21891,8925
Assam,Barpeta,2016,47.27,2.38,48736,42770,9794
Assam,Barpeta,2017,40.71,2.29,29156,92052,68728
Assam,Barpeta,2018,63.01,6.41,17547,25242,72813
Assam,Barpeta,2019,54.01,4.11,14046,79479,33062
Assam,Barpeta,2020,78.1,5.75,11108,9312,31407
Assam,Barpeta,2021,51.62,2.51,7245,88179,23090
Assam,Barpeta,2022,57.33,10.27,42300,85518,52300
Assam,Barpeta,2023,65.61,11.0,17520,46682,17400
Assam,Barpeta,2024,61.48,8.53,1615,86099,59447
Assam,Barpeta,2025,43.68,6.39,26182,22291,75164
Assam,Biswanath,2015,41.29,8.32,33467,63867,38869
Assam,Biswanath,2016,65.59,2.95,44268,94635,53693
Assam,Biswanath,2017,53.71,9.45,26853,80657,15552
Assam,Biswanath,2018,58.59,4.71,3748,99459,44110
Assam,Biswanath,2019,67.8,3.29,31452,38968,9083
Assam,Biswanath,2020,47.12,4.93,49187,54367,11161
Assam,Biswanath,2021,63.3,12.75,4737,74837,71043
Assam,Biswanath,2022,78.95,14.76,30159,23353,65150
Assam,Biswanath,2023,80.0,14.99,30316,12918,8307
Assam,Biswanath,2024,41.69,12.66,42937,71463,43260
Assam,Biswanath,2025,73.19,5.83,34897,24699,26732
Assam,Bongaigaon,2015,52.52,4.69,1427,94146,5664
Assam,Bongaigaon,2016,73.89,10.74,47665,65746,3876
Assam,Bongaigaon,2017,53.63,13.72,14478,98746,67122
Assam,Bongaigaon,2018,69.18,11.85,25552,73884,23635
Assam,Bongaigaon,2019,41.64,8.07,34060,84287,29805
Assam,Bongaigaon,2020,51.61,7.46,44102,79506,38352
Assam,Bongaigaon,2021,46.4,12.96,4153,83455,7882
Assam,Bongaigaon,2022,50.18,4.12,45828,60476,13403
Assam,Bongaigaon,2023,64.84,3.94,21511,80424,63531
Assam,Bongaigaon,2024,56.42,9.53,8178,48967,40616
Assam,Bongaigaon,2025,52.29,6.01,30976,98068,48099
Assam,Cachar,2015,58.23,13.75,42659,29546,76423
Assam,Cachar,2016,49.6,7.58,29697,48619,34149
Assam,Cachar,2017,76.24,9.79,46590,27812,79430
Assam,Cachar,2018,51.05,9.65,23310,39405,76509
Assam,Cachar,2019,74.75,3.32,24161,33153,12391
Assam,Cachar,2020,49.16,2.23,41514,64348,71059
Assam,Cachar,2021,46.46,13.44,3594,98491,50669
Assam,Cachar,2022,59.4,12.31,41490,96352,32687
Assam,Cachar,2023,59.62,14.5,25669,28695,50591
Assam,Cachar,2024,62.22,7.71,15339,89675,26988
Assam,Cachar,2025,56.42,10.58,45000,13298,55846
Assam,Charaideo,2015,61.25,5.25,8820,18983,73576
Assam,Charaideo,2016,78.23,4.4,36252,64960,29491
Assam,Charaideo,2017,64.38,14.48,36110,34821,53996
Assam,Charaideo,2018,79.77,3.55,32498,5005,54787
Assam,Charaideo,2019,65.4,12.51,2393,30657,72787
Assam,Charaideo,2020,78.0,2.67,6829,15659,49084
Assam,Charaideo,2021,52.17,3.95,46865,21587,53925
Assam,Charaideo,2022,45.49,14.89,28540,59125,29372
Assam,Charaideo,2023,44.37,5.77,27376,31603,10485
Assam,Charaideo,2024,65.48,10.41,26619,94086,46025
Assam,Charaideo,2025,65.72,13.83,10201,86135,71478
Assam,Chirang,2015,52.08,14.7,2256,88246,54123
Assam,Chirang,2016,73.4,10.6,29503,30468,27333
Assam,Chirang,2017,69.85,12.76,39182,80770,31257
Assam,Chirang,2018,45.84,9.47,9899,51167,59830
Assam,Chirang,2019,63.75,12.47,5591,15338,22251
Assam,Chirang,2020,46.8,4.41,36046,8899,59137
Assam,Chirang,2021,79.67,12.34,27941,98812,36171
Assam,Chirang,2022,59.93,5.67,28400,96540,22914
Assam,Chirang,2023,73.95,11.71,4973,31874,44454
Assam,Chirang,2024,71.33,11.1,32688,14944,13708
Assam,Chirang,2025,54.95,14.67,13648,59794,70868
Assam,Darrang,2015,61.36,14.27,6847,48673,58064
Assam,Darrang,2016,45.3,12.53,8719,98277,20961
Assam,Darrang,2017,78.05,10.63,29769,91577,55826
Assam,Darrang,2018,47.96,10.45,45089,84420,21740
Assam,Darrang,2019,74.02,13.01,31899,23776,40296
Assam,Darrang,2020,50.87,6.57,24944,49441,45331
Assam,Darrang,2021,64.46,12.93,27832,23943,5940
Assam,Darrang,2022,65.52,6.13,7988,27378,54787
Assam,Darrang,2023,74.57,10.25,6743,30596,23936
Assam,Darrang,2024,51.52,8.88,1220,59065,37851
Assam,Darrang,2025,62.78,10.9,40000,43144,75318
Assam,Dhemaji,2015,55.88,2.01,30732,36017,47158
Assam,Dhemaji,2016,50.17,10.71,36709,29300,31702
Assam,Dhemaji,2017,53.55,2.96,1528,11866,76831
Assam,Dhemaji,2018,69.98,14.59,38137,19703,30202
Assam,Dhemaji,2019,71.97,7.08,12383,98100,6175
Assam,Dhemaji,2020,68.9,4.75,40638,16414,74367
Assam,Dhemaji,2021,59.5,11.42,1858,47317,16051
Assam,Dhemaji,2022,54.89,6.89,19510,58115,51955
Assam,Dhemaji,2023,57.02,4.09,31890,14263,35146
Assam,Dhemaji,2024,57.67,8.04,19840,99230,55781
Assam,Dhemaji,2025,77.77,4.36,47401,25218,38115
Assam,Dhubri,2015,65.29,7.76,46164,81906,77662
Assam,Dhubri,2016,68.95,11.89,1993,54694,23193
Assam,Dhubri,2017,41.26,13.08,14754,48793,10257
Assam,Dhubri,2018,51.27,9.25,45424,33423,57126
Assam,Dhubri,2019,57.43,3.31,35021,78834,58457
Assam,Dhubri,2020,54.11,6.84,37335,81060,38393
Assam,Dhubri,2021,70.3,5.22,8580,63787,57607
Assam,Dhubri,2022,46.39,4.45,26690,75928,75865
Assam,Dhubri,2023,79.57,2.66,47783,98510,13626
Assam,Dhubri,2024,64.83,6.43,17015,14601,49671
Assam,Dhubri,2025,76.41,10.17,15932,29785,15992
Assam,Dibrugarh,2015,71.18,11.81,45703,94137,51479
Assam,Dibrugarh,2016,41.49,10.83,4931,89262,42032
Assam,Dibrugarh,2017,77.0,6.58,15051,73608,12686
Assam,Dibrugarh,2018,50.45,5.13,18778,8720,8566
Assam,Dibrugarh,2019,59.73,3.77,32126,95753,51689
Assam,Dibrugarh,2020,71.16,8.23,44722,55604,50010
Assam,Dibrugarh,2021,46.91,6.92,45222,29218,42031
Assam,Dibrugarh,2022,61.84,8.35,42625,70333,23892
Assam,Dibrugarh,2023,40.33,2.38,8561,66734,43820
Assam,Dibrugarh,2024,74.03,6.8,14645,6414,5802
Assam,Dibrugarh,2025,48.23,14.34,31222,64390,8459
Assam,Dima Hasao,2015,49.7,13.76,40299,35941,25494
Assam,Dima Hasao,2016,73.1,7.95,37874,98933,73031
Assam,Dima Hasao,2017,56.93,13.14,46132,58600,39384
Assam,Dima Hasao,2018,49.19,13.61,28917,56797,61282
Assam,Dima Hasao,2019,57.13,11.67,46177,27293,56580
Assam,Dima Hasao,2020,52.0,3.71,14709,71724,47940
Assam,Dima Hasao,2021,66.27,5.99,31825,94529,71210
Assam,Dima Hasao,2022,66.07,14.47,42406,50767,55019
Assam,Dima Hasao,2023,70.64,10.13,6612,83336,57905
Assam,Dima Hasao,2024,75.89,10.96,6914,56995,40340
Assam,Dima Hasao,2025,63.18,2.84,6042,31908,7870
Assam,Goalpara,2015,77.58,9.35,19269,75605,16058
Assam,Goalpara,2016,67.34,3.12,16026,22007,18632
Assam,Goalpara,2017,43.25,3.93,21188,51452,38957
Assam,Goalpara,2018,68.92,3.15,37512,31558,6266
Assam,Goalpara,2019,67.43,13.49,27792,50736,73902
Assam,Goalpara,2020,57.18,11.31,40996,26524,61428
Assam,Goalpara,2021,64.9,12.68,37947,36205,7475
Assam,Goalpara,2022,50.11,11.07,33961,94144,21732
Assam,Goalpara,2023,71.82,5.17,14865,35592,69178
Assam,Goalpara,2024,56.17,2.83,43640,22705,69573
Assam,Goalpara,2025,72.69,10.73,3348,46841,21560
Assam,Golaghat,2015,70.18,2.39,25972,84752,7385
Assam,Golaghat,2016,61.09,7.54,23376,23646,66746
Assam,Golaghat,2017,65.79,8.01,19965,44543,41487
Assam,Golaghat,2018,64.86,9.14,5614,52707,34458
Assam,Golaghat,2019,56.27,8.78,31298,64578,69834
Assam,Golaghat,2020,67.9,2.75,2365,68019,38723
Assam,Golaghat,2021,53.21,3.44,27828,19823,12789
Assam,Golaghat,2022,63.22,2.7,28616,97059,25120
Assam,Golaghat,2023,57.83,6.0,1998,11889,29024
Assam,Golaghat,2024,47.62,4.45,17301,14968,14021
Assam,Golaghat,2025,50.67,14.62,33321,95320,59143
Assam,Hailakandi,2015,74.65,12.6,15556,76760,49411
Assam,Hailakandi,2016,61.54,6.35,44111,87558,22919
Assam,Hailakandi,2017,48.35,14.59,39376,12039,49080
Assam,Hailakandi,2018,43.54,14.54,7757,65684,44565
Assam,Hailakandi,2019,40.1,10.62,18473,69926,70371
Assam,Hailakandi,2020,76.09,8.2,37737,90946,31639
Assam,Hailakandi,2021,67.12,13.27,40614,42586,3918
Assam,Hailakandi,2022,63.04,11.69,16117,36853,76437
Assam,Hailakandi,2023,49.35,7.05,12524,49357,29358
Assam,Hailakandi,2024,46.5,13.18,17296,76733,21906
Assam,Hailakandi,2025,46.65,8.88,5835,73645,4287
Assam,Hojai,2015,42.71,7.67,46783,86666,33715
Assam,Hojai,2016,79.96,4.14,42344,90908,74148
Assam,Hojai,2017,53.47,10.25,27006,11213,2400
Assam,Hojai,2018,77.12,2.58,45581,31269,29741
Assam,Hojai,2019,69.03,9.94,13992,93072,12805
Assam,Hojai,2020,57.83,7.07,46802,81973,16226
Assam,Hojai,2021,69.03,14.8,30531,33055,67579
Assam,Hojai,2022,69.9,6.18,19778,7064,74958
Assam,Hojai,2023,56.08,5.19,42958,73416,31043
Assam,Hojai,2024,68.83,8.0,9783,70903,33362
Assam,Hojai,2025,77.77,12.66,2697,33229,17204
Assam,Jorhat,2015,62.77,4.64,36729,36423,41078
Assam,Jorhat,2016,63.77,14.24,31040,34969,42103
Assam,Jorhat,2017,71.36,4.95,18629,89713,29079
Assam,Jorhat,2018,60.07,4.38,33865,20284,21574
Assam,Jorhat,2019,51.29,8.62,26784,96667,20705
Assam,Jorhat,2020,57.62,4.62,40888,85355,14140
Assam,Jorhat,2021,56.89,7.24,26818,76459,5439
Assam,Jorhat,2022,64.37,8.92,29929,35256,57167
Assam,Jorhat,2023,57.22,12.92,25348,87402,34443
Assam,Jorhat,2024,44.19,13.74,9486,7560,71252
Assam,Jorhat,2025,73.97,5.94,3552,87714,6605
Assam,Kamrup,2015,78.46,11.38,18481,56729,25358
Assam,Kamrup,2016,72.45,2.34,12896,77916,4533
Assam,Kamrup,2017,67.94,7.62,27868,47416,43961
Assam,Kamrup,2018,78.13,2.39,19498,91277,66266
Assam,Kamrup,2019,58.3,14.99,47961,23652,38105
Assam,Kamrup,2020,71.01,6.96,39936,48636,36191
Assam,Kamrup,2021,55.95,13.1,8644,70012,44097
Assam,Kamrup,2022,50.63,7.6,37504,71846,48085
Assam,Kamrup,2023,75.77,10.39,9509,5214,33438
Assam,Kamrup,2024,70.18,7.95,16033,53337,59191
Assam,Kamrup,2025,71.71,10.22,7612,67140,54901
Assam,Kamrup Metropolitan,2015,48.55,8.11,39806,34135,6019
Assam,Kamrup Metropolitan,2016,49.62,13.46,28748,61336,78775
Assam,Kamrup Metropolitan,2017,48.53,10.42,42076,35628,25418
Assam,Kamrup Metropolitan,2018,45.11,5.09,25608,83537,39379
Assam,Kamrup Metropolitan,2019,57.55,8.87,36692,43696,52979
Assam,Kamrup Metropolitan,2020,45.35,5.42,17745,59468,76249
Assam,Kamrup Metropolitan,2021,60.41,13.63,26396,72790,11062
Assam,Kamrup Metropolitan,2022,50.66,12.04,28230,16222,48117
Assam,Kamrup Metropolitan,2023,62.29,6.66,47384,95085,51946
Assam,Kamrup Metropolitan,2024,73.29,11.61,36402,14423,30617
Assam,Kamrup Metropolitan,2025,51.89,12.61,14201,98202,5903
Assam,Karbi Anglong,2015,57.67,8.54,35829,14706,20643
