state,district,year,smart_projects,cctv_cameras,public_wifi_hotspots,ev_charging_stations,smart_traffic_signals
Arunachal Pradesh,Upper Siang,2021,19,8735,4498,1121,1705
Arunachal Pradesh,Upper Siang,2022,30,2198,340,402,859
Arunachal Pradesh,Upper Siang,2023,23,9975,121,1925,87
Arunachal Pradesh,Upper Siang,2024,86,1023,1445,1179,1934
Arunachal Pradesh,Upper Siang,2025,71,19223,2140,632,1430
Arunachal Pradesh,Lower Siang,2015,79,9208,3803,1255,924
Arunachal Pradesh,Lower Siang,2016,67,10487,2583,1014,55
Arunachal Pradesh,Lower Siang,2017,88,6359,2889,521,1759
Arunachal Pradesh,Lower Siang,2018,8,4622,4885,76,1961
Arunachal Pradesh,Lower Siang,2019,6,9812,4982,339,1614
Arunachal Pradesh,Lower Siang,2020,66,8490,3980,673,1691
Arunachal Pradesh,Lower Siang,2021,69,18216,1405,1109,674
Arunachal Pradesh,Lower Siang,2022,6,17679,1220,803,1266
Arunachal Pradesh,Lower Siang,2023,28,2815,3751,1531,511
Arunachal Pradesh,Lower Siang,2024,12,12977,3130,799,159
Arunachal Pradesh,Lower Siang,2025,5,12942,3525,860,1495
Arunachal Pradesh,Lower Dibang Valley,2015,3,14263,3589,891,1086
Arunachal Pradesh,Lower Dibang Valley,2016,67,11833,4384,886,1181
Arunachal Pradesh,Lower Dibang Valley,2017,9,10228,2962,1486,1649
Arunachal Pradesh,Lower Dibang Valley,2018,77,18235,3221,647,1484
Arunachal Pradesh,Lower Dibang Valley,2019,50,19149,1872,527,1127
Arunachal Pradesh,Lower Dibang Valley,2020,49,13349,2946,871,604
Arunachal Pradesh,Lower Dibang Valley,2021,95,6636,962,113,782
Arunachal Pradesh,Lower Dibang Valley,2022,50,15753,2434,588,1069
Arunachal Pradesh,Lower Dibang Valley,2023,23,13772,4702,1062,565
Arunachal Pradesh,Lower Dibang Valley,2024,74,9692,272,1232,1753
Arunachal Pradesh,Lower Dibang Valley,2025,94,6155,4710,655,1731
Arunachal Pradesh,Dibang Valley,2015,40,7415,3226,1083,1430
Arunachal Pradesh,Dibang Valley,2016,14,7323,1139,546,596
Arunachal Pradesh,Dibang Valley,2017,50,11590,827,1190,1135
Arunachal Pradesh,Dibang Valley,2018,13,4634,1104,723,772
Arunachal Pradesh,Dibang Valley,2019,96,1546,3230,1556,1059
Arunachal Pradesh,Dibang Valley,2020,34,15906,4384,1859,18
Arunachal Pradesh,Dibang Valley,2021,80,13234,2812,280,75
Arunachal Pradesh,Dibang Valley,2022,75,6727,3774,1156,97
Arunachal Pradesh,Dibang Valley,2023,31,11900,4747,566,1180
Arunachal Pradesh,Dibang Valley,2024,21,12927,1551,792,370
Arunachal Pradesh,Dibang Valley,2025,84,14779,3307,882,1041
Arunachal Pradesh,Anjaw,2015,85,2051,3998,211,732
Arunachal Pradesh,Anjaw,2016,59,185,4417,12,1396
Arunachal Pradesh,Anjaw,2017,69,7648,3356,493,166
Arunachal Pradesh,Anjaw,2018,44,17703,3780,583,1199
Arunachal Pradesh,Anjaw,2019,45,3456,1219,114,1417
Arunachal Pradesh,Anjaw,2020,93,8379,225,855,1714
Arunachal Pradesh,Anjaw,2021,20,12094,3595,983,1899
Arunachal Pradesh,Anjaw,2022,79,3360,3190,53,723
Arunachal Pradesh,Anjaw,2023,33,5941,3104,1842,1606
Arunachal Pradesh,Anjaw,2024,90,3342,3281,303,1068
Arunachal Pradesh,Anjaw,2025,49,3078,3876,1701,652
Arunachal Pradesh,Lohit,2015,67,14147,4020,1692,267
Arunachal Pradesh,Lohit,2016,91,4664,3249,71,1773
Arunachal Pradesh,Lohit,2017,45,7757,3894,1778,1341
Arunachal Pradesh,Lohit,2018,64,7165,4679,142,1697
Arunachal Pradesh,Lohit,2019,76,13257,2655,1853,635
Arunachal Pradesh,Lohit,2020,44,15417,4995,952,1137
Arunachal Pradesh,Lohit,2021,9,18934,853,151,315
Arunachal Pradesh,Lohit,2022,7,8126,3239,117,656
Arunachal Pradesh,Lohit,2023,30,343,395,98,1089
Arunachal Pradesh,Lohit,2024,5,2382,1104,847,1647
Arunachal Pradesh,Lohit,2025,46,11524,2836,1000,1569
Arunachal Pradesh,Namsai,2015,84,16034,3853,1981,479
Arunachal Pradesh,Namsai,2016,26,11779,3625,822,922
Arunachal Pradesh,Namsai,2017,74,8574,4838,1906,1392
Arunachal Pradesh,Namsai,2018,38,9199,3759,1942,77
Arunachal Pradesh,Namsai,2019,40,15099,2682,1354,558
Arunachal Pradesh,Namsai,2020,5,6612,2713,737,1789
Arunachal Pradesh,Namsai,2021,85,958,1652,1583,1912
Arunachal Pradesh,Namsai,2022,85,19828,3086,692,314
Arunachal Pradesh,Namsai,2023,19,2489,4953,1652,673
Arunachal Pradesh,Namsai,2024,51,13314,725,908,1069
Arunachal Pradesh,Namsai,2025,91,11625,1097,1269,305
Arunachal Pradesh,Changlang,2015,93,13953,1195,701,890
Arunachal Pradesh,Changlang,2016,91,4514,1021,1551,516
Arunachal Pradesh,Changlang,2017,93,19181,2669,93,49
Arunachal Pradesh,Changlang,2018,51,2437,4714,1927,1793
Arunachal Pradesh,Changlang,2019,19,7367,2933,1274,19
Arunachal Pradesh,Changlang,2020,9,3621,1227,781,523
Arunachal Pradesh,Changlang,2021,64,16075,2941,1676,552
Arunachal Pradesh,Changlang,2022,44,4848,3111,1646,1569
Arunachal Pradesh,Changlang,2023,77,3565,1013,1643,320
Arunachal Pradesh,Changlang,2024,81,2393,3071,405,234
Arunachal Pradesh,Changlang,2025,83,19104,1715,439,1524
Arunachal Pradesh,Tirap,2015,47,7607,305,703,413
Arunachal Pradesh,Tirap,2016,5,12769,122,46,815
Arunachal Pradesh,Tirap,2017,76,19781,3176,1270,1426
Arunachal Pradesh,Tirap,2018,29,17894,3939,1771,1465
Arunachal Pradesh,Tirap,2019,80,16827,2622,1762,665
Arunachal Pradesh,Tirap,2020,92,15125,646,1032,76
Arunachal Pradesh,Tirap,2021,23,4239,3167,395,1554
Arunachal Pradesh,Tirap,2022,92,3343,4641,1698,1332
Arunachal Pradesh,Tirap,2023,72,15773,100,1841,1963
Arunachal Pradesh,Tirap,2024,72,16928,3466,1410,1771
Arunachal Pradesh,Tirap,2025,51,15020,3880,503,172
Arunachal Pradesh,Longding,2015,98,2265,616,655,661
Arunachal Pradesh,Longding,2016,48,14091,4393,1065,1724
Arunachal Pradesh,Longding,2017,73,5668,2756,1452,1774
Arunachal Pradesh,Longding,2018,6,13390,3736,1648,73
Arunachal Pradesh,Longding,2019,2,12979,673,545,1201
Arunachal Pradesh,Longding,2020,37,4795,2703,375,1062
Arunachal Pradesh,Longding,2021,93,4374,2822,1466,1000
Arunachal Pradesh,Longding,2022,68,7040,4564,1577,1561
Arunachal Pradesh,Longding,2023,44,14042,1546,1813,1953
Arunachal Pradesh,Longding,2024,16,5935,649,381,1594
Arunachal Pradesh,Longding,2025,62,1329,277,258,1367
Arunachal Pradesh,Pakke-Kessang,2015,11,17426,3280,634,1789
Arunachal Pradesh,Pakke-Kessang,2016,39,14613,4942,526,1851
Arunachal Pradesh,Pakke-Kessang,2017,88,10808,854,1541,390
Arunachal Pradesh,Pakke-Kessang,2018,27,9995,2969,439,840
Arunachal Pradesh,Pakke-Kessang,2019,28,2923,3916,316,147
Arunachal Pradesh,Pakke-Kessang,2020,98,12108,4881,178,537
Arunachal Pradesh,Pakke-Kessang,2021,33,9866,1560,652,1981
Arunachal Pradesh,Pakke-Kessang,2022,46,14864,3337,1602,1652
Arunachal Pradesh,Pakke-Kessang,2023,52,5815,4871,1771,1223
Arunachal Pradesh,Pakke-Kessang,2024,44,12383,4697,161,36
Arunachal Pradesh,Pakke-Kessang,2025,6,16108,415,1102,1294
Arunachal Pradesh,Leparada,2015,91,7279,1638,1171,978
Arunachal Pradesh,Leparada,2016,34,2661,582,982,1632
Arunachal Pradesh,Leparada,2017,82,10890,3251,1838,713
Arunachal Pradesh,Leparada,2018,100,9813,981,730,1641
Arunachal Pradesh,Leparada,2019,72,19804,456,1590,1007
Arunachal Pradesh,Leparada,2020,55,5916,2403,728,1317
Arunachal Pradesh,Leparada,2021,40,6458,2016,1984,705
Arunachal Pradesh,Leparada,2022,70,4257,1616,1273,1699
Arunachal Pradesh,Leparada,2023,5,8037,4974,167,1242
Arunachal Pradesh,Leparada,2024,8,12154,4196,905,1950
Arunachal Pradesh,Leparada,2025,40,15845,952,905,924
Arunachal Pradesh,Lepa Rada,2015,8,13975,3599,1847,1358
Arunachal Pradesh,Lepa Rada,2016,18,19884,3255,215,1071
Arunachal Pradesh,Lepa Rada,2017,66,5290,345,1540,125
Arunachal Pradesh,Lepa Rada,2018,69,3473,2176,948,469
Arunachal Pradesh,Lepa Rada,2019,28,5022,1083,1240,1986
Arunachal Pradesh,Lepa Rada,2020,82,4297,898,805,832
Arunachal Pradesh,Lepa Rada,2021,6,11494,2254,1854,116
Arunachal Pradesh,Lepa Rada,2022,82,16499,4085,403,1661
Arunachal Pradesh,Lepa Rada,2023,69,10937,1642,707,872
Arunachal Pradesh,Lepa Rada,2024,81,189,1312,497,1910
Arunachal Pradesh,Lepa Rada,2025,99,8674,3732,252,1518
Arunachal Pradesh,Kamle,2015,24,1181,3214,244,290
Arunachal Pradesh,Kamle,2016,42,16990,4451,93,1150
Arunachal Pradesh,Kamle,2017,21,12610,623,1878,287
Arunachal Pradesh,Kamle,2018,75,1266,681,1021,70
Arunachal Pradesh,Kamle,2019,42,2924,3453,1779,411
Arunachal Pradesh,Kamle,2020,39,6099,1635,497,1922
Arunachal Pradesh,Kamle,2021,81,5636,787,1401,1545
Arunachal Pradesh,Kamle,2022,52,15129,4571,1499,1271
Arunachal Pradesh,Kamle,2023,84,13129,4409,1355,1717
Arunachal Pradesh,Kamle,2024,33,9834,1021,436,1056
Arunachal Pradesh,Kamle,2025,42,14726,1210,1374,221
Assam,Baksa,2015,60,5278,919,701,174
Assam,Baksa,2016,15,17022,3288,1114,390
Assam,Baksa,2017,35,11506,1570,1475,165
Assam,Baksa,2018,76,9928,4186,1023,1589
Assam,Baksa,2019,62,18297,452,226,1792
Assam,Baksa,2020,31,13568,1336,1813,1899
Assam,Baksa,2021,50,13349,4317,1015,226
Assam,Baksa,2022,39,11399,685,888,831
Assam,Baksa,2023,72,224,3538,1677,1590
Assam,Baksa,2024,31,5985,4267,1429,1502
Assam,Baksa,2025,66,18159,4220,1556,1214
Assam,Barpeta,2015,49,12981,538,321,1839
Assam,Barpeta,2016,37,9290,4226,1415,481
Assam,Barpeta,2017,84,5085,807,601,405
Assam,Barpeta,2018,90,14557,2541,1864,1247
Assam,Barpeta,2019,7,18578,1844,273,1700
Assam,Barpeta,2020,14,1385,1756,1643,1264
Assam,Barpeta,2021,31,4522,1855,144,369
Assam,Barpeta,2022,49,13472,2910,1773,1902
Assam,Barpeta,2023,53,5785,2621,694,565
Assam,Barpeta,2024,43,9432,2826,1210,213
Assam,Barpeta,2025,38,9549,1149,654,1826
Assam,Biswanath,2015,2,17335,1300,777,1729
Assam,Biswanath,2016,37,6303,4619,579,942
Assam,Biswanath,2017,14,17855,2157,134,646
Assam,Biswanath,2018,36,3940,1575,1269,732
Assam,Biswanath,2019,10,17235,468,1536,323
Assam,Biswanath,2020,50,12973,3885,1269,1098
Assam,Biswanath,2021,33,15407,2835,725,1513
Assam,Biswanath,2022,31,18189,1389,1241,960
Assam,Biswanath,2023,80,6591,317,1832,1605
Assam,Biswanath,2024,58,7611,3115,450,1368
Assam,Biswanath,2025,35,5571,4668,1678,1139
Assam,Bongaigaon,2015,68,6499,135,1398,1866
Assam,Bongaigaon,2016,94,3585,1074,1580,555
Assam,Bongaigaon,2017,46,17693,3592,1845,1115
Assam,Bongaigaon,2018,20,16139,4558,118,1999
Assam,Bongaigaon,2019,46,14494,1923,1848,800
Assam,Bongaigaon,2020,9,3608,1098,544,175
Assam,Bongaigaon,2021,78,8000,4124,379,880
Assam,Bongaigaon,2022,61,19222,1968,1746,182
Assam,Bongaigaon,2023,95,1998,1160,882,1183
Assam,Bongaigaon,2024,26,6465,679,631,62
Assam,Bongaigaon,2025,15,3959,2606,881,1623
Assam,Cachar,2015,96,9109,1576,1646,614
Assam,Cachar,2016,36,10329,4960,1196,288
Assam,Cachar,2017,93,18856,1527,108,119
Assam,Cachar,2018,93,13504,1709,173,1561
Assam,Cachar,2019,50,9572,4498,509,734
Assam,Cachar,2020,2,2267,725,1503,32
Assam,Cachar,2021,5,11261,4625,1530,1227
Assam,Cachar,2022,99,6764,2373,539,81
Assam,Cachar,2023,28,10187,4771,567,1320
Assam,Cachar,2024,46,18082,3568,861,1435
Assam,Cachar,2025,15,4285,3158,851,1178
Assam,Charaideo,2015,39,2799,403,1789,1635
Assam,Charaideo,2016,41,4826,1049,1773,387
Assam,Charaideo,2017,47,10987,4537,546,59
Assam,Charaideo,2018,83,5416,1866,85,1895
Assam,Charaideo,2019,9,18342,2078,201,189
Assam,Charaideo,2020,56,13176,3404,437,853
Assam,Charaideo,2021,93,5949,2527,653,335
Assam,Charaideo,2022,41,5733,690,1150,69
Assam,Charaideo,2023,39,8735,1744,1345,1886
Assam,Charaideo,2024,94,18497,1046,1498,1017
Assam,Charaideo,2025,7,10737,449,1027,1531
Assam,Chirang,2015,96,11944,3998,1595,512
Assam,Chirang,2016,43,11367,1357,1374,1652
Assam,Chirang,2017,10,8813,2563,1786,1777
Assam,Chirang,2018,8,10619,1069,654,1283
Assam,Chirang,2019,89,11050,2937,63,1478
Assam,Chirang,2020,36,15650,1541,330,865
Assam,Chirang,2021,55,911,1999,571,1611
Assam,Chirang,2022,3,1136,3875,20,1297
Assam,Chirang,2023,61,15124,2382,1403,537
Assam,Chirang,2024,30,11350,2944,849,501
Assam,Chirang,2025,25,15855,2748,1701,1801
Assam,Darrang,2015,100,12720,3781,13,61
Assam,Darrang,2016,30,2721,4453,104,1231
Assam,Darrang,2017,61,4751,2384,936,516
Assam,Darrang,2018,30,18636,4070,676,666
Assam,Darrang,2019,6,8113,1211,334,476
Assam,Darrang,2020,77,3969,3745,33,921
Assam,Darrang,2021,20,6042,4481,1826,302
Assam,Darrang,2022,58,5457,579,47,605
Assam,Darrang,2023,60,12014,3036,535,1028
Assam,Darrang,2024,35,8216,2721,1504,409
Assam,Darrang,2025,49,16949,3797,311,1571
Assam,Dhemaji,2015,2,7409,71,1880,1327
Assam,Dhemaji,2016,38,13262,4622,1325,1617
Assam,Dhemaji,2017,79,676,133,1256,838
Assam,Dhemaji,2018,20,11167,3267,947,465
Assam,Dhemaji,2019,100,12687,2891,1263,739
Assam,Dhemaji,2020,91,6940,1925,1966,1489
Assam,Dhemaji,2021,13,14934,4157,1141,1184
Assam,Dhemaji,2022,70,6897,4465,607,1343
Assam,Dhemaji,2023,45,1971,1344,326,1907
Assam,Dhemaji,2024,26,11326,918,357,1257
Assam,Dhemaji,2025,27,4171,1323,1070,1734
Assam,Dhubri,2015,10,1577,368,1025,98
Assam,Dhubri,2016,51,9958,3065,334,670
Assam,Dhubri,2017,45,12132,1528,1922,1389
Assam,Dhubri,2018,7,17115,3096,680,1862
Assam,Dhubri,2019,76,14852,2252,92,1715
Assam,Dhubri,2020,7,5849,18,860,1675
Assam,Dhubri,2021,84,9887,4566,1791,349
Assam,Dhubri,2022,7,15483,832,1330,807
Assam,Dhubri,2023,60,18785,124,1385,789
Assam,Dhubri,2024,39,16671,185,648,1469
Assam,Dhubri,2025,44,18733,2468,798,441
Assam,Dibrugarh,2015,97,9712,4598,1689,1209
Assam,Dibrugarh,2016,88,18348,2751,1233,1368
Assam,Dibrugarh,2017,1,6791,3687,535,271
Assam,Dibrugarh,2018,90,13475,3760,296,27
Assam,Dibrugarh,2019,76,14799,2697,1730,1991
Assam,Dibrugarh,2020,57,292,802,738,1413
Assam,Dibrugarh,2021,67,9471,254,582,1517
Assam,Dibrugarh,2022,87,3333,3252,1295,1368
Assam,Dibrugarh,2023,6,6843,3869,733,1357
Assam,Dibrugarh,2024,68,3873,1355,586,1949
Assam,Dibrugarh,2025,43,19987,4941,557,443
Assam,Dima Hasao,2015,77,1790,3246,1711,1752
Assam,Dima Hasao,2016,91,16819,4657,553,100
Assam,Dima Hasao,2017,31,6922,3617,1921,1108
Assam,Dima Hasao,2018,66,19770,1098,382,1255
Assam,Dima Hasao,2019,1,5604,3249,282,313
Assam,Dima Hasao,2020,73,2461,980,121,119
Assam,Dima Hasao,2021,62,10892,4393,481,780
Assam,Dima Hasao,2022,84,15658,2517,1606,215
Assam,Dima Hasao,2023,84,14653,1965,1092,580
Assam,Dima Hasao,2024,51,6406,4558,114,1096
Assam,Dima Hasao,2025,38,4124,1103,1904,1380
Assam,Goalpara,2015,24,19650,1048,790,942
Assam,Goalpara,2016,38,11766,926,616,1789
Assam,Goalpara,2017,11,14685,2104,469,1318
Assam,Goalpara,2018,55,2438,1511,798,878
Assam,Goalpara,2019,79,4188,4100,831,1133
Assam,Goalpara,2020,34,4794,2324,1966,1190
Assam,Goalpara,2021,30,17169,3595,344,1029
Assam,Goalpara,2022,19,3970,2784,573,1280
Assam,Goalpara,2023,52,3033,2338,920,338
Assam,Goalpara,2024,34,7394,2254,1843,997
Assam,Goalpara,2025,34,18048,4172,1279,446
Assam,Golaghat,2015,24,7286,676,1110,375
Assam,Golaghat,2016,86,5326,540,1081,1213
Assam,Golaghat,2017,55,1566,1589,450,1589
Assam,Golaghat,2018,50,8407,1760,1834,1190
Assam,Golaghat,2019,94,10964,2926,1784,1946
Assam,Golaghat,2020,27,8856,2917,1508,1553
Assam,Golaghat,2021,85,17319,2145,1124,368
Assam,Golaghat,2022,94,19265,1644,1794,1803
Assam,Golaghat,2023,80,11088,2935,34,1849
Assam,Golaghat,2024,72,180,3957,1403,554
Assam,Golaghat,2025,77,1251,4791,401,1161
Assam,Hailakandi,2015,20,17384,1969,1405,1361
Assam,Hailakandi,2016,35,17542,409,470,549
Assam,Hailakandi,2017,36,12757,1054,382,1872
Assam,Hailakandi,2018,79,6720,1249,1987,1010
Assam,Hailakandi,2019,34,3993,1316,620,1151
Assam,Hailakandi,2020,65,831,4646,1308,1499
Assam,Hailakandi,2021,45,19990,4003,1119,915
Assam,Hailakandi,2022,78,6240,3427,1204,139
Assam,Hailakandi,2023,52,14653,783,1318,856
Assam,Hailakandi,2024,33,7091,1382,416,492
Assam,Hailakandi,2025,14,18929,4407,1885,1482
Assam,Hojai,2015,14,163,2448,563,1611
Assam,Hojai,2016,99,11628,1678,1715,1883
Assam,Hojai,2017,47,9667,4017,1174,1912
Assam,Hojai,2018,85,16144,4161,1376,478
Assam,Hojai,2019,85,13717,687,1470,1902
Assam,Hojai,2020,74,16383,628,613,388
Assam,Hojai,2021,91,9957,2529,886,1316
Assam,Hojai,2022,18,13800,1616,797,601
Assam,Hojai,2023,43,1395,4936,364,632
Assam,Hojai,2024,39,8153,3103,1729,1867
Assam,Hojai,2025,26,2861,263,305,1952
Assam,Jorhat,2015,9,19202,4503,1967,1580
Assam,Jorhat,2016,65,14087,1713,1802,664
Assam,Jorhat,2017,89,12536,1676,1292,1188
Assam,Jorhat,2018,1,4638,2962,714,1457
Assam,Jorhat,2019,99,7831,3440,1197,845
Assam,Jorhat,2020,59,7639,838,1386,1995
Assam,Jorhat,2021,78,7454,4436,52,1912
Assam,Jorhat,2022,58,18982,418,421,806
Assam,Jorhat,2023,47,7047,1946,1918,1291
Assam,Jorhat,2024,84,11689,2958,1246,1046
Assam,Jorhat,2025,60,2563,3512,1428,368
Assam,Kamrup,2015,25,2321,925,1125,113
Assam,Kamrup,2016,4,18527,4700,1153,1253
Assam,Kamrup,2017,65,10214,1911,388,79
Assam,Kamrup,2018,17,13856,2149,163,1006
Assam,Kamrup,2019,77,15933,2596,1733,1912
Assam,Kamrup,2020,72,7335,4227,485,1321
Assam,Kamrup,2021,1,14545,2379,1792,1696
Assam,Kamrup,2022,18,13211,2932,782,454
Assam,Kamrup,2023,22,17503,4897,1518,731
Assam,Kamrup,2024,56,19898,4899,1965,1264
Assam,Kamrup,2025,19,3720,3328,1785,1984
Assam,Kamrup Metropolitan,2015,73,11637,3023,1845,668
Assam,Kamrup Metropolitan,2016,78,18295,2378,535,1154
Assam,Kamrup Metropolitan,2017,40,12389,547,1646,1714
Assam,Kamrup Metropolitan,2018,16,17528,47,1475,1445
Assam,Kamrup Metropolitan,2019,76,16582,4668,272,998
Assam,Kamrup Metropolitan,2020,74,10255,426,218,366
Assam,Kamrup Metropolitan,2021,61,2110,4658,139,229
Assam,Kamrup Metropolitan,2022,5,12871,448,1450,129
Assam,Kamrup Metropolitan,2023,88,12580,1100,275,867
Assam,Kamrup Metropolitan,2024,21,10470,379,1599,1619
Assam,Kamrup Metropolitan,2025,44,8012,4652,800,774
Assam,Karbi Anglong,2015,18,12080,1924,1656,985
Assam,Karbi Anglong,2016,16,11703,1560,987,1413
Assam,Karbi Anglong,2017,92,3635,928,1252,1288
Assam,Karbi Anglong,2018,54,2938,309,725,877
Assam,Karbi Anglong,2019,53,12593,930,1704,1143
Assam,Karbi Anglong,2020,75,8583,693,68,203
Assam,Karbi Anglong,2021,89,5581,1368,1508,545
Assam,Karbi Anglong,2022,39,13870,4339,799,1241
Assam,Karbi Anglong,2023,77,8590,3954,1034,1108
Assam,Karbi Anglong,2024,28,245,4702,1165,1005
Assam,Karbi Anglong,2025,5,1386,3720,1466,1476
Assam,Karimganj,2015,66,11752,2927,308,1951
Assam,Karimganj,2016,81,10716,1931,851,1022
Assam,Karimganj,2017,57,3606,420,634,1205
Assam,Karimganj,2018,46,11897,2286,1009,1357
Assam,Karimganj,2019,41,16171,4431,847,385
Assam,Karimganj,2020,4,19973,815,518,688
Assam,Karimganj,2021,42,4967,1753,597,1997
Assam,Karimganj,2022,87,2743,1798,439,1434
Assam,Karimganj,2023,51,15007,345,976,1521
Assam,Karimganj,2024,11,5196,3940,448,370
Assam,Karimganj,2025,63,17393,3653,455,263
Assam,Kokrajhar,2015,47,5729,2427,413,697
Assam,Kokrajhar,2016,99,2523,4624,1018,1294
Assam,Kokrajhar,2017,97,3822,281,868,486
Assam,Kokrajhar,2018,13,16763,2522,1363,604
Assam,Kokrajhar,2019,96,2347,1809,791,91
Assam,Kokrajhar,2020,65,17388,560,1939,248
Assam,Kokrajhar,2021,57,17274,796,1396,551
Assam,Kokrajhar,2022,18,1048,974,285,315
Assam,Kokrajhar,2023,44,16557,473,500,1311
Assam,Kokrajhar,2024,76,15439,1916,144,1841
Assam,Kokrajhar,2025,90,18641,3151,994,1169
Assam,Lakhimpur,2015,53,16230,4697,1719,1288
Assam,Lakhimpur,2016,8,8680,3486,1038,1283
Assam,Lakhimpur,2017,45,5129,834,39,875
Assam,Lakhimpur,2018,10,19592,580,561,1514
Assam,Lakhimpur,2019,99,3774,1830,21,80
Assam,Lakhimpur,2020,59,13130,3751,1035,120
Assam,Lakhimpur,2021,42,17408,3777,1838,1194
Assam,Lakhimpur,2022,36,18773,3538,1922,1770
Assam,Lakhimpur,2023,88,9571,3840,790,1801
Assam,Lakhimpur,2024,72,4563,4459,259,569
Assam,Lakhimpur,2025,36,507,1359,1166,192
Assam,Majuli,2015,61,17427,447,874,419
Assam,Majuli,2016,28,5759,674,714,611
Assam,Majuli,2017,94,4401,2321,1972,540
Assam,Majuli,2018,46,14066,4395,1140,120
Assam,Majuli,2019,24,15830,2527,733,917
Assam,Majuli,2020,3,9965,1520,261,999
Assam,Majuli,2021,43,8549,2513,570,432
Assam,Majuli,2022,89,6647,4491,1046,1792
Assam,Majuli,2023,61,7634,4813,512,1332
Assam,Majuli,2024,36,6725,3564,654,745
Assam,Majuli,2025,62,3006,1297,22,1951
Assam,Morigaon,2015,94,6467,4902,1001,102
Assam,Morigaon,2016,54,7887,3435,1978,958
Assam,Morigaon,2017,56,2494,1532,1539,291
Assam,Morigaon,2018,54,14869,76,1877,930
Assam,Morigaon,2019,76,18178,1747,345,414
Assam,Morigaon,2020,42,15682,4989,1987,1649
Assam,Morigaon,2021,58,17517,3046,1728,252
Assam,Morigaon,2022,11,16950,169,175,28
Assam,Morigaon,2023,42,19084,3666,563,1608
Assam,Morigaon,2024,60,13563,4362,795,552
Assam,Morigaon,2025,52,14848,1262,784,388
Assam,Nagaon,2015,36,3952,553,1004,760
Assam,Nagaon,2016,95,15751,2221,832,1005
Assam,Nagaon,2017,13,18099,4532,950,1570
Assam,Nagaon,2018,88,6564,595,1841,1881
Assam,Nagaon,2019,86,15935,4605,283,1057
Assam,Nagaon,2020,72,18168,3485,551,1881
Assam,Nagaon,2021,9,5605,1779,181,629
Assam,Nagaon,2022,87,6504,850,717,1002
Assam,Nagaon,2023,4,19822,1708,892,1898
Assam,Nagaon,2024,36,5597,4266,1868,724
Assam,Nagaon,2025,91,1164,2427,368,1536
Assam,Nalbari,2015,87,14805,175,776,951
Assam,Nalbari,2016,41,5862,2489,1020,653
Assam,Nalbari,2017,70,14074,4786,1282,1983
Assam,Nalbari,2018,78,757,387,867,786
Assam,Nalbari,2019,43,564,3735,962,1959
Assam,Nalbari,2020,95,11859,976,1462,1828
Assam,Nalbari,2021,43,11283,1137,567,1407
Assam,Nalbari,2022,87,5497,4299,1512,1386
Assam,Nalbari,2023,67,17820,1043,1081,974
Assam,Nalbari,2024,35,18422,3803,1427,987
Assam,Nalbari,2025,83,19591,1905,515,1636
Assam,Sivasagar,2015,70,12908,3339,1705,1844
Assam,Sivasagar,2016,95,5747,2317,286,1368
Assam,Sivasagar,2017,85,18635,1199,9,849
Assam,Sivasagar,2018,12,17990,595,847,284
Assam,Sivasagar,2019,14,12342,4670,457,1528
Assam,Sivasagar,2020,21,17160,1348,132,1461
Assam,Sivasagar,2021,48,13457,2438,411,1139
Assam,Sivasagar,2022,24,11789,3457,1210,1559
Assam,Sivasagar,2023,42,8139,46,966,874
Assam,Sivasagar,2024,70,9155,1909,1203,1169
Assam,Sivasagar,2025,89,11260,3622,1061,1769
Assam,Sonitpur,2015,55,15052,837,1144,767
Assam,Sonitpur,2016,40,666,504,1878,542
Assam,Sonitpur,2017,42,3579,4227,1362,815
Assam,Sonitpur,2018,59,3993,4708,1145,1106
Assam,Sonitpur,2019,36,5566,1335,1644,1852
Assam,Sonitpur,2020,3,10445,2091,378,1609
Assam,Sonitpur,2021,11,5436,2657,1149,1356
Assam,Sonitpur,2022,71,3392,1995,420,1888
Assam,Sonitpur,2023,1,12506,2392,209,468
Assam,Sonitpur,2024,79,9313,317,679,117
Assam,Sonitpur,2025,36,11745,3851,1945,926
Assam,South Salmara-Mankachar,2015,62,1545,3636,909,861
Assam,South Salmara-Mankachar,2016,37,12495,2087,820,1482
Assam,South Salmara-Mankachar,2017,43,12896,4684,681,1483
Assam,South Salmara-Mankachar,2018,42,15366,4408,1407,1684
Assam,South Salmara-Mankachar,2019,64,11946,2251,941,934
Assam,South Salmara-Mankachar,2020,19,6499,2425,380,440
Assam,South Salmara-Mankachar,2021,18,10321,4775,865,1662
Assam,South Salmara-Mankachar,2022,74,11787,1565,1838,1281
Assam,South Salmara-Mankachar,2023,8,7094,3148,757,329
Assam,South Salmara-Mankachar,2024,46,1565,4926,657,1298
Assam,South Salmara-Mankachar,2025,100,8993,3109,1322,142
