state,district,year,aqi,pm2_5,pm10,no2,so2,co
Arunachal Pradesh,Papum Pare,2022,310,64.13,50.86,46.52,73.21,4.84
Arunachal Pradesh,Papum Pare,2023,193,28.8,93.87,97.35,49.3,3.12
Arunachal Pradesh,Papum Pare,2024,150,149.8,203.31,10.45,44.07,2.05
Arunachal Pradesh,Papum Pare,2025,97,55.06,89.29,99.02,22.56,1.09
Arunachal Pradesh,Kurung Kumey,2015,92,134.07,109.47,6.63,17.81,3.88
Arunachal Pradesh,Kurung Kumey,2016,158,137.67,201.18,40.92,22.02,3.57
Arunachal Pradesh,Kurung Kumey,2017,151,186.73,147.81,27.24,75.53,4.89
Arunachal Pradesh,Kurung Kumey,2018,224,136.87,134.25,50.87,7.45,1.51
Arunachal Pradesh,Kurung Kumey,2019,80,183.83,215.81,95.34,22.45,3.83
Arunachal Pradesh,Kurung Kumey,2020,254,69.04,248.52,87.77,20.96,1.21
Arunachal Pradesh,Kurung Kumey,2021,195,22.7,74.12,74.55,12.31,1.68
Arunachal Pradesh,Kurung Kumey,2022,82,109.14,292.8,76.65,8.24,1.39
Arunachal Pradesh,Kurung Kumey,2023,184,73.29,272.6,76.8,36.71,1.04
Arunachal Pradesh,Kurung Kumey,2024,299,187.63,114.37,93.89,64.36,2.65
Arunachal Pradesh,Kurung Kumey,2025,272,70.97,78.65,7.65,4.55,1.56
Arunachal Pradesh,Kra Daadi,2015,80,171.81,40.15,67.06,63.46,2.04
Arunachal Pradesh,Kra Daadi,2016,130,23.01,124.41,110.44,26.69,1.96
Arunachal Pradesh,Kra Daadi,2017,260,114.71,136.52,6.67,42.95,2.72
Arunachal Pradesh,Kra Daadi,2018,243,127.89,270.11,117.06,66.85,4.65
Arunachal Pradesh,Kra Daadi,2019,44,192.69,64.81,20.47,48.21,2.32
Arunachal Pradesh,Kra Daadi,2020,95,199.48,115.42,7.6,75.62,4.73
Arunachal Pradesh,Kra Daadi,2021,122,77.5,31.74,59.22,71.35,3.8
Arunachal Pradesh,Kra Daadi,2022,276,108.91,120.4,109.52,47.16,4.01
Arunachal Pradesh,Kra Daadi,2023,313,83.05,232.03,87.34,23.35,0.55
Arunachal Pradesh,Kra Daadi,2024,158,189.57,211.4,20.54,69.04,4.15
Arunachal Pradesh,Kra Daadi,2025,154,122.03,20.98,10.99,32.29,0.81
Arunachal Pradesh,Lower Subansiri,2015,145,158.39,60.39,18.99,33.89,3.72
Arunachal Pradesh,Lower Subansiri,2016,142,130.17,65.08,86.4,32.68,1.26
Arunachal Pradesh,Lower Subansiri,2017,219,107.0,135.65,46.67,23.22,2.54
Arunachal Pradesh,Lower Subansiri,2018,93,132.16,243.6,54.56,48.0,1.22
Arunachal Pradesh,Lower Subansiri,2019,345,19.34,99.66,11.67,79.74,3.87
Arunachal Pradesh,Lower Subansiri,2020,294,10.78,80.69,30.63,8.37,2.0
Arunachal Pradesh,Lower Subansiri,2021,274,33.76,149.31,40.94,65.71,1.63
Arunachal Pradesh,Lower Subansiri,2022,45,130.97,100.07,28.63,22.85,3.89
Arunachal Pradesh,Lower Subansiri,2023,176,192.2,142.71,106.16,40.21,2.24
Arunachal Pradesh,Lower Subansiri,2024,329,141.61,249.04,84.91,4.72,1.36
Arunachal Pradesh,Lower Subansiri,2025,336,18.09,67.82,6.12,75.44,1.04
Arunachal Pradesh,Upper Subansiri,2015,111,39.48,94.31,88.24,77.94,3.47
Arunachal Pradesh,Upper Subansiri,2016,47,188.2,41.22,54.27,72.35,0.8
Arunachal Pradesh,Upper Subansiri,2017,140,88.6,150.93,10.58,3.57,2.8
Arunachal Pradesh,Upper Subansiri,2018,130,156.93,33.96,57.24,67.06,4.81
Arunachal Pradesh,Upper Subansiri,2019,300,130.31,122.96,106.82,28.47,1.32
Arunachal Pradesh,Upper Subansiri,2020,109,144.48,42.91,31.98,62.33,3.76
Arunachal Pradesh,Upper Subansiri,2021,148,106.32,73.36,36.44,26.92,1.63
Arunachal Pradesh,Upper Subansiri,2022,309,185.92,64.27,84.91,20.41,3.8
Arunachal Pradesh,Upper Subansiri,2023,303,33.63,140.62,100.34,65.78,3.62
Arunachal Pradesh,Upper Subansiri,2024,74,75.87,197.74,108.08,41.49,0.22
Arunachal Pradesh,Upper Subansiri,2025,146,120.59,65.03,61.26,31.48,2.28
Arunachal Pradesh,West Siang,2015,75,14.35,75.4,106.87,14.92,3.75
Arunachal Pradesh,West Siang,2016,308,105.29,38.47,33.87,22.49,3.4
Arunachal Pradesh,West Siang,2017,82,175.33,54.54,78.33,14.2,4.39
Arunachal Pradesh,West Siang,2018,69,135.96,91.5,84.07,51.27,4.11
Arunachal Pradesh,West Siang,2019,235,61.95,183.21,23.64,69.17,3.74
Arunachal Pradesh,West Siang,2020,171,163.17,176.03,69.62,64.67,1.94
Arunachal Pradesh,West Siang,2021,252,179.08,236.32,60.98,79.37,4.16
Arunachal Pradesh,West Siang,2022,312,52.17,135.48,40.52,30.91,1.01
Arunachal Pradesh,West Siang,2023,165,30.03,297.54,89.86,13.98,3.26
Arunachal Pradesh,West Siang,2024,87,17.78,173.38,29.41,74.75,2.17
Arunachal Pradesh,West Siang,2025,105,115.31,86.77,41.72,69.11,3.34
Arunachal Pradesh,East Siang,2015,184,56.21,268.23,38.47,39.51,3.84
Arunachal Pradesh,East Siang,2016,105,66.03,105.84,51.88,66.19,0.47
Arunachal Pradesh,East Siang,2017,127,133.83,261.96,7.74,14.58,1.51
Arunachal Pradesh,East Siang,2018,325,191.79,181.88,31.03,11.59,0.27
Arunachal Pradesh,East Siang,2019,132,88.46,193.46,92.79,31.59,2.87
Arunachal Pradesh,East Siang,2020,280,196.01,94.36,32.08,10.96,4.36
Arunachal Pradesh,East Siang,2021,70,130.62,105.02,103.65,66.61,3.36
Arunachal Pradesh,East Siang,2022,229,55.08,75.98,108.95,76.51,3.43
Arunachal Pradesh,East Siang,2023,260,84.44,236.22,59.72,56.67,2.16
Arunachal Pradesh,East Siang,2024,270,186.89,72.07,40.0,59.76,3.57
Arunachal Pradesh,East Siang,2025,214,171.27,241.38,44.63,50.11,1.98
Arunachal Pradesh,Siang,2015,163,125.33,283.19,34.62,65.63,2.08
Arunachal Pradesh,Siang,2016,153,71.53,144.16,62.3,8.6,2.68
Arunachal Pradesh,Siang,2017,282,60.87,278.03,34.5,30.58,2.32
Arunachal Pradesh,Siang,2018,164,122.66,281.44,69.28,51.32,3.95
Arunachal Pradesh,Siang,2019,166,99.73,117.51,111.99,74.67,2.56
Arunachal Pradesh,Siang,2020,265,67.68,183.6,89.81,4.98,2.7
Arunachal Pradesh,Siang,2021,291,191.04,86.37,87.76,71.34,1.83
Arunachal Pradesh,Siang,2022,274,142.37,183.94,45.91,41.74,0.49
Arunachal Pradesh,Siang,2023,340,11.19,221.27,89.0,13.75,1.79
Arunachal Pradesh,Siang,2024,178,40.17,179.87,36.35,3.11,2.51
Arunachal Pradesh,Siang,2025,281,33.59,173.47,47.63,25.27,3.04
Arunachal Pradesh,Upper Siang,2015,119,166.95,84.17,75.77,8.63,2.02
Arunachal Pradesh,Upper Siang,2016,251,153.9,86.55,46.29,50.02,1.23
Arunachal Pradesh,Upper Siang,2017,280,51.99,227.88,34.21,60.95,3.36
Arunachal Pradesh,Upper Siang,2018,130,180.61,39.55,115.19,59.13,3.64
Arunachal Pradesh,Upper Siang,2019,51,174.86,227.22,54.1,43.77,1.03
Arunachal Pradesh,Upper Siang,2020,171,129.12,196.55,78.84,27.39,4.26
Arunachal Pradesh,Upper Siang,2021,277,29.58,257.82,84.68,20.72,1.67
Arunachal Pradesh,Upper Siang,2022,295,96.61,77.4,40.11,3.52,0.42
Arunachal Pradesh,Upper Siang,2023,318,120.82,94.18,59.45,72.93,1.14
Arunachal Pradesh,Upper Siang,2024,253,55.87,267.06,86.15,65.41,3.3
Arunachal Pradesh,Upper Siang,2025,191,29.75,144.17,53.99,62.02,4.44
Arunachal Pradesh,Lower Siang,2015,146,121.68,110.62,95.21,68.98,1.63
Arunachal Pradesh,Lower Siang,2016,138,163.92,173.32,117.25,15.17,2.0
Arunachal Pradesh,Lower Siang,2017,92,68.98,127.72,113.15,20.05,4.97
Arunachal Pradesh,Lower Siang,2018,348,43.82,57.61,67.95,31.86,1.08
Arunachal Pradesh,Lower Siang,2019,69,177.96,34.4,108.64,37.93,2.49
Arunachal Pradesh,Lower Siang,2020,93,127.3,149.74,104.63,59.06,0.99
Arunachal Pradesh,Lower Siang,2021,189,119.93,95.24,50.56,62.15,4.29
Arunachal Pradesh,Lower Siang,2022,160,97.02,165.52,85.05,76.04,0.96
Arunachal Pradesh,Lower Siang,2023,52,123.06,175.43,38.2,68.1,4.76
Arunachal Pradesh,Lower Siang,2024,80,28.17,101.1,61.22,20.84,4.31
Arunachal Pradesh,Lower Siang,2025,56,115.19,55.99,19.53,10.93,2.52
Arunachal Pradesh,Lower Dibang Valley,2015,270,10.76,198.58,111.6,29.43,1.3
Arunachal Pradesh,Lower Dibang Valley,2016,350,140.08,215.89,91.43,13.13,2.82
Arunachal Pradesh,Lower Dibang Valley,2017,252,46.08,284.56,56.92,42.96,2.43
Arunachal Pradesh,Lower Dibang Valley,2018,56,108.16,90.63,86.5,68.68,3.38
Arunachal Pradesh,Lower Dibang Valley,2019,239,35.36,218.49,15.53,52.07,1.75
Arunachal Pradesh,Lower Dibang Valley,2020,184,151.09,63.96,31.54,62.08,2.08
Arunachal Pradesh,Lower Dibang Valley,2021,303,35.54,116.13,47.9,41.7,2.64
Arunachal Pradesh,Lower Dibang Valley,2022,159,81.85,166.31,108.59,66.0,1.74
Arunachal Pradesh,Lower Dibang Valley,2023,57,36.39,34.7,40.5,26.24,4.68
Arunachal Pradesh,Lower Dibang Valley,2024,193,92.85,58.74,92.39,34.54,1.72
Arunachal Pradesh,Lower Dibang Valley,2025,309,189.08,108.68,88.96,14.77,4.56
Arunachal Pradesh,Dibang Valley,2015,332,193.78,127.0,23.3,60.46,0.51
Arunachal Pradesh,Dibang Valley,2016,123,31.81,132.98,98.3,72.98,2.85
Arunachal Pradesh,Dibang Valley,2017,90,124.21,99.89,35.05,37.28,2.2
Arunachal Pradesh,Dibang Valley,2018,222,191.38,231.35,106.21,46.26,0.52
Arunachal Pradesh,Dibang Valley,2019,108,189.89,56.24,81.15,41.59,4.95
Arunachal Pradesh,Dibang Valley,2020,278,52.44,191.34,113.24,61.44,3.96
Arunachal Pradesh,Dibang Valley,2021,307,90.48,164.64,119.73,35.46,3.05
Arunachal Pradesh,Dibang Valley,2022,93,150.13,220.06,111.55,46.71,2.18
Arunachal Pradesh,Dibang Valley,2023,56,163.12,59.7,108.08,38.37,1.87
Arunachal Pradesh,Dibang Valley,2024,119,115.92,268.47,42.33,31.13,2.59
Arunachal Pradesh,Dibang Valley,2025,265,88.16,40.3,13.04,40.79,3.25
Arunachal Pradesh,Anjaw,2015,46,15.0,132.18,50.66,46.76,2.9
Arunachal Pradesh,Anjaw,2016,202,76.26,91.6,95.78,8.49,4.09
Arunachal Pradesh,Anjaw,2017,339,124.3,92.72,97.61,40.92,3.59
Arunachal Pradesh,Anjaw,2018,239,63.4,25.42,104.19,9.61,3.52
Arunachal Pradesh,Anjaw,2019,47,67.93,55.06,40.1,66.27,2.82
Arunachal Pradesh,Anjaw,2020,264,143.01,40.5,42.7,27.82,1.87
Arunachal Pradesh,Anjaw,2021,268,170.41,22.8,6.68,47.18,2.86
Arunachal Pradesh,Anjaw,2022,318,77.0,73.89,56.21,44.93,0.49
Arunachal Pradesh,Anjaw,2023,297,62.4,133.02,13.94,25.36,3.18
Arunachal Pradesh,Anjaw,2024,120,109.04,76.29,84.23,52.32,1.12
Arunachal Pradesh,Anjaw,2025,288,118.15,136.5,105.3,4.97,1.88
Arunachal Pradesh,Lohit,2015,178,124.65,289.06,92.1,38.81,2.6
Arunachal Pradesh,Lohit,2016,329,25.04,104.98,111.34,3.14,2.67
Arunachal Pradesh,Lohit,2017,86,34.8,217.85,75.29,18.17,0.76
Arunachal Pradesh,Lohit,2018,246,110.39,58.1,42.38,14.21,4.82
Arunachal Pradesh,Lohit,2019,94,52.77,280.11,76.32,46.19,3.25
Arunachal Pradesh,Lohit,2020,261,117.62,97.12,102.13,60.41,3.78
Arunachal Pradesh,Lohit,2021,294,123.7,236.87,11.34,64.81,0.9
Arunachal Pradesh,Lohit,2022,212,136.15,86.75,105.29,61.82,2.52
Arunachal Pradesh,Lohit,2023,94,63.83,243.63,11.9,64.52,2.73
Arunachal Pradesh,Lohit,2024,347,87.91,278.25,19.31,55.44,1.11
Arunachal Pradesh,Lohit,2025,275,139.82,219.06,61.79,60.18,3.01
Arunachal Pradesh,Namsai,2015,267,105.23,63.08,19.32,51.3,2.29
Arunachal Pradesh,Namsai,2016,222,98.27,167.78,39.4,58.72,3.28
Arunachal Pradesh,Namsai,2017,346,188.31,168.55,74.1,71.32,4.51
Arunachal Pradesh,Namsai,2018,94,198.08,201.28,74.72,68.71,3.32
Arunachal Pradesh,Namsai,2019,132,140.43,121.86,31.96,18.03,4.05
Arunachal Pradesh,Namsai,2020,319,116.72,164.01,43.65,3.72,0.66
Arunachal Pradesh,Namsai,2021,172,142.58,226.05,106.92,12.65,0.62
Arunachal Pradesh,Namsai,2022,87,46.93,201.26,75.08,20.15,3.33
Arunachal Pradesh,Namsai,2023,215,23.36,265.34,5.53,68.84,2.47
Arunachal Pradesh,Namsai,2024,169,98.4,128.94,48.98,74.0,4.51
Arunachal Pradesh,Namsai,2025,302,83.64,250.83,62.97,32.9,1.55
Arunachal Pradesh,Changlang,2015,306,130.79,143.0,66.84,58.59,1.99
Arunachal Pradesh,Changlang,2016,78,163.97,51.48,50.48,47.9,4.01
Arunachal Pradesh,Changlang,2017,258,163.2,223.11,69.09,69.15,4.05
Arunachal Pradesh,Changlang,2018,310,44.84,277.22,90.49,41.23,0.84
Arunachal Pradesh,Changlang,2019,277,162.79,249.56,113.84,54.35,0.8
Arunachal Pradesh,Changlang,2020,117,11.77,30.91,47.79,25.84,2.01
Arunachal Pradesh,Changlang,2021,243,54.72,23.62,30.36,9.92,2.83
Arunachal Pradesh,Changlang,2022,112,198.22,208.98,31.22,47.3,1.42
Arunachal Pradesh,Changlang,2023,334,157.26,190.48,44.0,51.84,4.46
Arunachal Pradesh,Changlang,2024,128,90.2,122.75,23.46,16.23,1.3
Arunachal Pradesh,Changlang,2025,236,63.96,31.12,54.58,31.5,2.02
Arunachal Pradesh,Tirap,2015,141,119.4,165.68,7.69,23.58,2.21
Arunachal Pradesh,Tirap,2016,41,32.59,265.61,119.8,58.19,4.71
Arunachal Pradesh,Tirap,2017,298,96.32,97.02,86.13,73.61,3.82
Arunachal Pradesh,Tirap,2018,102,65.51,32.85,63.88,18.79,2.45
Arunachal Pradesh,Tirap,2019,303,53.17,24.45,52.11,34.83,3.46
Arunachal Pradesh,Tirap,2020,127,131.18,167.93,75.91,5.14,1.1
Arunachal Pradesh,Tirap,2021,72,148.57,222.55,76.7,19.37,1.32
Arunachal Pradesh,Tirap,2022,76,132.8,274.8,33.18,9.0,1.91
Arunachal Pradesh,Tirap,2023,78,174.35,290.47,73.56,8.16,3.86
Arunachal Pradesh,Tirap,2024,349,12.89,276.83,90.92,68.92,4.39
Arunachal Pradesh,Tirap,2025,160,68.56,36.03,51.43,29.45,0.25
Arunachal Pradesh,Longding,2015,280,120.36,122.37,34.43,65.25,4.88
Arunachal Pradesh,Longding,2016,286,161.25,146.72,11.05,49.88,4.72
Arunachal Pradesh,Longding,2017,142,27.12,204.11,49.58,6.64,3.42
Arunachal Pradesh,Longding,2018,309,34.72,121.84,56.72,78.52,0.5
Arunachal Pradesh,Longding,2019,227,49.44,63.65,65.38,27.52,2.39
Arunachal Pradesh,Longding,2020,279,172.24,198.29,12.52,48.08,2.32
Arunachal Pradesh,Longding,2021,291,91.83,276.71,40.68,64.83,1.57
Arunachal Pradesh,Longding,2022,136,121.56,244.45,60.63,72.51,4.14
Arunachal Pradesh,Longding,2023,55,197.12,134.86,74.04,22.69,3.91
Arunachal Pradesh,Longding,2024,127,97.83,202.49,49.29,32.37,0.33
Arunachal Pradesh,Longding,2025,247,80.38,277.16,98.88,31.08,0.79
Arunachal Pradesh,Pakke-Kessang,2015,264,33.79,180.74,79.58,10.28,4.17
Arunachal Pradesh,Pakke-Kessang,2016,321,53.52,261.94,103.14,45.72,2.75
Arunachal Pradesh,Pakke-Kessang,2017,76,33.49,44.71,25.28,58.83,1.44
Arunachal Pradesh,Pakke-Kessang,2018,53,70.63,66.24,41.91,37.02,1.16
Arunachal Pradesh,Pakke-Kessang,2019,108,106.43,156.17,102.95,65.64,0.75
Arunachal Pradesh,Pakke-Kessang,2020,339,93.85,91.55,109.9,18.12,2.6
Arunachal Pradesh,Pakke-Kessang,2021,58,184.74,239.75,75.03,12.31,0.89
Arunachal Pradesh,Pakke-Kessang,2022,277,26.27,106.17,102.95,54.41,1.2
Arunachal Pradesh,Pakke-Kessang,2023,191,121.98,268.93,21.78,32.64,2.08
Arunachal Pradesh,Pakke-Kessang,2024,318,64.55,269.71,90.85,68.68,0.33
Arunachal Pradesh,Pakke-Kessang,2025,81,161.37,147.67,71.2,46.74,4.42
Arunachal Pradesh,Leparada,2015,157,59.3,182.13,48.72,78.22,2.91
Arunachal Pradesh,Leparada,2016,221,68.57,89.41,53.91,58.6,1.16
Arunachal Pradesh,Leparada,2017,98,33.0,128.74,19.18,72.6,3.07
Arunachal Pradesh,Leparada,2018,314,69.89,118.47,57.08,40.35,2.59
Arunachal Pradesh,Leparada,2019,119,107.73,266.69,89.07,8.01,3.29
Arunachal Pradesh,Leparada,2020,82,41.65,37.78,99.35,34.27,4.17
Arunachal Pradesh,Leparada,2021,264,171.63,254.05,16.73,36.9,3.0
Arunachal Pradesh,Leparada,2022,275,183.51,224.71,29.97,57.05,3.03
Arunachal Pradesh,Leparada,2023,56,79.04,62.15,67.09,37.5,3.09
Arunachal Pradesh,Leparada,2024,95,120.59,21.36,37.22,77.52,2.56
Arunachal Pradesh,Leparada,2025,70,159.14,52.53,46.27,13.79,4.37
Arunachal Pradesh,Lepa Rada,2015,160,173.35,193.5,78.22,11.36,2.59
Arunachal Pradesh,Lepa Rada,2016,86,57.28,238.3,16.89,50.63,2.64
Arunachal Pradesh,Lepa Rada,2017,129,127.56,131.23,80.87,30.86,3.09
Arunachal Pradesh,Lepa Rada,2018,238,182.71,87.71,20.83,27.43,2.29
Arunachal Pradesh,Lepa Rada,2019,58,26.69,85.45,45.24,48.43,3.28
Arunachal Pradesh,Lepa Rada,2020,155,108.49,170.23,16.19,77.45,2.33
Arunachal Pradesh,Lepa Rada,2021,65,152.54,186.92,22.35,50.63,4.45
Arunachal Pradesh,Lepa Rada,2022,253,77.15,99.82,63.37,4.74,0.7
Arunachal Pradesh,Lepa Rada,2023,272,90.24,113.19,89.62,33.19,2.21
Arunachal Pradesh,Lepa Rada,2024,56,178.19,45.71,56.79,63.15,4.16
Arunachal Pradesh,Lepa Rada,2025,113,117.29,75.16,22.76,13.45,3.84
Arunachal Pradesh,Kamle,2015,213,128.74,240.22,110.96,6.48,2.86
Arunachal Pradesh,Kamle,2016,177,182.86,212.22,23.27,20.81,2.37
Arunachal Pradesh,Kamle,2017,136,189.59,46.31,23.52,73.47,0.88
Arunachal Pradesh,Kamle,2018,172,69.35,79.54,114.79,51.08,3.08
Arunachal Pradesh,Kamle,2019,344,123.26,298.35,51.08,14.31,1.33
Arunachal Pradesh,Kamle,2020,95,154.06,286.18,52.03,27.79,2.45
Arunachal Pradesh,Kamle,2021,193,98.08,178.82,84.99,47.59,4.81
Arunachal Pradesh,Kamle,2022,46,25.22,97.67,37.49,37.64,2.16
Arunachal Pradesh,Kamle,2023,315,161.8,238.77,44.69,8.94,1.89
Arunachal Pradesh,Kamle,2024,56,34.51,273.44,42.17,36.49,3.53
Arunachal Pradesh,Kamle,2025,161,91.42,215.91,25.88,31.15,4.37
Assam,Baksa,2015,177,109.06,71.94,103.85,58.91,0.69
Assam,Baksa,2016,150,140.37,67.8,107.93,28.94,0.61
Assam,Baksa,2017,113,152.56,276.64,25.96,14.05,2.78
Assam,Baksa,2018,345,80.61,147.08,12.81,27.24,1.58
Assam,Baksa,2019,90,191.43,194.25,76.82,32.64,0.5
Assam,Baksa,2020,234,18.02,255.95,55.86,3.95,0.79
Assam,Baksa,2021,289,140.74,46.24,109.31,35.46,0.31
Assam,Baksa,2022,136,57.89,105.77,89.19,70.09,1.15
Assam,Baksa,2023,264,29.47,24.72,10.68,30.11,3.6
Assam,Baksa,2024,133,57.75,124.56,42.19,21.47,2.56
Assam,Baksa,2025,127,197.96,272.88,88.26,42.52,4.56
Assam,Barpeta,2015,235,25.83,162.6,25.73,2.77,2.56
Assam,Barpeta,2016,56,84.03,56.99,7.02,28.98,3.71
Assam,Barpeta,2017,251,174.22,91.94,102.49,70.57,1.59
Assam,Barpeta,2018,189,41.02,258.03,7.81,52.33,2.51
Assam,Barpeta,2019,58,157.5,114.89,50.61,59.47,0.55
Assam,Barpeta,2020,189,68.58,282.65,54.67,24.15,3.77
Assam,Barpeta,2021,216,108.71,266.49,9.34,19.88,2.13
Assam,Barpeta,2022,298,122.68,111.55,83.44,39.01,4.21
Assam,Barpeta,2023,145,191.25,240.51,49.9,5.8,4.73
Assam,Barpeta,2024,54,113.73,36.7,84.4,66.68,2.52
Assam,Barpeta,2025,267,119.29,204.26,56.38,76.52,1.73
Assam,Biswanath,2015,44,21.74,143.83,119.62,55.94,1.33
Assam,Biswanath,2016,114,168.73,290.44,37.51,8.68,2.03
Assam,Biswanath,2017,92,114.81,120.83,21.54,47.4,3.34
Assam,Biswanath,2018,149,58.26,189.53,24.02,22.98,0.38
Assam,Biswanath,2019,313,98.63,75.22,51.77,35.54,3.5
Assam,Biswanath,2020,278,139.41,30.69,22.87,61.51,0.71
Assam,Biswanath,2021,346,158.13,163.9,41.47,24.68,0.42
Assam,Biswanath,2022,84,121.24,242.79,77.38,52.41,3.11
Assam,Biswanath,2023,286,30.55,69.19,50.5,57.03,1.06
Assam,Biswanath,2024,337,61.33,36.18,42.25,66.95,4.97
Assam,Biswanath,2025,139,198.23,181.88,95.29,13.29,1.16
Assam,Bongaigaon,2015,243,50.84,196.85,102.84,52.86,4.44
Assam,Bongaigaon,2016,124,145.2,28.89,10.77,35.53,1.99
Assam,Bongaigaon,2017,340,75.76,145.58,85.83,66.95,1.53
Assam,Bongaigaon,2018,199,32.22,193.23,113.03,55.23,1.88
Assam,Bongaigaon,2019,327,197.92,212.43,44.74,37.49,4.05
Assam,Bongaigaon,2020,334,180.44,240.22,93.47,19.46,0.7
Assam,Bongaigaon,2021,216,100.83,115.94,22.49,28.4,0.89
Assam,Bongaigaon,2022,132,186.95,294.39,86.79,44.63,1.8
Assam,Bongaigaon,2023,290,199.81,255.68,97.49,22.72,0.8
Assam,Bongaigaon,2024,198,163.56,237.51,109.24,27.41,2.75
Assam,Bongaigaon,2025,66,195.26,68.71,52.1,70.35,3.87
Assam,Cachar,2015,173,90.44,263.39,43.54,54.36,4.93
Assam,Cachar,2016,275,44.04,241.7,31.98,5.2,3.26
Assam,Cachar,2017,340,180.12,240.64,85.65,14.12,2.27
Assam,Cachar,2018,235,139.99,183.55,90.24,4.38,3.67
Assam,Cachar,2019,337,147.18,282.31,17.22,57.15,0.29
Assam,Cachar,2020,260,182.37,177.7,22.59,54.96,1.78
Assam,Cachar,2021,232,76.61,87.13,86.05,77.82,3.4
Assam,Cachar,2022,177,91.92,79.19,88.12,22.41,0.86
Assam,Cachar,2023,348,147.41,194.5,63.2,64.77,0.34
Assam,Cachar,2024,184,144.12,166.22,91.84,77.89,0.22
Assam,Cachar,2025,171,46.75,251.36,37.06,49.43,1.82
Assam,Charaideo,2015,239,107.96,258.8,5.1,39.09,3.96
Assam,Charaideo,2016,143,175.37,241.36,18.69,73.85,4.16
Assam,Charaideo,2017,211,49.71,82.47,101.28,66.51,0.59
Assam,Charaideo,2018,201,147.83,298.77,55.33,58.49,3.3
Assam,Charaideo,2019,142,56.87,170.33,55.37,79.26,3.31
Assam,Charaideo,2020,223,82.78,108.57,80.03,64.19,1.9
Assam,Charaideo,2021,129,87.57,81.49,61.92,12.58,1.67
Assam,Charaideo,2022,155,167.66,289.22,108.04,26.19,2.04
Assam,Charaideo,2023,313,79.36,282.15,112.22,12.44,4.4
Assam,Charaideo,2024,145,25.94,287.49,72.36,47.86,3.31
Assam,Charaideo,2025,213,101.01,181.86,29.23,78.45,1.35
Assam,Chirang,2015,232,106.77,274.96,113.17,71.69,2.36
Assam,Chirang,2016,223,73.21,108.92,52.39,46.77,1.8
Assam,Chirang,2017,183,164.92,249.49,49.57,72.89,2.44
Assam,Chirang,2018,295,19.83,177.11,109.89,65.57,1.18
Assam,Chirang,2019,226,132.32,192.44,106.22,14.92,3.02
Assam,Chirang,2020,253,199.52,195.79,53.17,24.88,1.08
Assam,Chirang,2021,106,133.84,176.9,105.52,24.05,3.35
Assam,Chirang,2022,93,188.82,267.04,66.0,77.04,3.19
Assam,Chirang,2023,123,96.6,171.69,21.55,32.41,1.95
Assam,Chirang,2024,99,132.97,83.45,36.0,75.88,4.04
Assam,Chirang,2025,82,199.0,74.38,71.51,9.18,3.63
Assam,Darrang,2015,49,85.43,258.62,70.79,26.59,0.92
Assam,Darrang,2016,97,17.16,181.07,71.41,51.66,2.73
Assam,Darrang,2017,230,87.3,252.8,117.18,4.66,3.6
Assam,Darrang,2018,62,87.22,49.55,11.41,35.4,3.45
Assam,Darrang,2019,348,186.63,296.15,77.79,30.43,4.93
Assam,Darrang,2020,123,90.47,40.19,11.43,14.76,4.78
Assam,Darrang,2021,299,187.04,251.44,38.88,32.82,1.97
Assam,Darrang,2022,163,89.74,165.12,24.08,30.06,0.54
Assam,Darrang,2023,177,107.3,67.83,111.83,67.68,3.07
Assam,Darrang,2024,300,88.7,287.42,94.0,31.55,1.16
Assam,Darrang,2025,187,73.48,41.84,65.88,14.07,2.17
Assam,Dhemaji,2015,330,92.85,199.89,69.93,48.73,3.44
Assam,Dhemaji,2016,328,162.37,74.33,75.74,59.07,1.94
Assam,Dhemaji,2017,262,87.35,71.91,60.27,33.81,1.78
Assam,Dhemaji,2018,135,56.34,61.28,9.88,35.5,3.12
Assam,Dhemaji,2019,101,139.41,22.44,104.37,44.62,0.45
Assam,Dhemaji,2020,54,143.76,271.63,92.53,58.6,2.57
Assam,Dhemaji,2021,89,16.32,251.26,87.91,48.02,1.31
Assam,Dhemaji,2022,271,26.16,208.46,7.57,49.99,2.54
Assam,Dhemaji,2023,137,126.83,239.46,36.01,52.76,0.44
Assam,Dhemaji,2024,61,175.7,226.16,22.72,33.59,1.3
Assam,Dhemaji,2025,157,117.12,94.29,41.13,61.86,2.12
Assam,Dhubri,2015,47,143.57,196.32,35.34,2.53,0.54
Assam,Dhubri,2016,188,23.27,241.26,36.69,11.54,1.35
Assam,Dhubri,2017,211,26.31,49.31,12.64,27.0,2.72
Assam,Dhubri,2018,141,164.49,285.5,101.34,68.92,3.0
Assam,Dhubri,2019,329,173.67,283.18,87.91,23.24,1.78
Assam,Dhubri,2020,139,66.82,236.02,9.23,59.52,2.08
Assam,Dhubri,2021,162,70.2,106.55,104.56,50.87,4.04
Assam,Dhubri,2022,145,164.61,212.74,13.43,44.0,1.89
Assam,Dhubri,2023,247,16.6,59.56,68.84,27.44,0.54
Assam,Dhubri,2024,344,13.49,260.12,87.48,39.86,1.27
Assam,Dhubri,2025,146,145.13,142.14,103.63,76.27,1.89
Assam,Dibrugarh,2015,96,151.41,213.61,97.7,21.3,1.49
Assam,Dibrugarh,2016,215,85.06,110.98,114.55,18.84,3.58
