state,district,year,hospital_beds,doctors,nurses,health_index,life_expectancy,vaccination_rate,disease_cases
Assam,Charaideo,2019,21.64,72.72,47.54,50.99,54.9,78.65,69.02
Uttar Pradesh,Fatehpur,2024,52.52,87.93,64.35,63.31,69.45,52.4,92.26
Gujarat,Anand,2015,33.4,77.61,50.87,11.15,39.97,97.48,77.72
Chhattisgarh,Baloda Bazar,2016,45.28,61.87,92.07,16.2,46.84,90.64,91.66
Meghalaya,East Khasi Hills,2023,43.19,68.0,22.93,41.31,56.94,97.21,46.19
Tamil Nadu,Madurai,2023,61.04,16.32,89.2,63.49,45.72,41.6,66.37
Odisha,Deogarh,2025,30.19,23.22,30.66,22.7,65.5,20.75,33.45
Uttar Pradesh,Ghaziabad,2019,63.91,95.75,10.94,72.47,49.31,76.03,98.91
Gujarat,Dang,2015,73.13,18.25,96.85,44.26,41.93,94.79,26.75
West Bengal,Cooch Behar,2015,78.97,40.29,53.47,24.38,58.95,86.51,85.03
Uttar Pradesh,Fatehpur,2016,87.52,10.24,54.86,80.85,47.61,97.11,49.36
Gujarat,Banaskantha,2024,64.87,16.83,46.92,96.78,77.14,95.56,13.72
Rajasthan,Dholpur,2019,38.5,17.33,57.0,18.96,87.99,26.2,68.9
West Bengal,Alipurduar,2023,77.12,86.41,59.56,78.73,27.33,94.17,69.71
Mizoram,Hnahthial,2025,99.99,88.38,67.27,36.75,24.44,52.35,59.93
Manipur,Thoubal,2022,13.32,63.16,27.86,13.75,99.83,97.25,33.75
Meghalaya,South West Khasi Hills,2016,92.59,36.11,83.65,88.08,60.37,86.64,43.95
Uttarakhand,Haridwar,2017,78.78,98.79,71.38,78.47,78.18,38.68,51.66
Tripura,Sepahijala,2022,84.94,81.64,47.5,44.63,56.36,12.09,54.15
Chhattisgarh,Sakti,2020,64.57,99.31,56.24,71.7,55.3,22.51,52.56
Arunachal Pradesh,East Siang,2018,59.55,83.85,84.09,36.78,43.19,11.48,12.57
Rajasthan,Sikar,2020,71.46,93.83,30.37,29.28,80.06,92.86,76.51
Gujarat,Panchmahal,2015,31.81,10.61,26.92,80.78,19.36,42.42,99.72
Maharashtra,Mumbai Suburban,2024,11.45,57.08,99.93,13.93,26.71,55.4,43.45
Uttarakhand,Uttarkashi,2024,25.79,65.36,31.86,10.77,79.63,49.11,77.33
Telangana,Sangareddy,2020,34.46,97.82,90.26,51.15,46.81,87.14,19.47
Tamil Nadu,Coimbatore,2016,57.02,15.51,52.55,70.01,61.7,64.37,28.93
Uttar Pradesh,Muzaffarnagar,2020,21.65,23.75,57.53,43.73,63.51,95.34,58.86
Manipur,Imphal West,2017,30.84,16.52,49.97,76.25,29.8,39.97,31.06
Assam,Chirang,2020,89.73,69.12,81.8,80.75,83.25,77.26,79.03
Gujarat,Kutch,2016,95.17,52.23,56.63,85.94,79.06,63.79,21.05
Uttar Pradesh,Rae Bareli,2016,56.64,94.98,52.39,20.31,38.81,12.07,85.21
Punjab,Malerkotla,2022,18.83,41.9,51.31,71.92,79.28,51.94,22.2
Madhya Pradesh,Datia,2020,12.48,28.11,74.31,10.1,84.99,39.96,99.69
Tamil Nadu,Nilgiris,2017,15.83,13.58,33.89,10.85,90.38,37.95,83.94
Karnataka,Davanagere,2020,82.32,52.82,74.0,59.18,58.17,70.99,39.19
Telangana,Bhadradri Kothagudem,2021,29.22,76.64,42.57,97.81,91.52,37.64,42.08
West Bengal,Kolkata,2018,84.4,58.34,16.87,49.83,50.07,27.59,38.16
Maharashtra,Palghar,2021,32.38,62.98,72.38,55.04,67.72,28.57,27.37
Jharkhand,Deoghar,2024,28.31,30.14,78.98,34.58,46.25,86.1,21.38
Haryana,Panipat,2023,36.31,83.78,26.51,76.66,15.72,78.16,63.7
Karnataka,Hassan,2018,78.67,71.62,21.76,38.13,75.41,77.61,69.22
Mizoram,Kolasib,2025,16.42,28.79,88.99,48.93,81.5,20.41,58.49
Tripura,Khowai,2022,97.33,27.88,39.71,44.84,63.53,31.75,34.99
Madhya Pradesh,Dhar,2020,70.98,60.11,57.65,18.86,51.72,64.77,98.05
Karnataka,Chitradurga,2015,12.59,69.96,22.53,91.8,58.81,23.82,91.74
Odisha,Kandhamal,2019,52.38,20.8,31.43,53.56,92.97,86.14,31.03
Madhya Pradesh,Niwari,2015,13.66,25.81,98.69,79.53,90.16,20.32,91.01
Uttar Pradesh,Prayagraj,2025,80.03,65.1,93.01,58.68,41.72,10.58,27.17
Gujarat,Kutch,2019,84.19,87.02,20.08,18.28,93.78,17.56,10.49
Odisha,Kalahandi,2019,42.06,81.81,69.75,57.32,86.59,22.73,86.75
Uttar Pradesh,Firozabad,2024,79.86,79.88,20.76,58.2,80.74,33.47,26.6
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2020,83.39,51.21,21.91,71.25,26.61,20.5,87.07
Bihar,Sitamarhi,2021,39.28,57.42,57.9,30.26,37.94,83.04,81.5
Uttar Pradesh,Etah,2021,50.03,99.92,66.85,32.64,82.11,19.5,71.37
Gujarat,Ahmedabad,2018,17.79,65.29,42.52,11.67,41.52,70.71,18.8
Assam,Golaghat,2023,30.42,74.35,29.84,19.3,61.52,82.16,69.94
Maharashtra,Ahmednagar,2025,34.22,14.66,59.73,56.95,34.0,18.88,81.5
Karnataka,Ballari,2021,93.53,15.35,31.54,89.41,42.02,44.92,80.24
Tamil Nadu,Thanjavur,2016,96.98,57.45,11.29,50.52,38.45,75.83,92.94
Bihar,Sheikhpura,2017,88.59,45.88,71.45,83.9,72.25,23.0,93.89
Maharashtra,Yavatmal,2021,91.5,42.24,53.44,13.2,22.01,68.72,41.63
Maharashtra,Washim,2025,90.88,66.28,65.05,52.74,55.01,58.14,43.87
Manipur,Chandel,2019,56.65,51.23,26.52,35.43,79.98,74.01,35.15
Haryana,Faridabad,2023,77.1,26.93,45.53,57.97,51.78,77.85,63.15
Himachal Pradesh,Shimla,2020,37.85,16.06,42.77,17.86,72.72,34.1,87.57
Arunachal Pradesh,Siang,2017,44.64,92.81,60.53,32.22,21.76,66.72,27.52
Gujarat,Junagadh,2025,25.92,28.16,84.76,61.81,77.68,21.86,14.36
Kerala,Wayanad,2024,52.21,85.17,66.26,99.24,49.7,38.4,91.11
Himachal Pradesh,Chamba,2023,39.01,54.11,65.02,93.14,76.12,28.58,93.31
Tamil Nadu,Tirupathur,2023,52.54,35.44,39.61,70.97,60.55,37.09,67.96
Punjab,Kapurthala,2021,64.21,96.11,36.69,87.9,38.24,45.27,18.39
Jharkhand,Latehar,2019,82.47,53.44,47.92,95.77,64.45,94.09,47.89
Rajasthan,Khairthal-Tijara,2019,96.86,74.5,87.03,96.17,16.64,51.68,50.2
Uttar Pradesh,Lalitpur,2018,16.68,83.34,36.65,69.85,25.6,12.89,64.95
Jharkhand,Khunti,2024,76.02,97.06,29.06,66.49,18.17,11.12,69.74
West Bengal,Howrah,2019,41.0,88.65,45.96,15.33,13.7,43.63,58.4
Telangana,Wanaparthy,2023,55.55,79.88,96.96,57.25,24.07,31.87,25.21
Assam,Majuli,2023,28.95,54.29,68.75,38.71,89.31,43.49,85.67
Maharashtra,Pune,2017,18.0,62.23,25.62,76.53,20.19,65.43,73.81
Telangana,Peddapalli,2016,52.27,86.93,28.26,75.81,97.84,69.97,33.64
Madhya Pradesh,Guna,2024,60.52,65.13,10.24,74.24,86.56,44.83,44.61
Punjab,Bathinda,2024,46.79,18.56,39.87,77.15,24.99,92.03,16.41
Tamil Nadu,Namakkal,2024,68.03,20.24,92.96,70.29,25.29,32.06,80.8
Sikkim,Gangtok,2023,39.28,84.97,96.07,62.95,53.08,21.26,45.66
Uttarakhand,Udham Singh Nagar,2025,28.89,58.82,50.92,54.55,99.63,80.01,97.26
Madhya Pradesh,Balaghat,2022,38.39,14.87,77.37,78.02,12.76,42.14,98.68
Haryana,Yamunanagar,2016,27.26,41.9,53.57,12.44,16.4,79.62,11.59
Arunachal Pradesh,Lower Subansiri,2022,19.17,24.53,66.01,88.86,56.84,39.88,95.36
Uttar Pradesh,Varanasi,2020,32.4,47.09,95.44,68.45,43.51,70.04,15.76
Jharkhand,Lohardaga,2023,15.31,74.53,87.43,99.41,15.91,79.73,95.25
Manipur,Ukhrul,2023,43.48,16.16,48.72,84.73,91.97,92.38,19.56
Chhattisgarh,Kanker,2025,36.33,37.35,92.55,18.53,94.96,62.52,81.32
Madhya Pradesh,Rewa,2024,27.96,73.82,94.01,27.4,45.99,63.22,26.97
Rajasthan,Baran,2023,53.17,91.11,81.77,72.16,90.66,97.32,82.11
Jharkhand,Koderma,2019,67.87,48.23,79.62,74.36,45.96,48.35,46.57
Arunachal Pradesh,Lepa Rada,2023,45.08,31.29,15.35,30.83,99.25,63.2,21.86
Karnataka,Bidar,2023,78.35,74.79,53.3,86.96,97.46,11.47,25.84
Arunachal Pradesh,Upper Subansiri,2024,84.5,65.41,64.13,53.27,79.55,76.73,62.22
Meghalaya,West Jaintia Hills,2016,99.38,32.44,54.05,91.67,29.3,40.6,39.52
Sikkim,Gyalshing,2016,50.99,93.1,90.14,64.37,27.31,91.89,70.77
Meghalaya,East Garo Hills,2024,96.85,57.43,51.46,64.64,96.7,74.6,28.69
Madhya Pradesh,Ujjain,2018,20.73,73.24,99.78,75.62,53.04,80.42,77.81
Meghalaya,South Garo Hills,2024,45.46,58.44,60.92,83.57,74.47,48.76,94.52
Tamil Nadu,Nagapattinam,2022,87.02,19.14,23.23,33.86,69.96,34.05,40.02
Rajasthan,Karauli,2019,87.21,46.24,83.06,58.6,50.33,62.26,50.0
Maharashtra,Nagpur,2017,76.36,60.98,28.36,15.21,37.73,87.8,55.3
Bihar,Aurangabad,2017,11.24,55.43,16.99,81.68,37.12,70.16,14.11
Andhra Pradesh,East Godavari,2025,90.87,51.14,13.63,16.04,82.7,68.36,54.95
Uttar Pradesh,Ghaziabad,2019,23.65,10.22,89.9,96.01,91.81,28.88,76.59
Manipur,Churachandpur,2019,13.61,26.75,71.7,38.56,57.82,41.44,12.24
West Bengal,Malda,2017,95.72,76.54,78.73,82.02,39.13,23.87,11.99
Karnataka,Kolar,2016,94.96,92.58,19.26,69.61,48.65,31.9,61.81
Andhra Pradesh,Bapatla,2025,23.45,99.73,37.89,65.69,61.24,83.15,21.43
Uttar Pradesh,Ghazipur,2020,19.3,31.48,49.84,99.11,70.89,61.34,80.36
Nagaland,Tuensang,2015,31.64,11.2,42.86,41.59,42.18,93.0,52.04
Chhattisgarh,Rajnandgaon,2025,96.25,83.53,23.35,82.59,90.94,19.21,35.15
Assam,Baksa,2025,77.21,76.51,15.54,26.34,66.53,65.91,56.41
Bihar,Darbhanga,2022,17.27,29.97,99.51,58.47,26.13,74.96,93.66
Gujarat,Bhavnagar,2021,43.02,53.29,52.99,47.68,24.17,19.58,60.71
Arunachal Pradesh,Changlang,2020,53.88,32.9,36.19,20.76,13.57,95.63,59.91
Chhattisgarh,Raipur,2020,79.24,51.07,59.08,41.97,12.22,87.48,78.22
Chhattisgarh,Janjgir-Champa,2019,94.33,91.02,81.36,47.31,91.89,48.09,98.03
Gujarat,Tapi,2017,24.06,32.43,17.5,61.46,29.66,68.12,30.15
Uttarakhand,Rudraprayag,2015,41.27,30.99,91.59,23.82,13.73,79.8,58.46
Tamil Nadu,Ramanathapuram,2024,74.57,73.77,92.39,83.76,18.33,60.5,79.07
Chhattisgarh,Balrampur,2021,57.96,88.41,80.4,19.98,17.4,61.09,51.0
Uttar Pradesh,Meerut,2018,80.91,35.72,67.2,87.97,73.85,69.03,21.68
Odisha,Mayurbhanj,2025,20.87,29.7,49.07,20.73,93.05,94.33,51.77
Gujarat,Bhavnagar,2018,39.21,27.81,45.77,89.54,35.73,19.41,48.2
Haryana,Kurukshetra,2020,46.7,84.81,50.62,69.57,13.94,10.65,23.04
Himachal Pradesh,Lahaul & Spiti,2015,84.12,88.22,69.1,93.37,50.19,77.66,25.82
Chhattisgarh,Raigarh,2018,58.0,15.99,96.6,95.9,36.17,12.03,40.4
Odisha,Jagatsinghpur,2018,68.99,36.38,37.85,70.05,44.36,34.43,65.41
Madhya Pradesh,Shivpuri,2015,82.65,54.01,80.62,89.88,25.69,70.98,31.67
Andhra Pradesh,Alluri Sitharama Raju,2016,27.2,51.32,76.4,24.84,74.77,60.28,88.96
Uttar Pradesh,Bareilly,2023,24.04,40.36,36.86,66.32,76.55,97.98,63.97
Madhya Pradesh,Neemuch,2019,59.15,80.49,65.34,59.19,79.05,47.98,99.12
Bihar,Jehanabad,2021,76.08,95.6,37.98,26.01,29.56,55.21,42.02
Assam,Hojai,2019,85.74,16.92,76.04,19.1,26.98,19.93,72.12
Rajasthan,Tonk,2017,43.04,88.75,36.55,46.51,76.01,86.29,90.19
Andhra Pradesh,Vizianagaram,2017,72.15,81.47,55.59,80.91,12.33,34.4,52.17
Haryana,Hisar,2021,83.55,25.97,63.44,91.92,67.51,29.37,89.8
Andhra Pradesh,West Godavari,2022,58.0,81.04,37.08,81.18,69.33,63.21,24.56
West Bengal,Purulia,2023,68.81,82.47,17.42,40.1,16.78,23.91,41.65
Uttar Pradesh,Budaun,2025,77.72,17.2,87.71,59.43,61.8,75.11,42.84
Manipur,Churachandpur,2022,66.42,55.31,68.24,99.14,11.48,26.33,24.59
Assam,Kokrajhar,2025,34.99,64.07,13.96,78.39,83.48,39.77,74.84
Karnataka,Mysuru,2017,56.25,33.87,56.85,66.83,85.89,57.55,44.92
Odisha,Deogarh,2025,33.47,61.43,43.64,76.06,27.45,97.67,17.5
Karnataka,Bengaluru Rural,2023,57.27,53.19,23.85,78.49,15.62,87.64,14.28
Tamil Nadu,Perambalur,2015,84.31,15.33,18.35,41.05,90.4,15.78,82.58
Sikkim,Namchi,2022,73.31,34.38,17.55,55.74,98.06,25.77,82.87
Uttarakhand,Champawat,2017,59.92,17.14,84.41,14.77,22.49,11.91,40.63
Odisha,Mayurbhanj,2018,36.61,77.81,51.08,20.6,15.38,40.64,38.43
Maharashtra,Solapur,2022,68.18,77.85,47.12,58.69,27.4,13.82,75.22
Tamil Nadu,Kallakurichi,2023,62.79,32.39,49.12,65.12,15.76,57.57,59.47
Madhya Pradesh,Harda,2019,40.56,47.72,59.62,13.76,49.84,89.95,17.11
Uttar Pradesh,Deoria,2024,92.32,10.98,21.49,71.65,33.56,14.37,66.78
Assam,Dhemaji,2015,51.96,29.48,13.3,81.39,57.7,38.74,33.46
Madhya Pradesh,Rewa,2022,52.78,75.72,78.09,22.87,13.89,75.57,22.94
Uttar Pradesh,Baghpat,2015,13.6,27.63,62.18,98.25,62.23,56.35,45.59
Bihar,Saharsa,2022,21.33,93.61,67.2,86.6,98.24,98.97,83.36
Maharashtra,Ahmednagar,2019,89.67,11.0,85.04,66.1,77.52,57.27,59.14
Himachal Pradesh,Chamba,2022,16.01,84.81,67.27,77.86,80.31,47.77,72.59
Kerala,Kottayam,2024,76.93,13.98,60.99,30.8,68.28,44.94,39.88
Karnataka,Chamarajanagar,2023,99.3,69.79,73.89,14.81,74.51,92.92,38.39
Uttar Pradesh,Fatehpur,2016,24.04,61.07,61.15,53.54,94.82,39.4,83.38
Gujarat,Bharuch,2022,70.28,27.13,81.02,33.93,28.01,61.05,72.59
Telangana,Nirmal,2018,89.27,99.43,96.43,37.79,52.11,37.34,25.41
Tamil Nadu,Ariyalur,2024,88.42,47.03,58.5,78.87,77.92,34.13,25.72
Kerala,Kannur,2016,43.23,43.39,59.54,70.33,16.02,34.47,35.96
Telangana,Nagarkurnool,2022,13.7,65.17,85.92,35.25,76.15,47.26,57.36
Haryana,Yamunanagar,2018,90.03,32.39,53.91,33.06,38.03,74.21,61.31
Nagaland,Longleng,2015,45.41,11.85,89.56,69.77,29.26,84.4,67.21
Jharkhand,Godda,2025,25.42,58.64,86.39,19.83,20.49,55.08,85.9
Meghalaya,Ri Bhoi,2016,41.24,92.74,16.21,85.23,56.61,67.31,56.46
Karnataka,Chamarajanagar,2021,89.04,69.72,26.27,29.0,51.16,21.24,58.39
Jharkhand,Simdega,2016,28.86,39.24,56.55,25.42,95.75,54.17,86.47
Tamil Nadu,Salem,2017,15.57,57.2,30.24,85.85,40.61,75.6,61.53
Assam,Jorhat,2017,33.49,77.14,41.96,51.35,12.87,21.77,58.61
Uttar Pradesh,Firozabad,2023,51.16,82.27,39.34,26.76,89.54,67.52,91.3
Nagaland,Shamator,2024,92.63,22.16,78.74,40.56,93.67,89.14,99.39
West Bengal,Jhargram,2018,51.63,67.0,13.91,31.03,34.71,53.21,36.51
Tamil Nadu,Tirupathur,2024,10.93,61.22,93.22,85.5,44.42,86.85,97.37
Telangana,Jangaon,2015,95.17,95.13,40.02,97.66,74.56,46.02,69.51
Odisha,Puri,2016,40.76,68.41,19.18,85.52,83.73,69.2,82.74
Maharashtra,Latur,2024,91.55,10.7,77.21,42.58,58.54,84.64,18.27
Rajasthan,Dausa,2019,44.72,24.16,97.6,52.1,16.75,61.06,59.09
Gujarat,Gir Somnath,2019,96.74,74.09,53.54,34.49,77.82,36.85,86.09
Mizoram,Hnahthial,2017,83.09,16.1,20.02,66.77,54.33,61.06,27.07
West Bengal,Darjeeling,2018,13.52,15.88,93.27,37.4,46.05,75.01,82.53
Uttar Pradesh,Rae Bareli,2020,41.86,60.35,47.64,72.4,47.94,40.17,24.83
Madhya Pradesh,Hoshangabad (Narmadapuram),2025,38.49,66.1,42.03,43.09,79.48,55.38,29.36
Manipur,Tamenglong,2020,43.91,35.2,58.85,68.37,75.9,27.86,35.19
Madhya Pradesh,Jhabua,2024,72.41,81.51,58.1,99.33,95.29,34.66,71.72
Arunachal Pradesh,Pakke-Kessang,2019,72.1,81.59,77.31,31.83,41.33,53.95,47.8
Telangana,Jayashankar Bhupalpally,2015,17.03,76.78,75.29,36.67,87.6,34.76,56.55
Madhya Pradesh,Neemuch,2021,54.23,81.97,83.32,52.6,71.68,10.6,91.9
Tamil Nadu,Ariyalur,2017,33.68,72.45,73.65,17.23,86.52,85.0,31.85
Madhya Pradesh,Dhar,2023,77.82,71.17,99.18,16.17,89.41,55.6,83.85
Uttar Pradesh,Mainpuri,2020,83.87,48.97,98.46,88.92,24.59,37.52,86.65
Bihar,Gopalganj,2017,76.81,50.43,87.17,57.26,37.5,14.59,34.4
Andhra Pradesh,Alluri Sitharama Raju,2015,23.01,24.83,82.9,75.67,30.11,24.66,31.49
Uttar Pradesh,Jhansi,2024,12.51,27.27,10.58,61.97,45.89,98.34,52.74
Kerala,Kollam,2021,95.34,46.3,32.11,20.79,53.78,53.62,69.16
Chhattisgarh,Sarangarh-Bilaigarh,2020,45.1,49.56,97.02,51.37,31.65,29.29,37.46
Nagaland,Shamator,2019,74.05,85.77,43.87,34.14,21.24,73.52,17.92
Bihar,Arwal,2018,98.67,54.32,94.05,11.49,86.39,63.52,40.04
Punjab,Gurdaspur,2022,62.87,94.03,14.57,18.14,90.29,22.52,89.31
Jharkhand,Jamtara,2016,12.61,35.89,91.02,41.97,49.77,29.63,68.33
Arunachal Pradesh,Upper Subansiri,2023,66.5,59.74,77.29,76.51,65.2,80.6,60.92
Mizoram,Aizawl,2017,16.59,35.24,70.19,69.11,11.91,37.56,96.84
Karnataka,Mysuru,2022,46.34,68.5,68.82,69.33,25.34,45.04,85.71
Maharashtra,Mumbai City,2018,26.11,19.82,45.09,60.0,87.15,47.98,84.27
Telangana,Suryapet,2023,80.32,49.79,60.83,43.71,64.33,47.87,36.41
Punjab,Jalandhar,2025,13.16,16.02,78.1,56.74,64.49,16.41,81.81
Assam,Charaideo,2022,70.66,51.73,82.96,54.25,99.98,51.86,80.7
Uttar Pradesh,Ayodhya,2024,35.55,59.03,20.81,16.92,17.75,90.06,97.42
Uttar Pradesh,Jaunpur,2023,63.3,34.48,64.15,73.77,25.58,88.17,84.61
Andhra Pradesh,Vizianagaram,2024,86.07,78.23,32.8,48.26,33.66,71.96,44.11
Gujarat,Surendranagar,2025,62.87,64.64,54.28,38.29,97.16,16.85,78.02
Maharashtra,Raigad,2018,35.32,84.07,58.49,28.18,24.94,19.67,32.62
Karnataka,Davanagere,2024,26.32,33.44,37.47,95.53,71.92,82.23,98.27
Andhra Pradesh,Eluru,2023,14.56,85.19,46.8,53.59,76.26,88.22,95.1
Rajasthan,Khairthal-Tijara,2023,87.73,81.7,63.67,95.96,54.77,16.59,58.09
Gujarat,Bharuch,2022,88.22,40.03,75.06,42.18,10.8,42.89,71.11
Uttar Pradesh,Bahraich,2021,25.35,42.5,60.46,79.51,80.45,95.16,29.67
Assam,Jorhat,2020,71.85,22.05,16.59,87.37,33.29,28.32,33.62
Assam,Sivasagar,2020,89.93,87.11,26.31,13.91,87.79,81.7,72.38
Kerala,Palakkad,2022,14.2,79.52,30.25,81.98,77.24,11.74,55.52
Maharashtra,Akola,2023,71.18,69.8,61.93,49.88,57.53,49.27,32.98
West Bengal,Howrah,2016,49.52,15.13,66.09,31.45,98.96,51.79,81.35
Odisha,Cuttack,2019,61.65,20.51,65.14,80.85,37.48,50.33,30.51
Bihar,Jamui,2024,89.84,87.42,67.88,79.08,32.9,68.83,34.69
West Bengal,Paschim Bardhaman,2019,71.97,68.69,55.41,79.89,17.31,69.46,97.12
Gujarat,Mehsana,2019,44.53,72.77,51.53,35.28,54.1,51.89,14.7
Kerala,Alappuzha,2023,61.6,37.68,70.07,74.99,21.16,78.79,55.31
Jharkhand,Giridih,2024,40.89,71.38,92.3,42.07,21.59,11.86,12.51
Maharashtra,Nandurbar,2015,39.37,53.42,66.75,17.93,52.52,65.65,45.66
Maharashtra,Mumbai Suburban,2023,79.46,66.0,49.19,86.85,24.88,15.81,67.2
Karnataka,Chamarajanagar,2024,26.19,69.48,54.31,98.86,62.28,52.73,50.52
Uttar Pradesh,Mirzapur,2021,56.92,20.54,75.78,69.52,64.61,91.76,92.08
Madhya Pradesh,Jabalpur,2022,14.72,22.87,13.36,75.76,48.37,37.0,61.01
West Bengal,Malda,2024,97.52,32.06,47.33,90.21,69.2,74.58,65.49
Meghalaya,South West Garo Hills,2022,98.84,19.03,29.03,69.69,51.12,39.35,54.55
Assam,West Karbi Anglong,2024,62.49,48.02,37.1,15.45,88.82,72.74,99.58
Madhya Pradesh,Satna,2020,56.96,59.26,12.8,15.69,38.77,67.09,90.26
Rajasthan,Jaisalmer,2025,70.17,82.37,59.21,80.74,45.7,45.92,75.58
Odisha,Kendrapara,2025,38.6,16.66,45.59,67.55,85.27,82.72,98.71
Uttar Pradesh,Sitapur,2017,56.39,50.79,85.81,81.7,76.44,11.09,86.18
Telangana,Narayanpet,2025,54.8,93.17,69.29,54.88,27.82,34.95,97.72
Tamil Nadu,Thoothukudi,2020,43.25,71.28,69.73,29.09,67.18,72.2,50.73
Tripura,Unakoti,2020,72.71,17.56,88.77,15.17,89.43,71.91,60.52
Manipur,Noney,2018,15.84,54.84,19.17,75.84,22.11,97.77,50.62
Uttar Pradesh,Bareilly,2023,41.69,48.84,21.04,39.9,91.19,49.86,84.4
Manipur,Jiribam,2024,92.07,55.23,11.68,27.79,19.76,35.22,62.82
Rajasthan,Neem Ka Thana,2016,18.52,22.5,15.85,32.96,75.03,16.66,12.59
West Bengal,Jhargram,2024,93.26,86.76,18.68,76.51,76.54,46.54,69.73
Uttar Pradesh,Barabanki,2019,58.57,25.45,56.06,60.15,26.19,30.96,28.72
Rajasthan,Dungarpur,2018,92.25,58.42,50.35,93.32,39.13,74.86,88.94
Tamil Nadu,Chengalpattu,2017,70.3,52.54,22.73,19.52,52.34,38.57,26.41
Rajasthan,Jaipur,2023,77.1,73.87,93.97,17.38,93.23,57.08,62.08
Bihar,Banka,2020,37.79,59.15,90.11,87.81,51.1,76.76,53.05
Madhya Pradesh,Satna,2017,57.96,46.81,65.35,90.04,38.52,16.07,17.0
Bihar,Jamui,2020,37.32,89.34,65.77,15.34,63.52,20.87,56.33
Telangana,Jagtial,2022,25.69,15.61,63.17,31.86,83.79,20.46,69.54
Bihar,Araria,2016,43.21,87.52,43.92,24.37,21.91,10.22,43.44
Uttar Pradesh,Chandauli,2020,70.71,40.72,32.23,97.5,49.48,98.54,14.02
Uttar Pradesh,Mathura,2022,38.13,14.81,42.86,33.9,68.71,60.59,89.55
Telangana,Nalgonda,2016,56.87,88.58,71.2,93.05,29.54,50.43,55.2
Karnataka,Haveri,2022,49.28,25.6,86.11,87.81,35.61,12.61,61.31
Punjab,Amritsar,2020,45.51,12.34,85.97,66.76,52.0,22.81,39.28
Arunachal Pradesh,Pakke-Kessang,2021,13.71,54.2,92.98,78.12,92.68,90.15,81.79
Uttar Pradesh,Siddharthnagar,2021,71.99,86.35,54.4,69.46,77.24,53.57,92.29
Chhattisgarh,Dhamtari,2015,66.38,50.99,24.88,41.99,75.09,58.63,32.31
Bihar,Jehanabad,2024,56.81,66.38,34.88,32.24,85.69,97.18,24.86
Rajasthan,Dungarpur,2022,33.19,28.9,44.5,67.33,17.58,31.3,67.06
Odisha,Sonepur,2021,80.13,90.64,24.69,79.95,66.58,88.68,47.84
Odisha,Dhenkanal,2024,71.74,57.88,73.71,65.06,83.49,41.99,16.82
Tamil Nadu,Kanchipuram,2022,80.67,46.01,62.83,67.73,12.67,51.58,87.18
Manipur,Pherzawl,2024,11.28,40.77,49.21,85.42,96.69,69.38,91.24
Rajasthan,Alwar,2022,51.6,27.87,75.25,14.65,58.89,66.65,38.03
Bihar,Katihar,2022,48.98,15.16,97.05,85.17,52.55,64.14,72.45
Uttar Pradesh,Banda,2019,89.98,61.5,96.96,21.2,96.13,29.84,12.02
Madhya Pradesh,Jabalpur,2015,39.92,52.02,97.27,70.45,21.83,14.32,68.91
Kerala,Thiruvananthapuram,2017,87.45,72.21,18.33,94.89,53.53,74.25,83.81
Assam,Golaghat,2018,54.22,68.55,49.9,51.06,28.17,91.64,76.0
Assam,Goalpara,2021,38.55,17.85,15.09,88.91,99.82,71.68,22.24
Madhya Pradesh,Singrauli,2023,41.55,61.97,95.0,66.13,82.1,48.96,11.13
Karnataka,Gadag,2024,12.18,97.08,72.53,63.28,13.99,75.82,21.04
Rajasthan,Karauli,2018,90.83,78.61,49.28,65.37,84.98,71.33,72.82
Kerala,Alappuzha,2024,89.56,33.01,43.39,15.43,54.96,51.31,53.68
Nagaland,Wokha,2015,73.85,28.51,62.23,90.4,84.34,63.41,33.95
Telangana,Mancherial,2025,71.91,29.34,79.47,29.38,10.09,55.54,57.03
Assam,Barpeta,2022,22.1,41.41,73.86,98.36,20.55,31.89,99.89
Karnataka,Bengaluru Urban,2019,62.42,83.97,34.06,12.67,93.83,21.09,30.19
Gujarat,Patan,2015,16.14,27.03,50.59,27.25,25.65,45.06,15.63
Maharashtra,Sindhudurg,2025,14.49,60.98,18.69,78.76,37.65,59.2,62.34
Karnataka,Bengaluru Rural,2019,88.73,21.13,15.04,38.82,95.93,18.67,62.13
Karnataka,Uttara Kannada,2023,38.92,54.99,14.19,60.52,57.2,69.52,72.21
Uttar Pradesh,Jhansi,2019,55.94,52.06,72.93,46.78,65.58,73.88,47.6
Chhattisgarh,Korba,2020,80.34,55.69,56.27,78.99,34.84,39.13,79.64
Haryana,Faridabad,2025,88.75,73.08,47.81,65.65,28.09,59.2,31.28
Odisha,Puri,2016,85.76,69.89,95.24,23.18,62.98,68.78,58.08
Madhya Pradesh,Chhatarpur,2023,77.98,58.44,52.04,69.69,10.59,50.35,33.52
Madhya Pradesh,Bhind,2018,90.66,79.13,81.47,31.59,10.24,73.44,76.36
Gujarat,Bharuch,2020,79.71,77.07,83.94,41.66,63.68,61.87,74.32
Madhya Pradesh,Agar Malwa,2023,36.32,78.59,41.38,64.81,72.93,13.61,36.86
Goa,South Goa,2025,10.12,52.4,40.34,79.47,17.15,68.29,67.96
Himachal Pradesh,Kinnaur,2023,16.21,62.84,50.23,51.29,52.41,10.4,80.73
