state,district,year,malnutrition_rate,undernourishment,child_stunting,child_wasting,vitamin_deficiency,obesity_rate,nutrition_programs
Rajasthan,Bikaner,2020,46.98,67.43,16.46,80.34,83.54,31.07,52.71
Andhra Pradesh,Kakinada,2022,64.58,13.26,62.87,77.71,66.47,60.31,79.27
Assam,Biswanath,2024,59.35,95.22,45.78,89.16,53.1,31.33,17.76
Karnataka,Vijayanagara,2015,92.39,58.86,70.37,11.47,15.9,46.58,77.19
Arunachal Pradesh,East Siang,2017,12.12,80.98,56.14,43.36,38.13,86.23,86.23
Punjab,Fazilka,2020,56.65,81.46,96.5,42.25,73.92,10.4,23.66
Bihar,Darbhanga,2016,21.89,20.49,90.82,93.65,12.21,29.17,61.46
West Bengal,North 24 Parganas,2021,25.12,48.07,73.24,30.81,36.7,29.03,36.07
Telangana,Hanamkonda,2018,23.41,16.31,36.11,20.06,18.41,59.12,10.07
Madhya Pradesh,Harda,2016,58.99,92.76,84.62,72.72,92.72,93.34,15.33
Nagaland,Longleng,2018,35.56,73.35,43.69,23.19,55.09,89.16,77.4
Maharashtra,Kolhapur,2020,31.13,28.73,31.42,84.88,69.24,36.35,97.02
Telangana,Kamareddy,2016,47.34,47.96,99.91,13.77,81.14,16.29,20.03
Uttar Pradesh,Maharajganj,2023,13.5,17.6,72.44,80.49,75.23,61.32,45.09
Mizoram,Kolasib,2024,40.23,82.74,67.18,42.49,43.61,98.88,14.8
Maharashtra,Latur,2024,30.7,70.04,46.0,22.67,86.95,61.58,91.65
Rajasthan,Kota,2025,44.9,11.59,41.54,29.14,15.64,82.56,95.48
Uttar Pradesh,Kushinagar,2022,58.94,87.61,59.3,75.74,73.36,42.11,83.69
Chhattisgarh,Surajpur,2018,14.33,59.23,98.48,22.74,39.92,34.23,52.07
Andhra Pradesh,Kakinada,2016,15.65,96.87,64.68,72.62,49.12,19.42,85.05
Telangana,Komaram Bheem Asifabad,2023,34.32,55.03,74.86,72.96,30.86,88.82,55.17
Bihar,West Champaran,2022,27.81,69.29,28.5,71.44,17.44,62.41,17.05
Rajasthan,Rajsamand,2016,93.65,64.86,92.16,52.31,23.32,10.68,87.77
Telangana,Ranga Reddy,2021,78.37,54.09,11.44,44.35,47.52,98.79,25.46
Manipur,Tamenglong,2016,74.62,80.76,79.82,48.16,33.51,47.2,78.74
Uttar Pradesh,Hathras,2015,58.59,61.62,60.79,40.61,94.31,45.97,12.8
Manipur,Imphal East,2019,39.89,54.67,81.68,11.06,11.85,70.13,76.36
Gujarat,Panchmahal,2017,41.51,51.21,14.49,78.31,20.07,66.33,22.73
Uttarakhand,Nainital,2018,40.73,69.27,21.41,20.98,73.37,81.02,48.83
Karnataka,Kodagu,2019,57.67,35.43,91.6,85.96,28.44,87.51,47.21
Gujarat,Ahmedabad,2020,81.1,65.98,27.47,77.97,58.1,27.38,59.08
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2020,41.14,53.39,95.51,20.65,64.96,12.96,85.45
Punjab,Mansa,2016,49.09,14.32,31.47,31.89,90.52,43.48,63.08
Bihar,Sheikhpura,2016,69.12,77.98,44.48,38.23,32.29,49.53,47.12
Andhra Pradesh,Eluru,2015,80.69,79.75,37.38,36.8,71.72,91.67,11.69
Uttar Pradesh,Ambedkar Nagar,2020,84.21,65.15,47.25,71.77,10.87,49.85,66.52
Telangana,Vikarabad,2024,36.57,58.58,13.46,76.61,92.27,31.67,17.5
Uttar Pradesh,Lucknow,2020,91.27,69.78,38.62,57.91,69.62,23.61,56.41
Odisha,Kandhamal,2015,70.3,25.68,34.99,83.86,69.13,49.37,56.16
Assam,Hailakandi,2017,30.67,12.24,59.09,60.53,86.21,71.43,50.29
Mizoram,Saitual,2023,39.66,33.34,19.07,71.38,74.1,99.07,81.33
Karnataka,Udupi,2024,55.56,70.11,45.66,33.09,61.47,41.82,32.46
Bihar,Jamui,2022,56.65,41.74,66.34,98.63,81.93,66.99,71.14
Bihar,Madhepura,2024,23.13,13.81,21.51,44.18,17.71,50.65,88.7
Gujarat,Ahmedabad,2019,56.27,28.65,70.92,99.9,35.56,16.59,15.81
Tamil Nadu,Karur,2015,66.62,35.65,69.88,58.25,32.45,29.17,11.22
Madhya Pradesh,Khandwa,2021,43.1,83.54,23.53,77.67,42.19,91.6,20.1
Chhattisgarh,Surajpur,2023,81.54,90.31,61.84,88.66,34.07,56.56,92.41
Uttar Pradesh,Siddharthnagar,2017,55.53,22.62,89.96,76.0,23.47,16.08,91.52
Odisha,Cuttack,2021,97.13,11.25,57.58,60.43,32.19,44.83,49.49
Assam,Dima Hasao,2019,90.15,48.18,25.89,32.52,59.19,71.29,11.03
Maharashtra,Jalna,2016,11.53,33.86,84.74,74.3,50.85,14.38,76.05
West Bengal,South 24 Parganas,2016,62.74,23.41,99.34,76.14,79.73,99.32,80.01
Maharashtra,Osmanabad (Dharashiv),2015,32.63,87.84,21.17,93.82,68.77,45.23,87.35
Gujarat,Valsad,2018,67.23,91.34,59.74,64.62,67.03,27.83,98.98
Assam,Goalpara,2024,82.55,79.25,44.32,16.25,75.05,28.48,59.76
Arunachal Pradesh,West Siang,2016,48.22,60.94,47.38,81.22,33.3,93.84,96.71
Karnataka,Bengaluru Rural,2021,92.73,49.38,46.04,84.67,21.51,42.1,30.7
Telangana,Hyderabad,2019,24.5,18.89,85.55,84.94,53.97,64.67,23.73
Uttarakhand,Pauri Garhwal,2015,99.91,82.36,25.18,88.96,90.35,94.9,61.06
Andhra Pradesh,YSR Kadapa,2017,58.4,39.65,71.39,16.9,69.5,81.96,36.54
Meghalaya,East Jaintia Hills,2023,58.84,85.38,93.42,45.45,91.92,35.46,59.1
Bihar,Araria,2018,54.49,88.79,46.07,62.13,63.5,30.61,71.99
Maharashtra,Bhandara,2019,26.44,29.99,58.23,54.54,76.3,27.05,40.2
Madhya Pradesh,Tikamgarh,2024,71.22,34.41,20.76,37.31,11.43,57.94,20.77
Sikkim,Mangan,2024,90.93,87.48,81.53,60.78,26.17,52.66,18.5
Maharashtra,Solapur,2020,34.88,64.1,54.06,25.32,47.59,41.75,30.41
Tamil Nadu,Thanjavur,2015,89.53,67.76,17.76,60.85,37.27,25.15,77.6
Uttar Pradesh,Hardoi,2024,94.57,47.0,48.29,89.8,36.84,19.21,89.37
Bihar,Lakhisarai,2021,62.27,60.27,78.98,20.04,24.19,68.37,40.63
Gujarat,Rajkot,2019,52.27,37.96,55.47,52.12,10.42,47.04,96.24
Uttar Pradesh,Gautam Buddha Nagar,2024,95.01,24.1,73.79,24.64,91.51,21.74,15.54
Telangana,Medchal-Malkajgiri,2025,33.13,49.95,77.93,88.0,65.76,67.75,84.29
Haryana,Nuh,2018,55.27,13.16,73.33,22.67,79.37,29.59,29.38
Himachal Pradesh,Chamba,2023,89.13,98.98,14.75,33.81,81.89,51.96,83.89
Kerala,Kasaragod,2024,80.98,11.83,83.75,38.42,26.62,33.3,41.78
Madhya Pradesh,Shahdol,2019,54.92,90.53,79.35,33.7,81.29,71.82,92.27
Manipur,Kamjong,2021,34.16,66.28,55.87,62.91,60.05,57.0,48.0
West Bengal,Kalimpong,2015,63.99,98.16,21.0,97.66,15.21,83.44,56.26
Madhya Pradesh,Singrauli,2015,65.25,74.69,12.4,54.52,46.65,87.64,89.42
Kerala,Wayanad,2023,77.45,45.02,29.01,24.99,65.6,62.22,27.35
Odisha,Nayagarh,2016,32.63,76.02,64.64,76.54,46.16,81.29,51.36
Assam,Jorhat,2024,14.01,27.42,74.87,90.55,80.8,29.59,80.96
Chhattisgarh,Sakti,2020,76.09,69.98,66.16,69.34,73.44,27.12,59.91
Goa,North Goa,2022,82.26,58.06,75.42,71.61,41.02,47.33,34.26
Rajasthan,Deeg,2015,12.34,61.46,46.26,30.32,40.76,63.2,59.92
Rajasthan,Karauli,2024,61.71,31.16,13.46,42.21,24.0,35.29,38.19
Rajasthan,Sanchore,2019,94.24,21.24,31.05,24.39,71.14,37.65,99.6
Haryana,Ambala,2021,92.26,17.93,64.12,47.23,90.69,70.14,10.54
West Bengal,Kalimpong,2021,54.91,66.08,81.12,65.79,44.61,19.43,79.76
Punjab,Jalandhar,2020,63.05,28.33,80.41,68.44,17.14,87.85,54.54
Assam,Biswanath,2022,90.56,89.51,89.56,11.33,68.41,22.12,53.63
Haryana,Gurugram,2021,54.2,35.07,36.7,21.15,42.22,50.82,81.97
Tripura,Sepahijala,2020,53.36,92.54,84.54,92.12,68.24,13.79,16.44
Haryana,Bhiwani,2017,11.4,93.08,43.52,33.56,24.74,60.65,97.24
Uttarakhand,Udham Singh Nagar,2023,66.38,70.68,58.64,10.23,67.43,77.49,85.04
Rajasthan,Udaipur,2021,36.7,99.64,75.3,47.54,21.0,33.57,19.36
Karnataka,Uttara Kannada,2022,69.68,40.85,57.13,22.76,20.3,57.51,24.34
Chhattisgarh,Mungeli,2021,12.57,90.07,78.28,43.54,37.89,34.57,27.77
Assam,Bongaigaon,2020,70.09,34.2,74.76,88.81,86.95,22.25,29.63
Himachal Pradesh,Shimla,2021,38.23,29.03,12.88,63.29,81.0,87.98,97.15
Rajasthan,Phalodi,2017,74.26,18.7,91.92,86.13,27.28,54.47,35.13
Bihar,East Champaran,2019,99.11,84.63,33.08,92.65,55.15,68.01,43.64
Bihar,West Champaran,2024,21.74,64.97,64.22,28.81,77.56,87.92,77.45
Odisha,Dhenkanal,2025,97.12,12.98,24.73,22.3,88.51,46.15,44.32
Telangana,Ranga Reddy,2022,77.37,47.88,97.49,10.96,33.01,72.51,45.36
Chhattisgarh,Kondagaon,2025,35.19,73.37,92.75,66.42,38.28,27.64,99.52
Karnataka,Ballari,2019,97.0,37.19,18.91,54.38,16.47,77.7,22.6
West Bengal,Murshidabad,2016,71.4,30.05,13.59,21.88,35.21,82.99,61.79
Jharkhand,Godda,2021,22.73,64.86,77.03,53.29,18.32,84.94,35.61
Uttar Pradesh,Kasganj,2022,76.02,21.95,79.37,31.67,85.64,53.77,57.01
Arunachal Pradesh,Lepa Rada,2019,97.95,63.32,71.85,79.52,34.76,21.74,55.27
Madhya Pradesh,Harda,2019,99.26,50.17,23.33,63.56,16.22,19.18,44.1
Andhra Pradesh,Tirupati,2015,97.98,92.05,59.44,26.14,56.97,12.87,77.56
Uttar Pradesh,Unnao,2017,29.01,27.04,94.24,13.35,38.64,92.26,33.36
Bihar,Bhojpur,2023,52.75,90.7,56.71,54.38,96.95,76.31,92.14
Punjab,Malerkotla,2022,21.66,92.53,73.21,31.07,63.76,25.69,70.26
Jharkhand,Godda,2024,59.12,78.29,83.51,11.7,65.75,27.26,40.98
Manipur,Imphal West,2023,61.61,56.29,11.49,67.1,40.09,95.03,96.24
West Bengal,Purba Medinipur,2021,91.72,15.37,67.28,95.22,74.3,23.34,94.92
Karnataka,Kodagu,2016,93.21,14.2,42.03,92.14,89.18,25.5,41.38
Tamil Nadu,Salem,2020,51.59,38.35,56.5,50.0,26.44,17.12,61.79
Gujarat,Kutch,2018,86.5,23.16,64.37,77.88,21.84,72.01,79.54
Kerala,Ernakulam,2019,17.15,78.63,28.14,43.87,62.97,31.4,75.91
Manipur,Imphal East,2025,84.64,24.42,49.56,18.06,93.97,57.92,21.55
Nagaland,Chümoukedima,2025,19.34,98.3,74.32,74.22,46.93,69.9,69.49
Sikkim,Pakyong,2020,26.36,68.01,49.5,88.83,23.38,88.69,95.38
Assam,Dhubri,2023,73.58,61.97,26.79,53.32,91.51,23.49,21.96
Chhattisgarh,Surguja,2022,30.4,11.47,74.85,49.87,61.03,39.4,57.77
Meghalaya,South Garo Hills,2015,18.43,41.52,51.2,31.51,21.3,18.14,30.82
Maharashtra,Nagpur,2019,84.06,12.09,96.6,10.07,78.42,89.96,96.48
Manipur,Chandel,2023,94.1,15.14,11.99,45.5,98.89,24.58,29.81
Tamil Nadu,Dharmapuri,2018,69.73,93.78,38.72,65.58,50.79,39.08,54.5
Nagaland,Tseminyu,2020,55.55,89.49,79.33,52.27,51.15,12.24,27.18
Tamil Nadu,Karur,2016,99.58,50.34,78.36,24.46,53.67,64.89,50.51
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2016,73.53,31.48,10.86,35.32,42.26,64.65,15.61
Tamil Nadu,Tirunelveli,2022,41.63,13.4,33.12,22.95,35.14,80.04,27.94
Uttar Pradesh,Rae Bareli,2024,27.25,56.15,68.63,54.2,37.26,71.72,18.85
West Bengal,Bankura,2019,98.22,39.98,77.9,36.57,57.15,84.67,63.29
Madhya Pradesh,Mandla,2019,63.35,92.7,81.31,90.29,62.89,31.93,23.74
Sikkim,Soreng,2022,70.21,36.51,41.92,63.42,74.29,39.51,21.87
Madhya Pradesh,Chhatarpur,2017,66.14,61.53,31.14,99.91,66.06,91.11,52.26
Assam,Kokrajhar,2023,25.48,33.7,29.01,44.63,41.9,94.78,90.95
Uttar Pradesh,Rae Bareli,2025,89.48,55.24,85.95,53.61,73.0,28.31,60.44
Gujarat,Banaskantha,2022,80.9,96.76,73.58,26.64,57.7,16.97,26.02
Gujarat,Mahisagar,2023,69.81,43.66,66.55,55.81,41.23,49.64,49.53
Chhattisgarh,Bastar,2015,59.46,81.2,40.36,76.7,55.75,75.62,26.71
Telangana,Nalgonda,2021,80.22,80.39,36.06,13.05,59.41,79.87,86.89
Rajasthan,Kotputli-Behror,2024,89.5,51.69,15.06,74.27,37.63,36.54,86.38
Tamil Nadu,Chennai,2019,85.7,75.02,49.14,46.32,98.25,21.7,23.17
Arunachal Pradesh,Siang,2022,20.13,45.11,77.9,84.28,72.04,77.52,85.46
Uttar Pradesh,Pratapgarh,2022,14.23,91.23,47.42,63.45,13.63,14.11,81.44
Odisha,Sambalpur,2018,18.42,62.87,38.68,28.26,68.18,73.82,98.6
Gujarat,Dahod,2016,65.27,74.64,29.63,61.25,39.46,67.82,14.76
Uttar Pradesh,Jhansi,2024,19.99,25.57,40.65,89.26,23.9,29.18,60.88
Karnataka,Yadgir,2025,24.6,95.25,38.34,80.43,37.44,55.08,14.37
Madhya Pradesh,Raisen,2015,53.69,31.6,26.43,41.74,21.15,54.86,58.94
Rajasthan,Churu,2024,29.48,56.77,99.1,65.54,16.71,95.47,71.63
Uttar Pradesh,Banda,2016,97.09,40.56,22.51,49.57,67.2,74.16,16.32
Rajasthan,Salumbar,2018,46.8,59.55,74.28,91.41,26.21,58.95,53.9
Maharashtra,Pune,2016,75.6,39.73,34.02,22.63,32.23,34.62,42.87
Rajasthan,Khairthal-Tijara,2025,93.33,39.87,91.23,33.67,96.94,27.07,26.38
Uttar Pradesh,Maharajganj,2017,71.16,89.18,66.33,48.59,53.22,79.43,81.18
Uttar Pradesh,Hathras,2017,76.01,62.7,83.54,72.37,36.08,18.95,88.88
Arunachal Pradesh,Lower Subansiri,2017,58.99,31.8,65.92,19.62,28.64,37.51,43.1
Gujarat,Vadodara,2023,96.57,43.95,16.52,71.85,60.89,59.13,98.79
Arunachal Pradesh,Upper Subansiri,2023,81.55,33.17,26.74,40.87,89.55,56.47,92.74
Bihar,Supaul,2015,23.79,58.43,81.73,91.62,37.0,75.6,67.74
Odisha,Bargarh,2024,53.07,45.38,16.1,97.83,71.88,49.13,55.91
Madhya Pradesh,Singrauli,2025,62.51,96.81,99.07,92.71,65.14,34.73,52.23
Assam,South Salmara-Mankachar,2022,61.14,79.15,10.07,97.11,99.71,17.44,72.7
Madhya Pradesh,Bhopal,2023,72.03,61.9,95.78,48.52,68.69,53.04,44.3
Andhra Pradesh,Anantapur,2016,52.25,85.79,55.2,46.54,20.79,59.8,11.92
Odisha,Sonepur,2015,55.39,27.05,92.73,30.75,98.35,40.09,91.46
Chhattisgarh,Gariaband,2020,94.46,54.61,17.82,80.79,26.58,30.9,54.63
Chhattisgarh,Rajnandgaon,2018,55.58,89.13,75.5,22.01,13.07,19.35,90.95
Arunachal Pradesh,Siang,2015,82.71,12.07,55.58,57.32,93.69,56.38,47.11
Gujarat,Devbhoomi Dwarka,2016,94.23,63.84,54.84,34.74,10.57,34.85,27.78
Uttar Pradesh,Lakhimpur Kheri,2023,51.76,16.32,68.93,60.18,34.59,34.59,69.05
Rajasthan,Anupgarh,2020,93.73,46.75,53.66,20.35,17.38,65.11,42.29
Chhattisgarh,Janjgir-Champa,2020,16.11,72.5,34.68,72.44,44.29,11.25,28.58
Madhya Pradesh,Indore,2017,22.08,14.14,82.53,34.5,99.35,81.44,21.83
Chhattisgarh,Raigarh,2025,77.52,55.46,62.7,52.78,88.51,71.11,82.46
Punjab,Amritsar,2023,43.03,28.58,56.1,49.29,63.61,91.54,93.69
Andhra Pradesh,Parvathipuram Manyam,2016,44.08,71.76,67.82,19.41,23.5,26.58,98.08
Sikkim,Gyalshing,2019,97.13,53.72,32.37,41.88,83.73,88.17,70.26
West Bengal,Paschim Medinipur,2016,98.76,61.21,36.13,99.15,29.68,38.33,45.47
Rajasthan,Didwana-Kuchaman,2020,61.59,39.35,86.43,78.36,86.04,51.76,31.79
Uttar Pradesh,Kanpur Dehat,2024,19.51,22.03,95.56,23.34,49.55,31.13,55.37
Jharkhand,Ranchi,2016,18.81,28.76,62.16,88.36,48.5,57.72,26.39
Telangana,Yadadri Bhuvanagiri,2025,42.8,74.54,87.79,18.4,23.37,82.25,69.58
Bihar,Kaimur,2016,61.54,79.93,53.84,99.89,66.82,89.8,13.51
Odisha,Rayagada,2018,91.32,10.39,14.39,90.24,58.26,86.78,80.4
Chhattisgarh,Narayanpur,2021,80.42,44.12,78.81,15.37,13.44,61.26,18.84
Manipur,Senapati,2020,59.0,49.54,44.05,60.12,96.96,64.58,58.92
Uttar Pradesh,Saharanpur,2018,65.58,59.55,28.81,55.72,78.83,93.96,95.77
Manipur,Imphal West,2015,53.89,28.91,50.9,32.13,86.17,60.71,83.74
West Bengal,Howrah,2020,62.21,21.26,34.4,38.4,90.16,65.07,19.29
Manipur,Senapati,2023,31.8,37.31,86.11,16.18,18.47,32.41,51.34
Madhya Pradesh,Datia,2017,62.51,67.81,36.8,63.33,12.44,84.45,46.05
Uttar Pradesh,Chandauli,2021,90.29,69.9,12.43,58.75,92.25,80.23,92.22
Jharkhand,Lohardaga,2021,74.06,84.49,63.66,94.25,39.61,34.41,50.68
Telangana,Mulugu,2015,98.65,36.29,38.99,79.4,62.33,45.77,34.22
Uttar Pradesh,Jhansi,2016,47.85,98.5,36.33,69.25,78.95,21.38,33.19
Gujarat,Bhavnagar,2023,48.74,41.48,91.83,76.86,56.79,82.66,25.53
Tamil Nadu,Nagapattinam,2023,48.48,70.74,93.95,48.4,98.23,86.55,88.28
Madhya Pradesh,Balaghat,2017,63.28,46.79,68.72,60.19,85.43,39.82,93.39
Meghalaya,South West Garo Hills,2019,63.96,12.91,39.08,26.68,41.63,83.67,36.46
Bihar,Rohtas,2018,61.85,18.26,99.51,31.09,44.02,41.56,86.77
Karnataka,Chikkaballapur,2025,33.7,40.87,17.89,61.7,19.42,51.47,58.76
Telangana,Siddipet,2015,92.13,73.99,41.57,88.03,16.53,40.38,27.06
West Bengal,Bankura,2016,55.55,71.1,21.47,39.43,36.57,33.13,30.4
Uttar Pradesh,Amethi,2022,24.55,25.81,78.67,58.87,40.68,16.63,19.0
Uttar Pradesh,Gorakhpur,2017,81.98,33.73,97.52,11.4,56.13,79.63,20.7
Manipur,Kangpokpi,2025,95.99,50.24,41.21,58.24,19.22,81.13,74.47
Madhya Pradesh,Bhind,2023,63.42,83.96,41.63,30.33,18.89,77.14,65.73
Bihar,Siwan,2016,78.11,31.51,70.03,62.44,90.41,29.63,28.12
Mizoram,Aizawl,2024,27.34,41.02,53.17,19.66,88.01,77.99,37.52
Assam,Hailakandi,2016,44.43,26.52,50.97,71.73,79.14,29.62,92.78
Uttar Pradesh,Bijnor,2021,29.25,30.48,75.45,54.3,20.3,75.93,16.88
Uttar Pradesh,Amroha,2017,52.7,22.57,61.44,33.67,88.39,42.62,25.1
Madhya Pradesh,Anuppur,2018,82.22,97.05,96.37,38.65,22.82,40.36,47.91
Andhra Pradesh,Guntur,2020,88.28,43.52,49.64,63.62,37.36,68.65,22.09
Tamil Nadu,Thoothukudi,2023,77.92,44.41,14.17,13.06,22.31,42.56,35.2
Arunachal Pradesh,Upper Siang,2023,73.13,69.71,39.37,87.86,64.81,52.57,60.76
Bihar,Arwal,2023,40.04,14.23,31.97,29.51,49.82,41.59,31.86
Uttarakhand,Almora,2017,17.19,43.55,25.79,33.24,98.04,25.15,93.94
Tamil Nadu,Namakkal,2024,52.62,20.42,63.64,53.61,19.83,94.77,50.22
Jharkhand,West Singhbhum,2015,86.71,35.52,69.11,87.19,61.01,28.96,37.22
Rajasthan,Rajsamand,2018,97.75,47.69,32.93,44.98,15.75,72.8,18.42
Andhra Pradesh,Srikakulam,2023,47.79,77.21,21.74,68.73,30.93,99.49,78.58
Tripura,West Tripura,2016,86.76,12.63,63.28,74.62,90.94,76.88,13.56
Maharashtra,Jalna,2021,52.39,76.43,62.23,10.4,32.37,15.2,40.02
Rajasthan,Jaipur,2016,55.59,77.56,19.05,60.09,16.74,74.97,30.94
Uttar Pradesh,Chandauli,2024,60.79,34.07,15.55,79.66,76.13,53.69,50.56
Rajasthan,Pratapgarh,2015,68.18,83.99,55.09,98.35,53.44,52.6,29.83
Rajasthan,Sri Ganganagar,2020,46.0,21.88,35.31,32.61,28.88,54.83,88.58
Sikkim,Mangan,2015,65.95,39.61,61.31,82.39,91.99,47.2,88.26
Madhya Pradesh,Shivpuri,2022,92.31,98.1,45.48,12.97,12.78,33.68,12.27
Haryana,Jhajjar,2015,99.65,47.18,47.74,30.91,36.16,89.89,16.98
Uttar Pradesh,Kannauj,2018,93.39,17.52,87.89,28.38,71.85,54.1,80.62
Assam,Hojai,2024,90.99,66.47,87.77,24.0,38.27,23.94,29.92
Madhya Pradesh,Neemuch,2024,88.68,22.37,68.1,53.8,62.25,99.28,40.08
Assam,Darrang,2018,88.26,41.5,16.68,63.89,50.8,93.85,83.61
Telangana,Hyderabad,2023,88.8,91.33,56.69,82.68,75.35,48.25,29.8
Tamil Nadu,Ramanathapuram,2019,70.8,33.25,85.1,21.04,23.42,27.28,51.75
Nagaland,Wokha,2021,28.37,83.91,29.95,34.3,97.77,91.18,58.06
Uttar Pradesh,Ayodhya,2020,18.29,75.88,49.23,85.62,62.19,29.23,73.04
Manipur,Pherzawl,2023,85.26,57.88,84.1,21.61,14.08,62.22,18.28
Uttar Pradesh,Barabanki,2021,21.29,65.63,97.87,99.53,85.88,61.25,70.26
Chhattisgarh,Sukma,2021,46.98,93.46,96.3,35.94,13.66,70.54,16.57
Gujarat,Devbhoomi Dwarka,2017,82.89,88.35,76.61,19.77,58.33,99.5,47.87
Uttar Pradesh,Gautam Buddha Nagar,2017,70.66,91.48,27.22,98.37,53.8,22.95,71.27
Chhattisgarh,Sarangarh-Bilaigarh,2018,30.9,68.37,21.92,57.0,51.1,75.12,75.36
Bihar,Katihar,2021,59.23,93.15,65.09,82.66,89.46,43.29,60.85
Madhya Pradesh,Chhindwara,2022,94.6,46.12,82.75,86.91,94.48,10.88,67.41
Jharkhand,Simdega,2015,14.38,63.32,66.24,76.71,80.84,31.44,20.55
Himachal Pradesh,Kullu,2017,34.76,49.25,82.6,86.43,86.86,83.85,57.53
Uttar Pradesh,Basti,2025,84.04,48.74,24.81,42.6,86.84,28.13,37.3
Rajasthan,Pratapgarh,2016,72.52,61.47,96.19,21.93,82.98,46.64,88.19
Bihar,Siwan,2019,22.15,50.05,51.01,63.82,12.32,96.25,98.77
Kerala,Thiruvananthapuram,2020,52.31,72.12,52.72,47.27,67.39,27.68,98.85
Odisha,Nayagarh,2018,17.59,20.42,88.33,65.1,99.78,84.19,18.43
Assam,Jorhat,2016,89.34,23.2,91.06,44.77,35.55,87.72,55.22
Mizoram,Lunglei,2018,81.95,12.75,21.53,60.88,91.83,95.86,98.24
Maharashtra,Parbhani,2021,45.59,89.12,51.77,85.07,18.69,92.16,48.9
Gujarat,Amreli,2018,29.37,12.41,45.3,93.9,76.34,93.28,62.14
Gujarat,Mahisagar,2021,32.27,47.53,46.8,64.01,37.48,52.66,88.58
Himachal Pradesh,Kullu,2025,19.75,12.46,84.43,54.59,80.8,91.29,57.28
Uttar Pradesh,Sultanpur,2024,72.98,98.68,53.71,37.51,81.29,32.19,55.11
Gujarat,Vadodara,2020,55.2,23.16,54.36,42.33,49.64,15.88,18.42
Telangana,Adilabad,2020,40.05,70.36,68.42,48.94,50.0,54.07,49.76
Maharashtra,Sangli,2024,59.64,45.63,34.42,16.47,85.28,20.88,18.8
Madhya Pradesh,Umaria,2022,80.3,88.97,21.64,78.65,62.46,81.61,92.83
Bihar,Khagaria,2024,83.22,63.59,68.26,32.68,75.4,69.43,24.97
Uttar Pradesh,Pilibhit,2015,31.59,47.5,38.03,87.6,44.53,27.17,23.64
Assam,Tinsukia,2022,10.2,21.62,36.15,57.95,49.15,50.34,46.11
Haryana,Yamunanagar,2017,44.47,40.37,69.8,92.87,49.29,32.95,62.78
Bihar,Bhojpur,2015,41.76,20.22,86.73,46.3,83.98,48.45,36.32
Mizoram,Aizawl,2015,67.98,55.85,18.31,30.46,67.0,12.18,22.33
Maharashtra,Akola,2016,46.1,56.64,39.82,43.46,47.06,31.09,61.56
Tripura,North Tripura,2015,75.44,27.91,61.13,74.8,90.07,53.36,65.37
Haryana,Jind,2016,88.89,47.33,98.53,43.86,22.72,82.07,69.57
Assam,Baksa,2016,94.81,38.54,64.41,65.49,35.92,14.76,78.37
Bihar,Nalanda,2019,22.96,39.43,84.59,27.06,40.59,41.21,10.59
Arunachal Pradesh,Lower Subansiri,2019,16.28,48.64,45.21,27.91,23.08,52.28,37.54
Haryana,Faridabad,2022,52.07,60.35,10.02,89.33,67.7,24.73,38.56
Punjab,Ferozepur,2015,32.14,67.15,59.47,40.33,55.43,53.06,14.08
Karnataka,Kodagu,2019,55.85,14.72,67.35,79.81,50.64,40.18,17.35
Mizoram,Hnahthial,2018,24.18,23.06,14.86,83.65,34.41,64.06,19.34
Andhra Pradesh,Anantapur,2024,66.53,85.68,89.44,65.31,87.27,47.95,75.72
Odisha,Balasore,2023,78.58,44.67,47.37,54.54,58.19,96.04,94.63
Madhya Pradesh,Rajgarh,2020,62.35,78.93,66.97,42.82,78.77,70.12,40.74
Andhra Pradesh,NTR,2019,53.3,27.11,43.73,24.83,52.06,98.35,96.92
Tripura,Unakoti,2017,37.67,41.3,26.39,87.75,60.31,98.58,12.03
Uttar Pradesh,Bahraich,2025,75.86,44.85,49.26,68.94,68.53,85.53,90.35
Assam,Cachar,2017,86.74,76.8,95.45,96.67,48.01,63.15,49.08
Telangana,Yadadri Bhuvanagiri,2020,30.68,59.8,55.69,62.05,38.78,93.83,69.84
Telangana,Bhadradri Kothagudem,2016,84.61,65.99,85.24,68.15,85.55,58.07,81.76
Arunachal Pradesh,Lepa Rada,2018,22.18,61.35,29.49,22.09,58.18,52.83,38.84
Punjab,Patiala,2020,33.86,29.69,65.13,96.17,28.17,10.36,96.48
Uttar Pradesh,Unnao,2015,84.19,11.4,78.77,87.95,36.53,22.39,19.78
Tamil Nadu,Mayiladuthurai,2023,38.8,66.86,58.36,22.42,30.72,96.44,11.52
Assam,Udalguri,2025,98.44,92.51,60.66,57.56,81.34,75.04,32.03
Mizoram,Champhai,2019,88.01,83.48,39.12,88.89,77.16,96.08,44.2
Arunachal Pradesh,Lower Dibang Valley,2021,71.79,33.59,24.73,22.97,99.7,43.94,62.45
Rajasthan,Shahpura,2022,96.18,19.16,90.75,58.05,18.2,16.28,27.21
Haryana,Panchkula,2018,38.53,21.54,46.55,36.14,60.49,13.99,78.27
West Bengal,Purba Medinipur,2025,28.94,55.87,38.14,92.91,35.89,53.96,79.87
Bihar,Buxar,2018,60.3,42.35,18.49,22.65,15.35,84.13,89.37
