state,district,year,it_companies,tech_startups,internet_users,mobile_users,data_centers
Arunachal Pradesh,Siang,2023,727,752,888370,1689417,2
Arunachal Pradesh,Siang,2024,261,230,1136077,855986,14
Arunachal Pradesh,Siang,2025,1265,418,1673036,2871541,5
Arunachal Pradesh,Upper Siang,2015,725,102,1130847,979170,11
Arunachal Pradesh,Upper Siang,2016,893,626,1258588,820767,14
Arunachal Pradesh,Upper Siang,2017,886,572,1345948,2020781,0
Arunachal Pradesh,Upper Siang,2018,512,76,260016,358619,11
Arunachal Pradesh,Upper Siang,2019,1171,585,1957658,580598,15
Arunachal Pradesh,Upper Siang,2020,1291,960,818845,1179543,5
Arunachal Pradesh,Upper Siang,2021,393,585,1515170,2673590,2
Arunachal Pradesh,Upper Siang,2022,668,594,1122925,1072014,14
Arunachal Pradesh,Upper Siang,2023,168,984,1943552,1623630,4
Arunachal Pradesh,Upper Siang,2024,1083,100,159170,55493,10
Arunachal Pradesh,Upper Siang,2025,747,117,16613,1706764,2
Arunachal Pradesh,Lower Siang,2015,120,292,983288,1749213,3
Arunachal Pradesh,Lower Siang,2016,1321,355,1898300,675174,11
Arunachal Pradesh,Lower Siang,2017,741,667,961869,1663317,13
Arunachal Pradesh,Lower Siang,2018,1474,940,278521,1198739,9
Arunachal Pradesh,Lower Siang,2019,1829,520,171286,962011,4
Arunachal Pradesh,Lower Siang,2020,1596,608,1525402,1536985,7
Arunachal Pradesh,Lower Siang,2021,258,346,981830,2178515,16
Arunachal Pradesh,Lower Siang,2022,1669,723,1622627,832345,20
Arunachal Pradesh,Lower Siang,2023,968,840,1758212,772442,4
Arunachal Pradesh,Lower Siang,2024,815,83,1566088,2182534,15
Arunachal Pradesh,Lower Siang,2025,562,706,498515,2591361,12
Arunachal Pradesh,Lower Dibang Valley,2015,1170,320,598900,2710645,19
Arunachal Pradesh,Lower Dibang Valley,2016,1369,358,1118627,900406,8
Arunachal Pradesh,Lower Dibang Valley,2017,567,630,1624167,1327157,9
Arunachal Pradesh,Lower Dibang Valley,2018,1634,78,388324,1930192,9
Arunachal Pradesh,Lower Dibang Valley,2019,1669,514,908044,1281915,9
Arunachal Pradesh,Lower Dibang Valley,2020,521,931,1529717,1776935,4
Arunachal Pradesh,Lower Dibang Valley,2021,1430,616,241418,808726,8
Arunachal Pradesh,Lower Dibang Valley,2022,230,22,1305874,510786,8
Arunachal Pradesh,Lower Dibang Valley,2023,1443,404,1593479,2419751,18
Arunachal Pradesh,Lower Dibang Valley,2024,1276,718,1558460,2891779,15
Arunachal Pradesh,Lower Dibang Valley,2025,432,428,441596,1312947,20
Arunachal Pradesh,Dibang Valley,2015,1000,641,1686293,1082336,9
Arunachal Pradesh,Dibang Valley,2016,452,554,137363,1625188,8
Arunachal Pradesh,Dibang Valley,2017,1472,575,1768383,1778198,7
Arunachal Pradesh,Dibang Valley,2018,580,945,1111115,2848826,0
Arunachal Pradesh,Dibang Valley,2019,1142,987,1086138,2382091,7
Arunachal Pradesh,Dibang Valley,2020,523,762,1719956,618887,13
Arunachal Pradesh,Dibang Valley,2021,1911,641,1524414,1261673,10
Arunachal Pradesh,Dibang Valley,2022,609,736,1242645,792277,0
Arunachal Pradesh,Dibang Valley,2023,473,270,1055525,1332090,20
Arunachal Pradesh,Dibang Valley,2024,13,272,149652,1939348,2
Arunachal Pradesh,Dibang Valley,2025,1905,778,666887,332563,19
Arunachal Pradesh,Anjaw,2015,998,165,1694490,223958,0
Arunachal Pradesh,Anjaw,2016,1168,266,526087,2115397,3
Arunachal Pradesh,Anjaw,2017,1043,768,1105665,2741140,0
Arunachal Pradesh,Anjaw,2018,1663,667,364967,887362,17
Arunachal Pradesh,Anjaw,2019,1579,383,1761556,2409121,18
Arunachal Pradesh,Anjaw,2020,791,402,1259252,1708831,12
Arunachal Pradesh,Anjaw,2021,874,878,1414325,2201642,9
Arunachal Pradesh,Anjaw,2022,1368,247,1767157,2354067,10
Arunachal Pradesh,Anjaw,2023,1571,992,823268,2855697,10
Arunachal Pradesh,Anjaw,2024,928,178,1634527,2858341,15
Arunachal Pradesh,Anjaw,2025,1851,673,342285,2630439,10
Arunachal Pradesh,Lohit,2015,428,35,1400453,1134854,0
Arunachal Pradesh,Lohit,2016,1974,663,1993590,2177233,13
Arunachal Pradesh,Lohit,2017,1147,405,1223964,1628008,18
Arunachal Pradesh,Lohit,2018,383,653,1778633,1258143,19
Arunachal Pradesh,Lohit,2019,72,596,1607004,548018,3
Arunachal Pradesh,Lohit,2020,171,981,1089428,1784755,9
Arunachal Pradesh,Lohit,2021,362,447,558172,2031132,7
Arunachal Pradesh,Lohit,2022,839,453,225782,1811251,4
Arunachal Pradesh,Lohit,2023,630,959,1902951,939029,1
Arunachal Pradesh,Lohit,2024,128,503,1352074,2709150,0
Arunachal Pradesh,Lohit,2025,931,785,290517,2571534,18
Arunachal Pradesh,Namsai,2015,963,155,173398,316839,2
Arunachal Pradesh,Namsai,2016,1034,245,1426915,964937,10
Arunachal Pradesh,Namsai,2017,341,285,426040,1637429,17
Arunachal Pradesh,Namsai,2018,1620,592,1371363,1290171,2
Arunachal Pradesh,Namsai,2019,394,868,1894073,2195741,1
Arunachal Pradesh,Namsai,2020,922,405,730315,813880,13
Arunachal Pradesh,Namsai,2021,1193,292,989138,939558,4
Arunachal Pradesh,Namsai,2022,1147,869,1716987,947785,16
Arunachal Pradesh,Namsai,2023,1256,358,1349600,2741125,20
Arunachal Pradesh,Namsai,2024,20,547,1222219,1478985,19
Arunachal Pradesh,Namsai,2025,905,226,1710222,2835549,1
Arunachal Pradesh,Changlang,2015,1901,593,1350164,2976363,0
Arunachal Pradesh,Changlang,2016,1211,582,1293112,751744,11
Arunachal Pradesh,Changlang,2017,563,722,1551174,1764137,12
Arunachal Pradesh,Changlang,2018,1737,488,194033,1131241,4
Arunachal Pradesh,Changlang,2019,672,408,1035451,1049676,1
Arunachal Pradesh,Changlang,2020,1133,619,189830,1613941,16
Arunachal Pradesh,Changlang,2021,1363,732,101246,1337051,0
Arunachal Pradesh,Changlang,2022,1614,28,1218761,102561,10
Arunachal Pradesh,Changlang,2023,457,10,1764117,1253108,13
Arunachal Pradesh,Changlang,2024,841,191,1859124,1764466,16
Arunachal Pradesh,Changlang,2025,1942,461,294654,1618826,20
Arunachal Pradesh,Tirap,2015,1521,639,18464,290764,18
Arunachal Pradesh,Tirap,2016,1424,491,1816701,1670967,4
Arunachal Pradesh,Tirap,2017,1934,385,760031,2894302,6
Arunachal Pradesh,Tirap,2018,631,229,766840,2953452,0
Arunachal Pradesh,Tirap,2019,57,612,170232,868274,20
Arunachal Pradesh,Tirap,2020,1073,394,498014,1457836,4
Arunachal Pradesh,Tirap,2021,684,257,470653,2747346,6
Arunachal Pradesh,Tirap,2022,1686,597,1874655,1684783,4
Arunachal Pradesh,Tirap,2023,101,937,1178990,749288,7
Arunachal Pradesh,Tirap,2024,1958,480,1515691,1621102,17
Arunachal Pradesh,Tirap,2025,1188,110,1607538,1907747,6
Arunachal Pradesh,Longding,2015,277,710,1528534,583225,8
Arunachal Pradesh,Longding,2016,904,517,1656981,2175232,18
Arunachal Pradesh,Longding,2017,1207,273,225546,1910733,17
Arunachal Pradesh,Longding,2018,506,593,308412,126798,15
Arunachal Pradesh,Longding,2019,1328,55,1527708,157059,12
Arunachal Pradesh,Longding,2020,1437,781,1842290,2808087,4
Arunachal Pradesh,Longding,2021,944,354,1268835,822370,9
Arunachal Pradesh,Longding,2022,197,921,1814215,2237119,12
Arunachal Pradesh,Longding,2023,142,892,377736,2068241,6
Arunachal Pradesh,Longding,2024,1780,69,980028,1983949,3
Arunachal Pradesh,Longding,2025,1590,901,603422,363999,1
Arunachal Pradesh,Pakke-Kessang,2015,1663,48,1106200,1257139,0
Arunachal Pradesh,Pakke-Kessang,2016,1082,2,1710384,1011941,10
Arunachal Pradesh,Pakke-Kessang,2017,1851,463,358577,2440488,4
Arunachal Pradesh,Pakke-Kessang,2018,547,580,621734,505098,18
Arunachal Pradesh,Pakke-Kessang,2019,1773,107,936278,787664,11
Arunachal Pradesh,Pakke-Kessang,2020,73,516,1735735,1827659,3
Arunachal Pradesh,Pakke-Kessang,2021,1937,324,510882,88251,1
Arunachal Pradesh,Pakke-Kessang,2022,356,508,1348119,2955443,6
Arunachal Pradesh,Pakke-Kessang,2023,871,606,113005,2515979,9
Arunachal Pradesh,Pakke-Kessang,2024,795,922,760666,2266904,7
Arunachal Pradesh,Pakke-Kessang,2025,1407,465,1342842,2037846,5
Arunachal Pradesh,Leparada,2015,1200,400,1786643,2254474,7
Arunachal Pradesh,Leparada,2016,1435,454,1068230,1515163,10
Arunachal Pradesh,Leparada,2017,1903,606,798297,1470400,13
Arunachal Pradesh,Leparada,2018,383,298,550500,2130674,9
Arunachal Pradesh,Leparada,2019,682,633,1353718,2763460,17
Arunachal Pradesh,Leparada,2020,108,561,754924,2438508,1
Arunachal Pradesh,Leparada,2021,1196,774,1753733,70300,0
Arunachal Pradesh,Leparada,2022,842,307,712279,519715,14
Arunachal Pradesh,Leparada,2023,904,388,1184391,851437,1
Arunachal Pradesh,Leparada,2024,1622,981,272132,534224,6
Arunachal Pradesh,Leparada,2025,754,20,1918279,581187,18
Arunachal Pradesh,Lepa Rada,2015,1414,795,1262678,703361,15
Arunachal Pradesh,Lepa Rada,2016,1782,837,1744557,1791304,17
Arunachal Pradesh,Lepa Rada,2017,1037,443,130711,261284,17
Arunachal Pradesh,Lepa Rada,2018,586,403,1255664,400641,19
Arunachal Pradesh,Lepa Rada,2019,1726,689,878819,1721870,20
Arunachal Pradesh,Lepa Rada,2020,19,575,885951,856856,3
Arunachal Pradesh,Lepa Rada,2021,1347,271,944097,1216970,1
Arunachal Pradesh,Lepa Rada,2022,561,460,1797989,2150237,0
Arunachal Pradesh,Lepa Rada,2023,1343,109,618020,1906730,4
Arunachal Pradesh,Lepa Rada,2024,1440,513,361899,1418252,0
Arunachal Pradesh,Lepa Rada,2025,1868,905,645451,1691311,16
Arunachal Pradesh,Kamle,2015,1756,63,1509677,2823326,8
Arunachal Pradesh,Kamle,2016,1678,296,616928,674343,15
Arunachal Pradesh,Kamle,2017,1498,342,152197,763698,5
Arunachal Pradesh,Kamle,2018,1183,978,761828,998473,8
Arunachal Pradesh,Kamle,2019,122,504,851208,1293083,15
Arunachal Pradesh,Kamle,2020,1117,590,554035,1317120,0
Arunachal Pradesh,Kamle,2021,471,226,1155942,2090883,18
Arunachal Pradesh,Kamle,2022,611,254,1398755,1647145,14
Arunachal Pradesh,Kamle,2023,851,690,1927234,1944953,0
Arunachal Pradesh,Kamle,2024,1677,134,1511646,591697,11
Arunachal Pradesh,Kamle,2025,1550,635,1172639,1751339,3
Assam,Baksa,2015,517,657,561976,871592,20
Assam,Baksa,2016,713,551,1423054,66754,5
Assam,Baksa,2017,643,699,1592449,411315,17
Assam,Baksa,2018,990,357,829641,1503661,13
Assam,Baksa,2019,1155,746,809758,396376,20
Assam,Baksa,2020,1122,246,1534738,1350526,4
Assam,Baksa,2021,1122,363,1228888,149992,14
Assam,Baksa,2022,1033,998,332426,2044913,5
Assam,Baksa,2023,891,116,1838024,1917226,2
Assam,Baksa,2024,696,411,870476,1509705,3
Assam,Baksa,2025,1420,71,1227202,2941534,11
Assam,Barpeta,2015,1499,643,277972,2991887,11
Assam,Barpeta,2016,217,197,1541080,2785683,10
Assam,Barpeta,2017,1830,700,968995,883518,5
Assam,Barpeta,2018,52,293,1739517,1903079,8
Assam,Barpeta,2019,1382,711,214588,1319752,1
Assam,Barpeta,2020,1973,757,1233042,2065767,13
Assam,Barpeta,2021,1729,563,513782,442451,5
Assam,Barpeta,2022,280,281,758292,2931985,18
Assam,Barpeta,2023,367,542,1742713,1007492,7
Assam,Barpeta,2024,410,78,908262,2026796,17
Assam,Barpeta,2025,1684,922,1461950,1212323,12
Assam,Biswanath,2015,1672,473,1438937,735110,13
Assam,Biswanath,2016,364,840,89627,1356269,7
Assam,Biswanath,2017,31,270,837644,1413095,20
Assam,Biswanath,2018,586,522,761533,703855,10
Assam,Biswanath,2019,403,750,1099888,1184405,12
Assam,Biswanath,2020,1068,202,779900,1702451,14
Assam,Biswanath,2021,69,803,914073,755838,1
Assam,Biswanath,2022,1401,352,827625,2262520,0
Assam,Biswanath,2023,1614,349,1167600,261027,19
Assam,Biswanath,2024,886,515,1058338,540760,4
Assam,Biswanath,2025,1837,532,266709,1431794,3
Assam,Bongaigaon,2015,1763,132,419347,2340749,8
Assam,Bongaigaon,2016,233,617,557912,198807,2
Assam,Bongaigaon,2017,1169,609,1765284,2238520,7
Assam,Bongaigaon,2018,1600,876,1993634,2354646,10
Assam,Bongaigaon,2019,119,836,337366,1981785,12
Assam,Bongaigaon,2020,573,416,320641,2746719,11
Assam,Bongaigaon,2021,197,200,1208229,1662356,0
Assam,Bongaigaon,2022,1163,587,160291,2202806,12
Assam,Bongaigaon,2023,1943,539,1950972,1689884,10
Assam,Bongaigaon,2024,486,676,1510374,1775913,1
Assam,Bongaigaon,2025,247,286,1378490,1444974,1
Assam,Cachar,2015,1844,471,146118,269051,2
Assam,Cachar,2016,1675,121,1697649,2472215,5
Assam,Cachar,2017,779,320,1992553,512544,20
Assam,Cachar,2018,951,539,1175857,2703020,2
Assam,Cachar,2019,1748,209,796742,2775438,5
Assam,Cachar,2020,1973,753,93210,663542,6
Assam,Cachar,2021,1851,272,1731015,1865560,4
Assam,Cachar,2022,805,578,1523889,2211953,7
Assam,Cachar,2023,1862,174,1728467,1322050,3
Assam,Cachar,2024,59,31,1559267,2785596,17
Assam,Cachar,2025,425,373,1073552,495089,0
Assam,Charaideo,2015,159,791,1393058,2162211,1
Assam,Charaideo,2016,218,345,861128,2908215,4
Assam,Charaideo,2017,66,668,792219,414633,8
Assam,Charaideo,2018,193,826,1280513,166959,2
Assam,Charaideo,2019,308,993,1065509,1337674,4
Assam,Charaideo,2020,1839,326,1473171,298203,16
Assam,Charaideo,2021,1589,967,596519,2179479,2
Assam,Charaideo,2022,199,926,452747,679774,1
Assam,Charaideo,2023,82,576,1567524,2804012,19
Assam,Charaideo,2024,1391,725,1364893,1512139,5
Assam,Charaideo,2025,1739,934,1266985,400466,19
Assam,Chirang,2015,376,680,638209,840050,12
Assam,Chirang,2016,743,947,1490048,1792078,1
Assam,Chirang,2017,1480,758,1124730,2201173,12
Assam,Chirang,2018,1029,249,261530,1679417,20
Assam,Chirang,2019,1783,820,1144220,1874328,8
Assam,Chirang,2020,466,889,1253309,411299,11
Assam,Chirang,2021,731,717,17351,1655162,19
Assam,Chirang,2022,173,161,669543,2201292,3
Assam,Chirang,2023,553,700,451405,1752597,1
Assam,Chirang,2024,750,304,1504378,2253269,2
Assam,Chirang,2025,1336,183,600809,1009457,12
Assam,Darrang,2015,1268,252,1623667,494031,17
Assam,Darrang,2016,180,230,497764,1997103,5
Assam,Darrang,2017,1164,458,563286,1604400,7
Assam,Darrang,2018,1866,414,833562,1919469,5
Assam,Darrang,2019,1020,794,757211,2694167,2
Assam,Darrang,2020,1213,382,1611714,1483049,14
Assam,Darrang,2021,797,593,1275117,2129847,18
Assam,Darrang,2022,475,296,1256666,2279375,13
Assam,Darrang,2023,911,308,1390482,1115990,9
Assam,Darrang,2024,1579,649,513346,51530,10
Assam,Darrang,2025,202,246,1496168,2888270,0
Assam,Dhemaji,2015,502,755,499048,1865792,5
Assam,Dhemaji,2016,340,997,1542871,2005856,9
Assam,Dhemaji,2017,1474,890,590396,2958688,16
Assam,Dhemaji,2018,788,499,1406023,481856,11
Assam,Dhemaji,2019,617,428,1202769,2843226,19
Assam,Dhemaji,2020,471,417,1989636,99437,0
Assam,Dhemaji,2021,1807,247,1511968,459659,11
Assam,Dhemaji,2022,1613,504,1589736,1293790,20
Assam,Dhemaji,2023,554,308,268638,2256892,3
Assam,Dhemaji,2024,1849,818,519263,2020489,20
Assam,Dhemaji,2025,1401,130,773616,1021221,6
Assam,Dhubri,2015,1690,666,52345,2119781,6
Assam,Dhubri,2016,966,999,1942215,1368179,3
Assam,Dhubri,2017,1910,840,20608,194343,19
Assam,Dhubri,2018,1333,709,1833312,519360,20
Assam,Dhubri,2019,23,420,1292666,1305345,10
Assam,Dhubri,2020,1946,456,175368,22249,17
Assam,Dhubri,2021,1849,858,307511,352102,16
Assam,Dhubri,2022,1323,288,411564,678634,16
Assam,Dhubri,2023,650,907,1817026,1856898,12
Assam,Dhubri,2024,1985,319,1811973,952870,15
Assam,Dhubri,2025,1102,836,964870,312810,12
Assam,Dibrugarh,2015,6,387,1690992,1418767,14
Assam,Dibrugarh,2016,581,177,1337480,1348581,3
Assam,Dibrugarh,2017,493,773,1893605,1604073,2
Assam,Dibrugarh,2018,445,378,544161,1940623,16
Assam,Dibrugarh,2019,1135,744,1014386,181723,4
Assam,Dibrugarh,2020,1586,807,1060055,2536806,2
Assam,Dibrugarh,2021,1466,260,1742020,282483,3
Assam,Dibrugarh,2022,1529,536,1490918,1337890,9
Assam,Dibrugarh,2023,833,370,1949450,2898036,20
Assam,Dibrugarh,2024,1982,395,1463059,1741048,10
Assam,Dibrugarh,2025,1513,925,1477390,2055377,13
Assam,Dima Hasao,2015,1294,398,290710,2866161,7
Assam,Dima Hasao,2016,1957,856,148849,1957052,20
Assam,Dima Hasao,2017,1372,575,1289121,872886,6
Assam,Dima Hasao,2018,515,365,1652460,1132651,19
Assam,Dima Hasao,2019,122,810,616007,831490,12
Assam,Dima Hasao,2020,240,560,1529303,484381,8
Assam,Dima Hasao,2021,1793,614,558778,2200971,5
Assam,Dima Hasao,2022,1062,882,264695,571201,12
Assam,Dima Hasao,2023,1193,895,1902966,337201,14
Assam,Dima Hasao,2024,1395,612,524249,2535873,1
Assam,Dima Hasao,2025,1298,322,1694766,2367949,3
Assam,Goalpara,2015,1702,200,752596,2279911,2
Assam,Goalpara,2016,601,773,1346800,496746,5
Assam,Goalpara,2017,196,422,1088331,654219,11
Assam,Goalpara,2018,124,825,710177,200258,10
Assam,Goalpara,2019,1179,677,1154331,1935647,10
Assam,Goalpara,2020,812,112,1597006,754978,12
Assam,Goalpara,2021,409,728,1649888,745497,2
Assam,Goalpara,2022,1291,557,1521703,502330,9
Assam,Goalpara,2023,822,184,1898155,560092,13
Assam,Goalpara,2024,861,629,1748629,1570255,13
Assam,Goalpara,2025,1254,554,192214,2819035,17
Assam,Golaghat,2015,907,237,1533375,2817656,4
Assam,Golaghat,2016,872,648,1221364,1775865,0
Assam,Golaghat,2017,509,906,808514,528498,7
Assam,Golaghat,2018,1755,627,1144517,1090615,14
Assam,Golaghat,2019,1561,153,1760887,1781449,7
Assam,Golaghat,2020,1601,533,309027,63267,6
Assam,Golaghat,2021,1843,257,831583,2366489,3
Assam,Golaghat,2022,1548,29,384140,2082502,4
Assam,Golaghat,2023,628,637,1801944,1325625,7
Assam,Golaghat,2024,645,490,952148,2753637,1
Assam,Golaghat,2025,1002,309,1683431,1551188,15
Assam,Hailakandi,2015,1354,87,1953491,880093,10
Assam,Hailakandi,2016,1339,888,1448428,2891365,2
Assam,Hailakandi,2017,1137,120,473261,1166631,4
Assam,Hailakandi,2018,1623,374,372943,2520594,14
Assam,Hailakandi,2019,1459,546,779054,1895955,13
Assam,Hailakandi,2020,107,84,650345,359763,16
Assam,Hailakandi,2021,568,640,1658727,193221,5
Assam,Hailakandi,2022,1478,340,1744638,1823649,12
Assam,Hailakandi,2023,1080,105,1054522,1042654,0
Assam,Hailakandi,2024,622,533,350803,1790446,6
Assam,Hailakandi,2025,1132,120,178546,210447,19
Assam,Hojai,2015,1389,865,215149,1153993,6
Assam,Hojai,2016,1708,830,1864120,2228027,16
Assam,Hojai,2017,621,914,1977414,1746916,19
Assam,Hojai,2018,1092,112,425281,1432727,3
Assam,Hojai,2019,786,11,1171053,381603,14
Assam,Hojai,2020,311,471,1434560,1250676,17
Assam,Hojai,2021,1002,494,1377843,298486,11
Assam,Hojai,2022,692,983,1590545,2016019,13
Assam,Hojai,2023,770,709,1205781,2629900,10
Assam,Hojai,2024,1130,231,287130,947242,11
Assam,Hojai,2025,653,228,662620,2562512,5
Assam,Jorhat,2015,617,636,1056539,1452523,18
Assam,Jorhat,2016,758,932,623369,775032,20
Assam,Jorhat,2017,1472,832,754839,1605258,8
Assam,Jorhat,2018,1777,547,403233,75221,12
Assam,Jorhat,2019,464,256,137047,1213618,2
Assam,Jorhat,2020,496,914,18510,498330,5
Assam,Jorhat,2021,1305,592,1365484,994883,19
Assam,Jorhat,2022,1281,752,1829551,1452069,17
Assam,Jorhat,2023,1574,297,1259097,2131219,14
Assam,Jorhat,2024,1541,693,1024933,830090,0
Assam,Jorhat,2025,391,544,458979,1248729,0
Assam,Kamrup,2015,1801,209,790247,1388316,2
Assam,Kamrup,2016,1897,950,704652,533475,13
Assam,Kamrup,2017,1625,362,152747,2281120,19
Assam,Kamrup,2018,547,906,1361744,2753981,17
Assam,Kamrup,2019,904,559,1054889,2588063,2
Assam,Kamrup,2020,742,633,1984104,2214187,20
Assam,Kamrup,2021,814,418,548583,1724877,9
Assam,Kamrup,2022,1702,15,1843389,1117895,4
Assam,Kamrup,2023,1989,970,254635,2239341,19
Assam,Kamrup,2024,1162,258,1548078,1174243,14
Assam,Kamrup,2025,1785,996,1872739,1496212,7
Assam,Kamrup Metropolitan,2015,344,423,1920135,87340,18
Assam,Kamrup Metropolitan,2016,1823,177,61006,2184241,16
Assam,Kamrup Metropolitan,2017,1394,659,1213263,1085534,4
Assam,Kamrup Metropolitan,2018,1398,983,1542168,1649988,5
Assam,Kamrup Metropolitan,2019,1639,766,73762,2172148,17
Assam,Kamrup Metropolitan,2020,573,123,1317520,1627988,4
Assam,Kamrup Metropolitan,2021,1736,757,1352801,2377142,15
Assam,Kamrup Metropolitan,2022,1972,304,1676758,127052,4
Assam,Kamrup Metropolitan,2023,1208,291,1383043,164543,12
Assam,Kamrup Metropolitan,2024,203,560,1700731,2616861,16
Assam,Kamrup Metropolitan,2025,989,645,385469,1259591,9
Assam,Karbi Anglong,2015,234,456,58159,2601552,12
Assam,Karbi Anglong,2016,1745,87,1103949,1939867,11
Assam,Karbi Anglong,2017,1722,642,499756,1121740,13
Assam,Karbi Anglong,2018,1661,732,1344492,375779,6
Assam,Karbi Anglong,2019,1820,113,533248,1801252,12
Assam,Karbi Anglong,2020,562,171,685281,2545967,20
Assam,Karbi Anglong,2021,944,955,1888411,221476,18
Assam,Karbi Anglong,2022,1417,661,661179,883057,4
Assam,Karbi Anglong,2023,751,127,845719,2372907,1
Assam,Karbi Anglong,2024,1908,255,1370333,2723167,4
Assam,Karbi Anglong,2025,71,466,914250,1744388,2
Assam,Karimganj,2015,1760,51,1997765,1374519,6
Assam,Karimganj,2016,1638,787,849256,2772234,20
Assam,Karimganj,2017,1133,382,1526518,2868957,7
Assam,Karimganj,2018,1888,337,740517,798699,3
Assam,Karimganj,2019,496,769,1591369,507900,7
Assam,Karimganj,2020,1606,143,672645,1736690,14
Assam,Karimganj,2021,372,794,1785709,2783672,13
Assam,Karimganj,2022,1689,809,1240634,554426,10
Assam,Karimganj,2023,795,586,733780,708193,8
Assam,Karimganj,2024,1379,400,79229,2368605,7
Assam,Karimganj,2025,1189,665,1851754,920716,5
Assam,Kokrajhar,2015,19,763,410354,1996083,12
Assam,Kokrajhar,2016,739,606,1133359,1172145,16
Assam,Kokrajhar,2017,1874,805,1833327,172068,4
Assam,Kokrajhar,2018,606,384,260570,1969427,3
Assam,Kokrajhar,2019,1907,32,714147,1597824,10
Assam,Kokrajhar,2020,1429,184,275164,873558,13
Assam,Kokrajhar,2021,419,691,945085,69368,1
Assam,Kokrajhar,2022,397,250,615728,2609181,8
Assam,Kokrajhar,2023,429,840,473347,349432,10
Assam,Kokrajhar,2024,119,189,1380752,1850976,2
Assam,Kokrajhar,2025,1329,701,1840314,2600216,19
Assam,Lakhimpur,2015,590,11,1415411,202753,1
Assam,Lakhimpur,2016,32,553,1237056,300812,7
Assam,Lakhimpur,2017,70,945,556649,918246,9
Assam,Lakhimpur,2018,671,370,1300451,668962,0
Assam,Lakhimpur,2019,1458,756,438114,633276,11
Assam,Lakhimpur,2020,1029,687,781849,2983185,5
Assam,Lakhimpur,2021,56,654,76865,993019,8
Assam,Lakhimpur,2022,295,731,1726981,1907666,5
Assam,Lakhimpur,2023,1149,29,960893,2845215,5
Assam,Lakhimpur,2024,1981,969,440745,1534840,15
Assam,Lakhimpur,2025,1736,381,280098,194841,10
Assam,Majuli,2015,1721,887,1544634,2550296,2
Assam,Majuli,2016,1924,135,1857427,1324329,11
Assam,Majuli,2017,741,556,1999730,216627,2
Assam,Majuli,2018,194,718,1768208,1767327,7
