state,district,year,district_gdp,per_capita_income,industrial_output,agriculture_output,service_sector_output
Arunachal Pradesh,East Siang,2017,133051,298818,66430,58807,19184
Arunachal Pradesh,East Siang,2018,188883,230296,18989,8938,49083
Arunachal Pradesh,East Siang,2019,186901,92174,22702,39001,14626
Arunachal Pradesh,East Siang,2020,138024,299526,42769,18561,8880
Arunachal Pradesh,East Siang,2021,99902,107821,64775,8315,89135
Arunachal Pradesh,East Siang,2022,163135,242594,42345,15073,35805
Arunachal Pradesh,East Siang,2023,101320,175838,39628,49101,66997
Arunachal Pradesh,East Siang,2024,60411,296247,16121,34463,48342
Arunachal Pradesh,East Siang,2025,60031,139210,10584,40023,6485
Arunachal Pradesh,Siang,2015,126777,59738,9969,14017,37382
Arunachal Pradesh,Siang,2016,105048,192689,26096,55036,31486
Arunachal Pradesh,Siang,2017,12341,183025,34754,44756,85406
Arunachal Pradesh,Siang,2018,135666,117696,22288,15771,76645
Arunachal Pradesh,Siang,2019,131449,259108,17265,17159,12521
Arunachal Pradesh,Siang,2020,172116,62721,29909,55412,74981
Arunachal Pradesh,Siang,2021,186956,279373,21933,45497,25967
Arunachal Pradesh,Siang,2022,193486,52490,54203,13833,24983
Arunachal Pradesh,Siang,2023,140163,280602,18053,16793,17121
Arunachal Pradesh,Siang,2024,13439,164925,25865,21419,35204
Arunachal Pradesh,Siang,2025,87288,106954,66561,1902,9465
Arunachal Pradesh,Upper Siang,2015,117240,198130,5127,30492,68082
Arunachal Pradesh,Upper Siang,2016,187647,197418,43634,20768,10421
Arunachal Pradesh,Upper Siang,2017,86670,65256,36763,27400,4977
Arunachal Pradesh,Upper Siang,2018,98087,295526,37340,53783,71409
Arunachal Pradesh,Upper Siang,2019,120118,129761,56437,22938,69249
Arunachal Pradesh,Upper Siang,2020,58237,267466,57002,20788,16469
Arunachal Pradesh,Upper Siang,2021,96236,71310,77535,34768,45966
Arunachal Pradesh,Upper Siang,2022,144419,271443,12679,21711,10586
Arunachal Pradesh,Upper Siang,2023,82048,52405,71286,12119,23006
Arunachal Pradesh,Upper Siang,2024,38601,232669,52117,43167,60956
Arunachal Pradesh,Upper Siang,2025,187865,128496,21331,53563,60142
Arunachal Pradesh,Lower Siang,2015,98349,177867,16943,42314,27892
Arunachal Pradesh,Lower Siang,2016,175335,173100,46414,56153,37332
Arunachal Pradesh,Lower Siang,2017,36990,285725,30566,2724,52479
Arunachal Pradesh,Lower Siang,2018,131840,97293,48535,56279,79613
Arunachal Pradesh,Lower Siang,2019,17990,111639,23929,22319,64951
Arunachal Pradesh,Lower Siang,2020,88133,133426,65031,34580,16229
Arunachal Pradesh,Lower Siang,2021,141976,157315,57960,58815,19576
Arunachal Pradesh,Lower Siang,2022,171707,173699,58032,1125,88221
Arunachal Pradesh,Lower Siang,2023,103673,225114,2091,42201,34246
Arunachal Pradesh,Lower Siang,2024,36332,133034,23679,2789,82244
Arunachal Pradesh,Lower Siang,2025,37350,178289,41529,24326,84107
Arunachal Pradesh,Lower Dibang Valley,2015,132837,271855,41076,23528,20738
Arunachal Pradesh,Lower Dibang Valley,2016,111099,105192,3496,23456,18330
Arunachal Pradesh,Lower Dibang Valley,2017,65975,264424,4612,34792,52088
Arunachal Pradesh,Lower Dibang Valley,2018,13431,210044,50277,48951,65160
Arunachal Pradesh,Lower Dibang Valley,2019,5711,185026,77756,49408,59243
Arunachal Pradesh,Lower Dibang Valley,2020,193780,212077,19445,24158,40033
Arunachal Pradesh,Lower Dibang Valley,2021,107814,129207,27228,20148,40010
Arunachal Pradesh,Lower Dibang Valley,2022,34590,155358,70029,41967,60784
Arunachal Pradesh,Lower Dibang Valley,2023,80701,59671,3226,40540,36028
Arunachal Pradesh,Lower Dibang Valley,2024,41357,110187,73177,5592,53523
Arunachal Pradesh,Lower Dibang Valley,2025,46024,282901,78349,27814,9858
Arunachal Pradesh,Dibang Valley,2015,153933,128563,66405,25819,41446
Arunachal Pradesh,Dibang Valley,2016,65566,179137,58626,39573,79031
Arunachal Pradesh,Dibang Valley,2017,127563,99546,17658,54024,47834
Arunachal Pradesh,Dibang Valley,2018,24206,70870,27535,5389,51331
Arunachal Pradesh,Dibang Valley,2019,108730,132316,62740,10541,11874
Arunachal Pradesh,Dibang Valley,2020,88005,134730,32761,48207,88328
Arunachal Pradesh,Dibang Valley,2021,12874,226598,40207,30432,37127
Arunachal Pradesh,Dibang Valley,2022,197047,75546,69766,15814,85206
Arunachal Pradesh,Dibang Valley,2023,35030,251220,27834,53470,78374
Arunachal Pradesh,Dibang Valley,2024,25709,259872,58163,14185,77487
Arunachal Pradesh,Dibang Valley,2025,172459,191364,70206,42745,25507
Arunachal Pradesh,Anjaw,2015,128932,218393,41934,26319,45430
Arunachal Pradesh,Anjaw,2016,141720,97052,49531,59446,50966
Arunachal Pradesh,Anjaw,2017,169816,77299,52518,10579,29322
Arunachal Pradesh,Anjaw,2018,7555,236291,5669,48587,48162
Arunachal Pradesh,Anjaw,2019,104244,95703,68296,11032,17996
Arunachal Pradesh,Anjaw,2020,180213,283554,62061,28196,83517
Arunachal Pradesh,Anjaw,2021,189397,114072,49931,32758,53103
Arunachal Pradesh,Anjaw,2022,50018,149739,62326,29505,10687
Arunachal Pradesh,Anjaw,2023,56065,183711,56348,28679,21622
Arunachal Pradesh,Anjaw,2024,159623,143479,1578,47590,38118
Arunachal Pradesh,Anjaw,2025,32824,92469,65168,39115,52147
Arunachal Pradesh,Lohit,2015,100077,150549,40469,15944,20254
Arunachal Pradesh,Lohit,2016,183613,63143,2513,27371,47872
Arunachal Pradesh,Lohit,2017,125351,88649,8314,56681,49671
Arunachal Pradesh,Lohit,2018,144011,222172,51688,2335,78650
Arunachal Pradesh,Lohit,2019,191824,220086,22954,26756,68003
Arunachal Pradesh,Lohit,2020,71895,269078,40661,40103,36267
Arunachal Pradesh,Lohit,2021,105064,247786,34724,7165,41602
Arunachal Pradesh,Lohit,2022,129316,240776,43830,31400,46073
Arunachal Pradesh,Lohit,2023,189838,180194,74056,26331,33638
Arunachal Pradesh,Lohit,2024,22633,233517,9619,27812,42307
Arunachal Pradesh,Lohit,2025,33508,182535,8020,31748,76853
Arunachal Pradesh,Namsai,2015,114845,128599,75806,43653,25520
Arunachal Pradesh,Namsai,2016,101622,170884,65060,10996,77292
Arunachal Pradesh,Namsai,2017,29663,115199,21383,10415,13276
Arunachal Pradesh,Namsai,2018,144911,266346,48923,27261,22523
Arunachal Pradesh,Namsai,2019,39762,222910,76456,9691,70542
Arunachal Pradesh,Namsai,2020,131093,147776,18726,48002,89526
Arunachal Pradesh,Namsai,2021,59431,210122,74768,44226,69829
Arunachal Pradesh,Namsai,2022,69125,216134,1505,56376,74052
Arunachal Pradesh,Namsai,2023,174334,228965,41573,18258,87515
Arunachal Pradesh,Namsai,2024,104371,83594,79186,34641,77332
Arunachal Pradesh,Namsai,2025,173795,286953,33695,52961,66581
Arunachal Pradesh,Changlang,2015,192849,172534,35650,53937,6739
Arunachal Pradesh,Changlang,2016,177888,199348,45909,8693,88890
Arunachal Pradesh,Changlang,2017,93992,147856,2499,54704,75866
Arunachal Pradesh,Changlang,2018,119929,260992,31984,57908,13840
Arunachal Pradesh,Changlang,2019,45246,141205,50776,43658,69443
Arunachal Pradesh,Changlang,2020,120782,70722,15022,50867,63969
Arunachal Pradesh,Changlang,2021,52556,169117,59187,25453,16688
Arunachal Pradesh,Changlang,2022,77300,191550,55331,58700,72331
Arunachal Pradesh,Changlang,2023,149075,75606,16924,20757,23909
Arunachal Pradesh,Changlang,2024,169953,95713,73355,42553,2051
Arunachal Pradesh,Changlang,2025,91515,193971,53491,42934,34127
Arunachal Pradesh,Tirap,2015,132376,187490,62817,13017,50551
Arunachal Pradesh,Tirap,2016,74031,62406,21026,37617,48665
Arunachal Pradesh,Tirap,2017,14319,95728,65268,38572,47064
Arunachal Pradesh,Tirap,2018,128555,154011,33242,46591,82227
Arunachal Pradesh,Tirap,2019,181335,52150,7693,2144,38748
Arunachal Pradesh,Tirap,2020,162867,57299,22215,53139,70407
Arunachal Pradesh,Tirap,2021,32719,291074,41204,51052,44689
Arunachal Pradesh,Tirap,2022,29385,135726,43020,21361,49165
Arunachal Pradesh,Tirap,2023,183395,79069,3151,23127,76651
Arunachal Pradesh,Tirap,2024,89191,98092,12872,1728,17910
Arunachal Pradesh,Tirap,2025,183254,181430,65990,31079,4339
Arunachal Pradesh,Longding,2015,108777,95938,11363,58339,39200
Arunachal Pradesh,Longding,2016,102654,262144,21257,23371,18960
Arunachal Pradesh,Longding,2017,196932,174336,33608,8793,18043
Arunachal Pradesh,Longding,2018,172140,231658,8661,26144,73908
Arunachal Pradesh,Longding,2019,57273,219895,9946,37658,54614
Arunachal Pradesh,Longding,2020,22369,209483,30868,54249,16140
Arunachal Pradesh,Longding,2021,20324,81877,65217,31251,38451
Arunachal Pradesh,Longding,2022,105302,77682,12374,45473,67221
Arunachal Pradesh,Longding,2023,88640,197212,9898,44781,76217
Arunachal Pradesh,Longding,2024,118916,161914,52968,35475,74985
Arunachal Pradesh,Longding,2025,19151,231937,48809,48447,13930
Arunachal Pradesh,Pakke-Kessang,2015,10635,131294,2116,51864,21021
Arunachal Pradesh,Pakke-Kessang,2016,65121,299847,36527,59229,56294
Arunachal Pradesh,Pakke-Kessang,2017,9959,112551,5207,16264,60520
Arunachal Pradesh,Pakke-Kessang,2018,177725,291005,48259,5983,84696
Arunachal Pradesh,Pakke-Kessang,2019,137603,232151,8535,11910,59776
Arunachal Pradesh,Pakke-Kessang,2020,112744,86730,31098,45860,50446
Arunachal Pradesh,Pakke-Kessang,2021,106709,164679,76320,38251,41729
Arunachal Pradesh,Pakke-Kessang,2022,63820,279260,59311,39485,81737
Arunachal Pradesh,Pakke-Kessang,2023,83783,134426,26381,47405,83808
Arunachal Pradesh,Pakke-Kessang,2024,160823,152725,28082,24456,85245
Arunachal Pradesh,Pakke-Kessang,2025,156403,194639,70937,20787,35867
Arunachal Pradesh,Leparada,2015,87969,135198,54581,20548,17527
Arunachal Pradesh,Leparada,2016,177706,98362,79873,16955,35203
Arunachal Pradesh,Leparada,2017,36710,145198,25374,33313,2587
Arunachal Pradesh,Leparada,2018,32729,193619,65054,54652,5955
Arunachal Pradesh,Leparada,2019,51808,286741,74939,7986,24442
Arunachal Pradesh,Leparada,2020,75622,190270,42864,49349,86569
Arunachal Pradesh,Leparada,2021,45668,95189,6896,16106,35680
Arunachal Pradesh,Leparada,2022,168657,53309,52357,9035,18491
Arunachal Pradesh,Leparada,2023,168795,167453,33681,25411,70677
Arunachal Pradesh,Leparada,2024,22134,85203,11154,21427,76836
Arunachal Pradesh,Leparada,2025,100875,204578,32051,30124,64187
Arunachal Pradesh,Lepa Rada,2015,181367,121844,63725,31076,48386
Arunachal Pradesh,Lepa Rada,2016,147802,196400,66456,6737,10953
Arunachal Pradesh,Lepa Rada,2017,32761,107418,53806,59934,40061
Arunachal Pradesh,Lepa Rada,2018,61926,222358,65445,51714,74338
Arunachal Pradesh,Lepa Rada,2019,9674,265311,57316,25278,2151
Arunachal Pradesh,Lepa Rada,2020,8612,189931,78115,38905,39491
Arunachal Pradesh,Lepa Rada,2021,33271,291765,15813,53026,89682
Arunachal Pradesh,Lepa Rada,2022,28393,268013,63601,5407,80992
Arunachal Pradesh,Lepa Rada,2023,14030,140211,2085,35417,75947
Arunachal Pradesh,Lepa Rada,2024,58285,158977,66456,51303,16944
Arunachal Pradesh,Lepa Rada,2025,144084,131383,14065,9702,17901
Arunachal Pradesh,Kamle,2015,78229,221956,19642,18643,68073
Arunachal Pradesh,Kamle,2016,6395,52562,22962,25769,78461
Arunachal Pradesh,Kamle,2017,94468,278339,21697,59604,73253
Arunachal Pradesh,Kamle,2018,16208,229712,50614,19131,66190
Arunachal Pradesh,Kamle,2019,90391,266813,64516,23423,22662
Arunachal Pradesh,Kamle,2020,40429,245684,54081,7352,6254
Arunachal Pradesh,Kamle,2021,53105,240899,39393,39974,64725
Arunachal Pradesh,Kamle,2022,180171,182426,9109,3634,36538
Arunachal Pradesh,Kamle,2023,61132,196157,75648,18375,21077
Arunachal Pradesh,Kamle,2024,153277,57386,9144,53318,55813
Arunachal Pradesh,Kamle,2025,119191,278930,67252,36021,76155
Assam,Baksa,2015,179761,135250,45341,32014,87246
Assam,Baksa,2016,141703,134562,33251,53694,14484
Assam,Baksa,2017,158871,280858,30482,47910,74028
Assam,Baksa,2018,30122,225736,5670,39634,2122
Assam,Baksa,2019,193557,80184,31270,1521,85605
Assam,Baksa,2020,158939,127125,46105,52551,70601
Assam,Baksa,2021,182026,255723,52959,56906,3132
Assam,Baksa,2022,92776,258122,50533,16999,34385
Assam,Baksa,2023,44794,180745,44549,29754,46482
Assam,Baksa,2024,162090,261873,79762,55953,56923
Assam,Baksa,2025,15647,112835,13959,49266,35518
Assam,Barpeta,2015,16721,212253,67836,22218,76689
Assam,Barpeta,2016,21972,175028,15012,34986,18556
Assam,Barpeta,2017,15906,114875,37461,54637,39316
Assam,Barpeta,2018,69934,165515,6284,23821,75937
Assam,Barpeta,2019,138005,153249,11644,39281,80922
Assam,Barpeta,2020,115532,156969,8821,29697,26295
Assam,Barpeta,2021,21577,203332,4833,40061,12941
Assam,Barpeta,2022,19481,292416,8101,41565,20117
Assam,Barpeta,2023,85992,286598,72094,10199,85504
Assam,Barpeta,2024,60333,163682,54503,40813,2580
Assam,Barpeta,2025,45825,60724,38555,54308,58128
Assam,Biswanath,2015,54046,188767,10915,7787,84721
Assam,Biswanath,2016,167336,160192,23600,25346,84481
Assam,Biswanath,2017,96577,164513,44520,14952,51126
Assam,Biswanath,2018,44703,150899,8193,43463,32616
Assam,Biswanath,2019,64661,134735,1513,47530,52888
Assam,Biswanath,2020,72042,227338,43317,26703,23390
Assam,Biswanath,2021,145135,128636,25970,24305,30408
Assam,Biswanath,2022,110834,65157,65420,8479,67364
Assam,Biswanath,2023,184178,181394,21243,59038,85973
Assam,Biswanath,2024,115527,56177,66068,21774,35796
Assam,Biswanath,2025,56926,149127,76957,34113,17119
Assam,Bongaigaon,2015,121365,223807,41454,40393,81832
Assam,Bongaigaon,2016,151522,150330,58969,59613,21221
Assam,Bongaigaon,2017,131518,284839,44801,47494,55957
Assam,Bongaigaon,2018,111502,87129,30567,23001,87775
Assam,Bongaigaon,2019,19406,54349,14696,17080,71320
Assam,Bongaigaon,2020,193891,94638,12985,19023,28861
Assam,Bongaigaon,2021,150280,151688,72960,20785,6213
Assam,Bongaigaon,2022,73405,145833,44131,14927,7383
Assam,Bongaigaon,2023,186090,88768,71495,34071,39731
Assam,Bongaigaon,2024,71324,63299,32898,52315,6189
Assam,Bongaigaon,2025,33574,222786,41400,8419,8399
Assam,Cachar,2015,180174,247040,38772,4812,39180
Assam,Cachar,2016,9629,178458,23548,32749,41689
Assam,Cachar,2017,141925,84750,62537,13952,29832
Assam,Cachar,2018,109231,123804,78852,34342,17075
Assam,Cachar,2019,134201,148467,4033,49209,42420
Assam,Cachar,2020,196031,169562,68747,36847,49289
Assam,Cachar,2021,170653,169661,1693,19154,23007
Assam,Cachar,2022,130795,271410,70871,16826,82744
Assam,Cachar,2023,104488,205694,13910,34838,54882
Assam,Cachar,2024,195615,278601,66454,55319,75204
Assam,Cachar,2025,40416,116753,38803,27089,5357
Assam,Charaideo,2015,161044,263579,57897,28414,56374
Assam,Charaideo,2016,193735,85636,30009,51911,2834
Assam,Charaideo,2017,135531,236956,54747,19972,51026
Assam,Charaideo,2018,71284,180042,71629,31337,55744
Assam,Charaideo,2019,159340,287225,17428,55695,28425
Assam,Charaideo,2020,72268,154599,46344,35590,83074
Assam,Charaideo,2021,15139,269280,9665,4443,74507
Assam,Charaideo,2022,170637,159495,60618,8684,59367
Assam,Charaideo,2023,6355,169161,17602,17248,82401
Assam,Charaideo,2024,59990,113739,71036,50975,50960
Assam,Charaideo,2025,61893,113892,78613,8181,16181
Assam,Chirang,2015,95315,51126,71990,46397,66052
Assam,Chirang,2016,142538,161621,69449,44295,48573
Assam,Chirang,2017,52297,183994,54138,33081,11875
Assam,Chirang,2018,93413,152862,38952,27301,7148
Assam,Chirang,2019,131356,102737,56093,42272,35554
Assam,Chirang,2020,41839,201073,65368,30595,69980
Assam,Chirang,2021,151225,231488,39030,33176,67658
Assam,Chirang,2022,173440,239867,77320,25973,83949
Assam,Chirang,2023,24645,209588,3670,30566,6987
Assam,Chirang,2024,24290,76415,36279,43117,63124
Assam,Chirang,2025,26179,107680,46734,9153,60244
Assam,Darrang,2015,110735,72381,7119,22921,13953
Assam,Darrang,2016,164889,143757,47516,59755,72374
Assam,Darrang,2017,87098,269447,74885,27033,35334
Assam,Darrang,2018,179473,196190,62332,19666,70427
Assam,Darrang,2019,82837,123525,60331,35456,81034
Assam,Darrang,2020,95916,91208,50707,11212,67477
Assam,Darrang,2021,43630,235906,35295,1479,18746
Assam,Darrang,2022,152761,181442,78993,52406,43319
Assam,Darrang,2023,101301,282974,47133,3229,51630
Assam,Darrang,2024,25442,71306,5233,1869,19854
Assam,Darrang,2025,32938,136210,79847,3445,54322
Assam,Dhemaji,2015,46688,256217,42793,28430,47445
Assam,Dhemaji,2016,16522,209738,3925,18117,3913
Assam,Dhemaji,2017,198864,164864,9325,34965,55830
Assam,Dhemaji,2018,22847,75586,38101,39241,60677
Assam,Dhemaji,2019,108811,133788,77966,16577,49361
Assam,Dhemaji,2020,37252,105028,1772,29989,85476
Assam,Dhemaji,2021,157132,158667,23150,59635,74324
Assam,Dhemaji,2022,120054,235782,8164,28258,31778
Assam,Dhemaji,2023,27553,110130,51313,40445,61588
Assam,Dhemaji,2024,139286,106228,3736,48741,5923
Assam,Dhemaji,2025,92219,56475,8153,48739,36595
Assam,Dhubri,2015,128422,158371,51261,7119,36285
Assam,Dhubri,2016,67925,148058,59889,4145,86710
Assam,Dhubri,2017,172170,73198,52856,59782,33725
Assam,Dhubri,2018,84954,207189,76408,39503,32230
Assam,Dhubri,2019,45509,172393,40780,43726,53922
Assam,Dhubri,2020,143053,176648,20304,39654,5911
Assam,Dhubri,2021,134264,180222,20985,11417,74077
Assam,Dhubri,2022,126397,192612,37286,9037,30422
Assam,Dhubri,2023,55088,102885,30800,49360,69091
Assam,Dhubri,2024,170509,133873,63133,41007,42067
Assam,Dhubri,2025,98184,166645,79714,26833,79540
Assam,Dibrugarh,2015,71934,260918,20003,7863,67360
Assam,Dibrugarh,2016,72544,91512,16433,27760,30766
Assam,Dibrugarh,2017,177193,55878,37622,42322,59079
Assam,Dibrugarh,2018,58504,234675,79941,29564,59420
Assam,Dibrugarh,2019,188239,286524,13114,36479,27213
Assam,Dibrugarh,2020,151031,257353,6284,26193,70557
Assam,Dibrugarh,2021,8758,93185,6706,17399,37349
Assam,Dibrugarh,2022,48626,246439,10356,39863,3702
Assam,Dibrugarh,2023,150194,91201,26394,29371,15447
Assam,Dibrugarh,2024,107679,146293,7178,31787,39156
Assam,Dibrugarh,2025,150159,108955,4321,52216,33925
Assam,Dima Hasao,2015,120673,188394,54765,42584,5506
Assam,Dima Hasao,2016,185631,205597,61779,56589,83239
Assam,Dima Hasao,2017,169806,286240,17188,20313,35954
Assam,Dima Hasao,2018,149599,157182,39239,40384,67802
Assam,Dima Hasao,2019,183078,117829,54421,7932,58737
Assam,Dima Hasao,2020,50491,114608,52259,36215,71784
Assam,Dima Hasao,2021,14615,192138,22922,37600,7302
Assam,Dima Hasao,2022,76165,241133,46481,35906,81009
Assam,Dima Hasao,2023,64734,109856,18819,44445,86827
Assam,Dima Hasao,2024,53245,54181,39216,22746,54010
Assam,Dima Hasao,2025,170629,252891,4468,47214,48928
Assam,Goalpara,2015,36583,205129,7189,5668,16381
Assam,Goalpara,2016,24074,210084,67780,38540,4031
Assam,Goalpara,2017,113413,54215,29199,50274,89397
Assam,Goalpara,2018,6883,73922,74697,13512,67463
Assam,Goalpara,2019,140078,252948,44971,57732,4431
Assam,Goalpara,2020,11758,296377,6007,30689,55066
Assam,Goalpara,2021,58650,292132,4919,47257,57446
Assam,Goalpara,2022,30207,163090,40268,21879,69530
Assam,Goalpara,2023,87130,185865,56178,58648,19641
Assam,Goalpara,2024,167127,54571,22373,36813,70150
Assam,Goalpara,2025,132477,90491,63803,21540,88974
Assam,Golaghat,2015,186683,112320,27174,7216,66056
Assam,Golaghat,2016,164009,226107,5014,3792,79475
Assam,Golaghat,2017,26285,103436,55767,51643,53213
Assam,Golaghat,2018,116005,107257,17533,15664,72719
Assam,Golaghat,2019,57189,155588,52344,10361,76845
Assam,Golaghat,2020,104225,95602,14209,40585,73165
Assam,Golaghat,2021,7244,138666,51752,56339,4916
Assam,Golaghat,2022,5687,273808,79513,53695,21598
Assam,Golaghat,2023,82307,245908,62357,23155,43800
Assam,Golaghat,2024,73949,182767,1585,31641,23826
Assam,Golaghat,2025,169919,169042,1840,14431,69904
Assam,Hailakandi,2015,84683,217992,41626,43608,62571
Assam,Hailakandi,2016,168351,177296,6879,46387,88972
Assam,Hailakandi,2017,195112,76822,44857,40165,46772
Assam,Hailakandi,2018,114085,145607,53356,2975,55388
Assam,Hailakandi,2019,11535,117274,51899,24094,38901
Assam,Hailakandi,2020,157267,96702,37778,42054,30823
Assam,Hailakandi,2021,134782,164757,61898,31486,55349
Assam,Hailakandi,2022,83153,202385,53239,41621,64455
Assam,Hailakandi,2023,141659,209003,25643,7766,27352
Assam,Hailakandi,2024,88883,52338,22133,53670,19206
Assam,Hailakandi,2025,155094,185721,4606,55608,58698
Assam,Hojai,2015,58125,184282,55920,51861,51171
Assam,Hojai,2016,180060,181552,26944,43474,69034
Assam,Hojai,2017,177793,87048,39800,46446,67895
Assam,Hojai,2018,44018,131272,11103,54369,20232
Assam,Hojai,2019,40062,137830,28841,7230,80183
Assam,Hojai,2020,49244,72313,6700,33601,73198
Assam,Hojai,2021,162400,248491,48625,16816,65073
Assam,Hojai,2022,72717,68599,16744,29178,59226
Assam,Hojai,2023,44189,289153,25953,35040,32843
Assam,Hojai,2024,36487,274943,43301,38985,45509
Assam,Hojai,2025,149968,98167,74391,1100,14739
Assam,Jorhat,2015,137588,116770,20982,12997,89593
Assam,Jorhat,2016,150910,262930,77422,50451,34422
Assam,Jorhat,2017,195771,186490,1975,35680,19367
Assam,Jorhat,2018,88799,193931,61813,51046,87343
Assam,Jorhat,2019,158615,159148,25331,9591,84760
