state,district,year,metro_length,urban_projects,smart_city_score,traffic_index,public_transport_score,road_development,urban_population
Madhya Pradesh,Maihar,2015,65.34,55.51,96.14,85.21,75.73,74.78,70.61
Meghalaya,West Garo Hills,2022,12.66,85.47,32.42,27.16,16.07,73.53,67.24
Mizoram,Lunglei,2018,12.23,37.02,66.91,73.45,56.92,17.35,81.88
Uttarakhand,Pauri Garhwal,2023,76.8,22.99,33.95,49.92,63.58,35.78,28.9
Rajasthan,Bhilwara,2019,92.36,91.46,66.32,35.16,13.97,76.51,34.52
Odisha,Ganjam,2017,31.01,31.46,17.95,68.18,46.44,55.23,82.12
Sikkim,Pakyong,2020,49.77,29.11,58.33,75.52,79.92,46.83,88.77
Rajasthan,Deeg,2019,41.52,98.32,56.96,94.3,50.99,88.29,80.56
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2025,45.76,72.01,29.9,60.21,21.14,72.17,90.67
Himachal Pradesh,Una,2015,43.72,50.32,51.34,21.51,56.37,51.33,16.81
Manipur,Kamjong,2023,69.04,62.33,14.09,93.72,25.48,13.08,69.64
Rajasthan,Anupgarh,2024,95.0,19.93,62.63,52.58,79.25,85.16,63.79
Rajasthan,Dungarpur,2015,58.78,28.9,25.21,67.38,68.56,33.81,49.54
Uttar Pradesh,Lalitpur,2018,37.92,73.03,23.48,77.79,24.23,33.83,53.8
Madhya Pradesh,Betul,2018,63.64,72.02,45.57,60.62,69.72,28.45,80.85
Uttarakhand,Champawat,2022,73.89,27.81,72.18,53.11,60.86,82.43,23.06
Madhya Pradesh,Indore,2020,38.39,16.34,84.4,58.51,99.49,96.44,46.37
Madhya Pradesh,Ashoknagar,2017,36.05,63.07,68.09,37.64,19.1,37.59,61.25
Kerala,Kollam,2018,94.13,10.65,91.76,82.71,77.46,97.35,82.97
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2022,67.49,62.14,70.54,76.36,56.43,15.44,91.24
Haryana,Panipat,2018,77.79,36.46,74.21,18.95,98.67,82.24,80.26
Gujarat,Junagadh,2018,35.12,20.35,55.13,45.76,70.12,88.0,88.44
Bihar,Nalanda,2023,25.16,31.49,45.95,24.33,32.51,45.17,55.6
Meghalaya,East Jaintia Hills,2016,81.43,17.14,29.98,65.06,25.96,65.24,93.35
Nagaland,Wokha,2022,77.33,66.93,69.34,27.45,40.8,61.25,68.45
Tripura,South Tripura,2015,52.57,96.09,72.72,77.96,23.27,99.67,77.48
Kerala,Kollam,2020,38.15,83.96,87.28,22.03,25.84,44.93,80.29
Telangana,Adilabad,2015,54.5,32.02,78.38,53.65,53.79,85.64,88.39
Mizoram,Aizawl,2023,20.09,40.37,69.5,77.3,90.86,52.97,87.68
Rajasthan,Dholpur,2015,66.46,31.02,10.23,31.89,92.18,44.8,32.19
Gujarat,Aravalli,2015,38.84,61.04,26.63,91.59,24.79,53.49,73.24
Tripura,Dhalai,2018,47.18,91.84,35.4,59.99,90.33,27.67,57.51
Gujarat,Tapi,2023,30.57,95.01,24.0,68.03,98.83,48.8,54.61
Rajasthan,Rajsamand,2015,81.78,24.24,72.37,13.7,46.61,27.42,35.87
Punjab,Faridkot,2023,58.9,97.52,92.86,63.28,29.7,94.68,86.43
Odisha,Nabarangpur,2015,80.7,66.04,27.07,35.64,42.79,57.08,34.69
Assam,Charaideo,2016,77.21,20.75,97.53,78.28,97.74,45.83,71.24
Uttarakhand,Pauri Garhwal,2023,99.06,95.81,25.31,59.98,98.8,54.07,24.09
Madhya Pradesh,Dewas,2015,76.27,85.99,82.09,37.32,81.97,75.7,10.39
Madhya Pradesh,Ujjain,2024,70.05,34.77,31.32,78.0,49.39,94.35,75.64
Mizoram,Champhai,2018,91.26,56.79,49.64,44.12,48.95,82.29,41.7
West Bengal,Jalpaiguri,2019,73.93,85.86,19.37,70.3,26.22,27.52,59.28
West Bengal,Cooch Behar,2023,73.12,57.83,53.89,43.14,12.57,12.1,63.86
Haryana,Nuh,2015,91.36,64.58,92.8,68.55,75.49,32.53,68.18
Odisha,Jharsuguda,2023,55.97,49.32,48.95,16.93,53.39,78.3,49.64
Madhya Pradesh,Gwalior,2020,92.21,85.62,94.89,38.93,17.25,90.89,66.46
Uttar Pradesh,Gorakhpur,2019,58.63,82.13,82.82,58.62,79.94,16.12,84.06
Telangana,Warangal,2024,47.58,86.97,11.27,92.09,70.49,34.36,65.88
Rajasthan,Shahpura,2023,18.71,76.51,29.57,89.83,36.06,66.83,75.9
Tamil Nadu,Virudhunagar,2018,76.29,94.48,54.27,67.56,87.5,99.61,39.6
Punjab,Fazilka,2019,13.51,30.81,99.99,33.07,11.47,47.98,71.46
Uttarakhand,Nainital,2019,59.58,26.82,95.97,64.53,23.71,63.73,58.72
Uttar Pradesh,Kanpur Nagar,2016,11.9,85.9,68.0,40.64,54.88,67.26,66.79
Rajasthan,Jhunjhunu,2021,92.79,54.88,13.07,45.64,58.68,11.48,64.26
Bihar,Jehanabad,2017,88.49,40.8,56.14,61.59,65.13,75.96,41.26
Uttar Pradesh,Deoria,2015,66.15,91.76,30.78,78.77,33.9,90.54,97.51
Tamil Nadu,Dharmapuri,2016,42.78,92.02,64.47,66.09,18.02,24.95,39.5
Bihar,Vaishali,2022,83.86,62.88,55.17,11.15,70.73,41.54,44.06
Nagaland,Phek,2023,24.56,41.38,54.98,84.8,36.17,39.16,56.95
Telangana,Suryapet,2020,91.09,35.83,15.84,57.4,79.6,36.64,24.36
Gujarat,Kutch,2023,11.29,20.84,92.63,45.22,91.65,32.62,14.75
Bihar,Jamui,2023,54.89,33.93,97.76,64.3,59.53,73.31,31.92
Uttarakhand,Champawat,2019,38.4,84.75,68.45,48.26,22.85,15.36,16.63
Nagaland,Longleng,2025,87.42,66.63,94.76,34.61,90.49,58.98,60.84
Telangana,Adilabad,2024,91.51,89.9,56.73,99.68,12.29,77.76,89.8
Rajasthan,Alwar,2021,46.62,73.88,52.99,19.09,71.72,44.51,81.2
Maharashtra,Sangli,2023,89.06,93.19,46.97,45.21,91.05,43.77,81.35
Punjab,Fazilka,2022,99.55,35.83,16.61,40.66,93.65,98.86,43.59
Sikkim,Namchi,2025,31.44,21.15,78.54,52.17,35.42,41.29,89.54
Chhattisgarh,Sarangarh-Bilaigarh,2015,41.99,84.91,16.3,28.27,42.75,53.88,20.01
Arunachal Pradesh,Leparada,2015,96.53,93.86,71.37,27.26,22.73,25.44,96.74
Madhya Pradesh,Tikamgarh,2023,71.45,49.2,58.54,51.86,61.75,32.96,58.16
Gujarat,Banaskantha,2021,35.77,85.07,42.0,20.27,49.06,61.0,62.53
Manipur,Imphal East,2018,30.71,13.24,59.64,36.17,36.95,77.41,78.43
Uttar Pradesh,Bareilly,2023,11.77,55.81,39.88,98.36,45.63,71.21,57.19
Bihar,Vaishali,2023,52.45,28.15,19.58,37.49,39.0,64.39,43.96
Tamil Nadu,Virudhunagar,2018,12.33,25.27,11.57,44.52,65.73,32.18,70.9
Haryana,Faridabad,2016,11.92,99.98,82.68,70.1,57.19,79.77,24.57
Arunachal Pradesh,Pakke-Kessang,2022,55.23,88.14,70.7,55.39,37.18,51.5,36.99
Andhra Pradesh,Parvathipuram Manyam,2022,41.19,18.03,78.76,69.27,91.67,78.86,90.11
Telangana,Bhadradri Kothagudem,2024,76.95,92.73,50.18,68.74,46.33,26.5,81.82
Madhya Pradesh,Shajapur,2019,77.28,36.13,17.86,89.93,30.56,35.97,55.51
Odisha,Balasore,2022,68.58,43.35,30.86,30.6,66.67,46.03,26.94
Assam,Darrang,2022,29.84,63.34,57.36,13.19,70.03,66.16,77.03
Uttar Pradesh,Meerut,2020,81.55,67.01,29.6,66.27,35.02,23.72,40.7
Punjab,Moga,2022,89.73,22.58,36.95,49.05,69.55,73.47,44.62
Uttar Pradesh,Balrampur,2019,50.8,59.59,20.14,51.88,79.75,80.01,50.45
Uttar Pradesh,Moradabad,2018,42.27,20.98,63.5,26.25,64.11,21.1,18.01
Odisha,Gajapati,2024,27.61,35.65,61.92,56.01,15.81,55.55,11.13
Telangana,Mahabubnagar,2023,41.12,32.4,73.02,72.99,44.78,74.6,94.53
Uttarakhand,Nainital,2019,43.04,30.28,60.62,76.21,48.28,95.69,82.23
Karnataka,Mandya,2024,18.75,80.33,25.24,91.91,35.28,65.45,66.89
Himachal Pradesh,Mandi,2019,82.65,17.17,46.37,20.09,51.24,49.41,52.59
Madhya Pradesh,Mandla,2017,61.39,90.98,50.97,60.95,57.77,48.01,13.6
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2023,63.08,92.37,43.25,33.6,56.92,86.68,89.56
Bihar,Lakhisarai,2024,77.6,33.02,29.37,41.33,74.79,66.07,73.75
Sikkim,Gangtok,2019,40.84,53.22,15.39,33.67,93.38,74.9,27.02
Arunachal Pradesh,Dibang Valley,2021,82.33,64.97,57.84,80.42,98.05,38.77,99.4
Assam,Kamrup Metropolitan,2021,50.5,29.81,76.2,91.15,43.18,59.56,47.24
Punjab,Faridkot,2021,54.44,55.29,22.97,96.83,76.66,65.63,54.98
Maharashtra,Washim,2018,50.84,43.6,17.69,78.73,23.01,27.34,69.42
Assam,Kamrup Metropolitan,2016,86.78,79.59,71.0,46.72,31.52,46.38,72.55
Andhra Pradesh,Kurnool,2019,38.48,93.54,41.68,74.85,98.26,31.2,27.07
Arunachal Pradesh,West Siang,2025,70.98,63.92,66.19,31.57,83.59,63.66,27.45
Gujarat,Gandhinagar,2018,66.21,50.15,81.84,20.61,49.25,44.33,37.52
Meghalaya,North Garo Hills,2020,36.87,92.23,51.15,32.24,72.81,92.02,53.99
Punjab,Patiala,2021,22.0,27.12,46.72,54.27,23.85,65.25,30.75
Telangana,Medchal-Malkajgiri,2021,70.71,84.41,70.14,21.62,59.08,56.66,70.7
Uttar Pradesh,Ghazipur,2025,29.42,33.89,27.18,53.14,56.06,12.06,79.68
Meghalaya,South West Garo Hills,2021,11.13,58.57,75.08,89.12,69.11,55.14,85.37
Arunachal Pradesh,Pakke-Kessang,2019,82.34,35.97,29.79,43.19,80.28,33.21,90.09
Bihar,Katihar,2017,12.08,55.02,99.0,19.39,59.89,81.72,86.72
Assam,Barpeta,2021,84.38,75.61,25.92,12.38,86.68,62.95,10.35
Rajasthan,Dholpur,2016,92.02,61.21,26.91,31.74,90.23,53.46,50.24
Odisha,Rayagada,2023,45.63,33.85,48.03,50.31,83.68,78.59,98.93
Chhattisgarh,Surajpur,2021,37.9,78.49,45.1,84.1,51.57,39.88,63.82
Assam,Charaideo,2020,75.7,28.63,79.82,77.5,13.7,38.09,57.95
Meghalaya,North Garo Hills,2019,94.59,45.49,66.82,90.49,89.68,62.45,35.01
Telangana,Nagarkurnool,2019,90.01,37.99,60.69,34.45,43.09,81.02,18.56
Chhattisgarh,Balod,2024,81.69,90.2,98.81,68.16,60.74,16.65,91.34
Karnataka,Shivamogga,2020,48.54,55.24,93.89,36.29,98.01,37.86,88.01
Karnataka,Kalaburagi,2015,13.24,29.05,66.89,96.8,53.5,83.36,97.03
Karnataka,Ballari,2024,95.85,16.1,83.5,63.18,94.14,83.58,61.82
Uttar Pradesh,Mainpuri,2017,91.41,82.1,84.33,70.53,57.23,29.3,57.77
Assam,Baksa,2016,64.84,53.13,91.83,44.34,12.1,99.82,87.54
Uttar Pradesh,Budaun,2018,59.47,48.19,40.14,20.94,52.3,54.85,73.42
Rajasthan,Chittorgarh,2017,83.18,77.96,87.02,38.13,64.62,70.03,65.83
Odisha,Jharsuguda,2023,63.82,75.65,78.59,15.01,34.13,87.16,44.43
Uttar Pradesh,Kanpur Dehat,2019,94.64,88.04,97.44,83.76,69.72,99.22,90.3
Manipur,Bishnupur,2017,31.6,60.07,86.97,66.25,29.52,16.42,72.54
Uttarakhand,Champawat,2019,39.32,35.94,56.34,15.19,12.55,78.16,66.83
Odisha,Khordha,2023,86.39,25.96,60.11,51.32,27.45,53.3,28.57
Rajasthan,Kekri,2015,88.36,59.69,45.53,22.71,60.32,34.63,18.83
Andhra Pradesh,Parvathipuram Manyam,2022,18.12,58.07,39.43,89.06,22.6,85.16,98.69
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2018,74.32,51.81,93.76,12.95,71.91,91.75,31.99
Arunachal Pradesh,Changlang,2025,65.67,68.67,16.34,42.25,23.61,16.6,42.64
Madhya Pradesh,Dhar,2023,54.13,52.48,50.29,67.36,60.49,97.7,14.67
Kerala,Palakkad,2016,66.55,12.02,76.84,80.74,83.24,95.17,43.45
Telangana,Medak,2017,44.03,13.52,30.89,54.68,24.73,37.95,63.82
Uttar Pradesh,Gonda,2017,98.24,85.43,46.52,28.75,33.54,90.04,84.89
Andhra Pradesh,Kakinada,2018,98.27,55.98,71.8,49.15,70.39,74.65,80.76
Odisha,Kalahandi,2017,25.55,11.86,42.4,71.67,59.01,39.14,15.42
Uttarakhand,Udham Singh Nagar,2020,27.13,53.07,86.86,46.01,71.73,25.35,53.69
Odisha,Kendrapara,2018,29.91,92.91,98.44,47.6,77.2,89.46,90.03
Madhya Pradesh,Raisen,2017,91.07,98.01,25.66,94.05,88.59,34.01,24.85
Jharkhand,Lohardaga,2020,44.7,28.6,56.5,94.1,64.06,83.39,89.04
Rajasthan,Bhilwara,2021,61.04,46.15,54.07,18.08,26.77,32.52,35.38
Manipur,Ukhrul,2018,49.4,95.8,22.55,97.63,61.61,66.52,26.78
Odisha,Bargarh,2022,73.17,83.88,43.03,81.44,66.26,95.47,90.87
Madhya Pradesh,Shahdol,2015,84.97,70.0,58.52,73.72,77.71,62.32,87.16
Madhya Pradesh,Shahdol,2019,41.84,30.05,50.53,90.25,53.29,68.1,24.47
Telangana,Yadadri Bhuvanagiri,2019,14.19,10.42,84.57,64.24,55.87,93.01,64.21
Mizoram,Hnahthial,2020,89.51,41.71,70.2,42.57,17.62,97.59,99.52
Uttar Pradesh,Ambedkar Nagar,2023,88.7,81.3,45.35,51.48,63.71,67.78,80.89
Jharkhand,Ramgarh,2025,65.87,29.5,92.51,80.91,22.24,80.8,81.52
Madhya Pradesh,Dhar,2021,40.32,53.64,61.83,85.49,79.38,87.58,19.25
West Bengal,Hooghly,2022,39.94,48.25,78.46,39.16,18.15,18.66,36.82
Haryana,Hisar,2015,59.51,90.29,94.12,60.06,13.87,28.3,71.71
Maharashtra,Hingoli,2021,51.74,97.78,52.25,45.65,96.97,13.1,75.73
Madhya Pradesh,Maihar,2016,72.23,28.35,83.85,94.1,32.79,63.81,14.82
Rajasthan,Dungarpur,2020,40.77,47.47,73.59,15.34,52.08,32.09,85.03
West Bengal,South 24 Parganas,2025,53.47,14.93,53.93,47.73,51.02,10.36,38.08
Madhya Pradesh,Narsinghpur,2023,81.74,38.16,84.06,59.59,23.49,30.3,87.16
Arunachal Pradesh,Kra Daadi,2015,71.03,50.37,39.51,39.5,72.4,46.86,24.79
Rajasthan,Bhilwara,2017,11.27,15.22,71.75,71.86,58.85,31.84,28.38
Chhattisgarh,Bijapur,2021,71.43,50.15,78.02,85.13,77.53,98.38,11.93
Gujarat,Botad,2022,94.7,14.44,29.33,26.7,14.25,62.51,41.69
Punjab,Fazilka,2021,76.7,87.51,50.3,78.1,11.16,12.2,35.82
Manipur,Chandel,2022,27.94,44.43,92.12,25.76,34.47,85.67,64.28
Tripura,North Tripura,2018,65.45,50.12,81.62,74.48,23.39,72.16,93.15
Gujarat,Gandhinagar,2016,85.47,24.06,74.92,77.93,36.22,88.47,11.22
Gujarat,Jamnagar,2023,26.24,60.27,42.33,37.77,20.49,30.2,71.62
Rajasthan,Deeg,2023,20.33,28.36,80.0,24.63,12.04,79.65,77.0
Bihar,Vaishali,2024,65.06,19.71,73.75,42.7,33.9,50.52,33.14
Gujarat,Jamnagar,2025,13.45,61.96,19.52,84.08,91.9,11.63,42.24
Assam,Udalguri,2017,90.63,87.27,57.9,50.44,69.0,20.71,88.03
Assam,Morigaon,2025,82.1,75.41,37.75,14.33,52.45,71.12,61.53
Mizoram,Saiha,2023,90.23,38.92,11.25,12.31,55.76,29.55,90.59
Haryana,Panchkula,2025,72.57,45.21,38.98,22.56,28.94,72.74,89.06
Meghalaya,East Garo Hills,2018,35.0,24.09,52.21,76.71,16.96,45.55,89.04
Gujarat,Dahod,2018,30.32,94.83,98.38,41.05,53.44,62.77,92.06
Haryana,Jind,2015,97.07,39.15,13.76,80.73,11.1,85.31,22.29
Telangana,Nagarkurnool,2016,32.84,72.71,81.74,62.29,67.72,23.77,28.73
Andhra Pradesh,Prakasam,2020,48.77,13.48,80.62,99.31,92.07,93.62,25.32
Uttar Pradesh,Lalitpur,2024,35.99,89.87,80.05,69.02,49.64,91.87,37.96
West Bengal,Birbhum,2025,15.13,48.24,34.08,49.91,61.22,12.72,27.35
Rajasthan,Dausa,2021,89.73,38.56,30.49,86.41,86.72,81.57,43.04
Manipur,Tamenglong,2020,57.19,80.84,51.84,83.42,13.5,47.37,30.54
Haryana,Palwal,2020,19.82,28.62,26.28,20.72,99.56,61.75,71.11
Maharashtra,Jalgaon,2021,22.93,68.58,89.21,82.19,93.33,95.02,63.36
Gujarat,Devbhoomi Dwarka,2023,98.22,51.11,68.62,97.87,96.39,57.52,75.15
Assam,Chirang,2016,70.01,67.43,14.26,61.09,84.31,69.68,18.9
Odisha,Koraput,2023,69.22,29.74,52.48,33.29,48.19,38.87,52.62
Maharashtra,Buldhana,2022,98.2,91.32,62.16,17.28,61.89,40.64,97.69
Mizoram,Kolasib,2020,13.39,87.5,65.44,81.15,41.15,30.34,77.82
Madhya Pradesh,Dewas,2017,90.51,64.09,46.28,14.79,85.62,15.74,36.94
Punjab,Amritsar,2022,96.46,32.03,51.75,57.85,18.28,12.13,21.69
Rajasthan,Jalore,2019,25.59,13.89,35.34,79.44,45.17,29.04,33.18
West Bengal,Kolkata,2025,76.96,58.51,65.64,70.99,61.96,62.46,76.96
West Bengal,Dakshin Dinajpur,2025,34.4,18.57,76.75,52.21,78.03,50.96,43.94
Uttar Pradesh,Hathras,2021,81.01,62.33,42.79,19.11,33.54,36.01,56.44
Punjab,Malerkotla,2017,26.55,35.45,97.13,93.06,16.35,37.59,95.61
Telangana,Jangaon,2018,36.79,25.82,50.19,72.02,10.2,86.26,40.19
Madhya Pradesh,Mandla,2023,97.98,17.26,41.26,90.59,70.28,50.06,38.4
Uttarakhand,Uttarkashi,2021,95.68,11.62,64.46,55.08,70.15,76.39,90.82
Bihar,Rohtas,2021,75.66,50.72,45.07,55.32,45.53,45.22,47.69
Maharashtra,Akola,2025,36.84,95.78,34.78,66.57,41.63,96.68,84.6
Rajasthan,Didwana-Kuchaman,2015,34.96,46.06,16.43,55.89,27.93,28.73,89.05
Assam,Kamrup,2025,58.17,63.7,37.81,77.23,56.81,22.05,38.74
Haryana,Palwal,2017,21.15,41.18,30.61,92.05,97.58,92.44,62.04
Andhra Pradesh,East Godavari,2018,12.83,19.14,20.19,68.69,57.85,93.37,50.35
Karnataka,Bidar,2021,25.3,78.02,98.98,52.4,46.15,74.76,96.16
Punjab,Bathinda,2016,13.88,66.89,11.62,73.37,90.9,86.0,60.12
Haryana,Panchkula,2025,39.87,57.9,89.43,38.99,42.27,51.33,92.66
Bihar,Kishanganj,2020,86.62,73.1,29.38,39.68,44.19,72.59,24.02
Uttar Pradesh,Hardoi,2025,68.16,66.84,47.81,79.3,25.94,11.52,50.58
Tamil Nadu,Thoothukudi,2020,86.93,27.16,46.56,20.97,49.5,55.53,14.3
Madhya Pradesh,Rewa,2021,40.73,10.44,52.08,16.69,51.85,22.64,15.3
Maharashtra,Mumbai Suburban,2015,85.48,95.78,53.68,67.07,62.97,15.43,49.31
Bihar,Kishanganj,2015,62.8,57.64,95.37,54.87,93.79,72.19,65.91
Uttar Pradesh,Kushinagar,2020,31.69,16.76,61.55,97.53,36.58,61.9,65.81
Arunachal Pradesh,Upper Subansiri,2024,45.62,17.98,88.44,38.27,52.18,19.69,62.04
Madhya Pradesh,Ratlam,2024,30.95,25.25,60.94,94.83,31.11,26.91,88.31
Punjab,Faridkot,2019,40.77,50.21,82.43,29.54,30.73,15.03,83.59
Tamil Nadu,Chennai,2024,68.1,14.63,33.69,62.77,80.81,78.7,78.04
Kerala,Kottayam,2016,88.45,27.18,78.29,12.03,48.22,19.73,79.38
Andhra Pradesh,Bapatla,2019,67.53,76.59,96.67,91.52,44.01,11.0,75.52
Rajasthan,Dungarpur,2018,74.38,81.37,76.39,86.26,88.04,48.71,71.53
Maharashtra,Mumbai City,2019,72.55,13.85,33.72,41.19,27.51,26.81,70.82
Rajasthan,Sirohi,2017,90.7,19.07,13.07,20.93,18.13,76.18,11.99
Uttarakhand,Pithoragarh,2023,70.31,15.57,11.37,57.28,86.17,17.72,16.77
Nagaland,Phek,2019,20.79,92.55,55.75,75.89,55.32,84.4,91.4
Gujarat,Jamnagar,2017,46.79,77.46,86.73,70.83,74.15,83.46,61.95
Odisha,Deogarh,2021,65.55,84.36,23.86,43.16,30.05,70.67,29.07
Uttar Pradesh,Sultanpur,2017,30.25,34.94,14.98,39.73,82.07,56.3,52.34
Tamil Nadu,Madurai,2024,39.72,97.62,51.42,71.76,96.32,48.13,59.59
Chhattisgarh,Korea,2015,72.65,59.82,66.5,23.91,73.25,78.11,41.76
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2016,72.32,64.27,75.71,80.54,51.96,90.78,40.17
Nagaland,Wokha,2017,23.3,29.58,50.03,67.9,26.09,64.4,72.05
Bihar,Purnia,2018,81.35,87.77,22.38,89.1,57.85,35.65,83.7
Rajasthan,Dausa,2018,38.78,27.0,72.75,55.59,34.01,18.87,65.99
Madhya Pradesh,Umaria,2020,23.28,53.21,96.03,43.67,53.56,23.49,31.05
Rajasthan,Bharatpur,2016,14.32,70.29,80.34,13.19,64.72,79.73,68.73
Jharkhand,Bokaro,2018,12.84,29.18,80.72,54.85,77.46,24.08,46.1
Haryana,Charkhi Dadri,2021,84.32,64.27,66.72,20.38,11.63,52.08,79.66
Bihar,Madhepura,2023,86.12,62.95,48.51,69.06,17.12,38.43,41.95
Gujarat,Jamnagar,2024,32.27,66.28,22.99,19.02,90.34,37.79,91.59
Gujarat,Navsari,2024,74.89,56.27,55.79,34.62,13.61,43.18,13.97
Jharkhand,Koderma,2024,84.97,50.64,52.06,22.04,50.18,37.6,87.02
Odisha,Jagatsinghpur,2016,10.55,36.9,55.27,88.11,20.32,24.53,53.84
Uttar Pradesh,Agra,2021,29.19,35.73,88.47,55.44,15.65,70.5,64.62
West Bengal,Nadia,2015,83.29,16.79,52.17,79.3,62.6,64.55,95.33
Andhra Pradesh,Krishna,2018,32.79,86.76,37.28,53.82,16.11,74.92,21.64
Telangana,Mancherial,2025,47.36,55.11,98.26,12.34,46.16,53.18,14.84
Manipur,Kamjong,2020,63.11,90.79,77.41,62.32,77.06,32.44,45.13
Madhya Pradesh,Ujjain,2020,21.95,19.96,16.25,40.13,42.42,27.83,75.1
Uttar Pradesh,Gorakhpur,2025,55.44,74.52,72.24,54.02,69.18,54.62,74.73
Telangana,Wanaparthy,2017,44.18,86.57,86.97,24.91,48.13,90.02,40.57
Bihar,Jehanabad,2023,63.39,77.13,69.34,84.74,70.0,15.87,63.28
Meghalaya,East Jaintia Hills,2017,76.67,52.32,50.44,60.44,42.15,93.36,25.86
Odisha,Boudh,2025,18.0,29.47,40.94,61.66,54.07,71.61,42.25
Punjab,Fazilka,2016,62.86,12.98,44.89,47.57,51.93,63.38,86.58
Uttar Pradesh,Gonda,2024,23.25,85.55,74.17,27.06,80.16,46.52,22.59
Arunachal Pradesh,Lower Siang,2016,58.6,83.29,20.6,42.2,78.37,86.64,90.2
Jharkhand,Sahebganj,2018,44.15,68.54,58.07,37.91,58.49,93.14,23.85
Uttar Pradesh,Shravasti,2023,96.25,75.61,58.22,10.29,31.62,92.21,24.27
Rajasthan,Sirohi,2016,10.21,64.07,66.21,18.98,27.2,89.77,48.07
Andhra Pradesh,Kurnool,2019,94.45,80.85,12.89,22.1,45.14,21.53,92.05
Karnataka,Dharwad,2017,40.1,83.86,78.53,67.98,84.42,75.01,49.64
Tamil Nadu,Ranipet,2024,41.09,33.18,22.61,65.82,30.47,90.58,71.11
Chhattisgarh,Surguja,2025,28.54,21.85,89.86,86.24,99.41,68.22,79.09
Mizoram,Lunglei,2024,77.96,12.53,99.26,34.35,65.48,68.54,36.48
Punjab,Tarn Taran,2018,78.69,85.36,88.67,10.36,62.92,18.47,26.48
Sikkim,Pakyong,2020,72.62,10.54,59.92,36.13,14.62,27.3,27.93
Karnataka,Belagavi,2015,11.75,37.46,74.59,98.53,92.49,47.73,30.85
Maharashtra,Latur,2016,31.29,25.47,88.87,39.95,23.98,78.32,17.15
Rajasthan,Bhilwara,2018,85.15,70.66,94.81,39.98,29.56,87.68,15.3
Meghalaya,West Jaintia Hills,2017,33.17,22.85,92.08,96.85,48.14,36.47,22.67
Manipur,Churachandpur,2020,56.05,41.41,67.0,81.02,46.15,33.22,68.28
Meghalaya,West Jaintia Hills,2021,92.21,10.07,49.96,91.49,34.09,27.77,36.2
West Bengal,Cooch Behar,2020,73.56,34.81,45.59,31.42,19.16,83.53,85.3
Tamil Nadu,Kanchipuram,2024,97.73,42.37,29.92,33.47,48.25,30.28,75.14
Telangana,Hanamkonda,2023,64.73,27.48,79.05,20.88,55.75,29.04,32.51
Gujarat,Narmada,2018,62.76,75.44,42.86,24.45,69.57,19.5,32.37
Punjab,Hoshiarpur,2017,47.55,79.38,44.75,88.45,97.85,97.07,58.22
Karnataka,Chitradurga,2016,17.29,15.9,86.15,80.62,97.82,21.94,38.91
Odisha,Sonepur,2021,28.35,32.38,80.46,91.33,78.86,79.58,42.24
Bihar,Khagaria,2020,43.3,80.57,32.26,65.96,90.43,84.75,67.33
Assam,Jorhat,2019,18.69,56.42,72.42,37.69,71.82,71.3,48.08
Chhattisgarh,Rajnandgaon,2016,71.55,55.59,10.73,26.79,55.1,49.07,36.7
Punjab,Amritsar,2021,65.29,80.87,55.97,73.14,56.55,82.69,53.66
Manipur,Tengnoupal,2019,67.75,53.65,26.84,11.36,99.83,72.87,37.5
Rajasthan,Kotputli-Behror,2023,98.94,67.52,89.58,48.59,60.52,96.87,91.27
Rajasthan,Jodhpur,2017,84.63,15.63,66.66,96.44,70.58,79.19,73.73
Odisha,Sonepur,2025,54.6,42.85,37.48,42.43,90.35,39.76,41.08
Telangana,Nagarkurnool,2015,99.02,33.3,89.24,11.75,70.11,98.51,12.43
Gujarat,Dahod,2019,82.61,72.11,60.62,96.39,94.01,62.65,76.4
Tamil Nadu,Chengalpattu,2016,13.26,86.83,27.5,41.85,96.89,39.53,66.1
Punjab,Bathinda,2024,99.12,60.2,38.61,79.23,58.9,15.5,62.4
Maharashtra,Sindhudurg,2020,41.48,95.52,70.81,40.55,40.98,43.33,12.32
Uttar Pradesh,Kanpur Nagar,2017,71.09,67.19,34.85,98.59,48.4,99.38,99.57
Karnataka,Mysuru,2024,24.48,65.04,61.62,95.78,41.8,87.31,74.26
Rajasthan,Karauli,2018,90.39,67.13,52.95,37.83,21.09,95.49,78.87
Jharkhand,West Singhbhum,2015,81.49,63.53,40.91,18.77,41.46,64.06,77.28
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2019,73.16,16.0,32.7,45.05,64.74,46.14,96.91
Jharkhand,Chatra,2019,61.91,32.17,56.13,31.91,31.66,55.52,15.43
Rajasthan,Sri Ganganagar,2016,11.67,87.86,82.49,23.98,75.21,79.04,79.69
Rajasthan,Banswara,2025,81.82,38.87,68.82,26.6,24.91,93.9,96.92
Andhra Pradesh,Nandyal,2016,14.21,92.87,67.35,72.86,12.39,83.54,88.31
Punjab,Jalandhar,2021,64.61,84.81,52.97,77.05,49.91,29.71,22.89
