state,district,year,total_crimes,theft_cases,assault_cases,cyber_crime,fraud_cases
Arunachal Pradesh,Lower Siang,2019,5705,453,949,222,349
Arunachal Pradesh,Lower Siang,2020,9760,2374,155,438,14
Arunachal Pradesh,Lower Siang,2021,1548,2766,187,217,116
Arunachal Pradesh,Lower Siang,2022,1597,2190,1959,394,842
Arunachal Pradesh,Lower Siang,2023,9704,229,1743,133,395
Arunachal Pradesh,Lower Siang,2024,3486,2742,829,325,696
Arunachal Pradesh,Lower Siang,2025,8720,2620,1013,21,435
Arunachal Pradesh,Lower Dibang Valley,2015,4494,1495,412,405,359
Arunachal Pradesh,Lower Dibang Valley,2016,9176,1736,49,391,266
Arunachal Pradesh,Lower Dibang Valley,2017,6278,2741,261,351,545
Arunachal Pradesh,Lower Dibang Valley,2018,9396,505,93,17,400
Arunachal Pradesh,Lower Dibang Valley,2019,5966,1688,1680,176,631
Arunachal Pradesh,Lower Dibang Valley,2020,7569,2854,706,139,132
Arunachal Pradesh,Lower Dibang Valley,2021,1117,690,1558,144,87
Arunachal Pradesh,Lower Dibang Valley,2022,8599,1300,346,434,77
Arunachal Pradesh,Lower Dibang Valley,2023,5610,1206,551,418,905
Arunachal Pradesh,Lower Dibang Valley,2024,1074,2663,975,489,223
Arunachal Pradesh,Lower Dibang Valley,2025,8348,756,1028,288,750
Arunachal Pradesh,Dibang Valley,2015,1793,2358,366,437,365
Arunachal Pradesh,Dibang Valley,2016,5152,2763,100,154,842
Arunachal Pradesh,Dibang Valley,2017,1259,1024,1608,92,827
Arunachal Pradesh,Dibang Valley,2018,6036,2461,149,493,638
Arunachal Pradesh,Dibang Valley,2019,3414,1571,475,362,83
Arunachal Pradesh,Dibang Valley,2020,149,1965,504,332,954
Arunachal Pradesh,Dibang Valley,2021,520,1701,1912,54,146
Arunachal Pradesh,Dibang Valley,2022,4244,1225,1313,170,739
Arunachal Pradesh,Dibang Valley,2023,8024,2532,827,142,993
Arunachal Pradesh,Dibang Valley,2024,2964,1984,1479,274,681
Arunachal Pradesh,Dibang Valley,2025,6575,2949,1385,301,553
Arunachal Pradesh,Anjaw,2015,5852,483,1007,144,535
Arunachal Pradesh,Anjaw,2016,7231,2996,355,252,516
Arunachal Pradesh,Anjaw,2017,9793,1865,959,327,300
Arunachal Pradesh,Anjaw,2018,3389,1300,1664,235,275
Arunachal Pradesh,Anjaw,2019,8323,211,260,331,354
Arunachal Pradesh,Anjaw,2020,4788,1784,597,248,588
Arunachal Pradesh,Anjaw,2021,326,1105,509,273,321
Arunachal Pradesh,Anjaw,2022,7095,1075,1091,52,905
Arunachal Pradesh,Anjaw,2023,2025,34,1107,438,627
Arunachal Pradesh,Anjaw,2024,9376,326,299,171,47
Arunachal Pradesh,Anjaw,2025,111,870,1950,225,831
Arunachal Pradesh,Lohit,2015,8904,1988,1654,333,639
Arunachal Pradesh,Lohit,2016,194,1132,1215,307,372
Arunachal Pradesh,Lohit,2017,3047,1160,1187,439,470
Arunachal Pradesh,Lohit,2018,6579,2252,785,240,352
Arunachal Pradesh,Lohit,2019,5032,433,1313,309,987
Arunachal Pradesh,Lohit,2020,678,1260,1386,469,375
Arunachal Pradesh,Lohit,2021,4508,1276,1971,221,91
Arunachal Pradesh,Lohit,2022,6890,2410,315,105,294
Arunachal Pradesh,Lohit,2023,1266,347,222,137,663
Arunachal Pradesh,Lohit,2024,1956,2260,1280,500,701
Arunachal Pradesh,Lohit,2025,9534,330,1099,358,695
Arunachal Pradesh,Namsai,2015,1373,1358,1210,393,232
Arunachal Pradesh,Namsai,2016,6524,1528,1770,329,127
Arunachal Pradesh,Namsai,2017,6615,1850,1965,276,500
Arunachal Pradesh,Namsai,2018,9301,2394,379,100,904
Arunachal Pradesh,Namsai,2019,7222,1083,806,57,498
Arunachal Pradesh,Namsai,2020,9044,2384,1455,283,957
Arunachal Pradesh,Namsai,2021,3639,1464,17,455,929
Arunachal Pradesh,Namsai,2022,5633,169,584,180,846
Arunachal Pradesh,Namsai,2023,1361,69,1965,419,484
Arunachal Pradesh,Namsai,2024,2571,2123,66,103,757
Arunachal Pradesh,Namsai,2025,7256,2420,1982,445,325
Arunachal Pradesh,Changlang,2015,2204,421,904,449,750
Arunachal Pradesh,Changlang,2016,3057,2304,1485,400,402
Arunachal Pradesh,Changlang,2017,6689,2202,1159,179,610
Arunachal Pradesh,Changlang,2018,1929,2526,1638,148,454
Arunachal Pradesh,Changlang,2019,4103,749,535,54,529
Arunachal Pradesh,Changlang,2020,7287,1710,1540,141,144
Arunachal Pradesh,Changlang,2021,7109,2466,1644,260,943
Arunachal Pradesh,Changlang,2022,2289,1586,860,338,654
Arunachal Pradesh,Changlang,2023,9943,287,804,215,888
Arunachal Pradesh,Changlang,2024,271,113,1259,146,100
Arunachal Pradesh,Changlang,2025,213,1146,1921,19,751
Arunachal Pradesh,Tirap,2015,6142,1475,351,122,505
Arunachal Pradesh,Tirap,2016,5378,1266,1487,338,726
Arunachal Pradesh,Tirap,2017,3271,2392,93,8,374
Arunachal Pradesh,Tirap,2018,6616,2056,646,133,989
Arunachal Pradesh,Tirap,2019,754,148,42,409,806
Arunachal Pradesh,Tirap,2020,776,1269,487,360,943
Arunachal Pradesh,Tirap,2021,9691,293,1779,255,35
Arunachal Pradesh,Tirap,2022,3605,2561,845,341,180
Arunachal Pradesh,Tirap,2023,8830,2492,637,236,909
Arunachal Pradesh,Tirap,2024,9904,153,407,18,498
Arunachal Pradesh,Tirap,2025,1291,389,681,86,246
Arunachal Pradesh,Longding,2015,1577,788,1444,214,543
Arunachal Pradesh,Longding,2016,3963,1107,975,330,324
Arunachal Pradesh,Longding,2017,3032,749,499,478,87
Arunachal Pradesh,Longding,2018,3681,896,625,55,481
Arunachal Pradesh,Longding,2019,7656,2220,502,182,477
Arunachal Pradesh,Longding,2020,2920,376,1048,396,551
Arunachal Pradesh,Longding,2021,2266,647,608,46,493
Arunachal Pradesh,Longding,2022,5980,2407,1354,67,619
Arunachal Pradesh,Longding,2023,5158,613,1555,63,843
Arunachal Pradesh,Longding,2024,3931,91,858,276,56
Arunachal Pradesh,Longding,2025,6292,636,1458,324,121
Arunachal Pradesh,Pakke-Kessang,2015,9529,539,600,214,300
Arunachal Pradesh,Pakke-Kessang,2016,6104,922,1309,26,507
Arunachal Pradesh,Pakke-Kessang,2017,6772,1981,992,402,93
Arunachal Pradesh,Pakke-Kessang,2018,4654,1480,1258,259,283
Arunachal Pradesh,Pakke-Kessang,2019,1442,31,1710,233,231
Arunachal Pradesh,Pakke-Kessang,2020,9952,1293,1982,200,233
Arunachal Pradesh,Pakke-Kessang,2021,7084,2859,1692,78,151
Arunachal Pradesh,Pakke-Kessang,2022,1672,1618,1686,110,240
Arunachal Pradesh,Pakke-Kessang,2023,8952,2585,81,90,768
Arunachal Pradesh,Pakke-Kessang,2024,7234,686,1735,146,776
Arunachal Pradesh,Pakke-Kessang,2025,673,1033,121,154,478
Arunachal Pradesh,Leparada,2015,974,1640,353,51,748
Arunachal Pradesh,Leparada,2016,5087,2580,436,236,935
Arunachal Pradesh,Leparada,2017,4896,871,313,7,621
Arunachal Pradesh,Leparada,2018,336,572,163,325,904
Arunachal Pradesh,Leparada,2019,6114,1335,692,115,905
Arunachal Pradesh,Leparada,2020,2880,3000,450,372,860
Arunachal Pradesh,Leparada,2021,107,794,1851,263,811
Arunachal Pradesh,Leparada,2022,9237,1489,1264,126,447
Arunachal Pradesh,Leparada,2023,7830,2349,1201,490,860
Arunachal Pradesh,Leparada,2024,2826,2220,850,404,158
Arunachal Pradesh,Leparada,2025,1086,2315,98,66,170
Arunachal Pradesh,Lepa Rada,2015,2138,1727,978,492,959
Arunachal Pradesh,Lepa Rada,2016,7575,1641,631,149,251
Arunachal Pradesh,Lepa Rada,2017,3482,2969,158,36,828
Arunachal Pradesh,Lepa Rada,2018,9479,2934,464,96,254
Arunachal Pradesh,Lepa Rada,2019,1229,963,327,166,305
Arunachal Pradesh,Lepa Rada,2020,5682,194,248,124,500
Arunachal Pradesh,Lepa Rada,2021,3266,2979,1212,389,605
Arunachal Pradesh,Lepa Rada,2022,6018,1422,139,363,832
Arunachal Pradesh,Lepa Rada,2023,5711,2959,955,297,101
Arunachal Pradesh,Lepa Rada,2024,442,342,1972,422,592
Arunachal Pradesh,Lepa Rada,2025,1506,2224,1525,475,162
Arunachal Pradesh,Kamle,2015,974,1666,1128,145,820
Arunachal Pradesh,Kamle,2016,1637,198,508,267,690
Arunachal Pradesh,Kamle,2017,911,131,532,421,830
Arunachal Pradesh,Kamle,2018,3363,2509,166,121,967
Arunachal Pradesh,Kamle,2019,6338,1313,97,145,246
Arunachal Pradesh,Kamle,2020,1403,1205,30,497,673
Arunachal Pradesh,Kamle,2021,6109,1553,1848,476,677
Arunachal Pradesh,Kamle,2022,8072,2783,207,344,132
Arunachal Pradesh,Kamle,2023,9541,2412,30,463,962
Arunachal Pradesh,Kamle,2024,875,1769,370,65,36
Arunachal Pradesh,Kamle,2025,7456,1491,205,363,374
Assam,Baksa,2015,6603,1057,1585,311,450
Assam,Baksa,2016,3015,2430,388,19,827
Assam,Baksa,2017,9018,2736,1984,193,220
Assam,Baksa,2018,3164,722,1265,419,896
Assam,Baksa,2019,5329,1336,832,86,101
Assam,Baksa,2020,8380,580,857,371,561
Assam,Baksa,2021,885,1521,734,359,622
Assam,Baksa,2022,3925,1685,1768,420,298
Assam,Baksa,2023,5090,1969,488,372,842
Assam,Baksa,2024,6152,843,187,346,271
Assam,Baksa,2025,8321,2970,1115,435,414
Assam,Barpeta,2015,951,2867,270,496,975
Assam,Barpeta,2016,2173,1871,1335,456,801
Assam,Barpeta,2017,8113,2377,855,148,941
Assam,Barpeta,2018,9642,2448,530,124,398
Assam,Barpeta,2019,325,2325,433,352,906
Assam,Barpeta,2020,5982,1408,278,209,26
Assam,Barpeta,2021,8910,918,82,104,190
Assam,Barpeta,2022,7901,2641,783,200,622
Assam,Barpeta,2023,1100,2758,1739,96,901
Assam,Barpeta,2024,3610,2091,250,330,399
Assam,Barpeta,2025,5840,1692,297,476,277
Assam,Biswanath,2015,7695,1554,995,362,606
Assam,Biswanath,2016,2640,662,399,253,842
Assam,Biswanath,2017,4662,1449,163,47,957
Assam,Biswanath,2018,8206,1756,1060,238,593
Assam,Biswanath,2019,6558,2368,1227,207,987
Assam,Biswanath,2020,569,297,573,424,755
Assam,Biswanath,2021,3917,249,1959,141,571
Assam,Biswanath,2022,4332,2695,243,116,633
Assam,Biswanath,2023,6807,2542,278,387,667
Assam,Biswanath,2024,8652,2932,713,30,430
Assam,Biswanath,2025,5099,1437,872,83,146
Assam,Bongaigaon,2015,6060,294,1988,470,633
Assam,Bongaigaon,2016,7840,2768,601,50,88
Assam,Bongaigaon,2017,3013,464,1546,456,62
Assam,Bongaigaon,2018,8571,918,779,459,365
Assam,Bongaigaon,2019,3902,718,368,10,558
Assam,Bongaigaon,2020,4278,213,427,238,689
Assam,Bongaigaon,2021,7225,736,445,263,494
Assam,Bongaigaon,2022,6290,1029,1945,134,41
Assam,Bongaigaon,2023,2256,153,702,291,205
Assam,Bongaigaon,2024,852,1572,424,192,625
Assam,Bongaigaon,2025,3990,20,1157,226,460
Assam,Cachar,2015,7208,1777,1741,277,62
Assam,Cachar,2016,8329,810,855,138,558
Assam,Cachar,2017,8826,233,524,302,432
Assam,Cachar,2018,8441,2892,223,196,356
Assam,Cachar,2019,5712,2167,1267,357,898
Assam,Cachar,2020,1745,1814,1146,362,507
Assam,Cachar,2021,4558,995,1013,313,157
Assam,Cachar,2022,2212,2391,990,324,721
Assam,Cachar,2023,8342,2900,677,237,666
Assam,Cachar,2024,5818,875,1131,140,903
Assam,Cachar,2025,703,2436,1339,271,112
Assam,Charaideo,2015,9619,2539,831,418,315
Assam,Charaideo,2016,6380,646,842,95,363
Assam,Charaideo,2017,3317,1154,625,180,916
Assam,Charaideo,2018,158,2396,1220,148,276
Assam,Charaideo,2019,2421,2262,659,292,429
Assam,Charaideo,2020,8303,2089,1487,419,124
Assam,Charaideo,2021,5426,1831,543,242,799
Assam,Charaideo,2022,3174,1812,955,425,440
Assam,Charaideo,2023,2195,926,1586,7,367
Assam,Charaideo,2024,3295,1555,1242,321,918
Assam,Charaideo,2025,5550,1103,821,113,709
Assam,Chirang,2015,8194,1126,1742,432,648
Assam,Chirang,2016,8325,1252,261,354,709
Assam,Chirang,2017,181,92,1239,412,390
Assam,Chirang,2018,6524,1784,271,368,233
Assam,Chirang,2019,1598,1637,206,262,952
Assam,Chirang,2020,8779,2338,1345,302,675
Assam,Chirang,2021,1322,1564,955,249,122
Assam,Chirang,2022,516,1167,1836,136,38
Assam,Chirang,2023,2359,1700,749,188,70
Assam,Chirang,2024,5602,2332,27,45,806
Assam,Chirang,2025,6991,1431,229,22,339
Assam,Darrang,2015,940,888,616,170,989
Assam,Darrang,2016,4724,2090,685,450,498
Assam,Darrang,2017,6889,2286,496,246,986
Assam,Darrang,2018,2582,1748,1517,171,379
Assam,Darrang,2019,666,1031,766,126,935
Assam,Darrang,2020,6286,2460,833,227,245
Assam,Darrang,2021,955,1974,1908,364,752
Assam,Darrang,2022,5113,635,695,236,717
Assam,Darrang,2023,6365,2888,351,431,492
Assam,Darrang,2024,7953,1502,306,241,752
Assam,Darrang,2025,8085,2127,1610,43,679
Assam,Dhemaji,2015,9751,164,1348,338,850
Assam,Dhemaji,2016,4314,2441,1963,345,129
Assam,Dhemaji,2017,3205,2460,1312,381,161
Assam,Dhemaji,2018,301,667,1753,420,154
Assam,Dhemaji,2019,8479,2610,235,495,404
Assam,Dhemaji,2020,1850,2738,1451,238,14
Assam,Dhemaji,2021,9416,2920,1716,240,396
Assam,Dhemaji,2022,7422,45,48,412,622
Assam,Dhemaji,2023,290,2799,1166,497,33
Assam,Dhemaji,2024,8761,1096,824,258,413
Assam,Dhemaji,2025,2554,2665,778,109,998
Assam,Dhubri,2015,5660,535,744,106,584
Assam,Dhubri,2016,8423,2501,434,266,865
Assam,Dhubri,2017,4119,1150,1719,247,435
Assam,Dhubri,2018,5008,1354,1439,171,26
Assam,Dhubri,2019,2658,822,809,307,795
Assam,Dhubri,2020,2656,1316,1948,191,60
Assam,Dhubri,2021,8012,2676,123,101,750
Assam,Dhubri,2022,3926,261,82,486,826
Assam,Dhubri,2023,7613,2830,478,473,900
Assam,Dhubri,2024,8756,2234,968,314,717
Assam,Dhubri,2025,2585,1433,303,13,723
Assam,Dibrugarh,2015,2249,2237,1310,216,473
Assam,Dibrugarh,2016,3562,1674,1077,200,367
Assam,Dibrugarh,2017,1132,374,994,179,194
Assam,Dibrugarh,2018,5866,934,1662,26,555
Assam,Dibrugarh,2019,3488,2074,349,137,831
Assam,Dibrugarh,2020,5020,1021,1587,213,909
Assam,Dibrugarh,2021,6619,1203,678,252,725
Assam,Dibrugarh,2022,2949,1441,151,115,545
Assam,Dibrugarh,2023,5669,1433,1088,467,494
Assam,Dibrugarh,2024,5516,1295,1299,109,335
Assam,Dibrugarh,2025,9478,1975,895,72,237
Assam,Dima Hasao,2015,3337,2559,643,103,106
Assam,Dima Hasao,2016,561,1701,74,274,518
Assam,Dima Hasao,2017,9354,1740,1635,341,875
Assam,Dima Hasao,2018,4658,2471,1428,115,908
Assam,Dima Hasao,2019,9342,2082,655,304,693
Assam,Dima Hasao,2020,9015,2300,210,472,928
Assam,Dima Hasao,2021,168,2575,1866,61,900
Assam,Dima Hasao,2022,7485,1595,1897,279,768
Assam,Dima Hasao,2023,2367,1696,1344,435,134
Assam,Dima Hasao,2024,4044,1928,1796,447,568
Assam,Dima Hasao,2025,6247,1409,1845,431,982
Assam,Goalpara,2015,8256,2133,1064,101,877
Assam,Goalpara,2016,1731,2842,567,414,946
Assam,Goalpara,2017,6322,83,217,284,950
Assam,Goalpara,2018,6814,791,61,291,452
Assam,Goalpara,2019,4444,2351,842,13,609
Assam,Goalpara,2020,3033,2931,1044,231,284
Assam,Goalpara,2021,5689,1144,491,94,81
Assam,Goalpara,2022,9372,1704,640,198,574
Assam,Goalpara,2023,5369,963,1213,135,759
Assam,Goalpara,2024,9367,126,1198,382,407
Assam,Goalpara,2025,4777,1193,1112,237,951
Assam,Golaghat,2015,7687,92,157,333,228
Assam,Golaghat,2016,5669,1375,1499,242,49
Assam,Golaghat,2017,5054,78,1459,370,434
Assam,Golaghat,2018,9548,1025,1246,218,95
Assam,Golaghat,2019,6187,2682,632,8,193
Assam,Golaghat,2020,6979,277,626,224,376
Assam,Golaghat,2021,6729,1757,1834,463,249
Assam,Golaghat,2022,5638,1846,360,177,605
Assam,Golaghat,2023,1788,1319,1699,378,746
Assam,Golaghat,2024,587,2973,1948,380,89
Assam,Golaghat,2025,7227,1085,1704,305,603
Assam,Hailakandi,2015,7315,266,1797,199,621
Assam,Hailakandi,2016,7633,2597,384,465,979
Assam,Hailakandi,2017,2186,1307,611,245,219
Assam,Hailakandi,2018,9602,2052,1349,424,844
Assam,Hailakandi,2019,5328,464,1425,46,499
Assam,Hailakandi,2020,7498,1341,30,89,594
Assam,Hailakandi,2021,3588,1888,757,6,740
Assam,Hailakandi,2022,2847,1143,1590,45,521
Assam,Hailakandi,2023,5391,1797,1693,421,19
Assam,Hailakandi,2024,170,2414,1426,299,195
Assam,Hailakandi,2025,2095,1235,1976,225,732
Assam,Hojai,2015,2835,101,1896,397,252
Assam,Hojai,2016,6380,1101,319,469,353
Assam,Hojai,2017,1906,2866,140,156,105
Assam,Hojai,2018,8890,2720,1731,135,397
Assam,Hojai,2019,945,1791,549,307,339
Assam,Hojai,2020,8763,2621,1241,100,218
Assam,Hojai,2021,5684,2933,1133,57,229
Assam,Hojai,2022,5966,620,1584,194,298
Assam,Hojai,2023,8207,1155,1421,342,984
Assam,Hojai,2024,9452,2955,60,73,141
Assam,Hojai,2025,5484,761,1864,149,120
Assam,Jorhat,2015,1220,1668,1125,420,565
Assam,Jorhat,2016,6594,2429,1692,428,847
Assam,Jorhat,2017,7257,717,1262,10,826
Assam,Jorhat,2018,2559,2084,25,498,52
Assam,Jorhat,2019,9511,1346,705,279,522
Assam,Jorhat,2020,4011,2442,1845,201,626
Assam,Jorhat,2021,709,664,1535,306,989
Assam,Jorhat,2022,5731,2379,1757,284,771
Assam,Jorhat,2023,5493,1431,1082,24,61
Assam,Jorhat,2024,9041,2014,1708,73,482
Assam,Jorhat,2025,3972,1293,1748,135,977
Assam,Kamrup,2015,6295,2435,1633,231,888
Assam,Kamrup,2016,6486,2800,1087,329,458
Assam,Kamrup,2017,9787,1121,961,40,277
Assam,Kamrup,2018,8841,727,674,54,445
Assam,Kamrup,2019,827,2260,1470,172,835
Assam,Kamrup,2020,6222,1948,281,199,635
Assam,Kamrup,2021,174,923,1476,183,982
Assam,Kamrup,2022,5002,2282,1182,425,239
Assam,Kamrup,2023,1822,1578,1698,482,999
Assam,Kamrup,2024,9399,1176,1690,433,458
Assam,Kamrup,2025,4823,2242,789,240,704
Assam,Kamrup Metropolitan,2015,4053,991,1079,211,486
Assam,Kamrup Metropolitan,2016,4845,722,1837,170,363
Assam,Kamrup Metropolitan,2017,8059,2832,1452,71,920
Assam,Kamrup Metropolitan,2018,8777,2935,1154,487,722
Assam,Kamrup Metropolitan,2019,9424,2118,1317,268,688
Assam,Kamrup Metropolitan,2020,1928,402,749,292,281
Assam,Kamrup Metropolitan,2021,6961,715,544,391,319
Assam,Kamrup Metropolitan,2022,2047,2886,913,434,498
Assam,Kamrup Metropolitan,2023,703,2613,53,89,292
Assam,Kamrup Metropolitan,2024,8999,185,1870,55,343
Assam,Kamrup Metropolitan,2025,7662,2955,885,263,309
Assam,Karbi Anglong,2015,5130,486,110,302,182
Assam,Karbi Anglong,2016,4699,2115,1103,207,359
Assam,Karbi Anglong,2017,8065,1409,731,115,430
Assam,Karbi Anglong,2018,4492,294,578,409,77
Assam,Karbi Anglong,2019,4279,1887,1423,107,994
Assam,Karbi Anglong,2020,2060,242,1421,226,467
Assam,Karbi Anglong,2021,2712,1460,1584,73,931
Assam,Karbi Anglong,2022,7822,2618,828,62,227
Assam,Karbi Anglong,2023,6084,2311,879,311,653
Assam,Karbi Anglong,2024,9713,1834,1707,489,810
Assam,Karbi Anglong,2025,4656,1883,37,341,353
Assam,Karimganj,2015,8512,2771,1141,371,102
Assam,Karimganj,2016,9868,1606,1198,54,10
Assam,Karimganj,2017,9260,381,155,294,335
Assam,Karimganj,2018,5807,1887,1701,399,129
Assam,Karimganj,2019,4380,970,901,201,306
Assam,Karimganj,2020,6510,1412,1263,324,67
Assam,Karimganj,2021,5555,2193,1486,254,944
Assam,Karimganj,2022,9839,1489,1293,130,993
Assam,Karimganj,2023,7153,2504,1461,469,842
Assam,Karimganj,2024,8941,1617,10,244,627
Assam,Karimganj,2025,4296,2034,142,300,558
Assam,Kokrajhar,2015,9787,1733,1862,88,628
Assam,Kokrajhar,2016,8544,860,1150,375,194
Assam,Kokrajhar,2017,6342,2329,1012,429,835
Assam,Kokrajhar,2018,8625,1959,233,17,48
Assam,Kokrajhar,2019,8083,2409,219,66,679
Assam,Kokrajhar,2020,7607,312,439,109,777
Assam,Kokrajhar,2021,3240,1667,1656,365,433
Assam,Kokrajhar,2022,9627,1461,1945,356,168
Assam,Kokrajhar,2023,9103,2335,1892,54,447
Assam,Kokrajhar,2024,827,2481,1756,71,573
Assam,Kokrajhar,2025,6733,1617,237,17,879
Assam,Lakhimpur,2015,3800,1773,230,483,132
Assam,Lakhimpur,2016,6795,1415,1791,259,328
Assam,Lakhimpur,2017,1011,1639,1535,129,514
Assam,Lakhimpur,2018,7655,324,1661,13,608
Assam,Lakhimpur,2019,5931,1108,153,302,962
Assam,Lakhimpur,2020,7663,1992,679,302,846
Assam,Lakhimpur,2021,4282,1527,76,183,109
Assam,Lakhimpur,2022,5790,2814,873,351,858
Assam,Lakhimpur,2023,1567,2307,1077,16,660
Assam,Lakhimpur,2024,5290,2444,1537,147,917
Assam,Lakhimpur,2025,9037,705,980,96,866
Assam,Majuli,2015,804,740,600,308,198
Assam,Majuli,2016,3905,1114,299,134,257
Assam,Majuli,2017,1252,2113,1874,321,530
Assam,Majuli,2018,215,1857,1476,153,822
Assam,Majuli,2019,2193,2728,707,183,286
Assam,Majuli,2020,5997,1677,657,115,797
Assam,Majuli,2021,4162,2864,121,283,335
Assam,Majuli,2022,4642,1678,139,223,618
Assam,Majuli,2023,7867,1098,912,496,682
Assam,Majuli,2024,4111,2326,1923,7,505
Assam,Majuli,2025,4524,581,651,206,117
Assam,Morigaon,2015,2757,1159,775,332,852
Assam,Morigaon,2016,4250,2716,62,396,948
Assam,Morigaon,2017,4444,1288,628,376,780
Assam,Morigaon,2018,9381,762,263,41,755
Assam,Morigaon,2019,2863,1432,1601,107,894
Assam,Morigaon,2020,408,2384,1449,46,581
Assam,Morigaon,2021,298,2592,858,257,619
Assam,Morigaon,2022,316,1445,1198,106,974
Assam,Morigaon,2023,8253,2966,1848,257,511
Assam,Morigaon,2024,9759,2573,1655,270,368
Assam,Morigaon,2025,1694,697,341,196,13
Assam,Nagaon,2015,3534,632,267,88,602
Assam,Nagaon,2016,259,2589,715,403,698
Assam,Nagaon,2017,5735,1882,569,252,343
Assam,Nagaon,2018,3728,2950,1707,108,953
Assam,Nagaon,2019,6218,1621,555,419,125
Assam,Nagaon,2020,9179,307,810,41,517
Assam,Nagaon,2021,5288,1721,930,347,753
Assam,Nagaon,2022,4410,333,1976,171,928
Assam,Nagaon,2023,6956,1681,1833,244,899
Assam,Nagaon,2024,3466,1550,1641,137,928
Assam,Nagaon,2025,4226,1562,47,422,884
Assam,Nalbari,2015,857,110,1348,175,176
Assam,Nalbari,2016,1232,1123,60,220,724
Assam,Nalbari,2017,4840,2860,1953,470,782
Assam,Nalbari,2018,3225,2029,1939,348,430
Assam,Nalbari,2019,5759,209,1634,470,135
Assam,Nalbari,2020,4569,2468,65,368,948
Assam,Nalbari,2021,1714,2699,1036,152,408
Assam,Nalbari,2022,6274,2630,1657,270,970
Assam,Nalbari,2023,7171,2823,1005,385,943
Assam,Nalbari,2024,6303,2426,1480,190,453
Assam,Nalbari,2025,4190,263,436,488,404
Assam,Sivasagar,2015,340,2039,501,244,966
Assam,Sivasagar,2016,5717,1016,913,375,131
Assam,Sivasagar,2017,8137,1448,16,458,826
Assam,Sivasagar,2018,600,2312,283,443,648
Assam,Sivasagar,2019,3192,340,464,492,448
Assam,Sivasagar,2020,4825,2663,1458,58,907
Assam,Sivasagar,2021,5836,1204,1446,398,887
Assam,Sivasagar,2022,2526,912,536,97,289
Assam,Sivasagar,2023,6376,73,594,371,698
Assam,Sivasagar,2024,5410,2453,1083,168,837
Assam,Sivasagar,2025,8402,872,47,431,100
Assam,Sonitpur,2015,7232,683,968,407,595
Assam,Sonitpur,2016,9317,335,1928,292,950
Assam,Sonitpur,2017,6644,2010,1881,170,591
Assam,Sonitpur,2018,5807,1469,814,377,191
Assam,Sonitpur,2019,2038,139,1799,96,201
Assam,Sonitpur,2020,5029,1813,826,455,906
Assam,Sonitpur,2021,1635,1465,1897,220,559
Assam,Sonitpur,2022,4017,292,642,59,539
Assam,Sonitpur,2023,2123,2218,306,89,71
Assam,Sonitpur,2024,1343,1860,579,365,114
Assam,Sonitpur,2025,810,1545,1769,105,101
Assam,South Salmara-Mankachar,2015,6323,2971,1152,12,176
Assam,South Salmara-Mankachar,2016,8943,2112,110,452,888
Assam,South Salmara-Mankachar,2017,1401,44,754,201,101
Assam,South Salmara-Mankachar,2018,5720,2296,1601,285,679
Assam,South Salmara-Mankachar,2019,3978,928,244,62,360
Assam,South Salmara-Mankachar,2020,6278,157,735,482,731
Assam,South Salmara-Mankachar,2021,3340,1131,1223,381,135
Assam,South Salmara-Mankachar,2022,2709,363,786,153,535
Assam,South Salmara-Mankachar,2023,8911,1806,1686,327,71
Assam,South Salmara-Mankachar,2024,9985,2106,320,447,920
Assam,South Salmara-Mankachar,2025,9340,521,944,445,959
Assam,Tinsukia,2015,5917,262,214,400,125
Assam,Tinsukia,2016,8785,1092,380,96,598
Assam,Tinsukia,2017,8333,658,779,23,599
Assam,Tinsukia,2018,6601,2759,110,439,145
Assam,Tinsukia,2019,674,2530,1239,441,382
Assam,Tinsukia,2020,3692,262,264,173,158
Assam,Tinsukia,2021,1994,2902,1472,283,738
