state,district,year,houses_built,smart_city_projects,water_supply_coverage,internet_penetration_percent,public_transport_projects
Arunachal Pradesh,East Siang,2017,60865,43,74.69,42.78,12
Arunachal Pradesh,East Siang,2018,102828,14,89.49,52.45,17
Arunachal Pradesh,East Siang,2019,129598,32,91.49,87.15,15
Arunachal Pradesh,East Siang,2020,14670,3,74.05,44.93,1
Arunachal Pradesh,East Siang,2021,49963,19,40.25,81.95,25
Arunachal Pradesh,East Siang,2022,61352,27,60.1,30.5,3
Arunachal Pradesh,East Siang,2023,113451,3,59.23,38.59,3
Arunachal Pradesh,East Siang,2024,114218,45,60.79,42.87,25
Arunachal Pradesh,East Siang,2025,160897,38,78.12,54.68,19
Arunachal Pradesh,Siang,2015,197739,27,89.1,51.97,7
Arunachal Pradesh,Siang,2016,168617,11,96.96,48.66,30
Arunachal Pradesh,Siang,2017,40421,41,65.38,56.42,7
Arunachal Pradesh,Siang,2018,80489,38,75.88,62.66,18
Arunachal Pradesh,Siang,2019,506,16,91.78,48.19,16
Arunachal Pradesh,Siang,2020,17919,44,77.47,94.12,11
Arunachal Pradesh,Siang,2021,7123,32,84.58,44.41,30
Arunachal Pradesh,Siang,2022,104874,47,67.86,69.91,3
Arunachal Pradesh,Siang,2023,124496,47,75.52,58.11,24
Arunachal Pradesh,Siang,2024,92529,28,45.37,74.2,17
Arunachal Pradesh,Siang,2025,78528,9,60.67,81.28,9
Arunachal Pradesh,Upper Siang,2015,174443,3,87.31,48.31,19
Arunachal Pradesh,Upper Siang,2016,18071,1,53.5,65.89,10
Arunachal Pradesh,Upper Siang,2017,84164,22,91.63,52.6,28
Arunachal Pradesh,Upper Siang,2018,118960,22,75.33,41.7,30
Arunachal Pradesh,Upper Siang,2019,21051,19,80.41,62.11,15
Arunachal Pradesh,Upper Siang,2020,50076,28,90.89,35.58,26
Arunachal Pradesh,Upper Siang,2021,39899,25,67.84,64.17,23
Arunachal Pradesh,Upper Siang,2022,105520,19,52.94,53.41,18
Arunachal Pradesh,Upper Siang,2023,62069,49,75.92,87.38,1
Arunachal Pradesh,Upper Siang,2024,49108,44,93.04,54.75,24
Arunachal Pradesh,Upper Siang,2025,143503,17,55.11,64.48,14
Arunachal Pradesh,Lower Siang,2015,20556,43,44.79,61.11,3
Arunachal Pradesh,Lower Siang,2016,81202,45,62.37,74.48,27
Arunachal Pradesh,Lower Siang,2017,199450,49,93.89,76.24,2
Arunachal Pradesh,Lower Siang,2018,17611,17,93.96,75.69,0
Arunachal Pradesh,Lower Siang,2019,198628,16,67.27,40.21,17
Arunachal Pradesh,Lower Siang,2020,193710,34,52.9,73.75,15
Arunachal Pradesh,Lower Siang,2021,79839,15,82.52,74.57,4
Arunachal Pradesh,Lower Siang,2022,23276,40,94.73,70.62,13
Arunachal Pradesh,Lower Siang,2023,21391,41,64.73,76.16,0
Arunachal Pradesh,Lower Siang,2024,100280,47,94.3,32.7,26
Arunachal Pradesh,Lower Siang,2025,46219,12,48.98,71.41,14
Arunachal Pradesh,Lower Dibang Valley,2015,54393,19,88.22,65.17,2
Arunachal Pradesh,Lower Dibang Valley,2016,82290,5,96.22,38.28,19
Arunachal Pradesh,Lower Dibang Valley,2017,15083,9,87.06,84.72,25
Arunachal Pradesh,Lower Dibang Valley,2018,87766,16,73.65,34.83,12
Arunachal Pradesh,Lower Dibang Valley,2019,50769,35,92.19,81.86,20
Arunachal Pradesh,Lower Dibang Valley,2020,21887,8,43.14,41.64,9
Arunachal Pradesh,Lower Dibang Valley,2021,89942,40,62.17,80.94,28
Arunachal Pradesh,Lower Dibang Valley,2022,181207,49,95.01,71.33,20
Arunachal Pradesh,Lower Dibang Valley,2023,50146,37,68.37,38.72,21
Arunachal Pradesh,Lower Dibang Valley,2024,142890,24,60.79,43.31,7
Arunachal Pradesh,Lower Dibang Valley,2025,170478,2,42.58,73.12,30
Arunachal Pradesh,Dibang Valley,2015,21264,31,50.56,35.69,6
Arunachal Pradesh,Dibang Valley,2016,37184,9,84.46,32.41,0
Arunachal Pradesh,Dibang Valley,2017,131350,38,85.91,88.72,4
Arunachal Pradesh,Dibang Valley,2018,127282,22,55.02,78.76,16
Arunachal Pradesh,Dibang Valley,2019,95955,32,93.99,37.11,11
Arunachal Pradesh,Dibang Valley,2020,198847,3,44.67,77.17,21
Arunachal Pradesh,Dibang Valley,2021,173542,7,54.7,68.01,28
Arunachal Pradesh,Dibang Valley,2022,103816,2,98.72,79.03,7
Arunachal Pradesh,Dibang Valley,2023,45543,50,73.76,64.45,19
Arunachal Pradesh,Dibang Valley,2024,194675,11,97.64,52.52,9
Arunachal Pradesh,Dibang Valley,2025,152261,27,86.55,40.26,20
Arunachal Pradesh,Anjaw,2015,198147,17,43.13,59.18,5
Arunachal Pradesh,Anjaw,2016,136145,41,75.85,62.6,14
Arunachal Pradesh,Anjaw,2017,115191,11,66.74,49.61,30
Arunachal Pradesh,Anjaw,2018,130487,17,43.31,79.03,22
Arunachal Pradesh,Anjaw,2019,23698,32,97.71,88.42,22
Arunachal Pradesh,Anjaw,2020,18585,48,56.65,87.49,21
Arunachal Pradesh,Anjaw,2021,11007,11,88.54,32.29,23
Arunachal Pradesh,Anjaw,2022,131851,32,75.55,89.02,3
Arunachal Pradesh,Anjaw,2023,20594,35,74.57,52.32,10
Arunachal Pradesh,Anjaw,2024,11963,20,92.0,51.73,9
Arunachal Pradesh,Anjaw,2025,170899,41,95.9,79.2,9
Arunachal Pradesh,Lohit,2015,117097,5,79.05,52.35,27
Arunachal Pradesh,Lohit,2016,169031,13,72.9,84.43,28
Arunachal Pradesh,Lohit,2017,87971,33,63.61,61.8,26
Arunachal Pradesh,Lohit,2018,30339,1,62.08,73.91,11
Arunachal Pradesh,Lohit,2019,179230,10,74.48,42.11,15
Arunachal Pradesh,Lohit,2020,186412,45,75.98,67.04,2
Arunachal Pradesh,Lohit,2021,57705,29,49.41,65.97,9
Arunachal Pradesh,Lohit,2022,145163,17,45.32,64.67,29
Arunachal Pradesh,Lohit,2023,162034,18,49.7,93.94,18
Arunachal Pradesh,Lohit,2024,8819,6,87.13,80.26,19
Arunachal Pradesh,Lohit,2025,132118,34,96.83,30.34,15
Arunachal Pradesh,Namsai,2015,73090,25,86.11,30.11,8
Arunachal Pradesh,Namsai,2016,123767,22,44.6,53.06,4
Arunachal Pradesh,Namsai,2017,23489,48,94.62,55.22,0
Arunachal Pradesh,Namsai,2018,29408,8,49.42,70.65,21
Arunachal Pradesh,Namsai,2019,186719,1,50.35,45.39,29
Arunachal Pradesh,Namsai,2020,31421,42,75.19,91.18,6
Arunachal Pradesh,Namsai,2021,91242,48,87.67,54.78,22
Arunachal Pradesh,Namsai,2022,12367,9,51.39,30.14,27
Arunachal Pradesh,Namsai,2023,50783,4,90.31,65.43,17
Arunachal Pradesh,Namsai,2024,5474,1,95.58,36.2,16
Arunachal Pradesh,Namsai,2025,49091,38,51.14,63.13,3
Arunachal Pradesh,Changlang,2015,38011,35,61.77,72.86,25
Arunachal Pradesh,Changlang,2016,157090,11,69.34,37.58,4
Arunachal Pradesh,Changlang,2017,106147,32,66.06,45.97,3
Arunachal Pradesh,Changlang,2018,8110,41,74.67,39.88,7
Arunachal Pradesh,Changlang,2019,117537,26,90.33,35.37,19
Arunachal Pradesh,Changlang,2020,128921,0,65.27,76.13,30
Arunachal Pradesh,Changlang,2021,156790,6,65.17,45.49,9
Arunachal Pradesh,Changlang,2022,159608,40,40.16,83.32,9
Arunachal Pradesh,Changlang,2023,33235,40,81.68,60.35,24
Arunachal Pradesh,Changlang,2024,73650,30,81.25,47.59,8
Arunachal Pradesh,Changlang,2025,88929,37,92.3,48.51,8
Arunachal Pradesh,Tirap,2015,130553,15,48.88,45.82,29
Arunachal Pradesh,Tirap,2016,88953,37,75.32,57.76,20
Arunachal Pradesh,Tirap,2017,72915,30,43.64,78.46,19
Arunachal Pradesh,Tirap,2018,20511,36,73.15,31.92,4
Arunachal Pradesh,Tirap,2019,195093,43,69.31,59.15,23
Arunachal Pradesh,Tirap,2020,26272,30,74.1,66.2,4
Arunachal Pradesh,Tirap,2021,107652,37,72.94,47.86,17
Arunachal Pradesh,Tirap,2022,38654,4,89.64,78.22,7
Arunachal Pradesh,Tirap,2023,176505,1,83.7,84.25,7
Arunachal Pradesh,Tirap,2024,45561,8,63.06,83.62,2
Arunachal Pradesh,Tirap,2025,37406,25,80.99,33.51,9
Arunachal Pradesh,Longding,2015,16770,30,49.85,74.21,24
Arunachal Pradesh,Longding,2016,130101,25,62.2,47.02,24
Arunachal Pradesh,Longding,2017,142169,33,99.94,49.91,7
Arunachal Pradesh,Longding,2018,21633,6,94.74,31.71,14
Arunachal Pradesh,Longding,2019,194030,19,52.66,67.78,17
Arunachal Pradesh,Longding,2020,4503,23,71.38,63.17,29
Arunachal Pradesh,Longding,2021,187990,31,72.28,70.16,18
Arunachal Pradesh,Longding,2022,147910,15,82.93,93.46,17
Arunachal Pradesh,Longding,2023,94978,2,65.67,82.2,9
Arunachal Pradesh,Longding,2024,159994,44,68.02,73.29,30
Arunachal Pradesh,Longding,2025,161576,5,63.75,88.45,29
Arunachal Pradesh,Pakke-Kessang,2015,165238,36,52.45,47.65,4
Arunachal Pradesh,Pakke-Kessang,2016,76604,6,63.63,47.05,19
Arunachal Pradesh,Pakke-Kessang,2017,66359,39,45.61,62.33,19
Arunachal Pradesh,Pakke-Kessang,2018,78615,12,86.66,83.17,6
Arunachal Pradesh,Pakke-Kessang,2019,191847,30,76.01,84.96,22
Arunachal Pradesh,Pakke-Kessang,2020,190589,10,48.37,67.32,27
Arunachal Pradesh,Pakke-Kessang,2021,20460,47,60.18,39.32,0
Arunachal Pradesh,Pakke-Kessang,2022,21760,27,41.72,87.0,26
Arunachal Pradesh,Pakke-Kessang,2023,112578,30,60.83,52.8,8
Arunachal Pradesh,Pakke-Kessang,2024,42269,22,53.2,68.99,27
Arunachal Pradesh,Pakke-Kessang,2025,105937,47,46.01,92.83,22
Arunachal Pradesh,Leparada,2015,145785,42,47.36,30.37,27
Arunachal Pradesh,Leparada,2016,36000,8,81.03,58.14,9
Arunachal Pradesh,Leparada,2017,34488,30,61.69,37.61,18
Arunachal Pradesh,Leparada,2018,28937,39,44.51,34.42,17
Arunachal Pradesh,Leparada,2019,121957,10,58.8,37.09,21
Arunachal Pradesh,Leparada,2020,135059,18,61.54,61.29,6
Arunachal Pradesh,Leparada,2021,86313,31,60.91,89.41,9
Arunachal Pradesh,Leparada,2022,67507,33,89.0,85.06,25
Arunachal Pradesh,Leparada,2023,57802,36,92.6,88.3,20
Arunachal Pradesh,Leparada,2024,103916,49,78.61,38.74,22
Arunachal Pradesh,Leparada,2025,145054,31,88.94,72.52,0
Arunachal Pradesh,Lepa Rada,2015,32905,30,52.14,41.86,5
Arunachal Pradesh,Lepa Rada,2016,142918,37,74.53,44.78,9
Arunachal Pradesh,Lepa Rada,2017,114266,6,55.4,60.56,5
Arunachal Pradesh,Lepa Rada,2018,113582,29,52.07,47.87,16
Arunachal Pradesh,Lepa Rada,2019,168294,41,91.2,90.85,26
Arunachal Pradesh,Lepa Rada,2020,172181,24,62.5,44.33,19
Arunachal Pradesh,Lepa Rada,2021,140387,7,47.76,92.96,13
Arunachal Pradesh,Lepa Rada,2022,130781,24,48.46,77.28,13
Arunachal Pradesh,Lepa Rada,2023,79718,12,55.28,34.72,7
Arunachal Pradesh,Lepa Rada,2024,103856,9,87.9,50.08,11
Arunachal Pradesh,Lepa Rada,2025,85064,48,40.73,55.55,4
Arunachal Pradesh,Kamle,2015,23127,2,41.2,48.31,22
Arunachal Pradesh,Kamle,2016,11607,32,99.35,33.1,4
Arunachal Pradesh,Kamle,2017,19916,38,91.45,31.71,3
Arunachal Pradesh,Kamle,2018,177543,35,45.35,46.73,18
Arunachal Pradesh,Kamle,2019,189473,23,46.69,39.94,16
Arunachal Pradesh,Kamle,2020,194117,38,61.55,56.45,26
Arunachal Pradesh,Kamle,2021,28354,31,64.58,68.02,6
Arunachal Pradesh,Kamle,2022,19442,13,70.57,92.78,24
Arunachal Pradesh,Kamle,2023,16723,11,45.71,59.16,30
Arunachal Pradesh,Kamle,2024,103439,17,76.28,44.48,1
Arunachal Pradesh,Kamle,2025,25320,33,47.6,89.36,0
Assam,Baksa,2015,69149,10,89.48,38.85,20
Assam,Baksa,2016,66917,37,51.55,42.65,24
Assam,Baksa,2017,87945,0,75.45,58.72,9
Assam,Baksa,2018,104681,18,89.45,92.44,27
Assam,Baksa,2019,105994,17,68.44,38.4,11
Assam,Baksa,2020,169573,16,61.34,52.36,21
Assam,Baksa,2021,73823,16,78.68,89.45,3
Assam,Baksa,2022,161247,7,66.98,75.24,18
Assam,Baksa,2023,191934,41,82.63,35.25,4
Assam,Baksa,2024,169263,43,99.57,55.98,22
Assam,Baksa,2025,125772,2,60.79,36.49,25
Assam,Barpeta,2015,37358,8,68.38,66.2,7
Assam,Barpeta,2016,194297,14,83.82,45.21,2
Assam,Barpeta,2017,30793,38,92.19,82.43,20
Assam,Barpeta,2018,109990,40,50.58,54.12,23
Assam,Barpeta,2019,30660,47,54.24,42.21,13
Assam,Barpeta,2020,122732,49,57.51,44.03,24
Assam,Barpeta,2021,7772,17,43.54,84.65,30
Assam,Barpeta,2022,130972,44,60.31,70.63,8
Assam,Barpeta,2023,184749,42,89.86,87.86,15
Assam,Barpeta,2024,148272,15,84.53,93.1,0
Assam,Barpeta,2025,83962,26,79.93,35.95,19
Assam,Biswanath,2015,195874,15,82.95,35.02,18
Assam,Biswanath,2016,113930,14,88.84,32.04,25
Assam,Biswanath,2017,107693,47,41.99,86.14,21
Assam,Biswanath,2018,69655,2,89.37,78.35,28
Assam,Biswanath,2019,42288,48,60.46,35.01,3
Assam,Biswanath,2020,57584,12,85.23,32.16,14
Assam,Biswanath,2021,69747,32,84.58,76.94,10
Assam,Biswanath,2022,89425,1,46.5,83.4,14
Assam,Biswanath,2023,182748,47,54.24,49.17,1
Assam,Biswanath,2024,13059,4,60.81,67.24,28
Assam,Biswanath,2025,178233,19,73.65,60.99,3
Assam,Bongaigaon,2015,19433,12,65.78,31.24,15
Assam,Bongaigaon,2016,122440,22,48.75,77.67,27
Assam,Bongaigaon,2017,159707,6,51.85,63.91,24
Assam,Bongaigaon,2018,121372,39,98.54,86.61,21
Assam,Bongaigaon,2019,83839,0,44.15,92.62,8
Assam,Bongaigaon,2020,122214,3,80.35,68.15,10
Assam,Bongaigaon,2021,125622,21,85.92,57.84,8
Assam,Bongaigaon,2022,188574,19,49.35,59.41,11
Assam,Bongaigaon,2023,75656,4,94.42,74.9,3
Assam,Bongaigaon,2024,136370,23,59.63,92.21,30
Assam,Bongaigaon,2025,124805,44,63.78,73.38,21
Assam,Cachar,2015,97448,1,83.58,83.27,29
Assam,Cachar,2016,16990,0,88.03,94.57,6
Assam,Cachar,2017,184119,15,70.16,80.56,3
Assam,Cachar,2018,59478,44,96.25,64.38,6
Assam,Cachar,2019,191157,19,75.58,85.93,22
Assam,Cachar,2020,152693,43,68.18,84.27,7
Assam,Cachar,2021,148328,47,88.71,66.44,17
Assam,Cachar,2022,20854,11,54.17,89.16,0
Assam,Cachar,2023,126251,40,70.82,63.72,4
Assam,Cachar,2024,168659,35,60.38,39.91,25
Assam,Cachar,2025,78310,26,66.98,90.73,19
Assam,Charaideo,2015,106716,35,41.47,57.75,6
Assam,Charaideo,2016,3063,29,86.61,84.16,26
Assam,Charaideo,2017,47851,32,61.76,68.05,2
Assam,Charaideo,2018,119041,1,73.1,30.09,28
Assam,Charaideo,2019,156856,37,90.61,65.22,17
Assam,Charaideo,2020,117840,34,62.87,52.36,20
Assam,Charaideo,2021,195819,48,66.88,52.96,8
Assam,Charaideo,2022,7754,43,83.55,80.31,0
Assam,Charaideo,2023,148998,47,92.29,46.93,8
Assam,Charaideo,2024,192940,30,68.83,75.4,6
Assam,Charaideo,2025,65217,28,92.7,45.09,14
Assam,Chirang,2015,113358,24,99.91,70.05,8
Assam,Chirang,2016,68880,6,63.13,84.48,3
Assam,Chirang,2017,143816,33,67.68,55.73,9
Assam,Chirang,2018,161628,19,79.5,78.32,1
Assam,Chirang,2019,126176,4,82.04,92.26,23
Assam,Chirang,2020,133594,16,57.92,71.36,6
Assam,Chirang,2021,9507,32,44.57,39.5,21
Assam,Chirang,2022,83268,49,59.66,57.48,19
Assam,Chirang,2023,62960,26,63.02,87.1,7
Assam,Chirang,2024,145585,1,93.65,30.56,12
Assam,Chirang,2025,129412,29,46.44,58.84,15
Assam,Darrang,2015,13284,22,91.75,93.31,19
Assam,Darrang,2016,172671,16,41.25,61.7,20
Assam,Darrang,2017,177585,34,67.24,56.21,17
Assam,Darrang,2018,81726,17,61.49,59.76,29
Assam,Darrang,2019,106145,5,78.64,49.6,25
Assam,Darrang,2020,157791,49,93.36,93.26,17
Assam,Darrang,2021,193882,40,73.55,79.28,7
Assam,Darrang,2022,46208,4,58.13,63.58,30
Assam,Darrang,2023,124003,10,48.71,33.01,12
Assam,Darrang,2024,147395,9,93.46,76.84,9
Assam,Darrang,2025,164445,36,47.13,86.04,13
Assam,Dhemaji,2015,59684,35,41.32,59.3,13
Assam,Dhemaji,2016,59375,21,83.52,62.98,4
Assam,Dhemaji,2017,32333,21,80.44,38.15,19
Assam,Dhemaji,2018,39498,28,73.42,81.87,22
Assam,Dhemaji,2019,18973,3,70.57,57.9,3
Assam,Dhemaji,2020,102965,27,65.69,34.93,9
Assam,Dhemaji,2021,163413,29,50.71,80.77,4
Assam,Dhemaji,2022,40893,18,53.38,35.16,18
Assam,Dhemaji,2023,8820,15,95.88,54.4,4
Assam,Dhemaji,2024,193638,21,44.64,75.81,21
Assam,Dhemaji,2025,70307,27,79.5,80.11,2
Assam,Dhubri,2015,195175,7,63.25,77.78,25
Assam,Dhubri,2016,19910,43,90.02,85.01,2
Assam,Dhubri,2017,48459,18,99.25,91.76,21
Assam,Dhubri,2018,174140,23,74.62,82.48,16
Assam,Dhubri,2019,42644,48,84.91,46.86,14
Assam,Dhubri,2020,141175,49,51.68,73.51,21
Assam,Dhubri,2021,174204,45,59.88,37.85,27
Assam,Dhubri,2022,25372,23,64.47,65.12,11
Assam,Dhubri,2023,53886,0,46.98,75.58,14
Assam,Dhubri,2024,100851,10,70.88,75.45,11
Assam,Dhubri,2025,183074,26,68.51,56.61,20
Assam,Dibrugarh,2015,2086,41,60.07,32.96,12
Assam,Dibrugarh,2016,599,12,95.61,52.75,14
Assam,Dibrugarh,2017,20823,49,59.94,36.25,7
Assam,Dibrugarh,2018,64655,29,75.96,45.48,23
Assam,Dibrugarh,2019,13996,14,98.48,34.62,8
Assam,Dibrugarh,2020,82726,47,92.29,78.98,22
Assam,Dibrugarh,2021,22222,16,89.19,47.31,17
Assam,Dibrugarh,2022,77665,4,91.07,59.9,18
Assam,Dibrugarh,2023,28932,26,50.05,41.14,25
Assam,Dibrugarh,2024,49941,18,79.8,49.46,6
Assam,Dibrugarh,2025,5341,16,80.4,83.21,10
Assam,Dima Hasao,2015,121693,11,72.66,81.89,11
Assam,Dima Hasao,2016,184816,20,90.43,65.3,9
Assam,Dima Hasao,2017,144494,25,72.88,54.47,2
Assam,Dima Hasao,2018,125672,31,94.64,94.3,2
Assam,Dima Hasao,2019,95888,17,82.23,68.4,19
Assam,Dima Hasao,2020,73764,18,94.69,88.51,23
Assam,Dima Hasao,2021,138406,40,98.21,46.83,25
Assam,Dima Hasao,2022,102513,15,42.92,87.85,23
Assam,Dima Hasao,2023,41233,16,41.54,44.48,26
Assam,Dima Hasao,2024,30143,3,53.33,81.74,13
Assam,Dima Hasao,2025,6550,36,90.37,91.83,12
Assam,Goalpara,2015,148209,3,42.71,38.5,11
Assam,Goalpara,2016,52456,16,81.55,57.87,23
Assam,Goalpara,2017,82273,13,80.05,69.1,27
Assam,Goalpara,2018,84464,26,40.16,50.83,5
Assam,Goalpara,2019,71960,16,65.36,70.44,3
Assam,Goalpara,2020,51194,10,77.59,58.12,22
Assam,Goalpara,2021,106789,2,44.0,43.02,13
Assam,Goalpara,2022,78292,37,65.37,66.21,26
Assam,Goalpara,2023,126406,20,77.06,68.71,19
Assam,Goalpara,2024,39597,11,62.65,30.75,10
Assam,Goalpara,2025,28810,11,40.44,76.42,16
Assam,Golaghat,2015,17892,34,73.98,86.58,10
Assam,Golaghat,2016,11046,46,82.09,50.8,12
Assam,Golaghat,2017,92340,31,58.49,51.23,12
Assam,Golaghat,2018,162036,23,67.81,41.97,9
Assam,Golaghat,2019,183465,14,44.77,77.57,23
Assam,Golaghat,2020,65961,0,54.96,90.22,15
Assam,Golaghat,2021,35323,10,94.95,75.79,9
Assam,Golaghat,2022,146010,21,61.92,92.5,18
Assam,Golaghat,2023,60207,49,78.22,45.07,8
Assam,Golaghat,2024,193028,20,67.39,87.03,13
Assam,Golaghat,2025,90855,5,44.57,47.73,28
Assam,Hailakandi,2015,79335,29,56.96,93.91,29
Assam,Hailakandi,2016,138129,41,56.72,61.82,19
Assam,Hailakandi,2017,123796,39,51.45,49.21,11
Assam,Hailakandi,2018,53791,22,54.71,38.52,0
Assam,Hailakandi,2019,100422,8,41.27,41.39,30
Assam,Hailakandi,2020,21636,9,59.16,66.74,21
Assam,Hailakandi,2021,86849,23,64.32,42.61,11
Assam,Hailakandi,2022,32750,50,61.86,64.7,16
Assam,Hailakandi,2023,175656,35,49.89,63.9,30
Assam,Hailakandi,2024,143322,21,45.64,44.76,10
Assam,Hailakandi,2025,96524,30,72.5,57.17,9
Assam,Hojai,2015,105281,41,85.66,85.14,26
Assam,Hojai,2016,174329,4,74.69,43.63,28
Assam,Hojai,2017,1565,43,96.1,94.6,16
Assam,Hojai,2018,154495,35,65.7,74.68,8
Assam,Hojai,2019,148347,36,71.98,30.65,14
Assam,Hojai,2020,196232,16,86.56,73.57,21
Assam,Hojai,2021,27119,47,79.62,93.83,1
Assam,Hojai,2022,171300,12,78.98,34.06,4
Assam,Hojai,2023,143567,22,78.98,63.55,26
Assam,Hojai,2024,121909,17,56.09,85.9,18
Assam,Hojai,2025,51404,12,78.92,57.47,9
Assam,Jorhat,2015,126562,0,51.34,60.44,15
Assam,Jorhat,2016,60857,2,42.59,70.93,8
Assam,Jorhat,2017,155915,2,49.93,74.1,16
Assam,Jorhat,2018,147085,10,67.78,67.9,24
Assam,Jorhat,2019,107362,35,42.19,74.44,5
Assam,Jorhat,2020,121945,28,44.48,75.06,0
Assam,Jorhat,2021,198405,14,93.46,85.97,12
Assam,Jorhat,2022,186668,23,85.22,37.62,1
Assam,Jorhat,2023,99547,31,79.28,62.73,17
Assam,Jorhat,2024,168478,11,97.33,55.34,4
Assam,Jorhat,2025,145848,42,48.02,79.54,1
Assam,Kamrup,2015,75394,28,74.16,90.74,20
Assam,Kamrup,2016,131298,27,47.37,39.58,25
Assam,Kamrup,2017,137643,31,58.63,59.15,20
Assam,Kamrup,2018,6588,47,43.96,91.64,3
Assam,Kamrup,2019,25929,46,44.67,33.11,10
Assam,Kamrup,2020,199279,5,95.37,69.6,26
Assam,Kamrup,2021,65662,13,98.14,85.49,26
Assam,Kamrup,2022,49743,31,79.19,49.07,15
Assam,Kamrup,2023,106343,14,63.37,84.84,6
Assam,Kamrup,2024,84744,20,97.77,67.1,26
Assam,Kamrup,2025,169628,29,66.73,67.73,28
Assam,Kamrup Metropolitan,2015,167929,49,58.21,59.89,29
Assam,Kamrup Metropolitan,2016,22007,11,68.76,71.43,13
Assam,Kamrup Metropolitan,2017,186821,4,90.65,57.8,13
Assam,Kamrup Metropolitan,2018,195323,43,75.68,85.82,1
Assam,Kamrup Metropolitan,2019,183866,12,50.94,89.33,26
Assam,Kamrup Metropolitan,2020,90402,11,67.25,78.48,24
Assam,Kamrup Metropolitan,2021,15702,7,74.24,75.42,8
Assam,Kamrup Metropolitan,2022,103463,12,76.93,70.45,19
Assam,Kamrup Metropolitan,2023,135024,21,51.28,69.82,23
Assam,Kamrup Metropolitan,2024,98069,6,58.64,80.98,21
Assam,Kamrup Metropolitan,2025,162948,31,97.49,54.67,12
Assam,Karbi Anglong,2015,55002,38,58.42,47.04,24
Assam,Karbi Anglong,2016,81853,49,97.04,52.52,25
Assam,Karbi Anglong,2017,4218,43,52.22,55.12,5
Assam,Karbi Anglong,2018,64881,13,97.64,38.25,30
Assam,Karbi Anglong,2019,3607,39,73.55,54.76,26
Assam,Karbi Anglong,2020,113944,50,99.46,66.18,6
Assam,Karbi Anglong,2021,30710,33,47.33,86.72,7
Assam,Karbi Anglong,2022,137046,29,98.4,36.48,30
Assam,Karbi Anglong,2023,193215,9,96.04,48.08,18
Assam,Karbi Anglong,2024,46938,7,68.23,35.58,29
Assam,Karbi Anglong,2025,171677,29,78.28,39.42,14
Assam,Karimganj,2015,95328,45,48.37,85.73,27
Assam,Karimganj,2016,184262,6,64.55,82.81,20
Assam,Karimganj,2017,59032,2,76.75,80.72,20
Assam,Karimganj,2018,14489,14,51.48,91.75,17
Assam,Karimganj,2019,83530,21,90.24,80.88,7
Assam,Karimganj,2020,99430,5,44.83,82.32,27
Assam,Karimganj,2021,93157,44,63.9,44.12,6
Assam,Karimganj,2022,79807,16,96.45,88.67,1
Assam,Karimganj,2023,113558,28,61.2,86.46,25
Assam,Karimganj,2024,109073,43,83.35,63.98,0
Assam,Karimganj,2025,8077,40,87.26,92.24,18
Assam,Kokrajhar,2015,191857,38,61.5,78.77,20
Assam,Kokrajhar,2016,87825,39,40.5,67.46,29
Assam,Kokrajhar,2017,173708,2,85.75,87.85,5
Assam,Kokrajhar,2018,161352,17,62.48,60.52,0
Assam,Kokrajhar,2019,66595,20,58.38,48.74,22
Assam,Kokrajhar,2020,29746,31,98.04,54.02,0
Assam,Kokrajhar,2021,143632,28,40.93,92.01,20
Assam,Kokrajhar,2022,144789,49,85.36,91.77,24
Assam,Kokrajhar,2023,104132,35,70.32,43.11,19
Assam,Kokrajhar,2024,39056,46,74.59,87.05,4
Assam,Kokrajhar,2025,100720,1,88.62,49.84,4
Assam,Lakhimpur,2015,74104,20,55.52,39.91,2
Assam,Lakhimpur,2016,148924,6,40.3,48.25,24
Assam,Lakhimpur,2017,83354,11,42.86,62.26,22
Assam,Lakhimpur,2018,78367,6,98.07,82.0,25
Assam,Lakhimpur,2019,70274,31,93.41,51.6,5
Assam,Lakhimpur,2020,84450,16,82.4,35.82,23
Assam,Lakhimpur,2021,93460,32,99.85,34.57,14
Assam,Lakhimpur,2022,58096,21,58.32,30.49,0
Assam,Lakhimpur,2023,36975,3,77.91,58.57,22
Assam,Lakhimpur,2024,186250,35,84.68,51.88,3
Assam,Lakhimpur,2025,159231,12,47.66,40.14,6
Assam,Majuli,2015,190555,46,42.18,70.61,9
Assam,Majuli,2016,3061,31,69.78,68.39,28
Assam,Majuli,2017,94703,36,47.91,90.07,28
Assam,Majuli,2018,24993,3,52.15,42.08,23
Assam,Majuli,2019,189925,47,46.47,44.94,20
Assam,Majuli,2020,134801,20,88.31,88.2,9
Assam,Majuli,2021,70057,4,77.34,30.09,17
Assam,Majuli,2022,73638,45,86.37,87.72,18
Assam,Majuli,2023,106444,14,49.7,65.01,6
Assam,Majuli,2024,167268,24,65.22,32.13,13
Assam,Majuli,2025,30375,21,93.9,61.33,0
Assam,Morigaon,2015,22720,47,71.5,47.63,11
Assam,Morigaon,2016,139234,32,96.75,43.77,10
Assam,Morigaon,2017,41643,29,76.86,40.98,13
Assam,Morigaon,2018,141268,28,42.07,68.75,19
Assam,Morigaon,2019,147970,23,46.25,76.75,27
Assam,Morigaon,2020,134992,38,72.06,39.11,5
Assam,Morigaon,2021,104889,47,81.35,74.79,24
Assam,Morigaon,2022,121268,40,59.9,33.81,6
Assam,Morigaon,2023,18908,17,88.04,88.18,0
