state,district,year,exports,imports,trade_balance,foreign_investment,tariff_rate,trade_partners,export_growth
Assam,Dhemaji,2016,16.11,29.58,75.81,35.64,59.22,15.21,42.86
Gujarat,Anand,2022,57.66,54.27,54.05,73.32,45.74,66.44,49.65
Uttar Pradesh,Rampur,2025,97.05,91.05,18.07,15.44,83.24,29.39,64.31
Manipur,Thoubal,2017,86.78,36.92,98.94,78.94,19.71,29.94,46.81
Gujarat,Navsari,2019,97.83,20.32,71.34,44.96,98.63,97.7,30.85
Maharashtra,Pune,2019,88.52,32.04,11.57,70.14,19.5,49.8,70.2
Bihar,East Champaran,2025,41.15,45.49,80.59,19.62,26.99,85.81,67.99
Kerala,Wayanad,2018,21.22,51.92,90.77,12.81,43.18,95.38,47.85
Uttar Pradesh,Ambedkar Nagar,2019,54.84,29.66,95.34,36.21,63.2,56.55,96.08
Telangana,Komaram Bheem Asifabad,2023,78.21,86.57,45.55,17.87,54.33,50.49,26.24
Madhya Pradesh,Jabalpur,2018,16.83,58.57,12.41,34.44,51.12,19.25,18.73
Assam,Dhemaji,2025,42.22,72.53,91.41,42.23,48.86,82.85,56.05
Karnataka,Vijayanagara,2016,27.68,65.22,48.03,56.88,92.13,18.18,49.9
Uttar Pradesh,Lalitpur,2021,49.76,50.44,65.21,76.97,24.73,67.24,59.87
Uttarakhand,Almora,2016,85.57,64.64,58.78,91.04,57.28,16.07,56.02
Odisha,Mayurbhanj,2020,53.65,73.14,29.68,73.52,81.94,58.43,92.59
Gujarat,Dang,2024,56.0,99.88,42.64,20.55,37.29,16.29,55.15
Manipur,Bishnupur,2017,50.65,81.12,28.54,34.66,65.66,52.99,87.02
Himachal Pradesh,Mandi,2023,76.43,31.86,56.56,65.28,77.96,88.38,99.61
Haryana,Rewari,2019,87.05,85.0,24.44,64.42,37.69,58.21,53.36
Punjab,Jalandhar,2016,55.43,22.37,44.24,56.69,83.07,39.12,82.81
Tamil Nadu,Thiruvallur,2017,53.5,89.76,89.14,89.45,83.6,30.22,23.28
Karnataka,Bengaluru Urban,2022,35.36,90.79,78.16,46.15,91.45,19.31,87.23
Tamil Nadu,Krishnagiri,2018,43.6,76.96,33.99,27.21,98.67,21.36,13.05
Telangana,Komaram Bheem Asifabad,2021,21.32,17.87,12.88,27.35,70.24,32.6,96.28
Arunachal Pradesh,Lepa Rada,2020,19.83,36.32,10.67,63.71,94.86,85.45,98.0
Andhra Pradesh,Prakasam,2023,90.77,48.48,77.65,22.07,30.67,91.64,56.47
Karnataka,Bidar,2019,58.19,36.53,23.37,54.15,88.56,53.18,51.36
Uttar Pradesh,Prayagraj,2024,98.98,52.56,43.24,62.04,95.79,89.71,82.43
Uttar Pradesh,Basti,2025,65.54,35.56,11.78,71.28,61.86,92.74,97.52
Haryana,Sirsa,2015,34.74,56.88,51.41,25.95,47.73,16.21,48.62
Assam,Hailakandi,2025,63.71,14.01,59.69,69.92,84.11,43.52,20.22
Telangana,Rajanna Sircilla,2023,93.27,79.31,45.08,50.64,65.66,15.69,31.63
Assam,Chirang,2023,34.54,64.51,31.71,36.58,11.34,74.43,65.93
Telangana,Rajanna Sircilla,2023,12.67,82.44,95.07,75.27,10.1,82.94,86.01
Bihar,Muzaffarpur,2024,52.57,38.32,93.73,68.37,67.17,54.68,13.12
Andhra Pradesh,Krishna,2021,54.17,22.51,26.78,45.37,85.52,68.83,58.54
Punjab,Rupnagar,2022,59.44,21.78,24.8,65.45,41.3,82.96,62.78
Uttarakhand,Pithoragarh,2025,33.51,39.08,76.55,38.66,79.14,42.96,33.86
Uttar Pradesh,Prayagraj,2025,95.15,64.77,89.09,94.87,47.79,93.31,89.28
Punjab,Fazilka,2018,46.64,70.59,46.84,48.6,77.89,70.55,70.72
Telangana,Medak,2015,35.94,21.03,85.66,21.13,60.3,14.1,42.78
Maharashtra,Dhule,2020,82.38,91.32,52.74,20.0,75.62,47.37,60.19
Uttar Pradesh,Pratapgarh,2019,66.45,63.05,53.65,16.4,71.8,86.45,71.01
Arunachal Pradesh,Siang,2019,68.97,55.58,70.2,76.8,47.63,52.99,31.34
Uttar Pradesh,Azamgarh,2018,84.48,35.71,38.11,75.91,32.8,37.85,83.48
Mizoram,Lawngtlai,2020,96.92,75.79,68.54,61.15,92.03,76.06,36.3
Assam,Bongaigaon,2019,67.56,87.12,29.69,75.19,73.2,19.5,82.65
Uttar Pradesh,Mau,2020,64.0,99.66,45.68,60.29,40.44,88.87,28.58
Manipur,Imphal East,2015,26.85,88.68,56.61,57.65,41.63,19.98,26.36
Madhya Pradesh,Anuppur,2021,82.55,34.36,97.55,57.74,12.24,11.93,37.41
Uttar Pradesh,Banda,2018,68.18,38.79,33.47,24.64,82.49,19.37,79.51
Sikkim,Gangtok,2021,86.13,14.07,99.72,44.04,52.94,46.98,64.13
Jharkhand,Gumla,2015,86.78,32.06,46.11,69.59,21.43,77.01,57.49
Uttar Pradesh,Kasganj,2021,66.84,24.78,74.46,70.77,90.09,35.92,50.53
Tripura,Sepahijala,2018,23.21,69.43,97.61,34.33,94.21,63.14,58.62
Manipur,Tengnoupal,2022,50.57,33.2,54.34,31.95,91.75,65.52,21.47
Assam,Bongaigaon,2017,20.49,26.15,73.33,35.31,15.99,99.65,34.6
Assam,Hojai,2016,34.91,26.23,17.38,94.94,78.31,49.34,67.91
Arunachal Pradesh,Lower Dibang Valley,2015,89.48,79.54,99.69,56.42,20.62,46.99,83.26
Telangana,Medak,2018,26.22,71.24,26.14,82.64,73.72,34.98,92.24
Madhya Pradesh,Shivpuri,2016,95.01,19.82,34.52,46.41,85.3,79.88,96.46
Kerala,Kasaragod,2019,37.52,60.58,88.25,19.65,64.3,92.13,95.99
Uttar Pradesh,Amroha,2022,85.69,72.98,88.71,89.8,83.57,70.93,99.11
Odisha,Deogarh,2021,81.86,26.86,56.77,12.84,75.05,22.28,29.77
Madhya Pradesh,Dindori,2021,49.59,59.48,59.77,91.66,59.56,62.31,99.2
Odisha,Kandhamal,2024,58.69,99.25,73.46,36.09,81.27,25.77,24.54
Chhattisgarh,Gaurela-Pendra-Marwahi,2015,26.72,51.18,74.46,95.16,88.61,63.12,17.66
Uttar Pradesh,Lucknow,2020,40.74,44.34,26.74,28.52,11.14,10.95,23.77
Tamil Nadu,Tirunelveli,2017,30.04,43.65,68.5,83.36,13.43,88.41,37.97
Maharashtra,Palghar,2023,23.08,33.41,67.75,75.19,28.56,26.43,84.8
Madhya Pradesh,Ratlam,2021,80.62,43.32,97.07,43.22,32.95,21.7,11.73
Haryana,Mahendragarh,2020,14.32,53.53,22.1,86.83,38.96,31.28,12.29
Andhra Pradesh,Visakhapatnam,2025,26.63,47.58,17.86,41.51,36.14,12.52,82.9
Uttar Pradesh,Shamli,2016,61.8,42.07,87.1,70.58,57.24,80.03,57.68
Assam,Kamrup Metropolitan,2017,24.8,99.55,17.2,48.05,66.65,38.13,47.62
Tripura,Sepahijala,2017,67.25,83.26,48.29,87.3,93.32,93.44,34.38
Uttar Pradesh,Mathura,2025,84.84,98.22,24.67,76.03,32.72,33.01,70.41
Haryana,Panipat,2025,86.45,13.81,81.35,62.2,63.57,36.45,59.83
Uttar Pradesh,Lucknow,2020,76.73,24.96,27.0,22.84,86.07,75.07,24.9
Arunachal Pradesh,Siang,2018,56.03,80.75,80.46,33.49,23.17,61.52,96.45
Karnataka,Koppal,2016,76.45,60.34,79.87,61.46,80.83,13.85,66.64
Uttarakhand,Dehradun,2018,16.83,30.71,29.45,65.15,67.96,84.28,29.0
West Bengal,Purba Medinipur,2016,46.14,63.97,43.82,91.38,47.93,69.72,26.02
Karnataka,Koppal,2015,52.13,51.03,74.91,77.58,10.69,18.31,86.99
Manipur,Tengnoupal,2025,15.46,11.91,88.39,25.77,19.35,12.21,87.99
Maharashtra,Gondia,2019,94.36,85.45,27.1,71.88,16.35,63.8,82.52
Goa,South Goa,2017,81.37,32.17,41.84,69.21,66.27,20.7,76.96
Haryana,Kaithal,2018,32.09,18.45,44.51,55.51,51.67,60.8,45.17
Tamil Nadu,Viluppuram,2021,37.11,78.24,20.0,87.78,43.3,58.08,86.37
Uttar Pradesh,Gautam Buddha Nagar,2015,80.26,52.56,22.25,40.34,81.24,44.89,92.98
Arunachal Pradesh,East Kameng,2015,36.38,54.4,65.66,33.85,84.18,95.46,66.65
Odisha,Rayagada,2022,83.45,48.5,13.94,30.53,55.97,93.19,38.66
Odisha,Bargarh,2023,14.7,36.17,68.8,51.23,52.1,87.78,80.48
Bihar,Madhubani,2023,27.77,87.58,60.97,26.17,62.22,31.73,30.05
Uttar Pradesh,Sitapur,2024,22.54,85.67,67.24,32.58,56.42,98.1,56.67
Madhya Pradesh,Satna,2024,95.74,86.78,43.43,74.96,30.73,35.1,22.67
Gujarat,Surat,2019,51.82,17.56,73.27,19.47,97.3,94.95,17.44
Maharashtra,Mumbai Suburban,2018,17.11,42.38,98.54,89.24,29.06,43.51,84.21
West Bengal,Kolkata,2022,47.24,76.69,11.0,57.89,76.19,42.56,65.52
Odisha,Ganjam,2019,10.98,52.67,36.39,23.18,79.3,71.6,67.64
Punjab,Amritsar,2015,39.5,33.84,82.24,11.89,80.93,19.79,76.22
Karnataka,Gadag,2020,44.85,76.97,74.24,35.97,61.28,72.66,22.58
Uttar Pradesh,Meerut,2025,39.2,63.79,89.41,34.15,57.78,34.04,57.91
Manipur,Imphal West,2025,86.05,43.6,40.1,19.47,36.64,76.87,58.64
Jharkhand,Chatra,2015,64.18,55.91,99.0,64.76,54.13,48.03,20.58
Tamil Nadu,Erode,2023,24.91,47.39,89.99,96.55,50.87,20.49,79.23
Meghalaya,Ri Bhoi,2015,75.01,89.31,94.68,59.52,61.71,87.86,92.2
Himachal Pradesh,Chamba,2021,33.31,93.91,38.03,58.8,82.49,15.13,59.21
Meghalaya,South West Garo Hills,2019,85.06,70.66,38.65,65.61,42.35,58.02,90.43
Chhattisgarh,Sakti,2022,87.98,84.0,66.7,58.74,21.41,51.32,51.9
Rajasthan,Jalore,2020,47.42,21.87,45.63,87.74,40.98,90.71,74.9
Arunachal Pradesh,West Siang,2024,97.39,68.61,99.11,40.66,96.02,84.57,97.25
Mizoram,Serchhip,2024,34.85,25.27,68.06,36.74,65.26,66.64,73.62
Gujarat,Kheda,2023,70.17,73.17,89.67,92.44,30.24,34.74,74.42
Telangana,Nagarkurnool,2019,96.35,58.61,57.3,34.68,98.61,11.79,77.84
Kerala,Kannur,2024,97.17,29.59,30.84,48.87,13.35,80.25,77.39
Rajasthan,Tonk,2020,49.35,41.37,23.15,92.81,55.33,74.66,76.69
Jharkhand,Garhwa,2025,47.89,40.78,51.05,82.15,70.72,30.04,48.07
Jharkhand,Khunti,2017,98.27,75.17,44.13,19.05,33.84,51.27,49.65
Maharashtra,Pune,2018,52.7,42.63,25.98,73.7,27.89,59.29,56.37
Rajasthan,Karauli,2023,96.96,13.03,56.88,95.03,19.26,27.05,37.45
Madhya Pradesh,Sagar,2020,60.38,18.51,68.37,89.01,78.16,19.34,44.09
Punjab,Gurdaspur,2019,13.39,72.22,74.3,78.17,78.01,40.86,42.58
Bihar,Araria,2019,34.56,72.4,47.36,69.28,48.79,68.44,29.78
West Bengal,Kolkata,2018,51.48,34.41,30.9,52.4,12.06,51.58,92.9
Haryana,Kaithal,2016,56.21,12.38,63.92,24.48,48.69,74.59,15.79
Kerala,Wayanad,2018,68.9,88.02,38.74,75.4,34.21,97.44,93.47
Tamil Nadu,Salem,2015,15.04,42.25,89.78,13.09,37.38,15.97,19.81
Gujarat,Amreli,2022,65.98,45.77,95.28,52.67,77.88,13.74,50.09
Uttar Pradesh,Etah,2015,51.63,32.12,80.64,15.84,78.78,88.74,78.57
Maharashtra,Ahmednagar,2024,49.88,84.36,74.63,46.01,16.23,17.5,21.98
Rajasthan,Phalodi,2016,11.61,58.96,64.46,21.14,79.99,74.81,14.14
Tamil Nadu,Chengalpattu,2024,18.75,47.99,94.16,57.98,76.07,12.43,53.05
Assam,Lakhimpur,2023,40.25,22.19,79.72,41.44,41.55,17.39,83.7
Maharashtra,Ahmednagar,2016,84.11,86.33,88.67,20.86,56.92,13.71,44.54
Madhya Pradesh,Khandwa,2025,97.44,19.14,25.19,91.1,53.62,23.53,29.69
Tamil Nadu,Thanjavur,2021,61.44,96.24,83.65,11.85,82.79,45.22,75.82
Chhattisgarh,Rajnandgaon,2025,15.57,70.82,90.4,21.03,34.91,31.49,18.05
Odisha,Nayagarh,2015,70.31,29.51,77.62,60.46,68.27,84.36,38.17
Uttar Pradesh,Shahjahanpur,2025,96.29,35.7,62.22,73.67,84.63,65.46,13.79
Rajasthan,Bikaner,2025,95.58,50.15,69.19,23.55,37.15,52.25,82.88
Uttar Pradesh,Lalitpur,2024,76.16,19.04,29.09,60.12,63.24,97.23,91.88
Karnataka,Dakshina Kannada,2022,25.22,63.14,88.56,86.69,59.56,50.8,82.58
Uttar Pradesh,Gautam Buddha Nagar,2025,68.48,38.15,93.7,43.93,39.32,72.07,13.76
Nagaland,Mon,2023,52.14,80.05,34.43,65.82,17.59,35.38,14.85
Odisha,Cuttack,2021,93.22,38.79,63.3,16.2,32.93,31.53,95.32
Himachal Pradesh,Solan,2021,69.42,37.39,96.33,39.04,22.16,66.15,24.23
Jharkhand,Dumka,2022,47.86,99.7,13.72,98.67,42.56,61.44,42.84
Punjab,Moga,2017,77.64,54.05,92.71,18.57,97.46,82.37,77.33
Bihar,Gopalganj,2018,26.05,21.81,18.62,21.72,55.98,55.02,90.7
Madhya Pradesh,Anuppur,2018,65.41,28.8,74.96,73.01,76.18,22.59,71.24
Uttar Pradesh,Rae Bareli,2022,43.28,98.97,45.97,27.65,42.45,17.25,40.52
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2015,74.4,60.22,68.53,47.92,76.02,29.84,38.7
Karnataka,Chitradurga,2021,91.13,25.33,91.46,56.37,38.53,72.89,26.56
Chhattisgarh,Durg,2016,20.95,64.01,36.34,20.19,70.82,98.98,40.21
Andhra Pradesh,Sri Potti Sriramulu Nellore,2021,90.82,28.45,68.85,61.66,59.55,79.29,93.35
Manipur,Pherzawl,2016,71.18,23.7,52.36,31.63,70.92,24.68,51.4
Jharkhand,Garhwa,2016,16.56,87.6,94.22,67.0,76.16,94.49,49.66
Assam,Hojai,2019,78.0,44.45,22.17,66.37,14.49,40.52,77.84
Jharkhand,Sahebganj,2024,74.9,47.32,52.71,19.69,12.47,91.5,48.08
Manipur,Kamjong,2024,62.79,79.13,87.43,49.54,60.58,67.36,85.29
Himachal Pradesh,Kinnaur,2015,47.94,69.58,72.64,78.87,20.88,13.83,65.58
Meghalaya,South West Khasi Hills,2021,92.07,87.98,90.11,36.49,37.27,53.34,54.93
West Bengal,Malda,2020,50.04,66.97,39.9,25.95,30.82,35.09,36.78
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2018,58.25,15.73,17.28,27.25,53.05,44.81,44.63
Rajasthan,Shahpura,2019,73.14,99.55,64.85,12.88,65.28,30.05,99.39
Meghalaya,East Jaintia Hills,2016,73.66,10.17,56.45,39.47,81.0,23.41,72.22
Gujarat,Patan,2020,62.45,98.75,83.35,15.53,76.84,81.19,76.95
Maharashtra,Wardha,2022,48.55,20.79,81.85,72.69,89.3,52.89,95.42
Odisha,Mayurbhanj,2017,19.72,77.54,24.13,67.31,69.5,36.34,78.46
Kerala,Thiruvananthapuram,2025,54.68,82.79,47.62,59.26,30.32,57.64,41.86
Gujarat,Chhota Udepur,2022,12.21,91.96,57.32,84.0,43.26,26.91,57.48
Tamil Nadu,Chengalpattu,2015,77.02,54.85,92.03,59.32,88.15,60.58,91.5
Uttar Pradesh,Mirzapur,2020,57.76,12.18,45.02,78.32,13.88,34.44,62.1
Rajasthan,Phalodi,2020,99.48,97.15,39.48,22.75,56.28,79.59,88.93
Andhra Pradesh,Guntur,2019,41.16,28.26,55.24,16.52,64.33,64.78,25.8
Rajasthan,Jaisalmer,2018,96.58,44.78,49.08,66.45,83.61,35.33,86.58
Karnataka,Bengaluru Rural,2024,35.79,37.78,19.36,32.62,23.52,96.44,47.24
Manipur,Thoubal,2021,15.88,90.79,46.92,87.08,94.37,74.33,14.12
Madhya Pradesh,Raisen,2023,78.05,98.93,66.67,53.2,12.84,84.04,22.42
Andhra Pradesh,East Godavari,2017,82.09,24.22,14.43,21.45,53.18,75.64,85.37
West Bengal,Paschim Bardhaman,2024,88.57,43.88,64.19,53.37,32.28,19.49,87.98
Uttar Pradesh,Shamli,2016,49.54,90.04,13.9,56.71,36.43,42.36,71.99
Bihar,Munger,2021,15.38,78.68,54.27,28.04,37.79,22.26,55.58
Arunachal Pradesh,East Siang,2018,97.41,33.77,47.3,45.49,94.14,35.15,89.64
Punjab,Hoshiarpur,2021,39.02,31.29,87.19,63.6,87.46,10.41,42.27
Gujarat,Tapi,2017,45.3,64.27,10.09,93.77,60.1,14.78,59.82
Karnataka,Shivamogga,2018,86.51,78.96,34.25,96.68,20.03,41.29,20.17
Karnataka,Dharwad,2016,14.36,37.52,90.77,43.34,25.98,61.86,70.81
Bihar,Gaya,2017,98.43,84.3,19.15,95.66,83.18,68.39,22.43
Mizoram,Lawngtlai,2023,35.09,70.03,61.69,18.38,56.31,40.79,44.96
Uttar Pradesh,Gorakhpur,2017,92.11,10.49,38.1,22.07,81.1,71.1,71.85
Chhattisgarh,Raigarh,2022,64.74,25.41,69.89,96.36,54.25,61.04,38.76
Madhya Pradesh,Narsinghpur,2020,87.48,60.95,73.27,68.61,27.78,87.75,63.46
Maharashtra,Ahmednagar,2021,75.31,59.35,45.81,29.93,94.99,44.72,92.55
Gujarat,Patan,2017,75.0,14.28,46.48,67.84,57.14,92.64,86.35
Madhya Pradesh,Ashoknagar,2018,52.28,87.01,55.56,45.63,62.28,58.21,36.97
Meghalaya,South Garo Hills,2017,49.85,11.6,85.58,27.04,22.04,87.43,99.01
Bihar,East Champaran,2022,61.2,38.61,93.29,83.34,28.14,30.01,32.55
Uttar Pradesh,Mau,2020,97.53,28.59,42.57,17.39,24.69,33.16,59.49
Chhattisgarh,Dhamtari,2024,32.23,25.46,16.01,71.11,16.49,60.81,31.4
Rajasthan,Beawar,2025,73.37,70.17,59.34,12.39,26.37,20.55,67.16
Madhya Pradesh,Niwari,2019,90.8,77.59,76.44,31.35,38.22,15.38,75.73
Madhya Pradesh,Ratlam,2017,31.45,40.87,79.33,64.1,13.67,24.15,86.07
Mizoram,Saiha,2024,33.64,32.03,21.42,30.11,38.19,79.98,55.51
Madhya Pradesh,Shivpuri,2025,50.7,14.57,18.66,62.11,74.34,73.25,51.72
Assam,Nagaon,2017,85.27,58.57,76.85,14.06,34.88,53.54,75.26
Madhya Pradesh,Seoni,2017,53.56,84.39,31.54,54.03,84.75,56.29,99.53
Telangana,Mancherial,2024,22.98,97.11,98.87,58.13,99.56,31.54,69.95
Maharashtra,Buldhana,2017,86.45,95.39,77.38,35.03,50.33,60.66,80.28
Assam,South Salmara-Mankachar,2022,37.52,46.56,48.32,22.09,89.1,72.97,87.69
Karnataka,Raichur,2016,89.88,16.18,15.32,86.12,66.02,96.21,15.9
Rajasthan,Deeg,2020,33.3,56.38,72.27,78.83,31.4,64.29,27.82
Uttar Pradesh,Auraiya,2016,15.93,41.07,21.88,26.49,44.87,87.27,63.51
Uttarakhand,Haridwar,2021,27.96,68.35,89.41,77.03,38.47,40.03,18.55
Maharashtra,Nashik,2020,86.75,79.98,42.35,56.13,67.09,78.78,15.44
Meghalaya,West Khasi Hills,2023,29.11,11.23,57.02,39.89,18.33,87.68,62.59
Maharashtra,Hingoli,2024,25.16,64.62,39.93,10.3,40.68,50.06,38.48
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2024,74.32,61.54,62.31,49.73,95.25,44.12,79.19
Gujarat,Gir Somnath,2025,30.87,84.68,66.32,77.33,97.35,80.5,47.5
Telangana,Nirmal,2024,58.06,52.9,26.96,56.04,96.99,18.79,37.88
Telangana,Komaram Bheem Asifabad,2015,22.58,41.49,70.06,80.89,79.2,30.54,40.16
Tamil Nadu,Tiruvannamalai,2025,67.49,75.12,22.09,43.02,62.85,96.29,86.15
Tamil Nadu,Nilgiris,2015,53.8,86.59,74.39,48.7,56.69,40.24,33.88
West Bengal,Jalpaiguri,2018,54.6,16.44,48.41,67.36,29.66,97.14,38.42
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2023,35.63,71.76,98.94,93.51,26.06,43.23,89.32
Sikkim,Gyalshing,2015,70.57,43.08,81.07,34.03,81.81,63.15,64.03
Rajasthan,Dausa,2015,86.84,66.6,59.48,20.81,59.92,42.65,99.51
Punjab,Tarn Taran,2021,28.58,49.55,52.45,77.01,57.36,90.49,17.3
West Bengal,Dakshin Dinajpur,2017,25.54,33.35,70.49,57.54,42.51,37.96,52.36
Odisha,Puri,2021,87.34,43.38,31.33,85.95,84.56,74.36,88.03
Madhya Pradesh,Chhatarpur,2019,33.23,40.96,62.65,80.45,93.39,24.5,78.41
Odisha,Nayagarh,2024,72.95,52.19,64.4,75.8,44.46,97.91,31.2
Odisha,Deogarh,2018,36.43,35.47,38.84,69.57,74.82,56.58,16.23
Madhya Pradesh,Singrauli,2016,29.3,48.86,30.73,37.11,17.28,14.41,24.95
Tamil Nadu,Coimbatore,2017,65.0,38.23,72.85,30.1,59.53,26.89,34.99
West Bengal,Purba Bardhaman,2017,54.88,81.91,82.35,54.96,23.07,49.8,60.56
Rajasthan,Jhalawar,2019,23.78,13.89,85.57,47.21,75.72,35.71,63.21
Manipur,Chandel,2022,85.25,78.22,12.65,14.84,85.26,62.95,40.48
Uttar Pradesh,Saharanpur,2024,55.57,22.63,99.28,16.26,82.17,94.31,35.61
Haryana,Charkhi Dadri,2017,73.02,35.78,43.37,15.38,19.97,89.34,44.84
Uttar Pradesh,Kannauj,2019,87.74,40.98,26.29,36.81,56.19,14.32,47.87
West Bengal,Darjeeling,2023,53.57,86.7,32.68,69.45,69.02,52.04,39.97
Tamil Nadu,Thoothukudi,2021,52.55,60.29,13.8,94.13,93.37,20.35,31.36
Madhya Pradesh,Anuppur,2022,19.0,59.71,12.89,35.37,94.19,45.08,29.52
Uttar Pradesh,Jalaun,2015,29.14,63.18,43.75,63.58,45.46,58.24,74.41
Assam,Dhemaji,2015,91.13,26.45,62.0,19.35,23.14,64.54,13.78
Madhya Pradesh,Umaria,2016,87.85,51.86,30.9,92.99,93.8,35.88,29.47
Uttar Pradesh,Lalitpur,2018,92.65,89.86,15.04,44.53,36.96,85.6,52.27
Punjab,Tarn Taran,2016,79.0,46.35,75.97,88.64,93.57,40.16,96.22
Gujarat,Anand,2019,81.56,32.49,36.52,77.2,56.53,44.59,13.02
Gujarat,Bharuch,2015,27.62,49.07,13.06,25.19,64.0,54.78,57.35
Uttar Pradesh,Lakhimpur Kheri,2016,12.35,54.36,71.36,75.97,80.59,62.07,62.19
Rajasthan,Bhilwara,2020,13.09,94.54,19.9,40.63,50.73,64.58,42.66
West Bengal,Cooch Behar,2021,64.4,29.26,32.46,22.64,54.1,52.72,47.36
Tamil Nadu,Dharmapuri,2025,28.54,55.18,68.58,75.06,22.62,42.61,48.58
Sikkim,Gangtok,2017,45.24,49.36,68.37,63.33,47.13,68.78,21.4
Rajasthan,Sri Ganganagar,2023,47.05,14.42,41.62,98.04,73.67,44.8,43.54
Kerala,Ernakulam,2022,25.25,69.04,26.46,62.2,13.83,25.93,40.38
Andhra Pradesh,Nandyal,2019,77.01,42.04,14.46,37.97,15.46,15.36,99.62
Uttar Pradesh,Jalaun,2023,55.7,55.38,86.45,18.22,76.34,85.03,88.55
Tamil Nadu,Krishnagiri,2023,71.37,42.07,98.69,31.9,81.31,17.43,81.39
Chhattisgarh,Bemetara,2022,71.98,32.44,46.66,68.23,58.48,45.8,70.79
West Bengal,Purba Bardhaman,2018,76.33,83.28,14.08,55.48,71.16,15.99,71.92
Bihar,Samastipur,2020,78.86,14.91,87.62,75.23,96.74,61.33,23.29
Bihar,Patna,2025,39.49,58.07,12.69,26.54,63.36,60.86,33.75
Chhattisgarh,Janjgir-Champa,2023,21.71,69.81,28.39,76.11,85.1,88.62,57.44
Tamil Nadu,Thiruvallur,2015,92.07,31.94,30.52,86.4,71.08,69.82,74.06
Rajasthan,Beawar,2021,63.11,41.36,25.43,55.3,47.0,15.47,98.6
Chhattisgarh,Surajpur,2021,60.74,47.77,82.17,16.51,60.32,13.38,31.31
Madhya Pradesh,Shajapur,2016,32.25,66.93,43.55,26.9,40.43,29.76,29.24
Rajasthan,Anupgarh,2021,20.2,37.24,36.78,57.86,83.07,86.71,19.99
Maharashtra,Mumbai City,2016,54.03,40.81,22.97,58.41,67.76,70.33,70.28
Rajasthan,Jaisalmer,2015,73.9,42.92,88.6,99.62,16.89,11.6,17.55
Sikkim,Mangan,2025,75.34,23.7,44.16,78.5,95.8,42.52,72.74
Uttar Pradesh,Hamirpur,2018,79.37,25.02,37.74,50.36,90.1,50.09,84.56
Rajasthan,Gangapur City,2024,80.28,80.58,96.5,79.86,88.83,72.72,57.14
Rajasthan,Jaipur,2024,92.94,37.21,95.7,35.74,38.86,36.86,85.01
Manipur,Kakching,2019,90.42,59.99,22.32,72.53,68.02,54.06,17.35
Chhattisgarh,Bijapur,2024,78.66,48.95,37.15,50.29,58.36,18.77,22.99
Nagaland,Shamator,2025,14.6,10.67,10.37,65.96,48.14,26.33,56.01
Rajasthan,Bharatpur,2015,60.82,34.52,52.52,37.12,85.35,64.05,68.97
Mizoram,Mamit,2025,43.01,10.64,39.44,11.03,11.36,26.03,52.12
Karnataka,Chikkamagaluru,2018,21.56,27.84,23.08,84.51,12.75,45.64,26.64
Odisha,Sonepur,2019,70.44,63.6,72.68,31.53,54.09,76.35,67.33
Tamil Nadu,Namakkal,2022,49.35,86.05,22.53,60.21,32.53,54.01,87.88
Telangana,Jayashankar Bhupalpally,2018,73.5,51.86,46.5,49.94,17.97,18.1,56.1
Tamil Nadu,Chengalpattu,2016,100.0,23.71,95.64,94.91,13.27,91.98,26.08
Telangana,Khammam,2022,74.12,14.65,16.77,47.28,40.39,14.84,75.37
Mizoram,Saiha,2016,38.08,81.14,72.16,79.98,37.77,79.21,66.98
Telangana,Narayanpet,2022,24.61,96.36,23.4,10.82,61.42,53.54,76.24
Haryana,Gurugram,2022,21.71,59.09,69.49,87.86,64.67,29.99,60.73
Chhattisgarh,Jashpur,2019,97.33,85.35,66.64,46.86,10.73,88.43,29.85
Assam,Hojai,2020,22.06,72.34,32.76,26.29,12.69,26.48,85.71
Rajasthan,Kekri,2020,94.91,92.8,44.68,23.56,53.78,74.16,82.06
Maharashtra,Osmanabad (Dharashiv),2024,31.17,47.51,19.21,57.39,92.59,89.21,51.18
Gujarat,Gandhinagar,2022,48.32,78.16,16.94,71.24,41.48,90.86,47.92
Rajasthan,Tonk,2025,73.0,24.74,16.75,65.58,45.67,49.65,45.99
Chhattisgarh,Bastar,2023,59.19,67.04,57.71,46.47,96.23,85.77,69.99
Manipur,Senapati,2019,92.09,66.22,15.14,19.24,96.18,49.46,92.83
Madhya Pradesh,Niwari,2024,75.91,68.25,33.71,47.53,93.23,32.76,82.17
West Bengal,Malda,2015,30.91,87.78,88.62,74.87,52.12,20.4,26.73
Himachal Pradesh,Lahaul & Spiti,2021,78.35,30.66,34.35,91.41,37.84,75.42,62.83
Madhya Pradesh,Shajapur,2015,15.22,12.09,60.08,15.28,94.78,43.39,44.73
Manipur,Tengnoupal,2023,12.14,42.51,44.39,41.95,98.69,72.37,47.6
Karnataka,Tumakuru,2021,66.79,42.53,16.33,74.76,19.42,53.78,53.57
Arunachal Pradesh,East Kameng,2020,12.88,59.28,46.06,35.77,47.66,81.06,50.82
Rajasthan,Dholpur,2015,40.86,63.63,48.46,54.19,94.42,98.29,51.65
