state,district,year,crop_production_tons,cultivated_area_hectares,rice_production,wheat_production,maize_production,fertilizer_usage_tons,irrigated_area_hectares
Arunachal Pradesh,Kurung Kumey,2017,234592,40640,26742,82292,58474,14457,86511
Arunachal Pradesh,Kurung Kumey,2018,117813,122728,59819,118779,35730,19801,84920
Arunachal Pradesh,Kurung Kumey,2019,53318,62566,96738,24096,69634,7560,55390
Arunachal Pradesh,Kurung Kumey,2020,411306,44434,119943,29005,56507,5101,60866
Arunachal Pradesh,Kurung Kumey,2021,121646,190712,58724,77634,24900,10380,5096
Arunachal Pradesh,Kurung Kumey,2022,44285,173465,139009,34739,2841,5487,77829
Arunachal Pradesh,Kurung Kumey,2023,257907,48868,148499,3282,14317,17872,17247
Arunachal Pradesh,Kurung Kumey,2024,270723,150738,138895,123791,57630,15730,10228
Arunachal Pradesh,Kurung Kumey,2025,455823,128086,100955,56026,10688,12570,15393
Arunachal Pradesh,Kra Daadi,2015,61784,167183,85832,78038,47990,6613,28421
Arunachal Pradesh,Kra Daadi,2016,215471,89477,141112,83648,43987,8924,72412
Arunachal Pradesh,Kra Daadi,2017,153945,136439,79843,67447,29677,15585,65785
Arunachal Pradesh,Kra Daadi,2018,342712,115122,132862,81825,46546,8426,33314
Arunachal Pradesh,Kra Daadi,2019,119622,38708,69932,2747,3095,6666,77850
Arunachal Pradesh,Kra Daadi,2020,422328,125712,132860,125091,66955,6255,12946
Arunachal Pradesh,Kra Daadi,2021,401569,54658,9188,26775,74682,3367,94704
Arunachal Pradesh,Kra Daadi,2022,108646,173590,98723,87580,76560,2697,36875
Arunachal Pradesh,Kra Daadi,2023,400685,115661,67167,105209,41499,15436,97990
Arunachal Pradesh,Kra Daadi,2024,460960,132910,11355,43664,58825,19935,33635
Arunachal Pradesh,Kra Daadi,2025,348405,86544,78796,14352,33509,10840,86262
Arunachal Pradesh,Lower Subansiri,2015,412370,160211,9597,25522,30168,18875,28052
Arunachal Pradesh,Lower Subansiri,2016,27766,15209,144848,102428,29103,6244,89967
Arunachal Pradesh,Lower Subansiri,2017,204388,15089,149965,36953,14468,14116,27633
Arunachal Pradesh,Lower Subansiri,2018,457549,68684,72756,148213,27684,8321,67782
Arunachal Pradesh,Lower Subansiri,2019,447765,91372,46416,55195,51240,10344,90308
Arunachal Pradesh,Lower Subansiri,2020,72905,178723,21063,29711,67568,9543,33791
Arunachal Pradesh,Lower Subansiri,2021,431149,179126,103463,84757,53955,13995,28305
Arunachal Pradesh,Lower Subansiri,2022,296680,28607,128760,132725,7467,15504,72358
Arunachal Pradesh,Lower Subansiri,2023,48540,55914,49689,84559,18933,12634,87573
Arunachal Pradesh,Lower Subansiri,2024,55984,12986,82817,114578,23775,9474,93748
Arunachal Pradesh,Lower Subansiri,2025,155169,128276,115249,62470,40069,8435,61629
Arunachal Pradesh,Upper Subansiri,2015,499610,60618,55959,27122,37901,12945,55273
Arunachal Pradesh,Upper Subansiri,2016,471204,73204,68991,92187,43186,15012,63174
Arunachal Pradesh,Upper Subansiri,2017,125683,163779,123655,72047,57384,10939,87019
Arunachal Pradesh,Upper Subansiri,2018,258937,116701,136347,96229,13288,8323,30657
Arunachal Pradesh,Upper Subansiri,2019,6074,169609,55770,113789,12010,2638,76086
Arunachal Pradesh,Upper Subansiri,2020,221588,82183,47363,2002,7339,11399,53877
Arunachal Pradesh,Upper Subansiri,2021,233552,166938,96732,16567,61676,5290,80709
Arunachal Pradesh,Upper Subansiri,2022,451694,44430,89369,18529,3642,6788,5398
Arunachal Pradesh,Upper Subansiri,2023,238470,45566,18028,131368,46471,12802,49438
Arunachal Pradesh,Upper Subansiri,2024,168976,177603,32966,86112,43932,4200,75172
Arunachal Pradesh,Upper Subansiri,2025,260549,129941,22652,141965,2344,6222,38442
Arunachal Pradesh,West Siang,2015,496231,160795,37338,134504,25004,19297,83526
Arunachal Pradesh,West Siang,2016,438641,34108,3048,62916,74843,625,29280
Arunachal Pradesh,West Siang,2017,131929,31105,16764,124486,67952,9341,32402
Arunachal Pradesh,West Siang,2018,214900,86041,73811,110384,67430,2182,68165
Arunachal Pradesh,West Siang,2019,56040,88131,137883,125054,8930,10199,3648
Arunachal Pradesh,West Siang,2020,435390,55747,36279,34645,68674,11817,7946
Arunachal Pradesh,West Siang,2021,234729,43073,93796,69114,3199,14119,38660
Arunachal Pradesh,West Siang,2022,366887,114205,9971,30960,25591,18336,60040
Arunachal Pradesh,West Siang,2023,433199,30628,60900,89337,56664,5987,67691
Arunachal Pradesh,West Siang,2024,452851,17074,95693,87938,54030,5614,11406
Arunachal Pradesh,West Siang,2025,450983,143714,40053,35944,54967,16722,94349
Arunachal Pradesh,East Siang,2015,331190,32405,39901,74707,43978,4133,94468
Arunachal Pradesh,East Siang,2016,62000,88811,1206,56572,40565,18906,48217
Arunachal Pradesh,East Siang,2017,456154,8514,72863,60601,43376,19049,56013
Arunachal Pradesh,East Siang,2018,381094,171244,4866,6008,36281,6471,37491
Arunachal Pradesh,East Siang,2019,150268,11657,107511,2430,7331,19880,94521
Arunachal Pradesh,East Siang,2020,308467,31310,41547,16481,32050,10648,52641
Arunachal Pradesh,East Siang,2021,83359,189311,105885,9105,22554,11298,79940
Arunachal Pradesh,East Siang,2022,409638,111373,32472,85109,7769,11602,24037
Arunachal Pradesh,East Siang,2023,11284,164333,32806,37902,75149,9625,10654
Arunachal Pradesh,East Siang,2024,74980,120494,138641,77968,29646,18244,62244
Arunachal Pradesh,East Siang,2025,404165,159365,17276,112192,23897,10569,71508
Arunachal Pradesh,Siang,2015,268104,144380,16668,10088,45160,2975,66319
Arunachal Pradesh,Siang,2016,187962,142540,115613,19262,74180,5915,19477
Arunachal Pradesh,Siang,2017,103959,55548,55054,91853,9618,12445,52992
Arunachal Pradesh,Siang,2018,329873,115361,10866,111269,24099,591,59937
Arunachal Pradesh,Siang,2019,466395,132089,110070,57642,36185,16920,22979
Arunachal Pradesh,Siang,2020,195270,139538,35897,114272,71899,14088,47018
Arunachal Pradesh,Siang,2021,275268,9730,86474,69320,50490,9868,28847
Arunachal Pradesh,Siang,2022,46253,175889,21248,138678,14940,10708,85779
Arunachal Pradesh,Siang,2023,444578,17717,40751,2643,79183,16071,18753
Arunachal Pradesh,Siang,2024,462428,191409,31384,30965,73443,691,68415
Arunachal Pradesh,Siang,2025,190371,159080,131370,21931,42096,1162,30629
Arunachal Pradesh,Upper Siang,2015,144427,132091,121020,142218,33224,8882,65233
Arunachal Pradesh,Upper Siang,2016,470547,82451,66334,139587,36024,17592,33609
Arunachal Pradesh,Upper Siang,2017,152464,1845,125019,115188,21804,1609,97718
Arunachal Pradesh,Upper Siang,2018,228146,67511,133367,53061,20507,12135,6286
Arunachal Pradesh,Upper Siang,2019,169038,3566,88587,44706,11204,1778,56408
Arunachal Pradesh,Upper Siang,2020,144735,192437,113403,144197,14312,6504,30893
Arunachal Pradesh,Upper Siang,2021,418202,19076,132944,121329,15960,2104,55979
Arunachal Pradesh,Upper Siang,2022,310745,168294,136676,23038,63152,8806,4465
Arunachal Pradesh,Upper Siang,2023,126629,122575,95256,81245,77854,10738,96342
Arunachal Pradesh,Upper Siang,2024,469879,40998,115209,113366,56636,17230,78820
Arunachal Pradesh,Upper Siang,2025,194575,93443,42361,146804,4638,12200,72788
Arunachal Pradesh,Lower Siang,2015,406179,70808,41420,75126,21642,11658,48596
Arunachal Pradesh,Lower Siang,2016,197369,187403,147860,118686,1155,16569,34096
Arunachal Pradesh,Lower Siang,2017,381797,49419,93092,128052,29175,14420,90346
Arunachal Pradesh,Lower Siang,2018,99497,127495,53629,99509,73224,16038,23571
Arunachal Pradesh,Lower Siang,2019,183843,139588,55902,16480,48092,19013,77007
Arunachal Pradesh,Lower Siang,2020,31589,28118,130176,47425,74225,411,46767
Arunachal Pradesh,Lower Siang,2021,421194,101609,42935,130649,33734,6606,74596
Arunachal Pradesh,Lower Siang,2022,288324,191084,107903,48937,74895,9525,16378
Arunachal Pradesh,Lower Siang,2023,142684,47596,88466,13043,41740,11291,46001
Arunachal Pradesh,Lower Siang,2024,236520,22416,124763,103461,13804,12425,39786
Arunachal Pradesh,Lower Siang,2025,24924,131861,24380,140901,21854,15615,23384
Arunachal Pradesh,Lower Dibang Valley,2015,417636,131196,113868,83578,47427,16216,68005
Arunachal Pradesh,Lower Dibang Valley,2016,201142,190666,51577,103333,21798,15171,55449
Arunachal Pradesh,Lower Dibang Valley,2017,498019,176236,26925,23310,72277,12439,81214
Arunachal Pradesh,Lower Dibang Valley,2018,261663,57202,66273,9860,28746,3990,33567
Arunachal Pradesh,Lower Dibang Valley,2019,366810,103900,33068,22766,17133,5585,56544
Arunachal Pradesh,Lower Dibang Valley,2020,315052,190699,33482,33452,71731,2901,38258
Arunachal Pradesh,Lower Dibang Valley,2021,62181,94878,149002,18236,28816,16642,12161
Arunachal Pradesh,Lower Dibang Valley,2022,382213,2176,17449,71827,52341,6277,93691
Arunachal Pradesh,Lower Dibang Valley,2023,334458,130001,60065,54112,75923,13244,64031
Arunachal Pradesh,Lower Dibang Valley,2024,251821,81701,23065,130758,25258,3569,49337
Arunachal Pradesh,Lower Dibang Valley,2025,186655,17412,126888,79795,6130,14470,87619
Arunachal Pradesh,Dibang Valley,2015,440476,115788,108512,144821,32227,5571,33392
Arunachal Pradesh,Dibang Valley,2016,48639,165366,60404,4556,72773,12988,21363
Arunachal Pradesh,Dibang Valley,2017,330475,184551,19953,37331,13493,3682,86069
Arunachal Pradesh,Dibang Valley,2018,154016,20945,129174,54270,55589,15419,11950
Arunachal Pradesh,Dibang Valley,2019,338235,90717,33806,101899,34843,15188,18537
Arunachal Pradesh,Dibang Valley,2020,143430,177920,29815,95589,60190,9725,85719
Arunachal Pradesh,Dibang Valley,2021,331683,69360,106439,62041,72255,5695,11802
Arunachal Pradesh,Dibang Valley,2022,238996,121895,102117,21598,52159,4959,31886
Arunachal Pradesh,Dibang Valley,2023,181159,97357,139617,67798,26025,5341,21158
Arunachal Pradesh,Dibang Valley,2024,52721,27405,148440,145858,42841,11946,80749
Arunachal Pradesh,Dibang Valley,2025,44985,118314,35147,131053,42641,5367,68839
Arunachal Pradesh,Anjaw,2015,451071,146566,135105,16045,8742,13219,56918
Arunachal Pradesh,Anjaw,2016,221186,35375,127109,81962,57446,16376,81418
Arunachal Pradesh,Anjaw,2017,81814,111703,59000,32499,36771,5681,49123
Arunachal Pradesh,Anjaw,2018,345136,164490,122504,57264,10986,3729,76222
Arunachal Pradesh,Anjaw,2019,492177,62003,83287,117484,71520,11748,81051
Arunachal Pradesh,Anjaw,2020,33386,67467,95375,107428,70791,842,4436
Arunachal Pradesh,Anjaw,2021,464089,30915,142405,141841,1586,1923,18282
Arunachal Pradesh,Anjaw,2022,369768,128294,43045,120108,36120,17921,72201
Arunachal Pradesh,Anjaw,2023,131876,16042,80815,37708,55709,12406,8527
Arunachal Pradesh,Anjaw,2024,426548,111615,33351,119905,78497,11172,90416
Arunachal Pradesh,Anjaw,2025,376458,153555,89786,20523,49323,10659,52013
Arunachal Pradesh,Lohit,2015,136817,66892,5129,43128,57846,1131,36981
Arunachal Pradesh,Lohit,2016,280085,76531,67862,141456,7033,2647,59317
Arunachal Pradesh,Lohit,2017,272896,80409,89775,106296,61923,4970,27951
Arunachal Pradesh,Lohit,2018,302782,101991,114893,41219,67275,11080,72055
Arunachal Pradesh,Lohit,2019,376983,109103,51060,85282,68697,3860,82322
Arunachal Pradesh,Lohit,2020,255458,79873,72434,43628,68614,6654,14800
Arunachal Pradesh,Lohit,2021,258298,72724,124838,95247,11135,2671,10823
Arunachal Pradesh,Lohit,2022,105022,136026,7028,137329,78474,7139,36370
Arunachal Pradesh,Lohit,2023,364416,102543,140994,123993,44105,13903,4496
Arunachal Pradesh,Lohit,2024,406612,195217,61265,80574,75351,19530,35581
Arunachal Pradesh,Lohit,2025,286496,159372,42894,36495,17271,6840,73636
Arunachal Pradesh,Namsai,2015,188921,159361,97602,42282,5673,6878,63550
Arunachal Pradesh,Namsai,2016,161338,26788,34946,106009,25867,4472,14229
Arunachal Pradesh,Namsai,2017,23066,125560,88579,9284,38878,10366,91801
Arunachal Pradesh,Namsai,2018,106441,5670,22420,65722,37708,2886,13164
Arunachal Pradesh,Namsai,2019,473370,3291,89603,56101,4621,12141,95565
Arunachal Pradesh,Namsai,2020,259284,64334,57510,138135,2183,1693,44799
Arunachal Pradesh,Namsai,2021,370209,88104,39778,13041,48687,15204,17355
Arunachal Pradesh,Namsai,2022,302661,78272,92131,105041,31574,17561,3382
Arunachal Pradesh,Namsai,2023,416983,92891,70868,40205,11951,2932,37932
Arunachal Pradesh,Namsai,2024,283117,138015,25264,21636,72913,1035,36529
Arunachal Pradesh,Namsai,2025,125535,120242,86803,101615,72970,10616,8428
Arunachal Pradesh,Changlang,2015,40736,129105,117376,92570,65210,13298,16387
Arunachal Pradesh,Changlang,2016,21278,64383,4302,4804,51274,15513,17172
Arunachal Pradesh,Changlang,2017,451772,10282,146683,65172,15641,14045,53528
Arunachal Pradesh,Changlang,2018,489331,160242,139633,142112,29384,3583,42994
Arunachal Pradesh,Changlang,2019,30982,174182,15849,45934,39397,10012,3453
Arunachal Pradesh,Changlang,2020,267130,124062,84036,5340,7300,9210,72863
Arunachal Pradesh,Changlang,2021,335453,86625,26341,56178,14101,10658,28709
Arunachal Pradesh,Changlang,2022,422804,152917,40737,107276,22823,19947,57791
Arunachal Pradesh,Changlang,2023,464371,180753,134500,64807,9564,5017,73482
Arunachal Pradesh,Changlang,2024,333456,172715,125747,66901,72372,12091,75885
Arunachal Pradesh,Changlang,2025,191002,26821,23367,135067,54794,3512,72536
Arunachal Pradesh,Tirap,2015,376805,55158,134981,141657,17898,5778,67820
Arunachal Pradesh,Tirap,2016,14727,8420,63378,134412,78761,11910,28442
Arunachal Pradesh,Tirap,2017,235649,53179,88064,122508,76230,8275,30706
Arunachal Pradesh,Tirap,2018,381748,101466,82331,33291,76679,7399,52204
Arunachal Pradesh,Tirap,2019,435923,92368,3635,123447,16787,12507,61125
Arunachal Pradesh,Tirap,2020,417885,34077,85225,89106,57119,17825,85593
Arunachal Pradesh,Tirap,2021,69916,150511,67979,94359,40935,16907,27695
Arunachal Pradesh,Tirap,2022,151562,59512,15933,133167,34670,17160,1509
Arunachal Pradesh,Tirap,2023,153835,120317,70406,45849,21784,13555,61137
Arunachal Pradesh,Tirap,2024,61906,82003,68098,27599,68709,2659,55745
Arunachal Pradesh,Tirap,2025,151265,172380,110292,99098,25270,19554,69498
Arunachal Pradesh,Longding,2015,245100,130779,19498,48134,66457,742,75644
Arunachal Pradesh,Longding,2016,182420,191792,83439,3898,9309,18356,82117
Arunachal Pradesh,Longding,2017,220717,172875,7305,99548,44896,6616,56073
Arunachal Pradesh,Longding,2018,419451,4307,34847,34433,23797,18775,56725
Arunachal Pradesh,Longding,2019,420935,1683,117393,43056,58532,9784,43691
Arunachal Pradesh,Longding,2020,118692,129111,1165,130997,70508,16810,42560
Arunachal Pradesh,Longding,2021,401883,91421,139249,16310,16068,4132,19001
Arunachal Pradesh,Longding,2022,289225,34089,15213,35874,39784,10000,79174
Arunachal Pradesh,Longding,2023,177857,155081,21949,137773,14356,5029,82312
Arunachal Pradesh,Longding,2024,328056,74683,141067,136392,42390,12600,65239
Arunachal Pradesh,Longding,2025,410880,157083,111266,89288,30840,16961,95363
Arunachal Pradesh,Pakke-Kessang,2015,499750,23762,116434,76212,64077,12816,36406
Arunachal Pradesh,Pakke-Kessang,2016,180161,50393,77792,54454,31609,8268,89080
Arunachal Pradesh,Pakke-Kessang,2017,241169,79187,22072,143024,1136,5993,24067
Arunachal Pradesh,Pakke-Kessang,2018,451753,174512,42637,118086,61335,17263,65918
Arunachal Pradesh,Pakke-Kessang,2019,204772,53728,66716,128667,22350,17262,64328
Arunachal Pradesh,Pakke-Kessang,2020,92414,144135,139426,73018,40494,10343,21295
Arunachal Pradesh,Pakke-Kessang,2021,465636,49219,83293,90890,24667,345,5148
Arunachal Pradesh,Pakke-Kessang,2022,495180,80504,144005,10521,44276,15744,20709
Arunachal Pradesh,Pakke-Kessang,2023,335649,97990,45778,147903,46375,16741,27463
Arunachal Pradesh,Pakke-Kessang,2024,180443,86793,3962,142959,41230,17005,29620
Arunachal Pradesh,Pakke-Kessang,2025,145176,110689,71350,23984,35744,5874,73676
Arunachal Pradesh,Leparada,2015,415843,138058,19698,60789,10567,891,4595
Arunachal Pradesh,Leparada,2016,143577,23965,19712,36768,43819,2201,72708
Arunachal Pradesh,Leparada,2017,215493,111655,59881,146818,19273,4645,7814
Arunachal Pradesh,Leparada,2018,291791,34742,72491,79054,4412,6731,14257
Arunachal Pradesh,Leparada,2019,409967,188342,143944,65223,37579,3451,35386
Arunachal Pradesh,Leparada,2020,446443,95302,85485,27820,74716,18139,86477
Arunachal Pradesh,Leparada,2021,229840,178230,104818,7680,36285,19648,66122
Arunachal Pradesh,Leparada,2022,214682,173119,143235,12637,77223,14796,16298
Arunachal Pradesh,Leparada,2023,328337,90239,5359,52267,70153,201,10998
Arunachal Pradesh,Leparada,2024,274486,190588,86502,45932,24656,778,67562
Arunachal Pradesh,Leparada,2025,142538,125541,50849,90654,28240,19545,57097
Arunachal Pradesh,Lepa Rada,2015,410465,146727,106541,74346,15403,7752,44320
Arunachal Pradesh,Lepa Rada,2016,25855,9101,142680,1501,19070,17874,40903
Arunachal Pradesh,Lepa Rada,2017,177135,126470,12414,66185,72899,3297,40613
Arunachal Pradesh,Lepa Rada,2018,283406,190433,146757,140938,68687,17726,57945
Arunachal Pradesh,Lepa Rada,2019,9050,41508,111046,31915,56837,380,72891
Arunachal Pradesh,Lepa Rada,2020,418741,24406,18952,41546,60956,19281,19414
Arunachal Pradesh,Lepa Rada,2021,391694,159349,82970,89547,34483,17580,67715
Arunachal Pradesh,Lepa Rada,2022,299647,25392,23761,1727,39185,2982,22256
Arunachal Pradesh,Lepa Rada,2023,296548,184148,50951,116964,45567,3081,22768
Arunachal Pradesh,Lepa Rada,2024,261061,126399,122875,147066,47722,7815,7538
Arunachal Pradesh,Lepa Rada,2025,277798,39328,88719,69116,5811,18129,96543
Arunachal Pradesh,Kamle,2015,209444,197770,57692,128966,4416,391,69296
Arunachal Pradesh,Kamle,2016,135428,104802,38100,114704,32403,4319,66733
Arunachal Pradesh,Kamle,2017,341888,64383,101671,30968,70163,18063,12784
Arunachal Pradesh,Kamle,2018,117688,188175,70784,113061,25274,14183,87863
Arunachal Pradesh,Kamle,2019,193425,171944,33125,26350,9886,2304,64599
Arunachal Pradesh,Kamle,2020,438746,134689,128584,39025,51902,19201,69127
Arunachal Pradesh,Kamle,2021,429528,180671,11420,142456,33530,10181,22357
Arunachal Pradesh,Kamle,2022,486464,49416,105794,67056,41718,5279,97661
Arunachal Pradesh,Kamle,2023,96866,13132,3496,107651,71723,5740,73207
Arunachal Pradesh,Kamle,2024,489005,67064,4972,139646,2168,2986,2295
Arunachal Pradesh,Kamle,2025,352774,125383,135595,106603,26596,3951,65803
Assam,Baksa,2015,375118,30309,110688,71739,3009,16489,77445
Assam,Baksa,2016,226254,98344,44787,108858,34571,18608,75683
Assam,Baksa,2017,295528,19411,25002,141061,36818,15138,64543
Assam,Baksa,2018,78126,94430,45602,60718,11001,15637,54143
Assam,Baksa,2019,451110,68242,55162,30953,21056,8164,89347
Assam,Baksa,2020,122165,37119,10646,130262,10343,11303,20352
Assam,Baksa,2021,105943,52139,81653,4973,19346,7647,64980
Assam,Baksa,2022,161562,113887,19040,143245,33155,8202,93669
Assam,Baksa,2023,9091,110708,125013,43179,68382,18201,46779
Assam,Baksa,2024,333142,188784,53375,52413,61926,15099,60490
Assam,Baksa,2025,17412,60481,72565,7219,70000,14941,32407
Assam,Barpeta,2015,460281,46696,6903,144285,56273,4855,81472
Assam,Barpeta,2016,139815,105239,39445,140951,5658,13212,43384
Assam,Barpeta,2017,430256,195074,123990,119254,6347,18181,63558
Assam,Barpeta,2018,267361,20603,44278,128376,15949,10103,12504
Assam,Barpeta,2019,374879,105692,126007,146196,45849,18991,40520
Assam,Barpeta,2020,179424,7681,141846,62469,79094,4393,47220
Assam,Barpeta,2021,497926,35990,54435,72526,60265,16795,74712
Assam,Barpeta,2022,382051,17711,69800,21297,34537,5389,89577
Assam,Barpeta,2023,382770,71821,35408,47244,40370,15334,65787
Assam,Barpeta,2024,29004,100786,48944,147812,37680,7767,63168
Assam,Barpeta,2025,160435,72935,110841,34798,50309,5342,13234
Assam,Biswanath,2015,432394,71254,149226,133950,41166,19947,40804
Assam,Biswanath,2016,363979,144600,147024,147646,6705,12682,19567
Assam,Biswanath,2017,280733,79782,28359,77508,67345,7755,24029
Assam,Biswanath,2018,499684,176379,48990,34337,5366,3836,69222
Assam,Biswanath,2019,365577,65679,87044,94583,59390,5611,66570
Assam,Biswanath,2020,301407,36782,11758,88529,53596,764,9993
Assam,Biswanath,2021,107433,139193,102722,20302,25127,1083,67176
Assam,Biswanath,2022,221708,60638,113331,14926,49244,9138,23943
Assam,Biswanath,2023,495114,8943,120763,135429,29369,16443,11824
Assam,Biswanath,2024,321424,64503,37666,66106,8485,6566,73002
Assam,Biswanath,2025,85608,14454,105174,130673,41451,5384,79709
Assam,Bongaigaon,2015,59342,135395,29119,123568,65994,6052,53608
Assam,Bongaigaon,2016,340011,6114,139489,147622,72335,9456,93712
Assam,Bongaigaon,2017,83356,14063,36144,105298,62224,15673,81934
Assam,Bongaigaon,2018,337378,93283,121694,64125,6746,14952,82241
