state,district,year,total_hospitals,government_hospitals,private_hospitals,hospital_beds,icu_beds,ventilators,doctors,nurses,ambulances,primary_health_centers,community_health_centers,maternal_mortality_rate,infant_mortality_rate,life_expectancy,vaccination_rate,health_expenditure_per_capita,patients_per_day
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,218,105,118,4177,296,36,416,1259,13,25,2,98.68,21.43,73.15,80.76,5167,2285
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,250,83,137,2708,291,81,921,845,90,26,34,188.47,52.88,74.48,61.2,4784,4711
Andhra Pradesh,Sri Sathya Sai,2015,173,28,89,2303,91,19,678,2929,87,8,14,155.54,25.6,72.79,69.33,6345,687
Andhra Pradesh,Sri Sathya Sai,2016,83,44,55,4779,196,146,1022,1903,70,51,20,146.99,45.36,70.16,71.92,5093,1033
Andhra Pradesh,Sri Sathya Sai,2017,195,43,46,3686,346,83,822,1794,19,22,29,134.77,12.44,67.25,82.57,7778,2542
Andhra Pradesh,Sri Sathya Sai,2018,69,40,148,319,91,163,541,1433,54,77,32,136.09,10.49,71.32,63.78,2264,3473
Andhra Pradesh,Sri Sathya Sai,2019,20,68,71,3619,396,15,1108,2423,56,24,16,78.08,27.83,65.39,66.27,13691,3142
Andhra Pradesh,Sri Sathya Sai,2020,240,7,9,3573,175,106,116,758,26,47,10,179.87,34.85,66.77,75.04,8130,2337
Andhra Pradesh,Sri Sathya Sai,2021,87,86,23,2024,378,45,626,1721,21,79,21,69.81,51.08,65.62,86.15,7588,3597
Andhra Pradesh,Sri Sathya Sai,2022,42,58,128,771,263,154,801,2019,87,79,40,133.92,45.98,67.93,73.26,13863,742
Andhra Pradesh,Sri Sathya Sai,2023,196,103,161,3358,379,182,309,1716,76,51,37,187.79,32.69,71.96,66.58,10610,2690
Andhra Pradesh,Sri Sathya Sai,2024,224,45,142,3407,296,106,622,868,29,72,17,134.08,48.73,74.49,73.25,4861,1954
Andhra Pradesh,Sri Sathya Sai,2025,23,29,164,2144,191,114,631,2114,55,49,20,156.46,25.84,68.24,90.51,7208,4487
Andhra Pradesh,Srikakulam,2015,48,41,52,1872,202,53,1172,2525,104,78,31,187.09,37.34,72.26,77.03,7707,3129
Andhra Pradesh,Srikakulam,2016,280,113,74,450,366,109,735,1830,119,59,35,176.48,45.3,69.45,61.44,13668,3117
Andhra Pradesh,Srikakulam,2017,119,108,102,389,79,99,206,993,5,21,8,91.54,18.74,73.18,70.35,4526,1620
Andhra Pradesh,Srikakulam,2018,69,52,153,2019,254,35,708,1880,75,59,29,117.53,26.17,74.48,90.95,9924,229
Andhra Pradesh,Srikakulam,2019,140,83,82,2242,391,118,430,1089,74,40,21,149.43,43.1,66.34,94.51,6656,2325
Andhra Pradesh,Srikakulam,2020,176,64,46,557,100,66,1183,811,49,60,34,50.7,40.47,73.85,94.91,5597,2042
Andhra Pradesh,Srikakulam,2021,270,41,110,4504,185,102,146,1320,67,15,18,149.96,55.1,71.92,81.55,12232,2084
Andhra Pradesh,Srikakulam,2022,244,32,96,3116,231,160,1276,485,116,38,17,163.66,45.61,68.8,68.32,7070,4965
Andhra Pradesh,Srikakulam,2023,81,67,6,4727,82,84,230,700,36,26,37,106.95,58.22,68.65,75.94,14821,292
Andhra Pradesh,Srikakulam,2024,173,87,87,1417,433,182,61,1456,24,9,39,172.56,45.03,68.19,78.39,3865,3050
Andhra Pradesh,Srikakulam,2025,117,115,36,3132,83,146,318,1814,37,15,18,72.35,16.52,65.05,71.59,14530,391
Andhra Pradesh,Tirupati,2015,252,21,17,1957,141,198,406,354,21,28,19,148.08,41.76,66.02,87.88,2567,2551
Andhra Pradesh,Tirupati,2016,128,26,168,529,322,65,1267,2553,119,23,8,62.35,51.6,72.11,67.88,14165,1799
Andhra Pradesh,Tirupati,2017,170,96,56,2713,40,44,1273,2839,84,80,26,72.59,29.99,72.73,64.03,14801,2054
Andhra Pradesh,Tirupati,2018,229,117,11,717,341,146,199,1141,29,55,12,116.77,30.65,74.65,65.47,14449,3985
Andhra Pradesh,Tirupati,2019,181,52,30,1107,184,163,403,2637,16,34,9,161.69,29.66,68.29,63.55,10110,343
Andhra Pradesh,Tirupati,2020,248,35,183,558,132,131,1457,2351,63,52,17,85.4,40.37,73.04,76.66,2566,2301
Andhra Pradesh,Tirupati,2021,159,103,65,213,131,40,100,2053,59,59,17,174.73,30.55,67.4,88.69,3736,1826
Andhra Pradesh,Tirupati,2022,250,65,120,2959,32,92,859,2981,76,33,25,154.72,58.55,71.07,85.89,6430,1099
Andhra Pradesh,Tirupati,2023,227,59,143,4328,86,75,866,2408,63,71,18,136.18,41.82,71.04,79.83,12695,2973
Andhra Pradesh,Tirupati,2024,44,31,75,286,100,176,1412,963,38,27,34,68.2,16.6,65.55,94.61,3345,2726
Andhra Pradesh,Tirupati,2025,184,88,151,2857,295,17,1113,1656,16,20,39,170.43,33.1,70.19,91.45,4581,3574
Andhra Pradesh,Visakhapatnam,2015,269,88,135,3321,415,173,1125,586,8,18,7,183.71,50.31,72.66,63.13,3852,1098
Andhra Pradesh,Visakhapatnam,2016,272,108,9,2459,388,116,1373,1346,54,69,17,79.55,32.47,70.99,81.04,6097,4096
Andhra Pradesh,Visakhapatnam,2017,262,69,160,4768,50,164,996,2777,41,25,28,111.53,16.84,66.15,89.91,6507,2117
Andhra Pradesh,Visakhapatnam,2018,181,85,150,2656,363,60,291,1363,54,45,17,170.21,23.68,66.89,72.26,7316,4273
Andhra Pradesh,Visakhapatnam,2019,45,68,176,4197,43,191,711,1926,5,12,17,125.26,27.15,66.88,88.34,3583,1175
Andhra Pradesh,Visakhapatnam,2020,260,112,157,2258,253,124,1405,1343,35,5,19,143.16,25.55,69.57,75.43,14410,662
Andhra Pradesh,Visakhapatnam,2021,137,112,44,2593,142,13,681,1676,22,24,38,184.51,23.51,69.91,66.62,13658,1237
Andhra Pradesh,Visakhapatnam,2022,113,89,121,596,463,54,970,1915,108,73,28,167.88,20.33,73.18,82.36,11456,4051
Andhra Pradesh,Visakhapatnam,2023,273,68,176,1610,47,80,832,762,24,43,14,104.94,40.18,65.64,94.31,3030,1539
Andhra Pradesh,Visakhapatnam,2024,53,103,70,4008,400,164,1215,2556,36,17,7,60.39,34.53,67.75,73.71,12244,1310
Andhra Pradesh,Visakhapatnam,2025,246,71,101,757,80,123,1202,1554,109,71,34,149.8,46.96,68.31,72.31,10146,4549
Andhra Pradesh,Vizianagaram,2015,260,32,63,3939,44,99,478,525,120,39,37,77.6,34.24,69.22,82.12,11609,2067
Andhra Pradesh,Vizianagaram,2016,179,11,157,4315,471,87,118,1371,31,73,4,90.95,20.88,69.65,78.19,11502,3110
Andhra Pradesh,Vizianagaram,2017,201,120,150,1871,265,145,1263,2600,17,31,9,75.83,39.89,72.96,72.31,12202,4706
Andhra Pradesh,Vizianagaram,2018,40,15,23,4319,56,121,1146,2279,5,71,2,57.41,52.47,72.79,82.61,7586,1793
Andhra Pradesh,Vizianagaram,2019,50,82,37,1524,106,26,1476,2312,59,9,20,117.27,45.62,72.81,79.04,6263,4216
Andhra Pradesh,Vizianagaram,2020,43,82,185,820,290,97,439,2948,81,78,20,121.8,49.37,66.0,64.88,14186,3558
Andhra Pradesh,Vizianagaram,2021,40,107,176,3760,475,181,1278,2294,41,10,2,83.94,48.64,73.3,67.36,13906,1727
Andhra Pradesh,Vizianagaram,2022,232,30,32,1750,176,158,1090,1152,41,27,31,154.08,57.02,68.81,83.91,13076,3915
Andhra Pradesh,Vizianagaram,2023,221,64,181,3532,185,75,568,1842,27,7,10,189.93,49.23,70.57,77.16,4965,2613
Andhra Pradesh,Vizianagaram,2024,221,92,174,2133,48,133,918,1979,113,45,4,123.83,32.67,67.98,90.96,2697,4100
Andhra Pradesh,Vizianagaram,2025,85,26,54,3281,90,27,1455,2498,11,76,39,178.08,10.86,65.25,70.0,5731,1404
Andhra Pradesh,West Godavari,2015,42,38,136,1339,46,165,467,2696,19,9,13,124.61,52.09,73.6,88.01,7195,1412
Andhra Pradesh,West Godavari,2016,147,48,28,3740,141,113,1018,1053,44,27,28,108.91,41.94,67.0,74.85,10563,3323
Andhra Pradesh,West Godavari,2017,224,98,133,1629,284,106,1341,2375,94,47,17,100.73,58.75,69.59,71.11,12570,4472
Andhra Pradesh,West Godavari,2018,30,47,56,2331,111,106,854,2778,57,80,14,58.39,12.82,74.54,76.9,2624,4872
Andhra Pradesh,West Godavari,2019,138,95,169,1608,24,182,1301,894,96,68,7,69.5,52.09,71.18,63.18,11757,2954
Andhra Pradesh,West Godavari,2020,46,109,188,2576,25,199,1080,403,24,67,5,189.35,45.94,68.28,80.15,7294,2178
Andhra Pradesh,West Godavari,2021,154,83,159,4991,314,13,1441,1435,5,23,2,93.57,24.47,67.33,83.23,5128,2747
Andhra Pradesh,West Godavari,2022,218,58,190,1917,238,47,944,197,81,61,9,58.96,36.02,74.86,91.84,8440,4038
Andhra Pradesh,West Godavari,2023,255,44,117,2189,361,6,776,1901,78,20,24,174.63,48.02,71.26,70.02,13777,3520
Andhra Pradesh,West Godavari,2024,75,9,104,431,310,53,374,2345,66,29,31,177.61,43.38,67.94,84.69,11667,4475
Andhra Pradesh,West Godavari,2025,80,14,111,2476,488,50,147,2162,56,26,23,177.84,44.8,66.65,88.18,2365,2136
Andhra Pradesh,YSR Kadapa,2015,43,63,173,795,275,74,166,1207,67,68,31,126.24,52.45,73.88,66.88,6868,334
Andhra Pradesh,YSR Kadapa,2016,190,50,8,2570,376,43,1467,2701,41,49,21,193.82,25.59,70.08,95.41,14837,725
Andhra Pradesh,YSR Kadapa,2017,122,22,79,3182,454,28,141,1060,44,36,37,142.49,45.7,65.04,70.89,9803,1906
Andhra Pradesh,YSR Kadapa,2018,106,9,71,3354,85,129,264,1892,111,66,20,193.45,55.21,70.33,60.89,5642,2299
Andhra Pradesh,YSR Kadapa,2019,118,114,116,3971,273,189,271,1075,102,71,16,136.37,21.0,65.74,65.2,13960,1027
Andhra Pradesh,YSR Kadapa,2020,82,20,153,1649,30,158,262,1716,87,34,36,79.56,52.76,65.17,91.73,4815,639
Andhra Pradesh,YSR Kadapa,2021,110,42,43,679,148,188,1041,2203,19,29,19,97.79,31.8,72.42,64.89,13235,1195
Andhra Pradesh,YSR Kadapa,2022,31,114,189,2645,351,120,1101,809,116,18,7,116.51,15.48,65.18,80.45,13687,1233
Andhra Pradesh,YSR Kadapa,2023,97,56,38,1953,108,57,1178,2962,86,30,12,98.39,47.57,67.49,83.86,11941,2998
Andhra Pradesh,YSR Kadapa,2024,194,15,17,274,250,23,290,2923,54,62,21,92.17,38.71,67.83,97.17,9935,2676
Andhra Pradesh,YSR Kadapa,2025,135,78,103,3492,371,27,384,653,19,75,34,171.36,19.43,69.85,77.51,11187,1229
Arunachal Pradesh,Tawang,2015,145,21,54,1480,398,122,583,889,66,43,22,177.45,46.9,70.75,78.92,9854,3737
Arunachal Pradesh,Tawang,2016,85,39,192,799,483,138,1080,1208,95,54,30,169.88,36.72,68.62,60.48,8310,3788
Arunachal Pradesh,Tawang,2017,72,89,167,3442,43,69,335,448,84,43,26,66.1,16.53,74.44,92.45,5817,2684
Arunachal Pradesh,Tawang,2018,210,34,148,3679,284,46,934,1180,70,36,14,197.4,36.4,67.63,80.11,5262,3286
Arunachal Pradesh,Tawang,2019,100,54,32,3296,53,192,199,310,94,6,25,157.73,47.32,69.09,79.99,3044,2022
Arunachal Pradesh,Tawang,2020,200,112,170,2369,121,55,315,2401,103,33,35,198.48,14.21,73.85,80.42,9929,3548
Arunachal Pradesh,Tawang,2021,285,83,104,3133,285,45,999,1160,78,42,37,119.86,53.33,74.41,60.05,2676,3457
Arunachal Pradesh,Tawang,2022,183,70,196,1022,179,95,1316,2330,34,28,2,127.71,12.19,68.33,83.44,12566,3038
Arunachal Pradesh,Tawang,2023,210,85,30,1168,126,134,869,650,55,43,31,97.06,41.46,66.05,96.27,14471,933
Arunachal Pradesh,Tawang,2024,226,87,24,3122,281,197,814,1415,50,37,2,112.27,20.0,70.12,65.32,2083,4732
Arunachal Pradesh,Tawang,2025,222,29,71,2939,150,155,158,2820,24,9,10,79.08,56.71,66.31,93.2,10012,3391
Arunachal Pradesh,West Kameng,2015,111,88,200,3399,118,99,895,243,115,47,23,197.63,35.81,73.29,82.08,11757,244
Arunachal Pradesh,West Kameng,2016,229,116,156,2139,321,193,420,1701,54,22,31,124.59,10.67,71.88,80.12,11647,2894
Arunachal Pradesh,West Kameng,2017,90,114,85,4806,261,159,1337,344,62,24,22,98.55,37.91,65.63,78.89,4931,3975
Arunachal Pradesh,West Kameng,2018,172,21,48,1768,144,177,1371,1644,27,25,17,168.77,37.93,66.09,63.48,14805,1227
Arunachal Pradesh,West Kameng,2019,77,69,65,1040,381,64,1140,439,40,76,26,110.13,46.02,73.11,70.96,3515,3368
Arunachal Pradesh,West Kameng,2020,64,23,199,4213,27,120,736,1295,14,34,16,109.32,52.74,68.42,77.24,10371,703
Arunachal Pradesh,West Kameng,2021,106,79,162,3934,398,32,1416,1744,35,79,27,57.88,30.85,70.91,84.37,3482,895
Arunachal Pradesh,West Kameng,2022,213,55,99,1449,57,136,1013,2639,62,48,28,172.02,28.49,67.89,75.93,14316,4334
Arunachal Pradesh,West Kameng,2023,185,22,108,718,362,50,836,694,36,13,2,132.24,33.29,70.67,87.2,5548,1418
Arunachal Pradesh,West Kameng,2024,147,15,92,2839,111,15,89,1000,58,28,37,80.03,39.11,67.95,68.8,14352,3284
Arunachal Pradesh,West Kameng,2025,207,98,188,4771,350,73,1091,2804,21,11,33,120.09,46.24,70.99,84.26,4153,2959
Arunachal Pradesh,East Kameng,2015,275,24,42,3971,183,160,616,2231,32,42,34,146.11,22.33,71.27,62.59,8720,551
Arunachal Pradesh,East Kameng,2016,84,63,174,2796,480,158,736,2936,114,5,35,137.85,20.64,65.18,89.37,6576,4846
Arunachal Pradesh,East Kameng,2017,139,84,128,1275,239,24,1387,2049,28,21,13,119.43,35.62,67.53,65.15,6343,1192
Arunachal Pradesh,East Kameng,2018,287,68,111,4940,32,163,943,1467,86,10,27,135.03,36.29,71.4,78.96,5996,4258
Arunachal Pradesh,East Kameng,2019,33,28,16,3650,51,80,1012,2026,38,20,31,67.58,22.37,71.93,91.39,13482,918
Arunachal Pradesh,East Kameng,2020,242,12,39,2262,245,125,817,2869,80,57,9,127.53,19.34,67.37,62.21,12229,156
Arunachal Pradesh,East Kameng,2021,295,36,147,209,256,118,1190,1712,27,63,3,73.98,17.93,69.03,75.63,14125,704
Arunachal Pradesh,East Kameng,2022,119,66,66,4013,351,166,582,1825,56,50,10,128.23,20.53,70.84,91.74,6050,833
Arunachal Pradesh,East Kameng,2023,203,56,196,4679,242,89,507,2611,61,44,36,129.48,33.82,69.46,75.11,4068,1632
Arunachal Pradesh,East Kameng,2024,232,108,119,1990,98,190,169,867,26,54,25,172.93,38.37,66.96,68.54,5787,4759
Arunachal Pradesh,East Kameng,2025,29,59,82,949,496,147,690,2697,63,28,22,188.95,14.47,73.91,76.46,8459,4321
Arunachal Pradesh,Papum Pare,2015,106,41,130,1474,437,199,1390,2783,73,77,21,108.86,46.89,67.15,70.03,10074,985
Arunachal Pradesh,Papum Pare,2016,122,27,141,4026,145,9,1081,180,29,15,29,193.65,47.46,71.07,96.65,11426,4595
Arunachal Pradesh,Papum Pare,2017,164,77,83,549,345,172,815,2816,99,32,3,130.64,28.69,69.51,92.06,5753,796
Arunachal Pradesh,Papum Pare,2018,78,67,140,4769,174,99,243,561,108,71,38,104.93,16.77,74.0,88.14,4326,1682
Arunachal Pradesh,Papum Pare,2019,110,100,23,3468,107,59,1192,1147,32,74,35,178.6,59.39,66.03,74.54,5672,4434
Arunachal Pradesh,Papum Pare,2020,135,106,134,867,29,145,734,621,44,6,22,94.94,52.59,74.46,90.61,14873,3633
Arunachal Pradesh,Papum Pare,2021,180,71,164,361,157,53,757,1347,86,39,14,52.18,10.88,74.95,82.35,2031,3796
Arunachal Pradesh,Papum Pare,2022,258,42,73,666,85,15,914,1605,9,37,29,113.86,26.49,68.78,74.78,5313,1331
Arunachal Pradesh,Papum Pare,2023,250,78,177,543,482,92,568,800,82,17,17,189.16,31.38,71.78,80.05,7055,1044
Arunachal Pradesh,Papum Pare,2024,95,8,80,269,218,133,510,2561,38,25,22,152.23,15.92,71.87,67.83,4244,927
Arunachal Pradesh,Papum Pare,2025,223,8,49,4813,286,200,1306,1950,113,70,9,141.05,36.43,67.59,71.98,6727,190
Arunachal Pradesh,Kurung Kumey,2015,196,6,51,1003,413,44,1143,1608,117,40,36,193.55,53.79,72.69,83.97,8737,4825
Arunachal Pradesh,Kurung Kumey,2016,200,61,88,3586,214,170,805,1342,27,27,10,164.26,21.2,67.11,77.67,13075,4303
Arunachal Pradesh,Kurung Kumey,2017,69,74,130,731,393,24,1112,1815,78,38,23,173.53,55.33,75.0,61.59,4304,4455
Arunachal Pradesh,Kurung Kumey,2018,262,26,14,3623,284,125,54,1874,56,60,39,72.53,12.72,70.08,71.69,10632,840
Arunachal Pradesh,Kurung Kumey,2019,173,27,157,4842,127,104,435,686,65,35,23,67.85,24.68,73.32,91.71,7396,4046
Arunachal Pradesh,Kurung Kumey,2020,98,87,50,4196,468,99,416,323,6,68,10,98.53,21.87,65.87,78.16,5299,4534
Arunachal Pradesh,Kurung Kumey,2021,232,105,121,1765,277,173,1226,1529,59,59,37,111.77,20.83,75.0,82.18,6241,995
Arunachal Pradesh,Kurung Kumey,2022,131,12,93,3196,378,163,738,111,91,14,6,74.84,44.18,67.62,67.07,13942,2994
Arunachal Pradesh,Kurung Kumey,2023,261,21,93,1973,262,158,460,671,79,18,3,167.19,33.68,69.28,85.55,5549,4630
Arunachal Pradesh,Kurung Kumey,2024,292,106,161,3320,171,180,391,1567,64,23,22,189.83,40.98,66.69,82.34,11104,2836
Arunachal Pradesh,Kurung Kumey,2025,105,34,134,4964,74,145,572,281,66,69,5,179.55,28.01,67.75,95.36,2465,2657
Arunachal Pradesh,Kra Daadi,2015,132,118,177,4637,232,45,1031,305,73,36,24,193.61,20.37,70.69,77.3,2430,4888
Arunachal Pradesh,Kra Daadi,2016,65,87,61,3962,222,167,675,1368,5,80,9,145.91,29.62,68.41,70.07,4381,4850
Arunachal Pradesh,Kra Daadi,2017,269,41,78,1533,302,117,786,2291,47,5,24,159.39,44.19,70.25,74.82,5298,2234
Arunachal Pradesh,Kra Daadi,2018,27,86,22,1320,383,34,667,2991,75,27,27,163.89,50.67,66.8,93.55,4192,3679
Arunachal Pradesh,Kra Daadi,2019,37,55,44,2387,102,66,451,2917,89,22,2,86.75,55.18,65.19,87.47,13077,1949
Arunachal Pradesh,Kra Daadi,2020,47,81,99,939,93,55,1461,1477,25,31,34,170.6,26.12,69.12,67.69,2041,4646
Arunachal Pradesh,Kra Daadi,2021,298,78,189,1600,423,178,108,1445,120,37,4,183.21,13.48,74.03,62.14,9638,1977
Arunachal Pradesh,Kra Daadi,2022,71,44,200,4035,260,79,346,296,88,58,33,121.38,25.7,73.13,85.55,8897,2774
Arunachal Pradesh,Kra Daadi,2023,43,34,20,4782,328,93,398,2551,20,75,21,166.06,36.76,72.55,96.95,11755,107
Arunachal Pradesh,Kra Daadi,2024,148,94,89,4831,217,144,1053,2879,67,51,40,75.41,39.69,72.67,89.2,8651,2891
Arunachal Pradesh,Kra Daadi,2025,217,110,177,507,382,149,1402,2014,58,72,10,88.67,27.22,68.47,79.53,6028,4698
Arunachal Pradesh,Lower Subansiri,2015,93,8,172,2917,23,84,1146,1284,35,44,8,114.35,19.62,68.36,73.73,2916,532
Arunachal Pradesh,Lower Subansiri,2016,51,60,171,2676,260,48,239,2164,27,31,21,57.88,50.38,65.93,85.1,5589,1725
Arunachal Pradesh,Lower Subansiri,2017,147,95,100,3731,118,56,857,133,30,30,12,113.68,10.42,66.81,62.07,13675,4418
Arunachal Pradesh,Lower Subansiri,2018,287,82,187,1288,427,74,648,1239,33,33,25,74.73,39.46,65.83,66.92,2693,2741
Arunachal Pradesh,Lower Subansiri,2019,231,93,45,4141,470,67,596,1364,54,64,31,68.8,57.16,69.79,76.72,7778,4958
Arunachal Pradesh,Lower Subansiri,2020,191,107,82,2222,228,128,1244,1649,30,64,16,114.9,43.51,66.41,71.15,7132,3475
Arunachal Pradesh,Lower Subansiri,2021,184,116,150,4370,241,93,147,1099,101,67,6,106.68,24.72,66.36,77.32,9361,4818
Arunachal Pradesh,Lower Subansiri,2022,130,101,135,1975,212,30,1443,2174,97,62,14,137.11,37.56,72.83,88.26,12088,2424
Arunachal Pradesh,Lower Subansiri,2023,143,100,35,447,246,154,658,1838,35,7,21,138.98,25.56,65.98,83.26,6962,1141
Arunachal Pradesh,Lower Subansiri,2024,139,35,135,3049,379,193,1415,525,44,78,14,64.25,51.15,66.28,83.63,14701,4961
Arunachal Pradesh,Lower Subansiri,2025,68,96,99,4310,393,121,1434,1783,67,73,9,157.11,18.11,68.84,87.37,5228,1931
Arunachal Pradesh,Upper Subansiri,2015,124,73,141,2167,152,30,360,439,107,36,30,98.26,19.52,67.71,97.72,5120,3034
Arunachal Pradesh,Upper Subansiri,2016,291,19,137,3201,126,29,241,1299,61,15,31,97.82,51.7,72.1,63.27,11073,4478
Arunachal Pradesh,Upper Subansiri,2017,98,35,141,3728,104,134,667,2560,76,37,13,123.17,26.09,69.93,87.54,10301,2437
Arunachal Pradesh,Upper Subansiri,2018,45,7,64,2987,475,183,155,685,68,16,40,165.86,26.3,74.31,63.48,9495,1918
Arunachal Pradesh,Upper Subansiri,2019,260,32,38,2463,128,49,534,2870,114,13,37,53.65,28.39,70.45,96.49,14061,1574
Arunachal Pradesh,Upper Subansiri,2020,132,49,34,4035,401,193,927,2952,91,48,40,118.76,40.6,73.75,94.25,14734,3186
Arunachal Pradesh,Upper Subansiri,2021,35,93,82,651,152,95,1225,1647,33,56,17,78.74,29.33,65.96,60.02,14943,2114
Arunachal Pradesh,Upper Subansiri,2022,73,81,129,4729,105,117,1372,693,59,41,9,137.07,11.73,72.4,74.46,9589,3883
Arunachal Pradesh,Upper Subansiri,2023,87,34,97,2367,319,94,1118,1645,5,14,2,121.55,47.6,65.95,81.37,5247,2773
Arunachal Pradesh,Upper Subansiri,2024,232,39,115,1132,376,75,1089,561,42,62,23,168.62,59.58,73.21,79.6,9975,4817
Arunachal Pradesh,Upper Subansiri,2025,295,59,175,2947,329,129,82,440,7,62,22,122.55,22.58,69.22,62.8,9627,3967
Arunachal Pradesh,West Siang,2015,98,47,22,2613,215,81,279,1753,62,14,19,168.4,35.63,66.82,93.52,7300,4729
Arunachal Pradesh,West Siang,2016,103,79,126,2699,401,131,1020,678,102,9,38,120.29,37.71,65.84,87.48,14862,2441
Arunachal Pradesh,West Siang,2017,275,103,195,3190,157,19,1010,2471,71,40,38,118.2,46.01,69.74,83.36,8386,4378
Arunachal Pradesh,West Siang,2018,216,66,149,3763,328,139,1152,2029,81,35,14,63.71,57.9,69.22,74.44,8575,1835
Arunachal Pradesh,West Siang,2019,269,43,126,3563,110,6,877,2761,29,44,3,123.9,32.24,65.1,96.42,7274,1306
Arunachal Pradesh,West Siang,2020,122,39,34,2744,34,48,1452,1748,18,73,25,130.13,54.86,72.74,61.63,3885,520
Arunachal Pradesh,West Siang,2021,112,34,36,787,318,70,1245,1326,101,22,38,104.73,11.23,66.39,85.34,4856,523
Arunachal Pradesh,West Siang,2022,33,93,62,4176,35,114,1104,2055,71,62,27,134.43,14.58,70.61,97.65,6649,1372
Arunachal Pradesh,West Siang,2023,206,45,194,2756,46,162,871,2663,34,10,14,54.76,54.05,73.25,81.97,4757,138
Arunachal Pradesh,West Siang,2024,275,93,71,3533,419,192,229,986,9,53,13,63.15,32.38,73.4,74.76,6257,4421
Arunachal Pradesh,West Siang,2025,253,45,182,4964,337,25,1328,1289,80,64,36,185.96,51.39,67.57,63.32,7623,2802
Arunachal Pradesh,East Siang,2015,221,101,197,1348,143,116,540,2035,15,48,29,168.53,27.07,65.94,96.69,2094,1552
Arunachal Pradesh,East Siang,2016,83,24,126,4811,419,188,997,1231,5,60,37,198.12,11.87,71.51,87.25,9542,471
Arunachal Pradesh,East Siang,2017,237,113,145,1886,399,20,968,2447,25,64,16,147.12,20.45,73.62,78.06,2769,4405
Arunachal Pradesh,East Siang,2018,226,51,100,1769,416,52,1281,2312,38,35,11,96.2,43.59,65.5,84.47,10932,2735
Arunachal Pradesh,East Siang,2019,281,107,102,4737,222,5,543,1328,15,47,26,96.06,49.33,71.9,85.07,6855,4619
Arunachal Pradesh,East Siang,2020,34,35,157,1765,315,84,1129,1028,80,70,27,90.56,11.71,70.6,89.38,4709,3291
Arunachal Pradesh,East Siang,2021,243,100,11,4734,50,198,640,790,16,5,27,151.23,12.46,66.77,90.42,8163,4511
Arunachal Pradesh,East Siang,2022,165,58,155,4078,414,177,165,452,76,65,4,122.73,32.94,71.29,82.9,11097,2700
Arunachal Pradesh,East Siang,2023,186,50,180,4744,189,45,768,2254,102,14,15,94.36,10.72,65.93,61.63,8169,1553
Arunachal Pradesh,East Siang,2024,206,98,79,1583,73,61,1089,2692,103,21,15,75.8,32.69,67.56,96.94,2756,4858
Arunachal Pradesh,East Siang,2025,265,74,20,872,273,84,1204,1156,82,13,5,159.06,38.19,68.67,96.39,6971,4490
Arunachal Pradesh,Siang,2015,208,47,14,4618,491,189,792,1190,82,53,34,144.22,40.08,69.12,70.64,5537,3117
Arunachal Pradesh,Siang,2016,143,34,108,4357,465,74,769,517,97,16,39,54.22,10.39,71.61,85.6,6240,223
Arunachal Pradesh,Siang,2017,70,117,125,1847,40,26,473,2660,7,75,24,116.12,36.84,68.37,94.26,6395,4095
Arunachal Pradesh,Siang,2018,281,31,196,727,23,165,1122,1684,118,16,17,89.35,49.52,69.32,61.35,5846,151
Arunachal Pradesh,Siang,2019,73,75,157,2394,343,117,98,549,27,62,36,74.71,46.05,70.19,77.98,8774,2872
Arunachal Pradesh,Siang,2020,89,46,90,209,100,180,896,1393,31,52,28,156.35,11.99,68.05,78.86,11216,3593
Arunachal Pradesh,Siang,2021,266,97,146,791,464,171,643,685,99,24,18,191.22,31.11,74.52,61.88,11711,2228
Arunachal Pradesh,Siang,2022,71,73,158,4635,123,69,214,1757,45,58,39,95.28,45.53,74.99,69.82,10545,4104
Arunachal Pradesh,Siang,2023,159,118,57,602,240,83,1250,525,101,30,36,179.81,16.67,68.7,94.6,12682,3629
Arunachal Pradesh,Siang,2024,200,75,178,467,42,171,393,1691,103,17,38,60.55,28.82,69.42,88.0,10423,1295
Arunachal Pradesh,Siang,2025,164,56,92,4869,297,16,202,204,111,43,36,105.65,15.85,66.4,93.27,14759,367
Arunachal Pradesh,Upper Siang,2015,135,89,189,2311,46,166,1494,401,118,23,27,103.82,20.98,74.06,67.23,2561,1993
Arunachal Pradesh,Upper Siang,2016,185,69,125,2286,271,10,1165,2885,94,65,17,137.97,30.43,74.43,78.59,9918,3124
Arunachal Pradesh,Upper Siang,2017,201,63,198,970,81,161,527,729,45,59,35,138.65,58.6,72.26,77.95,10396,2131
Arunachal Pradesh,Upper Siang,2018,260,96,33,2058,384,6,1325,2887,58,79,6,112.92,34.49,69.38,94.95,14141,2556
Arunachal Pradesh,Upper Siang,2019,281,96,95,2906,335,47,1358,1949,60,59,31,191.54,52.59,70.97,69.98,2267,160
Arunachal Pradesh,Upper Siang,2020,58,119,49,1987,426,15,1111,275,107,18,21,145.26,41.52,73.88,72.15,11871,1869
Arunachal Pradesh,Upper Siang,2021,83,59,41,2210,106,60,473,156,108,61,13,159.02,14.08,74.76,88.38,13383,4547
Arunachal Pradesh,Upper Siang,2022,50,77,120,4279,376,191,971,2658,48,40,23,79.68,53.24,72.28,75.97,10537,2003
