state,district,year,internet_users,broadband_users,mobile_subscribers,internet_penetration,5g_coverage,data_usage,digital_services
Arunachal Pradesh,Lepa Rada,2020,48.43,16.23,47.66,77.47,35.5,24.54,66.53
Uttarakhand,Dehradun,2020,97.79,33.57,42.53,11.17,40.34,69.18,49.46
Madhya Pradesh,Ratlam,2022,28.37,40.26,93.26,73.6,34.98,63.4,15.27
Karnataka,Shivamogga,2023,57.66,24.69,97.79,58.76,34.83,37.26,19.82
Uttar Pradesh,Etawah,2016,30.15,56.48,11.45,92.7,10.45,96.61,16.81
Madhya Pradesh,Bhind,2017,91.27,86.4,97.81,27.33,25.66,47.58,77.14
Punjab,Mansa,2024,43.45,17.15,68.24,39.13,23.29,16.11,69.84
Madhya Pradesh,Katni,2019,40.03,95.14,55.67,36.04,69.84,12.43,63.43
West Bengal,Purulia,2017,43.47,31.36,69.14,49.09,52.68,95.88,33.98
Manipur,Tamenglong,2017,59.56,37.63,29.33,92.77,27.38,21.19,46.32
Maharashtra,Ahmednagar,2020,16.69,42.07,25.6,23.99,39.32,21.24,11.97
Chhattisgarh,Balod,2016,30.69,39.52,42.11,42.57,49.16,61.17,29.85
Telangana,Jogulamba Gadwal,2019,42.64,71.89,16.58,73.75,49.3,89.16,43.61
Rajasthan,Phalodi,2018,24.24,57.77,10.53,60.89,61.64,34.71,33.74
Arunachal Pradesh,East Kameng,2025,51.47,23.56,39.11,68.36,69.66,96.5,50.38
Haryana,Charkhi Dadri,2017,99.12,25.61,11.84,22.46,16.72,90.28,62.57
Rajasthan,Khairthal-Tijara,2017,44.04,31.82,65.39,81.69,67.47,88.54,49.16
Nagaland,Kiphire,2019,55.73,90.17,16.3,57.3,11.9,50.34,24.07
Tamil Nadu,Dindigul,2025,52.63,52.5,96.54,82.16,68.14,23.86,34.93
Madhya Pradesh,Narsinghpur,2024,77.5,32.59,77.73,21.45,58.41,77.76,55.26
Chhattisgarh,Raigarh,2025,62.56,83.55,62.36,89.78,17.85,43.0,75.75
Rajasthan,Tonk,2019,45.91,98.97,69.37,71.86,48.04,67.26,45.78
Assam,Biswanath,2018,50.57,92.45,87.81,22.03,24.22,99.24,62.99
Andhra Pradesh,Krishna,2016,92.56,10.41,87.75,73.47,84.42,31.58,69.1
Andhra Pradesh,Parvathipuram Manyam,2020,54.23,75.39,28.23,58.23,33.67,10.91,62.56
Haryana,Jind,2022,61.42,83.17,22.73,60.92,14.17,56.94,36.02
Andhra Pradesh,Anantapur,2016,98.27,74.37,47.2,21.32,26.7,56.5,74.69
Bihar,Supaul,2024,29.47,80.74,73.31,25.88,62.52,55.42,70.16
Manipur,Noney,2018,55.53,58.89,94.16,89.08,54.89,19.1,75.36
Tamil Nadu,Salem,2023,64.29,91.52,43.28,43.2,50.01,77.23,54.39
Maharashtra,Parbhani,2020,17.34,38.37,77.78,16.85,46.34,42.79,27.27
Bihar,Jehanabad,2018,48.83,48.13,96.05,51.88,54.83,98.63,48.75
Jharkhand,Khunti,2024,39.1,66.33,41.46,54.4,60.23,58.6,71.75
Mizoram,Lawngtlai,2018,68.05,44.14,53.25,82.27,58.28,23.93,69.26
Gujarat,Patan,2019,19.59,29.56,34.96,10.2,39.5,49.22,72.05
Assam,Bongaigaon,2022,16.84,94.09,87.39,11.73,75.36,94.58,26.18
Chhattisgarh,Raigarh,2017,32.12,68.46,98.98,18.17,23.63,30.27,42.68
Madhya Pradesh,Chhindwara,2022,81.78,96.93,21.02,65.78,31.08,37.43,46.26
Tamil Nadu,Vellore,2016,81.28,48.7,90.27,31.32,14.74,94.69,76.39
Telangana,Medak,2024,63.4,63.74,56.58,12.82,72.13,25.32,60.93
West Bengal,Howrah,2022,90.58,47.17,22.14,88.76,80.96,78.13,54.12
Tamil Nadu,Tirupathur,2020,78.49,44.11,94.76,58.06,11.43,69.66,33.74
Gujarat,Dahod,2018,66.72,68.88,49.44,83.21,28.29,48.86,14.39
Rajasthan,Dholpur,2016,44.4,91.02,86.74,25.58,28.86,84.69,72.33
Maharashtra,Gadchiroli,2016,44.11,88.64,63.66,63.41,91.94,17.56,78.44
Mizoram,Aizawl,2016,84.99,58.26,54.36,65.19,79.31,36.89,31.69
Assam,Sonitpur,2022,20.28,30.51,25.23,43.14,60.74,77.65,58.09
Haryana,Rewari,2021,36.56,20.47,72.92,30.53,67.69,41.54,60.27
Jharkhand,Koderma,2018,35.77,72.08,73.34,94.56,27.23,55.86,74.78
Telangana,Mahabubabad,2025,30.79,80.56,44.86,92.5,82.56,62.1,81.54
Punjab,Bathinda,2025,20.12,85.81,99.49,98.19,52.87,89.92,97.9
Tamil Nadu,Ariyalur,2025,74.1,22.75,25.44,80.37,96.19,67.16,53.15
Karnataka,Ballari,2019,68.55,17.26,99.58,40.92,70.26,29.18,37.87
Uttar Pradesh,Jhansi,2019,24.41,28.87,12.53,90.18,78.09,12.3,30.23
Manipur,Ukhrul,2018,38.59,92.0,98.13,17.65,68.11,51.86,76.0
Rajasthan,Beawar,2016,67.91,61.89,90.61,26.84,68.27,84.74,64.57
Uttar Pradesh,Kaushambi,2016,68.3,75.55,99.41,89.51,96.68,72.03,18.02
Uttar Pradesh,Deoria,2016,75.15,76.97,39.34,34.24,69.51,27.54,71.74
Kerala,Thrissur,2020,56.54,26.16,29.57,25.95,60.62,72.02,77.64
Telangana,Jogulamba Gadwal,2015,61.12,56.03,72.82,98.01,58.28,75.78,88.41
Mizoram,Aizawl,2018,38.99,74.57,52.64,31.4,60.25,99.33,57.13
Punjab,Malerkotla,2023,38.52,49.51,60.85,40.29,11.13,77.92,46.48
Gujarat,Kutch,2017,99.43,33.95,28.52,18.91,97.8,15.9,38.5
Manipur,Tengnoupal,2021,48.4,52.58,45.78,50.1,92.54,58.7,71.68
Uttarakhand,Uttarkashi,2015,18.9,74.57,44.13,59.2,71.56,81.28,54.77
Madhya Pradesh,Singrauli,2023,15.31,87.24,73.69,23.29,90.98,73.5,98.46
Gujarat,Tapi,2018,16.56,87.72,30.62,51.34,32.26,72.19,41.21
Maharashtra,Osmanabad (Dharashiv),2016,40.74,31.57,78.37,18.65,58.74,80.13,23.53
Uttar Pradesh,Chitrakoot,2018,49.1,17.11,76.22,47.51,47.45,52.09,80.3
Haryana,Sirsa,2022,52.47,31.78,54.24,33.52,38.19,17.29,89.52
Chhattisgarh,Kabirdham,2022,76.11,60.3,49.51,69.5,72.64,68.79,72.13
Chhattisgarh,Sakti,2020,44.72,10.24,73.59,41.12,30.37,37.05,13.94
Assam,Dhemaji,2017,89.46,44.87,23.28,54.81,68.3,68.11,17.32
Uttarakhand,Bageshwar,2023,70.33,43.6,40.2,58.29,38.49,62.2,27.8
Mizoram,Aizawl,2017,37.87,31.98,94.71,76.57,47.84,16.55,85.13
Jharkhand,Sahebganj,2023,13.67,37.36,92.59,82.83,71.37,60.88,10.71
Madhya Pradesh,Jabalpur,2024,12.15,52.37,77.33,46.35,28.59,95.27,17.85
Rajasthan,Jodhpur,2015,24.35,76.64,58.68,41.9,12.83,13.22,42.21
Jharkhand,Giridih,2018,76.79,60.69,47.97,11.72,44.36,31.93,38.89
Nagaland,Dimapur,2023,78.86,70.84,98.36,91.17,25.58,65.59,53.97
Assam,Sivasagar,2022,79.46,77.56,91.85,61.15,26.9,11.11,34.67
Chhattisgarh,Raigarh,2018,39.32,21.37,64.63,51.57,60.89,22.41,12.19
Jharkhand,Seraikela-Kharsawan,2020,29.03,41.3,79.88,66.81,73.52,51.44,45.94
Bihar,Supaul,2018,25.34,21.81,44.11,67.78,21.22,65.16,34.42
Kerala,Kannur,2020,70.24,70.85,65.15,18.13,93.85,16.32,45.93
Assam,South Salmara-Mankachar,2017,33.88,37.59,55.44,21.6,92.11,48.57,41.68
Uttar Pradesh,Hathras,2025,38.1,51.47,67.84,29.73,30.83,48.93,32.96
Bihar,Nawada,2020,55.76,62.34,12.19,70.67,12.72,90.22,45.72
Sikkim,Soreng,2021,20.58,12.91,15.22,62.68,57.99,90.99,47.78
Nagaland,Zunheboto,2021,56.32,87.19,38.26,90.95,21.1,77.64,99.47
Karnataka,Davanagere,2022,99.02,10.72,89.46,79.03,48.06,81.76,98.44
Nagaland,Mon,2018,21.92,56.6,39.14,57.42,95.44,85.7,27.17
Bihar,Darbhanga,2018,85.12,52.49,72.19,27.35,32.18,71.49,80.9
Mizoram,Lawngtlai,2017,82.27,36.93,61.72,63.2,19.45,78.78,99.79
Tamil Nadu,Salem,2023,19.28,89.31,85.68,39.89,21.43,39.88,56.4
Telangana,Wanaparthy,2025,20.85,85.41,29.59,98.5,48.36,43.04,65.24
Uttar Pradesh,Prayagraj,2016,64.05,37.34,68.98,74.18,94.91,91.48,89.78
Manipur,Imphal East,2021,17.08,48.66,47.07,17.17,92.04,34.77,37.54
Kerala,Pathanamthitta,2015,27.83,62.16,27.29,91.57,32.58,35.22,11.07
Assam,Morigaon,2016,69.13,88.13,47.78,58.4,98.25,19.13,71.19
Kerala,Alappuzha,2015,72.41,72.72,77.53,24.18,68.97,50.73,79.46
Haryana,Kurukshetra,2023,58.76,49.56,67.54,35.78,71.29,53.72,99.84
Madhya Pradesh,Raisen,2015,82.18,70.05,70.86,53.27,14.3,47.09,76.2
Assam,Dhubri,2019,45.91,45.99,70.4,77.84,91.38,43.51,80.61
Haryana,Kaithal,2020,73.01,50.33,14.28,37.84,81.51,41.68,35.23
Jharkhand,Seraikela-Kharsawan,2016,69.36,92.59,84.31,20.68,60.54,18.76,92.85
Chhattisgarh,Sukma,2017,57.57,90.35,91.36,17.25,90.89,28.5,74.91
Maharashtra,Gondia,2022,56.91,29.07,11.43,79.18,12.96,42.75,11.15
Bihar,Arwal,2018,48.03,66.64,42.23,94.24,33.35,57.21,77.32
Tamil Nadu,Nilgiris,2017,81.29,93.14,45.72,95.77,88.77,48.19,56.84
Maharashtra,Kolhapur,2020,71.22,24.43,45.95,70.4,46.57,31.1,80.81
Odisha,Jharsuguda,2018,68.24,67.78,72.45,95.06,36.37,33.85,79.67
West Bengal,Howrah,2015,35.11,19.46,45.28,38.9,49.6,80.79,94.48
Odisha,Sambalpur,2020,93.98,39.87,80.0,28.39,62.24,58.85,30.37
Karnataka,Mysuru,2020,51.71,50.27,20.05,84.15,51.29,86.02,12.44
Chhattisgarh,Gariaband,2015,28.28,32.98,73.54,31.73,42.99,55.65,33.25
Jharkhand,Koderma,2018,25.94,70.41,96.66,36.98,74.2,91.46,17.69
Tripura,Gomati,2017,16.82,28.02,43.97,52.21,46.21,76.01,41.44
Tamil Nadu,Chengalpattu,2017,74.19,28.22,17.1,37.56,18.32,82.29,79.93
West Bengal,Malda,2017,35.97,23.18,52.95,36.06,28.51,76.88,52.38
Gujarat,Kutch,2024,63.01,51.48,39.82,38.13,45.94,43.51,21.09
Rajasthan,Pratapgarh,2017,40.32,66.07,87.66,21.27,34.55,26.9,94.08
Odisha,Bhadrak,2025,53.62,80.33,95.02,12.85,63.01,77.89,48.7
Telangana,Mahabubnagar,2025,87.26,77.73,18.48,47.04,39.15,45.08,69.08
Jharkhand,Seraikela-Kharsawan,2024,41.69,63.57,99.31,61.53,13.11,35.7,35.99
Chhattisgarh,Jashpur,2024,17.44,28.24,80.65,19.99,33.37,47.51,63.11
Maharashtra,Jalna,2023,31.97,31.19,43.08,49.46,94.13,67.31,66.11
Arunachal Pradesh,Papum Pare,2019,20.64,17.32,66.31,16.96,42.5,66.93,63.46
Manipur,Tengnoupal,2024,39.11,29.26,34.83,13.91,15.08,98.19,60.45
Gujarat,Patan,2022,75.13,35.76,50.68,81.66,20.88,53.76,69.35
Haryana,Rohtak,2025,14.21,83.45,72.53,45.0,11.98,30.99,71.22
Madhya Pradesh,Vidisha,2022,53.37,46.09,34.21,61.05,38.52,55.18,42.25
Punjab,Fatehgarh Sahib,2016,24.12,27.71,80.06,98.01,76.53,96.8,15.6
Karnataka,Kolar,2017,12.21,26.24,59.32,73.89,65.41,40.79,18.96
Maharashtra,Parbhani,2025,32.65,34.23,60.95,94.24,13.12,51.21,81.02
Assam,Dima Hasao,2020,89.89,32.09,20.62,51.45,66.58,99.43,32.72
Rajasthan,Pali,2020,85.1,13.13,73.13,83.58,56.56,28.12,44.61
Gujarat,Devbhoomi Dwarka,2022,41.58,97.32,79.11,41.39,93.69,85.49,64.13
Arunachal Pradesh,Kra Daadi,2022,42.78,99.09,12.9,26.32,77.8,27.17,91.97
Chhattisgarh,Balrampur,2018,94.78,40.16,99.32,65.26,98.71,27.0,89.09
Karnataka,Ramanagara,2018,60.58,63.4,36.29,86.32,92.14,52.94,76.56
Arunachal Pradesh,Kurung Kumey,2021,54.63,64.27,66.6,30.72,62.51,62.23,40.41
Assam,Nagaon,2018,49.52,22.82,98.4,80.05,99.57,96.03,91.81
Uttar Pradesh,Hathras,2021,54.86,17.51,79.69,93.15,98.87,78.48,49.72
Madhya Pradesh,Sheopur,2021,89.04,47.13,22.45,41.55,11.86,24.47,97.0
Rajasthan,Barmer,2024,25.85,98.3,33.09,47.39,99.04,43.62,81.64
Nagaland,Tseminyu,2016,55.25,37.95,34.01,26.37,37.53,52.72,81.05
Bihar,Madhepura,2020,56.24,20.32,39.25,24.23,32.19,66.16,72.74
Andhra Pradesh,YSR Kadapa,2020,41.99,49.41,74.81,45.53,39.61,96.11,54.7
Madhya Pradesh,Rajgarh,2019,70.77,12.08,62.67,10.61,61.91,30.05,70.29
Odisha,Malkangiri,2021,50.62,24.02,36.97,50.0,46.32,65.55,99.88
Madhya Pradesh,Guna,2017,53.86,50.25,97.27,64.15,84.98,45.09,96.5
Uttar Pradesh,Lucknow,2017,12.45,51.26,49.39,60.72,86.46,20.38,32.35
Gujarat,Dahod,2016,16.55,85.77,27.99,30.51,65.7,33.23,85.25
Himachal Pradesh,Sirmaur,2018,16.85,21.24,21.52,76.54,13.15,31.84,86.22
Bihar,Nawada,2022,53.95,34.32,34.34,95.7,32.92,71.6,22.9
Himachal Pradesh,Chamba,2021,65.93,47.35,37.36,93.36,18.79,67.77,51.62
Assam,Goalpara,2018,73.03,74.46,32.99,11.53,11.53,12.07,28.26
Uttar Pradesh,Farrukhabad,2021,88.0,51.42,33.95,48.47,69.43,43.77,17.88
Telangana,Mancherial,2017,75.44,88.7,36.63,54.3,79.66,52.28,16.42
Telangana,Ranga Reddy,2019,15.54,53.36,25.62,88.09,50.56,98.33,72.77
Goa,South Goa,2019,68.29,90.36,20.38,83.94,18.61,90.58,46.28
Punjab,Amritsar,2018,98.61,67.94,75.68,91.86,87.7,86.75,17.73
Maharashtra,Ahmednagar,2016,80.25,27.39,91.65,39.05,77.26,65.54,86.19
Maharashtra,Gondia,2025,32.99,53.8,91.97,34.8,53.66,41.42,30.64
Karnataka,Bengaluru Urban,2021,47.39,38.75,36.0,27.49,98.03,70.32,99.97
Tamil Nadu,Pudukkottai,2022,28.14,79.54,29.21,81.07,77.47,26.06,88.32
Jharkhand,Palamu,2018,99.14,78.36,97.02,46.66,50.71,84.15,33.02
West Bengal,Dakshin Dinajpur,2015,47.4,43.29,95.52,49.7,73.99,59.63,77.72
Bihar,Sheohar,2017,30.08,45.4,40.14,22.37,98.66,71.24,19.55
Telangana,Jogulamba Gadwal,2019,41.62,67.58,97.27,17.72,23.24,56.01,85.43
Karnataka,Chikkamagaluru,2024,37.23,87.6,36.45,24.07,81.43,56.15,40.9
Chhattisgarh,Narayanpur,2022,58.18,46.22,67.27,23.73,77.39,54.29,75.6
Nagaland,Kohima,2018,71.67,52.61,59.35,54.54,19.21,24.82,35.77
Himachal Pradesh,Mandi,2020,87.24,53.28,35.17,41.32,74.97,57.98,41.66
Karnataka,Mysuru,2018,34.45,58.17,29.57,61.63,87.28,82.23,10.21
Arunachal Pradesh,Lower Siang,2025,45.77,74.55,73.09,90.29,62.35,65.29,39.24
Odisha,Rayagada,2021,92.04,21.98,47.61,12.82,93.29,76.48,76.61
Tamil Nadu,Dharmapuri,2020,99.91,29.32,62.06,28.02,63.39,13.48,30.4
Tripura,Unakoti,2016,48.36,37.19,27.07,59.59,57.16,14.68,91.41
Bihar,Begusarai,2024,96.85,28.66,65.85,71.29,25.3,79.74,38.02
Himachal Pradesh,Sirmaur,2024,91.37,80.65,74.6,56.43,96.09,62.01,91.23
Madhya Pradesh,Sheopur,2022,16.68,24.06,64.41,65.94,90.98,56.35,49.24
Assam,Goalpara,2024,53.21,16.49,56.95,87.04,62.35,85.33,87.91
Assam,Charaideo,2022,89.71,66.93,78.17,17.15,68.51,52.65,62.02
Karnataka,Mandya,2019,11.2,14.57,94.5,45.25,54.61,90.05,35.53
Tamil Nadu,Dharmapuri,2020,86.58,54.42,19.14,97.26,18.52,24.98,40.82
Mizoram,Mamit,2025,14.2,56.22,96.99,45.97,27.29,68.74,54.87
Telangana,Ranga Reddy,2023,90.59,72.91,57.29,68.82,16.1,43.59,59.16
Madhya Pradesh,Balaghat,2018,89.31,78.51,20.46,10.38,32.61,88.78,33.88
Manipur,Chandel,2016,70.59,68.28,95.42,30.78,42.38,68.42,32.26
Jharkhand,Khunti,2019,35.92,89.9,57.7,40.74,54.81,43.14,20.15
Punjab,Patiala,2021,82.22,32.44,22.78,98.92,36.16,60.52,19.12
Karnataka,Yadgir,2023,30.89,41.67,90.13,25.97,74.0,47.08,41.19
Tamil Nadu,Viluppuram,2023,67.47,34.59,83.67,62.83,48.83,63.25,28.24
Bihar,Patna,2020,88.89,75.12,49.08,75.85,16.26,13.43,29.18
Madhya Pradesh,Ratlam,2021,20.42,54.51,88.9,95.98,13.36,36.24,74.15
Madhya Pradesh,Shivpuri,2019,78.5,32.86,23.7,80.33,80.55,82.3,99.73
Gujarat,Sabarkantha,2018,66.44,35.01,86.01,64.67,49.59,31.39,35.19
Tamil Nadu,Tiruvannamalai,2019,55.63,64.47,85.11,17.13,51.37,29.85,83.98
Uttar Pradesh,Maharajganj,2019,55.54,77.45,43.39,91.73,18.46,76.8,46.6
Rajasthan,Alwar,2022,16.91,52.91,59.87,16.28,66.83,29.6,65.91
Arunachal Pradesh,Siang,2022,40.3,86.47,23.11,25.9,92.18,22.17,48.05
Jharkhand,Chatra,2025,93.79,52.18,94.6,28.79,91.82,38.54,90.54
Bihar,Begusarai,2017,19.4,34.36,59.8,77.64,49.88,61.34,71.76
Assam,Bongaigaon,2022,67.45,94.61,47.42,70.86,62.97,40.5,10.97
Jharkhand,Bokaro,2023,84.25,18.09,89.25,58.43,18.55,96.9,74.57
Maharashtra,Thane,2017,17.84,10.73,51.59,24.74,47.28,74.91,43.74
Maharashtra,Yavatmal,2019,80.35,66.66,86.86,63.01,97.54,54.17,85.71
Haryana,Karnal,2025,11.18,75.67,98.26,76.57,28.95,90.18,85.85
Madhya Pradesh,Ujjain,2025,91.67,31.13,10.8,59.14,87.38,20.58,55.37
Karnataka,Koppal,2019,14.46,79.41,32.59,67.33,76.93,73.79,72.39
West Bengal,Howrah,2015,92.19,18.67,35.06,43.7,25.3,20.21,13.36
Uttar Pradesh,Muzaffarnagar,2016,25.57,86.31,35.26,23.92,57.61,22.34,13.0
Rajasthan,Bharatpur,2015,89.9,60.21,28.43,27.51,40.83,50.47,35.12
Bihar,Lakhisarai,2018,60.87,16.28,63.32,38.45,56.63,59.1,97.47
Assam,Kokrajhar,2025,51.3,76.47,98.53,32.43,82.73,23.49,98.08
Haryana,Charkhi Dadri,2015,52.21,90.17,52.22,70.9,76.49,86.75,73.95
Rajasthan,Dausa,2016,32.58,89.41,49.85,53.06,88.46,31.39,92.61
Manipur,Jiribam,2019,83.81,66.96,35.24,78.15,76.19,69.57,12.94
Jharkhand,Jamtara,2018,76.28,95.14,71.35,41.32,11.59,25.19,63.26
Jharkhand,Godda,2017,35.19,89.21,74.94,38.16,46.62,12.39,82.3
Chhattisgarh,Raigarh,2021,48.8,69.63,89.91,73.56,42.17,44.58,23.75
Chhattisgarh,Gariaband,2025,10.48,29.76,77.61,43.09,46.98,71.32,95.22
Rajasthan,Ajmer,2018,56.77,90.37,89.42,36.95,81.54,79.04,84.45
Himachal Pradesh,Bilaspur,2016,71.18,15.57,53.11,24.99,96.13,22.37,93.53
Jharkhand,Latehar,2020,39.35,78.87,90.58,28.37,98.5,64.7,18.28
Punjab,Fatehgarh Sahib,2019,84.71,91.09,84.74,48.03,47.51,18.0,75.07
Nagaland,Dimapur,2025,53.4,26.4,91.9,90.53,13.08,43.79,55.04
Bihar,West Champaran,2017,75.23,83.97,55.66,80.78,11.5,23.76,70.94
Rajasthan,Kekri,2017,61.41,67.57,93.77,67.86,56.62,37.21,29.29
Uttarakhand,Haridwar,2020,15.13,88.62,64.97,26.47,37.46,42.21,15.32
West Bengal,Purba Medinipur,2022,39.11,67.36,84.72,45.11,59.95,94.09,22.33
Madhya Pradesh,Neemuch,2021,38.58,79.95,37.49,24.66,32.27,33.25,65.59
Madhya Pradesh,Harda,2015,22.96,65.09,65.06,17.69,33.43,17.21,42.16
Odisha,Deogarh,2023,35.71,62.28,73.46,47.92,96.13,49.45,25.32
Bihar,Bhojpur,2018,80.66,11.05,15.0,25.39,76.8,11.45,53.45
Chhattisgarh,Balod,2016,88.53,40.78,32.38,72.22,28.67,61.04,95.75
Uttar Pradesh,Maharajganj,2019,94.78,93.48,27.49,97.69,50.02,69.73,79.96
Karnataka,Ballari,2019,88.56,26.39,35.18,16.87,40.43,90.03,78.31
Jharkhand,Giridih,2016,40.96,23.82,11.2,82.47,70.16,71.41,42.39
Uttar Pradesh,Rae Bareli,2023,60.86,35.66,99.51,54.74,27.44,33.32,44.98
Tamil Nadu,Salem,2023,77.27,56.8,28.87,20.33,74.44,78.4,52.63
Manipur,Bishnupur,2023,91.93,25.65,55.91,94.81,51.45,84.16,41.37
Gujarat,Banaskantha,2023,95.9,22.99,52.62,17.75,87.24,27.67,88.92
Punjab,Hoshiarpur,2022,92.68,35.58,13.84,16.57,89.29,27.86,37.18
Kerala,Pathanamthitta,2016,34.95,99.05,27.69,38.11,24.1,39.64,91.71
Chhattisgarh,Rajnandgaon,2016,63.09,82.26,33.62,84.19,61.58,60.1,25.58
Uttar Pradesh,Jhansi,2017,65.73,61.41,15.71,73.49,22.76,39.5,21.08
Odisha,Bhadrak,2015,75.58,70.08,11.69,78.06,84.75,99.81,14.55
Gujarat,Junagadh,2024,38.74,86.66,14.92,28.65,69.86,89.94,82.15
West Bengal,Paschim Bardhaman,2015,78.51,40.1,12.62,37.15,23.53,81.91,94.48
Maharashtra,Sindhudurg,2018,45.1,96.31,65.98,46.73,73.43,50.8,75.69
Odisha,Kendujhar (Keonjhar),2015,76.0,73.37,82.85,59.98,94.05,59.67,35.29
Rajasthan,Dholpur,2018,11.62,50.6,58.61,34.36,16.14,31.93,89.3
Uttar Pradesh,Lucknow,2016,84.08,57.25,73.65,42.38,83.29,84.02,33.02
Mizoram,Lunglei,2025,16.78,78.85,85.59,77.35,44.83,38.82,68.18
Uttar Pradesh,Jaunpur,2019,23.59,82.48,84.43,26.33,54.81,76.26,63.87
Uttar Pradesh,Rampur,2020,79.29,88.64,84.34,21.28,35.32,82.3,94.28
Uttar Pradesh,Barabanki,2021,73.52,10.27,35.77,50.39,29.94,87.07,38.6
Manipur,Imphal West,2016,59.47,44.4,39.35,14.54,12.03,54.35,74.92
Uttar Pradesh,Meerut,2017,93.69,23.47,84.63,95.74,68.83,22.79,42.29
Madhya Pradesh,Bhind,2021,97.14,51.82,56.57,41.88,64.48,49.4,34.14
Meghalaya,West Jaintia Hills,2022,65.2,10.27,42.79,43.63,33.48,40.9,92.95
Uttarakhand,Bageshwar,2018,58.17,89.31,44.93,65.17,75.47,53.1,93.07
Arunachal Pradesh,Kurung Kumey,2023,26.25,31.31,49.81,97.71,44.39,86.72,50.64
Karnataka,Davanagere,2025,60.84,15.59,97.54,69.89,33.74,92.67,74.61
Bihar,Nawada,2018,54.09,75.69,86.45,40.7,70.85,65.2,95.12
Uttar Pradesh,Ghaziabad,2023,52.54,61.13,22.52,50.06,77.31,51.59,91.12
Tamil Nadu,Perambalur,2016,95.44,53.17,55.39,81.89,77.32,88.02,56.18
Karnataka,Bengaluru Rural,2016,27.47,59.44,77.32,60.43,38.74,64.24,48.54
Uttar Pradesh,Lakhimpur Kheri,2017,53.46,76.16,40.99,61.84,62.75,41.02,88.95
Madhya Pradesh,Jabalpur,2021,86.65,20.8,85.69,49.74,41.52,80.0,15.4
Uttar Pradesh,Agra,2019,46.69,17.74,96.74,39.04,77.87,63.15,99.94
Odisha,Bargarh,2021,81.06,26.8,22.54,40.93,10.17,40.78,10.17
Assam,Morigaon,2017,89.89,82.3,62.06,42.66,97.74,25.44,76.36
Maharashtra,Gadchiroli,2024,83.04,62.11,10.11,30.55,24.93,50.4,12.89
Uttar Pradesh,Amethi,2021,46.72,41.73,97.79,43.09,98.82,77.05,83.22
West Bengal,Birbhum,2018,98.81,14.7,86.96,33.39,21.96,86.85,22.17
Uttar Pradesh,Muzaffarnagar,2022,53.23,77.05,60.63,52.21,67.59,22.4,69.55
Himachal Pradesh,Shimla,2017,51.16,74.81,29.89,58.24,89.59,34.53,17.63
Maharashtra,Nanded,2019,21.72,51.82,90.37,25.72,66.05,62.34,59.51
Odisha,Malkangiri,2021,28.39,89.16,82.61,73.34,86.57,37.4,55.15
Andhra Pradesh,Annamayya,2018,69.41,95.03,51.59,69.53,38.31,23.63,99.69
Madhya Pradesh,Agar Malwa,2018,30.54,51.95,54.56,15.89,74.26,39.19,25.94
Sikkim,Gyalshing,2021,89.18,51.96,72.1,19.59,10.35,92.28,76.52
Assam,Golaghat,2022,20.22,42.12,22.28,65.63,59.96,94.88,41.12
Jharkhand,Sahebganj,2023,49.66,70.16,77.4,47.85,53.48,95.64,78.88
Uttar Pradesh,Ayodhya,2025,40.64,35.04,48.02,38.49,66.93,60.59,45.4
Gujarat,Navsari,2022,10.58,92.3,83.85,47.48,81.59,11.9,73.98
Andhra Pradesh,Palnadu,2019,71.89,44.33,30.72,21.87,37.73,36.1,30.33
Tripura,North Tripura,2015,52.61,92.11,92.25,31.81,88.68,99.29,95.9
Madhya Pradesh,Balaghat,2021,60.49,15.36,47.79,37.55,94.74,22.36,47.39
Mizoram,Champhai,2015,16.25,92.65,76.29,76.21,94.28,39.3,62.96
Bihar,Jehanabad,2022,43.83,79.37,93.37,85.52,64.42,40.92,26.75
Odisha,Boudh,2017,96.91,56.21,78.19,18.64,46.89,78.33,45.08
Tamil Nadu,Thanjavur,2021,17.58,90.72,18.4,49.9,47.83,29.71,52.75
Odisha,Malkangiri,2025,39.3,96.75,72.51,48.51,64.47,86.89,73.43
Manipur,Noney,2019,61.88,93.3,87.96,22.7,14.44,49.7,51.73
Assam,Goalpara,2015,59.89,77.18,69.27,74.13,25.28,90.01,18.04
Mizoram,Champhai,2016,74.7,35.39,42.87,56.69,52.5,68.33,66.69
Mizoram,Mamit,2025,38.94,21.54,50.16,51.58,48.59,39.25,25.88
Meghalaya,East Garo Hills,2016,79.86,15.78,26.61,24.07,72.43,82.15,77.01
Uttar Pradesh,Gautam Buddha Nagar,2017,70.67,50.27,55.72,59.43,20.63,48.81,42.18
Rajasthan,Bundi,2018,98.12,72.98,69.06,22.92,41.17,68.34,15.63
Karnataka,Bagalkot,2025,60.84,91.91,27.04,30.15,50.32,81.07,25.52
Kerala,Kollam,2022,88.41,12.3,68.27,92.62,90.08,19.0,62.62
Madhya Pradesh,Sheopur,2017,97.13,80.03,75.78,61.57,59.02,78.72,23.77
Uttar Pradesh,Baghpat,2025,99.51,68.1,78.06,53.82,11.36,77.67,70.86
Uttar Pradesh,Siddharthnagar,2017,10.39,54.9,62.35,41.99,39.43,23.38,38.8
Odisha,Nayagarh,2024,80.45,34.99,25.71,11.9,27.4,49.54,98.98
