state,district,year,athletes,sports_events,stadiums,sports_funding,medals_won,youth_participation,fitness_centers
Madhya Pradesh,Gwalior,2015,84.92,52.89,26.31,58.96,44.28,65.23,68.42
Chhattisgarh,Korba,2017,58.76,15.75,23.9,39.27,43.54,24.83,94.35
Uttar Pradesh,Rampur,2021,57.06,52.33,40.81,98.45,74.17,66.01,61.24
Bihar,Banka,2019,91.57,95.9,90.72,66.72,49.85,56.02,93.17
Mizoram,Hnahthial,2021,14.07,39.35,81.84,86.86,48.79,42.46,39.15
Bihar,Purnia,2017,90.49,11.36,68.87,19.61,45.2,60.15,30.47
Chhattisgarh,Sakti,2021,46.75,87.22,93.64,39.63,58.35,25.03,51.12
Karnataka,Bidar,2018,22.1,57.5,79.41,54.33,98.27,49.61,95.66
Nagaland,Mon,2022,38.31,90.47,15.65,55.27,99.37,89.08,67.12
Mizoram,Mamit,2017,60.29,81.09,71.54,39.69,33.42,74.37,26.03
Tamil Nadu,Thiruvarur,2019,83.91,93.3,78.06,48.16,34.5,79.16,75.92
Arunachal Pradesh,Lower Dibang Valley,2025,32.43,45.65,43.7,68.46,76.08,26.07,61.43
Karnataka,Bidar,2022,34.84,99.36,84.13,70.6,86.49,19.34,48.31
Uttar Pradesh,Jaunpur,2021,47.64,46.76,67.86,87.01,38.17,69.44,12.25
West Bengal,Uttar Dinajpur,2024,41.18,27.55,56.77,12.53,58.83,47.82,42.42
Chhattisgarh,Bilaspur,2016,64.52,31.06,19.99,91.92,35.68,15.9,78.48
Odisha,Deogarh,2017,95.39,90.72,78.82,29.6,13.6,41.14,47.22
Goa,South Goa,2018,47.9,36.41,39.11,84.56,98.17,61.05,60.47
Telangana,Jogulamba Gadwal,2018,29.33,67.84,72.22,62.51,56.86,99.24,96.66
Andhra Pradesh,NTR,2019,99.72,98.94,77.46,98.77,22.08,58.46,72.37
Rajasthan,Baran,2024,93.72,49.82,96.07,12.93,46.6,12.64,37.16
Meghalaya,North Garo Hills,2016,11.69,41.91,35.89,68.24,73.56,49.14,92.67
Assam,Dibrugarh,2020,52.71,56.64,46.51,30.31,97.65,42.68,80.93
Tamil Nadu,Madurai,2015,49.35,60.58,58.02,91.48,24.46,88.12,77.92
Andhra Pradesh,Kakinada,2020,45.03,77.14,62.02,95.69,22.92,26.52,27.77
Chhattisgarh,Dhamtari,2018,96.32,49.0,85.81,13.07,67.42,38.89,83.16
Bihar,Araria,2017,67.64,66.5,59.41,24.98,89.51,28.77,24.2
Rajasthan,Didwana-Kuchaman,2018,40.11,67.74,70.25,39.86,79.07,96.09,82.51
Arunachal Pradesh,Siang,2018,93.9,58.08,50.47,26.33,35.99,82.69,79.72
Meghalaya,West Khasi Hills,2024,39.95,58.32,71.22,94.77,54.37,54.81,83.69
Madhya Pradesh,Alirajpur,2021,12.66,99.17,80.31,81.71,51.88,19.97,54.06
West Bengal,Cooch Behar,2025,33.6,58.77,56.16,45.07,28.17,90.25,93.26
Telangana,Mahabubabad,2023,66.16,67.33,35.85,88.98,11.87,89.91,72.48
Odisha,Kalahandi,2015,69.09,62.22,26.26,84.37,32.4,51.55,17.49
Gujarat,Rajkot,2021,32.99,23.03,55.39,33.77,90.17,13.56,99.33
Tamil Nadu,Tirupathur,2021,23.61,68.02,27.42,91.37,93.76,85.56,81.26
Nagaland,Peren,2018,91.43,99.93,87.02,79.91,26.78,27.7,19.11
Punjab,Sangrur,2016,65.26,16.43,11.81,39.55,35.58,50.9,15.1
Telangana,Warangal,2016,39.77,97.59,77.01,82.67,23.6,37.78,35.99
Tamil Nadu,Chennai,2016,83.38,24.38,76.04,79.81,75.45,51.8,35.02
Arunachal Pradesh,Kamle,2018,57.46,35.58,44.34,61.34,71.61,54.57,75.5
Uttar Pradesh,Agra,2018,55.74,78.37,51.74,51.73,18.99,12.71,34.64
Meghalaya,South West Garo Hills,2025,80.35,60.96,73.79,93.03,97.75,74.21,92.04
Uttar Pradesh,Mainpuri,2023,56.74,72.85,27.66,32.94,20.32,33.96,13.79
Madhya Pradesh,Bhopal,2016,69.08,62.23,87.32,39.52,36.93,55.48,73.02
Jharkhand,Godda,2025,75.38,33.6,39.37,84.88,95.17,91.88,97.03
Karnataka,Udupi,2019,99.56,74.52,33.98,21.64,36.54,52.34,18.17
Gujarat,Mehsana,2021,44.79,10.85,80.54,35.16,77.87,32.13,68.14
Karnataka,Kolar,2024,91.36,51.99,89.27,15.43,26.79,68.02,84.65
Meghalaya,South West Khasi Hills,2022,37.25,66.33,47.33,18.98,11.68,32.51,46.62
Uttar Pradesh,Mainpuri,2021,71.98,71.24,80.76,62.59,74.15,21.3,37.46
Andhra Pradesh,YSR Kadapa,2023,97.33,53.74,56.05,70.41,91.96,24.27,64.53
Bihar,Katihar,2018,59.66,88.14,47.51,76.81,22.94,84.34,51.43
Jharkhand,Giridih,2022,41.22,93.14,95.76,43.14,94.05,62.81,62.32
Madhya Pradesh,Dindori,2024,85.15,78.5,74.77,61.78,37.46,12.05,87.67
Manipur,Imphal West,2019,81.33,48.45,57.84,56.22,16.88,82.3,13.95
Chhattisgarh,Gaurela-Pendra-Marwahi,2024,95.25,86.04,34.65,78.9,45.93,13.8,93.52
Telangana,Ranga Reddy,2015,92.75,27.1,19.47,98.48,24.1,34.43,69.93
Uttar Pradesh,Farrukhabad,2022,70.16,99.37,91.59,17.83,58.51,35.93,48.24
Rajasthan,Kekri,2016,99.22,75.66,12.78,30.52,61.58,59.57,19.02
Haryana,Rohtak,2020,84.51,92.92,76.77,38.8,83.34,16.08,83.6
Andhra Pradesh,Sri Sathya Sai,2019,16.49,63.66,32.94,20.26,91.51,90.89,88.91
Assam,Kamrup,2022,55.57,53.22,17.79,51.08,96.87,11.28,66.96
Bihar,East Champaran,2021,88.92,62.91,19.11,65.4,70.96,65.06,29.2
Maharashtra,Gondia,2020,93.55,86.63,87.93,85.79,36.16,98.8,75.33
Karnataka,Chitradurga,2015,50.21,30.03,57.14,12.51,13.16,84.34,33.44
Madhya Pradesh,Sagar,2017,98.06,58.03,51.48,16.48,82.28,83.66,29.53
Kerala,Kasaragod,2025,76.24,59.49,59.32,48.51,49.86,80.06,13.9
Bihar,Sheikhpura,2024,18.46,62.18,66.27,41.04,58.11,50.79,97.13
Chhattisgarh,Bemetara,2022,70.32,33.92,61.75,47.69,97.01,79.28,46.17
Himachal Pradesh,Shimla,2016,62.65,61.3,77.41,10.73,37.87,15.42,11.64
Uttar Pradesh,Lalitpur,2020,38.98,82.27,59.34,90.87,55.87,96.5,82.14
Punjab,Fazilka,2017,31.26,95.58,85.12,44.18,22.39,98.0,92.04
Bihar,Gopalganj,2024,94.7,45.79,63.44,14.69,12.63,31.47,65.82
Madhya Pradesh,Hoshangabad (Narmadapuram),2016,78.26,82.14,73.66,66.24,15.93,99.76,38.26
Punjab,Pathankot,2018,97.79,29.1,95.35,12.97,12.47,88.58,78.46
Telangana,Wanaparthy,2025,19.92,17.85,71.83,57.39,61.49,16.05,56.92
Chhattisgarh,Baloda Bazar,2023,87.41,34.2,30.66,68.57,80.02,60.86,95.11
Chhattisgarh,Korba,2015,13.14,13.7,14.63,31.34,97.72,36.82,66.0
Madhya Pradesh,Mandla,2018,80.49,38.64,92.68,71.99,32.55,81.68,61.45
Bihar,Munger,2021,21.47,69.73,83.59,38.8,72.23,15.92,22.3
Uttar Pradesh,Varanasi,2024,83.5,78.23,88.31,94.07,91.53,40.92,16.37
Chhattisgarh,Raipur,2019,71.09,86.1,63.31,42.32,99.73,75.61,71.58
Gujarat,Banaskantha,2023,67.85,64.28,51.35,11.84,11.01,77.26,61.48
Uttar Pradesh,Kaushambi,2019,13.61,13.59,52.93,55.66,43.16,93.22,27.11
Odisha,Bhadrak,2016,53.04,78.14,87.08,19.62,24.8,71.62,25.4
Telangana,Medak,2017,19.71,64.13,73.43,29.72,73.07,64.9,19.86
Madhya Pradesh,Narsinghpur,2017,15.9,17.08,75.7,70.79,85.13,91.12,55.02
Andhra Pradesh,NTR,2019,12.97,19.15,17.87,27.01,15.13,35.38,11.1
Uttarakhand,Chamoli,2019,47.69,95.28,99.53,13.86,57.05,45.62,78.04
West Bengal,North 24 Parganas,2021,65.01,15.14,30.54,61.69,99.56,94.42,36.6
Andhra Pradesh,YSR Kadapa,2018,32.59,18.85,88.12,20.89,23.53,94.51,51.3
Odisha,Sundargarh,2017,48.36,81.18,34.94,64.66,55.67,77.01,72.58
Bihar,Gaya,2021,89.57,54.36,67.71,83.67,39.02,65.85,31.92
Uttar Pradesh,Azamgarh,2017,24.45,73.8,21.97,85.46,11.8,48.37,87.94
Gujarat,Anand,2018,88.64,47.69,10.01,41.62,19.78,25.41,72.82
Telangana,Nagarkurnool,2023,69.72,95.91,19.38,34.18,20.89,21.52,54.55
Tamil Nadu,Salem,2022,40.2,25.79,32.01,67.75,25.88,95.63,20.42
Bihar,Patna,2017,54.33,76.67,69.98,52.53,51.74,73.6,22.4
Mizoram,Khawzawl,2025,14.47,98.96,17.08,10.08,16.56,33.49,52.38
Nagaland,Mon,2016,41.86,41.52,27.91,64.66,85.95,39.86,78.86
Rajasthan,Jalore,2015,25.01,38.81,99.28,75.56,45.2,56.4,94.03
Chhattisgarh,Bastar,2020,80.19,21.0,28.86,40.8,13.92,57.59,99.17
Tamil Nadu,Tenkasi,2025,88.42,82.57,25.63,16.88,21.42,28.49,49.56
Assam,Dhubri,2021,83.56,74.77,34.65,36.46,80.23,78.82,31.06
Uttar Pradesh,Ghaziabad,2015,32.74,77.44,81.53,84.77,29.52,78.88,77.26
Nagaland,Chümoukedima,2019,78.25,70.74,60.08,73.42,61.22,99.51,82.75
Uttar Pradesh,Etah,2018,93.06,13.9,40.49,81.23,37.32,14.54,43.03
Rajasthan,Nagaur,2020,43.53,31.76,75.26,45.63,71.2,49.74,66.16
Telangana,Karimnagar,2025,38.44,98.29,16.31,74.89,89.97,67.72,83.33
Bihar,Gopalganj,2021,79.47,11.08,29.68,22.0,51.04,76.4,44.84
Gujarat,Bhavnagar,2017,32.78,21.05,83.35,88.56,48.74,99.68,34.42
West Bengal,Paschim Medinipur,2019,99.77,59.94,54.99,40.49,98.62,34.57,68.66
Karnataka,Hassan,2021,66.48,60.15,15.47,97.41,77.92,33.05,99.41
Arunachal Pradesh,Kamle,2021,23.79,28.66,60.06,15.85,29.1,70.24,14.53
Chhattisgarh,Baloda Bazar,2015,74.49,74.8,21.13,60.17,48.69,38.07,10.5
Chhattisgarh,Bemetara,2023,15.12,87.17,47.67,55.81,58.71,11.83,78.09
Haryana,Nuh,2016,97.8,40.07,11.61,26.9,76.23,77.68,49.82
West Bengal,Bankura,2022,23.2,28.36,61.44,35.35,94.89,50.94,36.61
Madhya Pradesh,Barwani,2019,14.41,53.92,25.29,59.18,68.25,25.46,56.9
Odisha,Nabarangpur,2023,13.78,20.38,13.39,11.68,68.7,90.02,29.37
West Bengal,Darjeeling,2018,81.09,70.14,22.29,50.76,74.04,18.5,83.16
Meghalaya,East Khasi Hills,2021,74.18,38.5,42.75,50.28,34.56,38.98,50.86
Rajasthan,Bhilwara,2025,59.85,87.85,60.14,72.76,82.8,89.05,79.76
Meghalaya,South West Garo Hills,2025,55.65,61.25,19.23,61.8,83.25,27.29,11.58
West Bengal,Howrah,2015,63.8,19.62,52.22,93.77,23.93,55.06,64.87
Andhra Pradesh,Visakhapatnam,2021,74.54,10.5,71.64,66.27,51.82,17.5,36.86
Madhya Pradesh,Umaria,2021,46.82,81.38,64.63,84.25,28.46,72.1,95.58
Uttar Pradesh,Sultanpur,2019,56.12,57.51,28.37,51.43,26.41,49.48,18.88
Assam,Majuli,2024,52.21,23.63,88.72,28.42,55.14,73.29,88.85
Odisha,Malkangiri,2021,20.59,29.31,35.72,32.58,28.55,29.88,88.7
Madhya Pradesh,Rewa,2018,50.85,30.65,27.33,14.11,41.25,72.96,90.33
Maharashtra,Beed,2022,98.94,24.47,61.21,84.69,47.29,98.03,79.65
Telangana,Jagtial,2017,97.13,48.48,74.55,82.36,73.58,55.09,75.19
Madhya Pradesh,Jhabua,2015,34.03,32.18,30.44,99.52,74.64,75.73,25.7
Uttar Pradesh,Ballia,2024,85.29,64.91,93.4,29.17,77.68,97.87,12.71
Rajasthan,Sri Ganganagar,2024,88.82,23.62,41.71,99.39,41.81,17.37,13.5
Telangana,Karimnagar,2025,17.55,11.7,55.52,45.79,35.53,99.29,42.05
Goa,South Goa,2025,22.59,40.77,14.01,67.7,97.67,92.4,38.21
Chhattisgarh,Kondagaon,2021,25.34,73.75,19.32,93.6,35.18,53.48,80.81
Bihar,Araria,2022,21.82,47.59,88.2,21.69,23.03,19.83,52.77
Telangana,Mahabubabad,2022,13.13,11.22,44.41,61.95,11.24,31.36,92.83
Karnataka,Vijayapura,2018,95.24,71.71,49.62,50.92,27.78,50.61,55.43
Karnataka,Bengaluru Rural,2025,97.46,76.45,68.09,25.03,83.26,37.06,83.8
Telangana,Vikarabad,2023,54.91,49.51,40.66,86.01,47.58,19.88,67.6
Uttar Pradesh,Hamirpur,2017,49.3,43.53,82.48,98.82,51.63,56.47,28.38
Uttar Pradesh,Kasganj,2017,36.44,50.65,57.78,40.48,58.76,35.2,25.31
Uttar Pradesh,Ghazipur,2019,82.03,76.06,66.12,90.03,50.64,88.98,46.98
Gujarat,Dang,2018,77.78,18.05,41.29,18.13,80.27,50.28,38.22
Arunachal Pradesh,Papum Pare,2020,89.38,83.78,21.11,92.18,63.73,13.79,68.43
Odisha,Kandhamal,2025,64.58,12.12,55.49,75.85,64.9,14.07,35.78
Jharkhand,Seraikela-Kharsawan,2016,67.65,16.91,89.85,32.6,58.03,12.54,65.67
Bihar,Saran,2018,86.15,68.47,10.05,32.5,36.36,40.9,61.89
Himachal Pradesh,Mandi,2015,58.21,88.43,69.13,27.68,84.54,34.0,16.69
Rajasthan,Bikaner,2021,70.26,87.29,76.9,50.09,91.29,65.88,34.21
Assam,Hojai,2023,59.24,97.38,18.9,79.92,30.01,98.73,88.04
Telangana,Kamareddy,2025,83.26,82.24,74.08,56.08,20.7,25.74,95.12
West Bengal,North 24 Parganas,2015,76.18,72.67,41.05,77.46,41.19,63.33,72.04
Karnataka,Yadgir,2018,26.24,35.45,30.54,68.25,96.85,35.88,62.3
Uttar Pradesh,Prayagraj,2022,11.18,62.31,20.6,82.62,53.43,52.73,55.98
Uttar Pradesh,Sitapur,2017,42.69,82.94,46.38,40.31,38.03,61.14,39.28
Gujarat,Bhavnagar,2022,50.59,38.3,91.06,77.59,15.77,84.28,66.98
Rajasthan,Balotra,2024,49.96,75.77,13.65,15.7,77.81,88.41,71.03
Manipur,Tengnoupal,2015,81.52,81.33,57.97,39.01,31.9,17.26,28.3
Uttar Pradesh,Kannauj,2016,68.86,84.54,21.38,71.27,10.61,90.34,18.13
Karnataka,Tumakuru,2020,19.04,11.1,68.03,88.27,22.85,38.7,27.04
Arunachal Pradesh,Pakke-Kessang,2019,17.21,83.78,23.01,28.14,73.02,97.33,28.92
Rajasthan,Sawai Madhopur,2021,70.59,70.62,68.54,16.51,60.3,85.25,18.09
Uttar Pradesh,Prayagraj,2015,78.11,33.83,60.14,40.49,99.18,98.55,66.18
Uttar Pradesh,Varanasi,2022,75.4,54.33,57.46,43.89,14.41,72.19,29.17
Gujarat,Porbandar,2024,50.27,21.41,46.33,36.76,81.3,22.18,85.1
Kerala,Ernakulam,2019,77.82,29.44,22.72,55.01,69.38,47.89,16.42
Tamil Nadu,Ariyalur,2023,83.35,44.76,77.14,46.75,17.93,59.76,49.69
Rajasthan,Shahpura,2017,95.05,22.8,57.65,13.42,27.92,78.03,91.76
Meghalaya,South Garo Hills,2017,36.55,25.37,50.9,20.99,29.57,27.51,66.45
Arunachal Pradesh,Lohit,2018,12.93,31.11,68.22,84.94,28.02,44.93,87.33
Odisha,Bhadrak,2023,18.85,22.36,32.94,63.45,11.31,16.7,97.6
Jharkhand,West Singhbhum,2017,13.25,45.07,64.54,70.17,30.22,53.34,21.01
Karnataka,Dakshina Kannada,2018,80.07,95.62,42.01,28.02,34.64,13.83,93.07
Maharashtra,Chandrapur,2018,68.89,24.95,37.66,66.24,40.17,77.83,50.51
Karnataka,Vijayapura,2018,73.43,51.41,63.73,89.23,62.76,49.04,32.88
Punjab,Kapurthala,2024,57.4,43.42,99.8,14.55,60.65,42.0,55.24
Uttar Pradesh,Sultanpur,2020,25.85,79.4,38.14,60.88,93.69,55.56,10.48
Maharashtra,Chandrapur,2024,72.82,44.07,81.46,39.11,61.88,69.53,45.25
Arunachal Pradesh,Kra Daadi,2019,97.84,81.56,12.26,24.39,58.1,98.36,97.3
Tamil Nadu,Theni,2015,72.18,16.16,41.72,26.12,11.88,26.26,42.52
Uttar Pradesh,Hapur,2024,19.7,62.28,45.77,24.67,16.95,44.4,48.12
Rajasthan,Dholpur,2022,94.62,32.37,87.07,97.19,14.29,46.99,46.82
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,83.84,51.88,44.38,84.41,17.44,59.25,78.67
Assam,Chirang,2022,50.07,44.48,15.66,42.15,46.52,97.67,79.13
Odisha,Kendrapara,2019,13.37,10.51,21.3,61.55,65.19,82.71,11.89
Rajasthan,Pratapgarh,2018,53.25,61.08,18.56,81.12,35.98,48.07,12.22
Nagaland,Mon,2025,78.05,57.05,75.32,54.37,33.24,42.69,79.88
Odisha,Deogarh,2021,95.43,71.84,99.87,23.79,61.75,93.96,59.76
Haryana,Nuh,2017,48.96,38.08,96.03,22.73,64.54,17.76,20.66
Karnataka,Bidar,2022,25.38,21.05,57.62,80.17,83.93,87.31,73.2
West Bengal,Paschim Bardhaman,2015,37.6,53.42,17.49,44.77,83.69,62.74,46.84
Maharashtra,Yavatmal,2019,48.23,96.56,80.09,24.87,41.9,60.53,16.37
Karnataka,Dakshina Kannada,2019,28.36,68.95,38.87,83.34,77.84,37.2,22.55
Haryana,Gurugram,2024,43.54,89.48,35.6,19.69,84.87,21.85,93.02
Nagaland,Zunheboto,2015,32.92,36.87,68.6,54.67,83.88,52.26,35.77
Punjab,Mansa,2024,88.74,84.58,20.79,74.1,31.45,42.25,58.6
Assam,Karbi Anglong,2021,98.18,78.13,92.67,38.07,87.38,34.22,61.45
Kerala,Kasaragod,2023,33.64,61.5,89.91,30.65,57.44,29.26,95.39
Haryana,Palwal,2019,60.63,62.61,50.9,33.55,54.76,18.45,81.89
Rajasthan,Pratapgarh,2022,89.35,50.75,77.17,35.51,34.06,33.95,65.6
Uttarakhand,Champawat,2022,50.62,50.07,97.12,89.79,17.69,84.99,93.03
Karnataka,Haveri,2021,99.75,81.41,98.62,75.24,44.18,53.86,42.44
Madhya Pradesh,Morena,2020,66.24,78.36,16.39,83.09,15.01,49.28,29.38
Telangana,Ranga Reddy,2017,78.38,74.1,65.38,69.78,36.81,21.16,85.0
Uttarakhand,Uttarkashi,2019,12.18,92.95,35.25,66.54,31.39,32.91,73.28
Maharashtra,Latur,2017,30.6,47.18,31.33,66.22,53.43,34.16,51.3
Sikkim,Namchi,2023,97.42,52.17,77.23,40.89,79.02,35.69,13.09
Rajasthan,Didwana-Kuchaman,2016,81.63,46.65,76.1,43.61,90.06,93.27,14.89
Assam,Dhemaji,2019,38.65,99.83,53.02,94.65,47.06,89.47,70.28
Bihar,Aurangabad,2020,69.23,43.03,69.83,62.68,33.94,14.93,37.7
West Bengal,Jalpaiguri,2022,89.24,24.05,20.77,37.09,26.24,81.66,11.01
Madhya Pradesh,Indore,2022,64.09,92.99,76.55,18.67,35.56,10.99,42.28
Andhra Pradesh,Kurnool,2015,31.37,84.09,90.56,44.05,43.13,89.65,84.35
Uttar Pradesh,Aligarh,2021,81.67,93.53,82.13,22.39,22.3,51.66,19.13
Assam,Hailakandi,2021,58.47,71.7,13.74,91.05,55.48,62.83,50.47
Rajasthan,Shahpura,2018,22.05,36.48,15.89,61.33,69.6,57.75,24.42
Assam,Nalbari,2021,77.05,54.85,29.09,45.12,58.49,33.88,40.38
Karnataka,Udupi,2023,74.99,79.33,32.55,53.06,88.54,46.78,30.75
Uttarakhand,Haridwar,2015,84.62,52.24,86.75,93.99,14.08,70.84,84.12
Bihar,Patna,2018,76.43,44.07,71.81,13.85,58.13,89.93,81.06
Uttar Pradesh,Bareilly,2018,69.47,78.89,34.45,95.71,23.44,31.21,94.62
Maharashtra,Dhule,2023,84.24,62.8,36.86,54.16,68.27,74.62,74.46
Karnataka,Dharwad,2023,11.75,49.99,81.24,56.55,28.6,94.47,66.52
Mizoram,Champhai,2020,79.39,82.49,80.41,80.42,25.37,59.09,23.04
Bihar,Bhojpur,2017,10.33,33.03,66.9,69.06,77.86,99.94,26.34
Jharkhand,Simdega,2024,88.78,22.38,27.09,81.72,38.17,29.87,34.31
Telangana,Ranga Reddy,2016,51.06,54.98,54.89,68.13,92.36,81.6,33.22
Uttar Pradesh,Lucknow,2023,40.6,32.18,64.25,58.07,28.11,72.6,71.52
Haryana,Yamunanagar,2019,65.0,59.3,93.05,50.78,14.97,99.1,83.71
Punjab,Pathankot,2017,79.76,43.94,92.17,29.85,24.03,90.22,43.97
Arunachal Pradesh,Upper Subansiri,2024,15.37,20.73,69.3,34.64,37.19,68.54,12.18
Arunachal Pradesh,Lower Dibang Valley,2022,41.58,68.36,48.94,57.11,45.2,83.98,10.71
Gujarat,Ahmedabad,2022,80.98,71.55,51.87,52.29,82.9,57.84,51.12
Karnataka,Dharwad,2015,83.73,90.77,69.08,30.72,70.37,33.46,40.01
Madhya Pradesh,Damoh,2025,32.81,15.56,96.45,90.23,14.13,68.67,21.21
Rajasthan,Banswara,2025,35.19,48.96,32.9,48.27,80.76,89.21,22.87
Assam,Jorhat,2021,98.08,49.23,67.5,74.52,40.4,30.96,46.44
Maharashtra,Gadchiroli,2025,21.41,17.7,61.91,69.46,26.91,73.19,89.16
Bihar,Banka,2025,69.92,15.08,53.53,47.02,97.28,62.15,53.94
Haryana,Nuh,2017,94.51,17.47,18.43,65.75,41.68,62.26,64.17
Jharkhand,Jamtara,2024,76.28,28.45,51.39,10.19,96.9,58.11,11.9
Assam,Dima Hasao,2025,77.6,83.84,84.92,18.21,71.8,83.54,45.5
Uttar Pradesh,Ghaziabad,2016,45.93,46.05,11.56,68.96,58.99,15.53,13.2
Manipur,Imphal West,2021,55.77,87.85,43.56,43.69,79.68,27.71,60.32
Uttar Pradesh,Unnao,2018,74.41,33.94,16.51,10.54,81.01,71.44,90.75
Gujarat,Gir Somnath,2025,63.05,42.4,78.87,26.56,58.57,55.33,43.85
Bihar,Sheohar,2024,43.76,88.79,75.83,78.46,73.78,53.71,54.1
Madhya Pradesh,Dindori,2025,43.81,88.56,25.83,54.52,38.76,74.5,65.84
West Bengal,Nadia,2018,24.71,21.42,51.34,52.88,51.76,91.16,20.91
Jharkhand,West Singhbhum,2020,11.78,52.48,58.67,22.29,51.68,34.07,10.85
Rajasthan,Jodhpur,2018,14.97,36.34,16.05,47.45,77.9,11.24,30.38
Uttarakhand,Chamoli,2023,69.97,45.34,91.15,59.64,42.37,37.79,30.26
Madhya Pradesh,Ujjain,2019,36.25,52.49,29.23,79.52,92.92,38.46,28.9
Rajasthan,Sanchore,2025,99.59,14.58,36.03,37.01,84.96,56.12,87.89
Odisha,Gajapati,2023,26.8,60.85,56.24,14.37,94.84,52.75,59.53
Uttar Pradesh,Agra,2024,17.89,22.68,74.75,12.13,71.33,43.39,50.7
Haryana,Jind,2017,32.51,69.55,76.21,11.07,24.55,67.94,86.27
Chhattisgarh,Dhamtari,2016,95.02,69.74,48.33,69.34,98.19,86.58,27.24
Jharkhand,Khunti,2016,61.63,28.17,53.76,22.57,15.1,76.53,41.94
Assam,Nagaon,2019,70.46,64.15,20.33,91.52,22.26,19.02,99.19
Tamil Nadu,Thiruvarur,2024,58.31,37.96,49.8,97.49,77.6,38.3,80.27
Madhya Pradesh,Alirajpur,2021,10.83,73.64,41.83,30.08,75.06,21.63,57.69
Rajasthan,Churu,2020,47.6,51.55,61.88,80.76,75.77,68.43,81.99
Rajasthan,Sri Ganganagar,2024,42.98,32.46,10.54,59.7,33.06,69.27,99.89
Odisha,Nayagarh,2016,90.23,40.47,73.96,70.78,76.81,70.42,34.3
Uttar Pradesh,Etawah,2015,87.38,58.74,34.62,73.02,45.48,58.6,85.16
Madhya Pradesh,Jhabua,2015,33.22,85.91,17.86,65.44,92.24,50.98,58.1
Andhra Pradesh,East Godavari,2017,30.92,58.23,98.81,14.76,16.79,10.27,88.8
Gujarat,Devbhoomi Dwarka,2025,32.69,11.01,99.48,41.52,90.61,83.26,96.85
Meghalaya,West Khasi Hills,2019,11.71,23.69,81.9,70.22,87.25,85.12,66.66
Punjab,Fazilka,2019,87.58,74.44,29.07,48.55,29.63,80.28,15.69
Uttar Pradesh,Basti,2023,79.13,35.17,94.87,22.14,80.0,99.63,19.49
Assam,Baksa,2019,79.55,90.38,46.33,94.91,13.21,64.7,81.58
Odisha,Cuttack,2015,71.06,84.72,54.28,53.59,48.41,44.55,86.48
Gujarat,Junagadh,2025,75.98,36.67,77.51,24.63,65.43,40.55,28.0
Tamil Nadu,Virudhunagar,2020,80.85,12.53,75.34,82.88,66.06,89.09,22.2
Rajasthan,Kotputli-Behror,2015,16.91,12.26,17.95,28.48,27.58,40.98,71.16
Karnataka,Ramanagara,2015,34.57,13.53,99.06,64.38,22.65,95.86,11.7
Haryana,Kaithal,2022,90.15,80.73,73.54,91.1,30.89,99.42,71.65
Chhattisgarh,Rajnandgaon,2025,91.98,80.63,14.05,44.43,59.96,92.14,28.83
Chhattisgarh,Jashpur,2025,45.97,68.83,67.45,93.79,31.99,70.64,34.48
Mizoram,Saiha,2016,46.66,48.19,38.45,75.88,73.08,25.21,54.31
Madhya Pradesh,Guna,2020,43.92,69.99,44.73,17.05,15.62,58.9,18.78
Gujarat,Banaskantha,2018,80.63,30.27,76.89,49.54,72.66,42.28,98.91
Uttar Pradesh,Saharanpur,2018,55.01,55.37,90.81,95.07,77.53,63.96,10.66
Odisha,Kandhamal,2024,91.35,24.03,96.07,24.11,64.29,18.95,35.99
Chhattisgarh,Bastar,2017,25.74,62.93,17.05,38.14,63.96,91.46,13.92
Uttar Pradesh,Jhansi,2016,83.04,13.54,87.99,31.66,96.82,91.13,38.33
Bihar,Samastipur,2022,35.7,85.24,74.79,31.94,51.67,10.9,98.71
Chhattisgarh,Balod,2022,58.21,58.07,54.77,84.83,28.82,36.27,67.78
Madhya Pradesh,Ujjain,2025,32.84,33.64,28.97,23.29,10.84,42.34,29.19
Arunachal Pradesh,Lower Siang,2016,76.09,76.63,32.61,77.14,51.1,17.77,19.38
Madhya Pradesh,Shajapur,2018,77.49,56.47,94.72,95.29,94.75,87.66,43.86
Rajasthan,Bhilwara,2019,64.43,32.17,39.46,49.67,32.79,27.2,30.55
Rajasthan,Chittorgarh,2023,84.97,26.77,90.6,23.55,69.75,74.33,80.96
Madhya Pradesh,Niwari,2015,63.4,45.12,67.92,17.77,88.76,19.44,24.82
Tamil Nadu,Vellore,2025,10.43,50.35,97.95,88.52,94.97,61.48,45.02
Manipur,Senapati,2018,67.29,11.89,24.03,32.59,54.02,98.95,95.84
Haryana,Charkhi Dadri,2015,60.9,83.33,37.86,29.59,64.37,88.76,69.54
Manipur,Kakching,2024,38.36,49.67,35.43,33.47,53.79,89.71,17.38
Rajasthan,Bharatpur,2021,95.45,35.09,57.03,85.81,65.41,83.26,28.38
Uttar Pradesh,Auraiya,2017,79.64,34.04,93.67,71.82,94.37,36.08,43.26
Tripura,Gomati,2016,40.27,72.03,71.33,80.27,88.9,41.01,78.06
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2024,84.01,92.1,90.68,17.31,58.74,40.38,93.98
Telangana,Jayashankar Bhupalpally,2016,15.49,92.99,51.92,86.96,98.86,19.23,66.61
