state,district,year,poverty_rate,below_poverty_line,unemployment_rate,income_per_capita,social_welfare_spending,food_insecurity,homelessness
Karnataka,Tumakuru,2018,49.36,60.7,10.06,51.73,72.21,72.16,21.06
Maharashtra,Mumbai City,2016,62.29,27.92,30.04,31.3,28.95,82.86,83.69
Meghalaya,East Khasi Hills,2019,39.43,75.75,26.14,96.3,32.1,13.79,16.48
Uttar Pradesh,Chandauli,2022,49.82,94.1,99.1,91.66,40.36,18.02,68.09
Punjab,Tarn Taran,2024,60.17,27.55,32.02,88.02,31.43,44.25,57.77
Bihar,Saran,2019,18.35,56.09,67.36,71.63,27.05,99.03,82.79
Madhya Pradesh,Bhopal,2021,15.57,71.64,84.02,97.39,70.58,84.22,50.39
Gujarat,Surendranagar,2024,35.9,70.02,22.3,67.04,33.42,63.72,40.06
Uttarakhand,Almora,2021,40.49,32.75,87.78,83.93,15.21,63.24,55.03
Arunachal Pradesh,Leparada,2016,96.78,94.51,99.71,27.99,22.06,68.99,58.03
Maharashtra,Buldhana,2025,64.42,57.93,50.07,82.18,65.92,93.83,76.8
Himachal Pradesh,Solan,2019,47.67,51.17,85.32,61.17,29.33,40.94,31.23
Karnataka,Hassan,2021,49.93,51.13,24.65,28.64,93.84,12.31,67.77
Punjab,Ferozepur,2021,27.76,38.73,11.37,46.72,83.5,39.9,96.61
Nagaland,Mokokchung,2020,99.18,50.32,59.54,98.8,45.08,17.0,92.01
Uttar Pradesh,Mahoba,2022,94.77,57.7,95.83,22.59,33.76,41.07,75.66
Jharkhand,Dumka,2021,23.82,57.92,79.66,14.68,63.96,39.2,46.28
Maharashtra,Satara,2016,50.95,98.64,23.75,53.39,13.98,27.84,89.48
Punjab,Gurdaspur,2018,72.48,36.35,94.82,85.83,85.25,75.56,75.59
Rajasthan,Karauli,2024,19.14,74.54,44.96,82.05,45.1,68.95,82.8
Uttar Pradesh,Sonbhadra,2017,75.28,95.95,66.97,33.02,18.07,53.48,59.2
Madhya Pradesh,Dhar,2025,33.19,22.57,77.3,19.2,51.31,37.18,78.64
Haryana,Panchkula,2025,35.41,32.97,57.95,40.69,58.38,49.79,97.79
Uttarakhand,Almora,2021,50.13,23.47,47.34,82.34,93.79,70.05,18.2
Uttar Pradesh,Ghazipur,2016,17.51,91.07,34.32,31.98,37.37,47.03,29.69
Uttar Pradesh,Ambedkar Nagar,2017,25.31,76.85,89.25,81.96,73.69,39.13,76.94
Meghalaya,West Garo Hills,2016,20.82,11.83,77.21,16.81,65.05,88.42,48.9
Uttar Pradesh,Pratapgarh,2017,93.02,23.07,93.63,20.9,17.46,89.02,34.42
Uttar Pradesh,Lucknow,2021,36.58,67.97,68.89,13.8,72.48,45.66,63.58
Uttar Pradesh,Prayagraj,2021,87.45,47.45,52.58,30.67,59.29,71.95,19.38
Manipur,Imphal West,2024,41.15,48.08,78.38,92.39,93.92,92.06,15.12
Rajasthan,Bikaner,2024,39.01,96.03,30.39,24.46,10.9,84.1,53.78
Madhya Pradesh,Sheopur,2016,33.61,33.79,27.61,43.23,70.66,25.62,42.59
Gujarat,Jamnagar,2024,40.37,21.16,38.26,11.86,90.42,73.69,79.28
Madhya Pradesh,Agar Malwa,2015,50.36,62.07,69.68,82.25,20.81,87.68,49.03
Uttar Pradesh,Chandauli,2021,29.54,47.98,24.75,56.45,58.73,69.68,98.59
Nagaland,Wokha,2016,73.96,86.86,36.75,10.78,32.96,51.66,29.59
Himachal Pradesh,Kinnaur,2024,38.58,48.98,35.95,93.78,57.6,57.13,14.28
Odisha,Angul,2022,46.38,91.22,90.98,15.98,16.84,68.66,28.82
Madhya Pradesh,Satna,2021,79.38,44.71,21.59,96.8,56.39,28.96,11.95
Telangana,Jangaon,2015,13.47,81.28,78.15,21.99,10.99,79.62,98.14
Bihar,West Champaran,2016,85.15,76.09,64.18,23.35,14.8,98.42,87.3
Tamil Nadu,Nagapattinam,2015,93.02,89.5,55.8,29.32,64.99,89.54,36.56
Punjab,Hoshiarpur,2025,63.1,63.76,92.5,27.66,55.1,88.32,72.07
Telangana,Bhadradri Kothagudem,2021,88.56,71.88,15.5,27.74,33.97,92.43,21.31
Nagaland,Noklak,2016,85.86,90.54,84.81,49.19,10.81,33.34,77.78
Meghalaya,South West Khasi Hills,2020,60.26,67.36,63.37,33.87,10.34,13.68,64.97
Chhattisgarh,Kabirdham,2016,19.56,20.46,47.29,17.0,59.31,62.32,89.9
Jharkhand,Latehar,2021,73.35,13.66,21.64,11.64,23.95,93.47,55.57
Madhya Pradesh,Niwari,2017,10.84,78.67,43.74,97.69,20.26,17.64,99.86
Assam,Darrang,2020,65.62,79.44,60.03,33.89,77.16,47.6,39.28
Mizoram,Lunglei,2025,77.12,32.82,92.73,90.38,54.64,81.19,70.65
Madhya Pradesh,Balaghat,2023,37.44,55.23,59.16,89.02,78.32,57.26,58.17
Haryana,Hisar,2024,29.15,11.63,37.55,92.99,64.84,50.12,39.33
Jharkhand,West Singhbhum,2024,72.67,12.19,33.14,25.63,13.74,49.67,95.91
Tripura,Khowai,2017,10.51,12.67,32.16,65.48,71.4,27.02,83.66
Odisha,Deogarh,2019,66.29,11.96,58.22,62.01,70.2,95.71,65.51
Himachal Pradesh,Hamirpur,2018,28.19,77.09,95.98,33.55,67.95,92.87,12.73
Andhra Pradesh,Vizianagaram,2024,68.56,78.67,93.27,94.28,68.7,78.25,50.77
West Bengal,Howrah,2020,48.35,68.5,41.46,50.32,50.4,73.04,62.56
Gujarat,Surat,2023,76.12,10.44,97.47,41.96,76.69,86.75,16.46
Madhya Pradesh,Harda,2022,53.39,13.06,88.29,56.53,93.45,76.95,13.88
Rajasthan,Sirohi,2024,45.24,14.84,74.5,35.33,37.68,79.85,42.42
Uttar Pradesh,Mahoba,2015,28.88,84.49,71.37,59.07,40.47,98.22,24.71
Karnataka,Dakshina Kannada,2020,97.74,46.7,49.17,63.61,80.01,76.41,39.91
Jharkhand,Deoghar,2020,20.1,57.45,45.88,53.15,53.52,51.7,83.57
Rajasthan,Rajsamand,2015,41.36,30.07,41.87,60.81,48.94,58.55,79.54
Tamil Nadu,Dindigul,2018,79.5,25.13,30.62,23.7,12.89,18.59,90.23
Gujarat,Surat,2021,17.78,74.96,36.63,58.74,27.59,66.81,39.88
Rajasthan,Barmer,2025,14.11,46.11,39.71,53.0,13.19,60.75,45.3
Rajasthan,Jaisalmer,2025,97.68,43.25,37.93,78.64,97.4,32.23,80.68
Telangana,Nagarkurnool,2024,44.43,47.57,46.35,42.07,51.13,23.39,48.58
Rajasthan,Balotra,2022,87.64,26.86,92.74,83.12,33.61,12.5,81.2
West Bengal,Darjeeling,2016,69.29,24.83,92.97,45.17,11.53,49.32,33.34
Odisha,Bargarh,2024,96.8,31.58,43.28,40.09,19.9,92.13,15.75
Jharkhand,Dhanbad,2019,19.27,40.21,17.71,50.34,51.43,95.65,93.82
Rajasthan,Churu,2019,63.13,32.91,91.97,88.4,17.03,65.4,10.48
Uttar Pradesh,Hamirpur,2019,29.05,22.76,66.86,65.82,34.45,60.1,55.28
Uttar Pradesh,Mathura,2019,76.56,26.35,35.73,79.34,43.47,23.98,82.06
Uttarakhand,Pauri Garhwal,2020,48.72,32.95,75.78,60.07,65.65,80.66,39.41
Maharashtra,Beed,2015,70.35,11.76,12.51,93.7,94.54,33.05,45.53
Odisha,Sambalpur,2018,77.24,38.88,20.38,57.36,62.2,57.08,91.14
Kerala,Thiruvananthapuram,2018,98.33,81.64,17.62,11.42,80.05,47.87,52.39
Assam,Hojai,2017,42.34,26.12,55.3,14.94,29.29,32.78,86.48
Arunachal Pradesh,East Siang,2016,71.85,88.04,11.55,72.66,69.14,12.33,60.62
Rajasthan,Pali,2023,61.54,15.5,53.49,88.18,32.33,60.91,50.39
Madhya Pradesh,Dindori,2016,31.78,33.74,11.4,84.39,95.82,86.17,15.24
Arunachal Pradesh,East Kameng,2016,62.98,59.86,50.28,63.75,26.46,67.45,50.6
Assam,Karbi Anglong,2023,12.83,46.13,23.89,21.37,53.93,15.43,69.4
Jharkhand,Ranchi,2025,94.54,67.24,98.62,76.8,36.87,56.58,68.33
Jharkhand,Giridih,2025,94.57,45.25,58.06,46.15,26.88,97.54,48.74
Tamil Nadu,Dharmapuri,2021,89.24,50.9,31.22,14.68,23.7,60.74,70.83
Punjab,Jalandhar,2021,42.66,76.45,79.49,39.45,75.9,61.94,39.91
Uttar Pradesh,Saharanpur,2020,53.45,16.12,29.92,44.99,40.38,19.57,54.37
Odisha,Sambalpur,2022,14.98,90.59,17.78,45.11,22.08,26.8,82.51
Gujarat,Chhota Udepur,2023,96.86,39.13,54.77,36.77,64.11,45.64,43.94
Rajasthan,Sri Ganganagar,2025,94.9,12.13,69.06,90.07,97.16,57.31,40.84
Assam,Kokrajhar,2016,27.74,37.2,17.51,44.33,38.36,13.78,61.44
Chhattisgarh,Korba,2016,58.6,15.06,53.82,88.11,88.74,74.45,96.07
Arunachal Pradesh,Tawang,2020,19.75,23.45,27.85,53.25,37.89,11.15,21.99
Andhra Pradesh,Guntur,2016,84.81,20.79,94.08,67.9,64.67,43.39,29.61
Uttar Pradesh,Ambedkar Nagar,2025,93.46,39.78,27.52,51.76,20.39,33.55,12.82
Maharashtra,Thane,2021,58.2,22.26,37.36,44.11,46.05,55.87,56.99
Manipur,Imphal East,2025,28.7,98.98,27.92,74.84,92.26,51.48,87.32
Chhattisgarh,Gaurela-Pendra-Marwahi,2019,74.36,59.49,61.14,32.19,78.65,79.27,99.26
Maharashtra,Latur,2020,61.82,28.51,10.07,33.2,44.26,51.94,72.74
Rajasthan,Balotra,2018,89.23,78.41,97.03,94.42,64.98,10.65,90.42
Bihar,Rohtas,2018,92.58,75.73,67.04,87.69,77.74,70.74,18.18
Madhya Pradesh,Burhanpur,2021,35.89,29.46,66.7,88.28,76.98,40.55,48.58
Rajasthan,Jhunjhunu,2020,94.93,98.55,87.17,70.08,64.23,46.81,71.58
Uttar Pradesh,Ambedkar Nagar,2020,89.19,36.51,57.45,51.78,36.89,13.24,19.83
Arunachal Pradesh,Kurung Kumey,2022,28.87,51.19,84.35,74.23,67.17,80.27,23.64
Haryana,Rewari,2018,59.76,48.74,54.45,41.12,26.48,82.74,72.41
Assam,Sivasagar,2017,31.56,47.16,52.14,60.46,12.28,46.82,67.09
Madhya Pradesh,Balaghat,2025,72.43,14.8,23.54,32.38,60.92,47.15,48.65
Arunachal Pradesh,Tirap,2015,60.9,75.06,78.3,80.23,90.07,70.94,44.66
Rajasthan,Pratapgarh,2024,92.55,58.75,42.41,14.19,11.68,62.3,19.08
Gujarat,Surat,2019,80.98,14.05,81.51,80.17,19.68,84.29,86.7
Mizoram,Lunglei,2025,22.77,28.22,81.79,78.04,84.46,15.62,52.72
Maharashtra,Akola,2022,81.93,63.92,32.31,18.93,71.86,27.76,15.35
Uttar Pradesh,Farrukhabad,2023,17.31,37.99,57.08,80.59,87.51,99.91,13.59
Meghalaya,East Khasi Hills,2024,39.38,99.64,75.03,94.91,56.35,76.55,31.86
Uttar Pradesh,Deoria,2023,31.48,56.99,56.17,64.54,44.66,32.03,83.63
Sikkim,Mangan,2019,39.66,82.82,60.71,21.95,16.89,55.29,17.2
Arunachal Pradesh,Lower Dibang Valley,2021,45.54,53.69,12.44,55.67,67.86,90.61,95.7
Odisha,Kendrapara,2016,45.29,42.11,25.06,50.3,67.13,61.66,77.54
Bihar,Darbhanga,2017,41.83,22.6,23.8,71.86,53.2,92.68,30.97
Karnataka,Dakshina Kannada,2019,30.08,85.12,10.76,63.56,61.58,21.51,25.12
Telangana,Warangal,2020,80.2,69.57,76.65,44.09,89.57,12.72,11.36
Uttar Pradesh,Basti,2025,37.09,46.65,77.73,15.56,30.41,57.87,62.53
West Bengal,Bankura,2023,27.95,37.11,88.0,29.03,69.58,91.0,20.02
Odisha,Angul,2017,87.55,42.73,25.28,62.24,61.84,77.09,90.52
Manipur,Imphal East,2021,45.46,34.95,39.19,24.93,55.33,19.99,94.78
Uttar Pradesh,Gorakhpur,2019,64.45,66.98,57.77,88.67,80.03,67.05,85.31
Jharkhand,Seraikela-Kharsawan,2017,85.25,44.9,87.92,87.57,59.78,33.22,74.24
Chhattisgarh,Gaurela-Pendra-Marwahi,2018,28.33,32.55,75.42,45.13,78.62,27.39,71.09
Madhya Pradesh,Jabalpur,2019,85.97,41.92,25.57,79.8,17.98,80.29,11.9
Uttar Pradesh,Gorakhpur,2023,93.99,24.49,54.55,90.41,49.48,74.93,63.35
Maharashtra,Jalgaon,2020,55.09,76.06,19.26,72.34,54.83,38.32,80.68
Maharashtra,Amravati,2022,79.88,67.27,49.59,86.54,96.75,82.12,98.41
Rajasthan,Jhalawar,2023,15.19,23.95,43.66,99.19,51.43,90.49,66.99
Bihar,Saran,2021,20.03,37.18,71.69,49.05,86.32,37.54,39.12
Karnataka,Chitradurga,2017,79.61,56.01,93.72,21.56,82.86,44.08,28.83
Madhya Pradesh,Harda,2018,84.54,35.4,31.37,32.96,52.96,32.25,54.0
Arunachal Pradesh,Lepa Rada,2024,82.44,99.73,83.85,88.58,85.37,83.58,43.03
Andhra Pradesh,Krishna,2020,75.98,78.32,39.89,84.2,84.3,91.95,13.44
Tamil Nadu,Thanjavur,2016,71.48,51.53,55.34,75.49,64.5,80.18,90.65
Tamil Nadu,Kanchipuram,2023,61.91,53.91,62.64,41.46,33.11,20.24,21.25
Telangana,Nirmal,2021,86.24,56.6,53.38,62.99,21.51,78.29,92.91
Uttar Pradesh,Ghazipur,2020,23.08,55.23,67.57,64.39,91.15,34.17,30.0
Madhya Pradesh,Panna,2024,31.26,59.08,60.22,46.05,32.91,50.76,29.17
Uttar Pradesh,Auraiya,2022,76.71,87.76,76.09,30.58,26.99,92.66,45.83
West Bengal,Dakshin Dinajpur,2020,71.51,17.82,30.15,32.56,25.52,66.79,85.65
Madhya Pradesh,Harda,2017,11.51,91.99,36.2,98.32,32.31,30.25,63.01
Odisha,Malkangiri,2021,12.24,55.98,86.52,39.05,95.97,12.18,46.03
Tamil Nadu,Perambalur,2019,31.25,86.94,84.91,12.86,65.73,79.55,59.5
Manipur,Imphal East,2025,62.23,97.58,36.89,44.33,31.08,89.96,70.82
Uttarakhand,Champawat,2015,79.83,36.19,29.09,97.37,23.27,76.45,16.44
Assam,Nalbari,2025,63.5,41.87,35.28,34.11,14.64,65.93,64.85
Assam,Hojai,2017,74.16,89.99,87.97,87.6,30.8,97.15,45.86
Odisha,Malkangiri,2019,36.04,88.8,17.51,18.46,54.68,45.55,38.44
Maharashtra,Solapur,2020,72.94,53.93,96.55,47.89,77.01,73.55,12.76
Arunachal Pradesh,Upper Siang,2023,63.54,24.23,69.06,89.04,70.51,72.06,53.51
Manipur,Jiribam,2017,26.38,49.43,31.15,88.68,91.33,40.35,46.99
Tamil Nadu,Salem,2019,38.41,62.95,20.01,78.8,66.85,19.46,21.46
Chhattisgarh,Korba,2024,70.28,43.07,47.86,44.03,20.8,53.32,22.26
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2024,45.12,96.19,22.04,61.36,74.06,80.78,33.8
Chhattisgarh,Narayanpur,2024,32.97,25.43,46.37,62.94,25.21,58.99,93.67
Gujarat,Kutch,2019,43.75,65.0,78.42,29.72,39.93,80.06,64.21
Uttarakhand,Tehri Garhwal,2025,22.45,77.34,97.94,64.71,20.65,70.19,86.72
Himachal Pradesh,Solan,2023,42.38,63.6,20.14,89.66,74.28,90.54,33.45
Telangana,Mancherial,2023,10.82,89.05,81.09,93.2,54.6,33.52,71.98
Madhya Pradesh,Barwani,2017,37.34,24.97,63.86,36.59,47.53,20.06,10.92
Chhattisgarh,Korea,2024,80.44,97.9,16.06,47.92,23.29,20.54,78.77
Rajasthan,Sikar,2023,18.73,67.12,97.74,72.54,56.91,34.72,27.44
Tamil Nadu,Tiruvannamalai,2023,73.55,24.32,30.75,48.1,33.2,64.31,10.77
Tamil Nadu,Ramanathapuram,2024,18.25,30.33,43.68,34.06,21.54,94.64,82.58
Rajasthan,Didwana-Kuchaman,2016,74.55,64.15,86.87,15.08,30.55,53.42,93.56
Uttar Pradesh,Sultanpur,2022,74.49,28.64,60.23,85.11,26.12,54.29,87.25
Rajasthan,Sanchore,2021,63.73,33.4,38.73,26.03,40.75,54.17,86.53
Himachal Pradesh,Hamirpur,2016,19.04,10.96,83.36,94.4,79.91,98.27,90.68
Madhya Pradesh,Maihar,2019,84.17,34.6,41.18,56.12,89.41,47.81,64.67
Nagaland,Noklak,2017,55.71,86.6,33.62,87.28,73.73,14.12,86.14
Karnataka,Tumakuru,2018,54.34,94.77,23.39,48.76,60.05,31.17,45.37
Assam,Cachar,2019,54.57,69.49,94.55,24.41,80.93,50.42,14.42
Maharashtra,Osmanabad (Dharashiv),2025,44.74,70.49,51.37,31.5,88.39,24.21,17.78
Bihar,Gopalganj,2017,66.72,38.34,27.63,42.87,42.62,38.54,56.96
Bihar,Jehanabad,2015,43.29,25.7,77.61,65.77,47.14,58.29,47.69
Madhya Pradesh,Ashoknagar,2020,16.02,41.68,43.63,46.47,91.22,24.67,15.11
Haryana,Sonipat,2024,70.13,91.63,17.66,59.34,13.99,26.0,36.97
Uttar Pradesh,Etawah,2022,79.63,98.68,82.18,65.12,94.87,75.71,38.12
Uttar Pradesh,Maharajganj,2019,82.15,14.14,29.19,93.51,38.3,68.09,39.74
Arunachal Pradesh,Upper Siang,2020,94.46,99.4,31.45,49.18,63.9,91.0,21.77
Rajasthan,Shahpura,2017,37.52,29.48,83.01,99.14,68.68,13.1,85.18
Tripura,West Tripura,2016,11.24,11.0,90.05,74.56,94.47,39.09,48.03
Punjab,Sri Muktsar Sahib,2018,19.82,14.6,92.41,15.67,21.35,79.14,96.96
Tamil Nadu,Tirunelveli,2020,14.27,34.75,48.66,88.02,21.21,55.75,69.17
Andhra Pradesh,Palnadu,2017,65.74,45.68,23.43,41.75,77.45,81.12,69.97
Uttar Pradesh,Aligarh,2025,50.48,41.69,55.9,68.35,93.07,27.22,85.85
Maharashtra,Gondia,2016,74.92,93.03,55.38,25.19,40.05,12.76,82.04
Bihar,Araria,2021,25.19,22.0,38.21,71.67,10.22,45.72,77.72
Goa,North Goa,2020,92.31,18.08,23.96,82.23,41.74,37.69,36.07
Haryana,Nuh,2021,84.57,46.34,23.06,47.42,24.58,86.21,35.99
Tamil Nadu,Pudukkottai,2018,87.01,65.56,28.31,61.66,66.44,29.07,28.89
Uttar Pradesh,Prayagraj,2024,70.33,15.02,88.64,77.05,10.93,41.46,10.3
Uttar Pradesh,Basti,2023,68.35,32.45,12.82,52.0,39.67,47.22,13.81
Manipur,Imphal East,2017,27.12,92.96,55.92,11.74,65.14,91.33,55.62
Jharkhand,Jamtara,2024,92.58,34.81,21.2,11.27,93.49,53.12,35.48
Andhra Pradesh,Guntur,2025,60.74,20.3,82.59,92.66,68.21,33.58,30.36
Chhattisgarh,Kondagaon,2021,51.28,80.35,15.56,68.9,24.07,23.88,75.09
Rajasthan,Balotra,2025,38.92,76.7,75.98,66.83,66.67,44.43,49.94
Tripura,Dhalai,2016,34.22,69.32,63.56,99.6,95.95,30.41,38.41
Assam,Lakhimpur,2020,29.6,81.11,40.69,72.62,91.54,81.18,27.98
Tamil Nadu,Tiruvannamalai,2018,48.38,24.85,88.87,81.86,74.39,93.79,84.71
Meghalaya,South West Khasi Hills,2025,97.63,57.51,61.27,71.85,31.42,19.53,42.61
Kerala,Kollam,2020,28.52,42.45,20.34,37.77,55.01,48.54,26.66
Arunachal Pradesh,Lepa Rada,2018,53.56,76.26,52.48,85.17,48.33,14.59,47.01
Punjab,Fazilka,2016,67.93,51.02,82.73,47.85,23.54,62.73,45.77
Haryana,Panchkula,2020,19.1,25.34,54.9,10.24,80.31,49.62,67.76
Bihar,Aurangabad,2016,40.46,58.29,66.56,34.93,55.69,98.03,84.27
Telangana,Suryapet,2017,54.28,81.08,35.28,90.17,91.28,59.77,67.52
Chhattisgarh,Gaurela-Pendra-Marwahi,2018,22.41,89.32,77.99,94.76,39.76,42.45,95.9
Punjab,Amritsar,2021,32.27,40.35,47.58,66.86,90.39,65.13,90.52
Arunachal Pradesh,Pakke-Kessang,2017,55.0,13.13,33.36,44.24,35.8,90.0,62.93
West Bengal,Malda,2020,89.08,23.23,35.89,86.21,18.64,17.25,20.89
Uttar Pradesh,Ayodhya,2023,76.13,23.12,75.38,38.13,90.25,88.4,81.8
Andhra Pradesh,Parvathipuram Manyam,2022,52.35,86.83,31.44,74.71,84.04,90.84,44.35
Odisha,Kendujhar (Keonjhar),2025,38.24,59.63,72.74,90.26,41.63,44.17,26.34
Punjab,Barnala,2021,38.98,92.85,26.89,81.55,30.27,65.01,29.31
Rajasthan,Barmer,2025,37.72,43.92,88.34,17.2,68.24,27.34,92.16
Andhra Pradesh,Bapatla,2016,77.64,53.9,64.08,20.31,80.35,18.16,79.6
Jharkhand,Bokaro,2015,58.54,10.98,54.08,54.51,23.58,55.29,52.44
Maharashtra,Nandurbar,2022,48.92,21.1,10.61,74.9,21.77,69.99,92.61
Karnataka,Bidar,2023,30.25,93.46,24.96,83.98,64.13,41.69,23.8
Punjab,Ludhiana,2019,65.87,79.14,85.22,12.52,60.01,66.68,15.53
Uttar Pradesh,Farrukhabad,2017,48.49,76.73,56.62,34.04,28.92,55.13,57.71
Bihar,West Champaran,2019,86.61,75.53,48.52,55.84,36.09,45.13,30.84
Haryana,Bhiwani,2025,84.07,36.94,29.78,11.84,66.74,64.97,60.13
Assam,Bongaigaon,2021,23.62,80.69,94.15,60.33,77.03,26.62,50.36
Gujarat,Chhota Udepur,2022,87.41,66.92,40.34,33.32,11.87,20.62,19.35
Assam,Charaideo,2019,56.24,64.8,33.98,78.21,43.18,17.36,92.07
Arunachal Pradesh,Dibang Valley,2024,80.6,89.04,67.45,70.54,44.23,95.3,41.96
Tamil Nadu,Dharmapuri,2021,74.45,61.83,49.05,83.22,49.69,75.32,79.6
Assam,Tinsukia,2024,13.3,56.39,11.62,65.47,94.85,53.52,57.77
Tamil Nadu,Erode,2022,22.53,55.75,42.06,35.9,94.38,17.21,91.45
Karnataka,Chikkamagaluru,2020,91.94,73.57,76.55,15.91,93.4,43.17,69.06
Punjab,Fatehgarh Sahib,2015,48.64,64.5,96.45,77.52,84.87,11.24,14.75
Telangana,Rajanna Sircilla,2015,63.85,19.97,42.42,25.85,56.29,90.86,73.98
Uttar Pradesh,Sant Kabir Nagar,2024,63.25,16.96,85.62,30.09,77.65,83.71,15.09
Rajasthan,Baran,2020,24.07,92.01,68.87,66.33,88.77,23.9,39.9
Haryana,Panipat,2018,91.04,37.07,40.13,83.12,85.64,63.92,41.9
Andhra Pradesh,Nandyal,2016,39.85,62.28,28.11,77.48,78.82,45.12,24.83
Rajasthan,Gangapur City,2019,18.31,46.64,54.48,24.77,84.05,52.03,28.26
Karnataka,Bagalkot,2016,74.87,88.02,74.21,23.62,28.68,54.15,38.88
Tamil Nadu,Perambalur,2022,45.99,33.1,39.99,69.57,94.38,71.27,69.46
Bihar,Saran,2017,94.53,41.79,99.29,71.76,68.52,83.35,37.6
Chhattisgarh,Raipur,2025,57.26,68.37,23.34,86.12,31.01,90.08,22.81
Rajasthan,Sanchore,2021,69.38,49.09,70.95,61.82,87.34,57.46,25.14
Bihar,Sheikhpura,2020,14.2,15.48,65.92,62.27,69.88,18.45,11.7
Uttarakhand,Haridwar,2017,93.22,83.13,74.36,70.43,95.14,46.38,67.16
Madhya Pradesh,Panna,2018,66.15,32.8,87.81,32.54,59.62,70.2,53.43
Maharashtra,Nandurbar,2025,67.96,21.0,53.5,46.57,97.08,43.74,36.84
Uttar Pradesh,Bahraich,2018,68.78,62.62,90.4,50.82,36.8,61.13,81.25
Uttar Pradesh,Mahoba,2021,37.04,38.26,89.51,66.98,95.72,35.41,84.49
Uttarakhand,Udham Singh Nagar,2022,62.26,11.01,30.34,33.95,24.11,20.79,35.25
Karnataka,Chikkaballapur,2023,85.16,44.49,92.34,57.79,96.8,25.91,14.77
Meghalaya,North Garo Hills,2019,16.48,16.04,46.18,64.65,81.47,12.42,81.56
Gujarat,Patan,2015,50.22,19.17,50.29,17.61,69.71,78.47,77.49
Rajasthan,Sikar,2018,21.75,65.85,80.98,28.98,56.42,20.34,63.99
Karnataka,Udupi,2021,56.27,94.78,89.63,89.09,28.51,29.3,60.63
Gujarat,Navsari,2015,36.89,66.2,23.2,69.79,71.9,34.88,39.79
Gujarat,Porbandar,2018,71.51,37.46,52.75,15.57,40.71,68.48,98.06
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2018,38.18,43.86,52.3,70.65,73.07,17.59,23.48
Uttar Pradesh,Bulandshahr,2017,64.83,91.58,72.06,35.98,83.76,38.54,68.63
Haryana,Sonipat,2022,50.72,68.34,31.18,81.31,64.59,17.62,20.68
Kerala,Thiruvananthapuram,2023,28.8,80.63,28.18,84.0,38.21,91.56,64.69
Chhattisgarh,Dantewada,2016,41.34,35.45,89.16,63.93,37.47,72.39,47.96
Karnataka,Davanagere,2022,12.93,97.93,68.9,25.77,69.23,49.22,31.6
Gujarat,Tapi,2020,33.4,82.14,85.91,54.27,45.79,99.47,95.73
Assam,Charaideo,2021,46.73,77.43,70.42,92.32,80.54,31.04,25.06
Assam,Nalbari,2020,43.66,61.21,37.27,27.06,82.45,57.92,76.95
Uttar Pradesh,Lakhimpur Kheri,2025,92.37,25.89,81.94,44.8,77.9,13.23,31.87
Tamil Nadu,Tiruppur,2024,38.43,14.79,74.35,41.45,89.82,50.78,24.48
Madhya Pradesh,Guna,2025,48.14,15.1,97.29,40.07,10.68,79.97,47.45
Jharkhand,Deoghar,2024,40.75,84.26,70.13,29.16,15.39,61.95,72.67
Madhya Pradesh,Umaria,2025,51.75,60.09,19.46,94.8,48.53,78.15,53.13
West Bengal,Purba Medinipur,2022,48.49,84.49,21.96,64.18,74.59,45.77,60.11
Uttar Pradesh,Pilibhit,2023,40.92,74.74,17.96,34.82,48.02,38.28,86.23
Madhya Pradesh,Barwani,2021,82.93,18.7,31.52,32.78,97.26,81.76,33.52
Sikkim,Gangtok,2017,47.78,92.68,12.87,14.97,78.43,63.66,76.8
Nagaland,Peren,2023,88.26,96.97,25.34,82.25,62.97,77.23,38.98
Assam,Baksa,2018,86.54,69.13,76.53,89.31,56.56,67.17,80.86
Uttar Pradesh,Siddharthnagar,2017,11.4,39.2,93.85,22.59,85.42,80.95,80.26
Meghalaya,West Garo Hills,2018,80.61,35.63,95.35,37.36,12.72,76.37,55.15
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2022,63.59,83.76,99.35,34.33,90.61,37.96,99.42
Sikkim,Mangan,2019,80.17,30.68,92.23,47.46,19.7,31.48,36.52
Andhra Pradesh,Prakasam,2021,89.43,10.79,61.11,92.7,94.63,93.36,68.13
Haryana,Faridabad,2019,39.56,56.15,86.67,55.83,98.27,39.41,58.25
Madhya Pradesh,Raisen,2016,75.53,88.31,54.8,64.19,11.49,90.11,63.06
Sikkim,Namchi,2017,49.53,88.2,98.63,94.76,15.16,47.06,15.81
West Bengal,Purba Medinipur,2017,11.64,96.76,62.07,40.13,13.73,34.8,29.44
Bihar,Saharsa,2015,38.35,92.18,13.13,16.03,98.19,84.17,20.75
Haryana,Palwal,2021,90.42,94.49,76.65,63.34,72.24,11.33,61.89
Telangana,Sangareddy,2024,60.31,51.06,63.37,73.45,12.55,50.86,65.17
Karnataka,Mandya,2022,16.28,49.78,43.02,93.3,93.52,62.35,38.15
Gujarat,Mahisagar,2024,30.37,70.37,46.52,48.65,74.05,40.59,37.89
Uttar Pradesh,Hardoi,2020,35.16,32.55,81.57,48.54,49.0,70.0,93.98
Uttar Pradesh,Mainpuri,2019,35.69,97.43,72.47,44.56,63.97,27.84,75.48
