state,district,year,population,male_population,female_population,population_growth_rate,urban_population,rural_population
Arunachal Pradesh,Papum Pare,2020,2235270,1366487,298258,2.92,725716,1395743
Arunachal Pradesh,Papum Pare,2021,1431377,201592,1497739,0.65,1778602,1693919
Arunachal Pradesh,Papum Pare,2022,255644,316885,2058633,2.23,1669330,1891012
Arunachal Pradesh,Papum Pare,2023,764311,2148241,2277264,2.83,309447,823670
Arunachal Pradesh,Papum Pare,2024,3636147,2401965,1262911,2.32,307107,582414
Arunachal Pradesh,Papum Pare,2025,4568227,2009326,880244,1.44,1341957,572026
Arunachal Pradesh,Kurung Kumey,2015,4602615,1173005,554755,3.49,933671,434274
Arunachal Pradesh,Kurung Kumey,2016,4520613,403455,36446,2.85,390712,502119
Arunachal Pradesh,Kurung Kumey,2017,901969,2299637,1432276,0.73,1292997,2279527
Arunachal Pradesh,Kurung Kumey,2018,1841378,1039587,2261748,2.07,1785666,1463241
Arunachal Pradesh,Kurung Kumey,2019,4475313,1860567,1813006,2.82,311263,1348099
Arunachal Pradesh,Kurung Kumey,2020,613291,1094806,1674859,1.51,738096,28854
Arunachal Pradesh,Kurung Kumey,2021,2594815,1895426,1843969,3.48,1451721,1587503
Arunachal Pradesh,Kurung Kumey,2022,2807190,777962,2245051,3.48,1530135,2592043
Arunachal Pradesh,Kurung Kumey,2023,3451423,1092335,891958,0.75,1195392,1844401
Arunachal Pradesh,Kurung Kumey,2024,4383333,1944971,773608,3.13,814581,2575100
Arunachal Pradesh,Kurung Kumey,2025,1204295,2454547,1009075,1.05,1661159,617299
Arunachal Pradesh,Kra Daadi,2015,2717437,1352313,2293375,3.11,1527602,1769792
Arunachal Pradesh,Kra Daadi,2016,1551624,2355570,1901303,1.3,1579355,525579
Arunachal Pradesh,Kra Daadi,2017,1880119,661015,987832,0.82,1884791,1749641
Arunachal Pradesh,Kra Daadi,2018,63652,641268,2242463,2.66,965694,628610
Arunachal Pradesh,Kra Daadi,2019,1112728,168319,338049,3.38,1120659,2790590
Arunachal Pradesh,Kra Daadi,2020,3236894,98139,1094541,1.11,1718711,2738188
Arunachal Pradesh,Kra Daadi,2021,104761,1889548,240757,3.13,1626145,2531006
Arunachal Pradesh,Kra Daadi,2022,424764,956643,1759529,2.85,624602,2883612
Arunachal Pradesh,Kra Daadi,2023,1288629,491074,508874,3.29,1747569,2869691
Arunachal Pradesh,Kra Daadi,2024,2604666,1052021,182794,2.79,1822745,236725
Arunachal Pradesh,Kra Daadi,2025,416615,1488666,630494,1.27,1945526,240434
Arunachal Pradesh,Lower Subansiri,2015,3037712,337198,587865,1.56,1332521,2448678
Arunachal Pradesh,Lower Subansiri,2016,1475845,243065,310006,3.19,1288899,1416561
Arunachal Pradesh,Lower Subansiri,2017,1445668,2098902,1395896,2.77,1398236,2109967
Arunachal Pradesh,Lower Subansiri,2018,4740670,990102,2162523,1.81,731379,1762782
Arunachal Pradesh,Lower Subansiri,2019,670805,2301339,411738,2.66,1843942,1164191
Arunachal Pradesh,Lower Subansiri,2020,935737,1561567,1557266,2.38,1112581,1801387
Arunachal Pradesh,Lower Subansiri,2021,432037,1046185,33021,2.06,1307885,397045
Arunachal Pradesh,Lower Subansiri,2022,3810713,1306235,2112647,2.87,1815763,1223159
Arunachal Pradesh,Lower Subansiri,2023,4504183,1945315,1777449,0.53,759235,73144
Arunachal Pradesh,Lower Subansiri,2024,3410731,1904557,413020,1.79,1655819,2156200
Arunachal Pradesh,Lower Subansiri,2025,349303,1509919,1307964,0.94,916020,2695493
Arunachal Pradesh,Upper Subansiri,2015,1169954,2208270,608170,2.18,541738,30070
Arunachal Pradesh,Upper Subansiri,2016,2708189,1834122,1086521,1.55,488849,1095862
Arunachal Pradesh,Upper Subansiri,2017,3466929,668072,1070748,2.76,85670,1205529
Arunachal Pradesh,Upper Subansiri,2018,2116766,2230122,1222204,1.66,904672,151364
Arunachal Pradesh,Upper Subansiri,2019,4867167,1232416,1367115,1.59,1316665,535124
Arunachal Pradesh,Upper Subansiri,2020,554791,1085215,274535,2.27,1879771,1131868
Arunachal Pradesh,Upper Subansiri,2021,4714669,1893628,941216,2.82,1464390,2086937
Arunachal Pradesh,Upper Subansiri,2022,2624492,1785156,972660,2.26,1644883,2194227
Arunachal Pradesh,Upper Subansiri,2023,720091,1851869,2038530,0.51,1817553,2726732
Arunachal Pradesh,Upper Subansiri,2024,862569,190302,1943613,2.63,1604645,1490095
Arunachal Pradesh,Upper Subansiri,2025,2521471,49931,1968060,0.56,533079,1940638
Arunachal Pradesh,West Siang,2015,3984219,849598,944548,1.44,1094589,2310479
Arunachal Pradesh,West Siang,2016,2498808,648601,1469228,0.87,1625748,236759
Arunachal Pradesh,West Siang,2017,632806,1628669,2190363,2.55,697575,671686
Arunachal Pradesh,West Siang,2018,4786821,1648827,2325885,1.48,283424,1683180
Arunachal Pradesh,West Siang,2019,1507738,330399,893380,2.75,1014571,1163426
Arunachal Pradesh,West Siang,2020,451499,1623663,724125,2.84,1681101,1947986
Arunachal Pradesh,West Siang,2021,600807,2270850,2411316,3.38,174070,2279162
Arunachal Pradesh,West Siang,2022,1158807,1128415,2017836,1.88,386436,2311158
Arunachal Pradesh,West Siang,2023,4389036,712597,1089350,3.32,1349192,2731644
Arunachal Pradesh,West Siang,2024,2461497,2455594,1276174,1.16,1612762,2907747
Arunachal Pradesh,West Siang,2025,1832053,1269336,1321145,1.63,404072,2699310
Arunachal Pradesh,East Siang,2015,2344750,1168213,1903013,1.17,1572145,1710157
Arunachal Pradesh,East Siang,2016,3470527,1115832,1265175,1.4,1043508,2322998
Arunachal Pradesh,East Siang,2017,3469875,1323187,76716,1.55,617715,686059
Arunachal Pradesh,East Siang,2018,4212067,190034,2490688,3.34,114686,89564
Arunachal Pradesh,East Siang,2019,3765376,1246415,1602476,3.13,1851336,1999520
Arunachal Pradesh,East Siang,2020,1523866,225202,2088211,2.69,1982616,1741004
Arunachal Pradesh,East Siang,2021,981721,2223437,335254,0.81,798160,606157
Arunachal Pradesh,East Siang,2022,2954786,1015106,2307370,2.21,1275997,707572
Arunachal Pradesh,East Siang,2023,887929,2155301,626335,1.04,1985974,1284786
Arunachal Pradesh,East Siang,2024,3691724,1906194,2406436,2.43,1834945,1888446
Arunachal Pradesh,East Siang,2025,4067409,352999,1601493,3.37,1778310,911075
Arunachal Pradesh,Siang,2015,748154,160054,1251483,3.26,100634,472192
Arunachal Pradesh,Siang,2016,3256738,103423,195185,2.44,1267904,821735
Arunachal Pradesh,Siang,2017,485983,1729589,1050579,2.15,1650847,2865512
Arunachal Pradesh,Siang,2018,2539122,1972753,407228,1.35,175661,245603
Arunachal Pradesh,Siang,2019,342009,1291541,395480,0.7,321879,2801313
Arunachal Pradesh,Siang,2020,1518292,86655,1413068,0.91,1774856,2457711
Arunachal Pradesh,Siang,2021,4328177,1378904,2168478,2.48,1503384,868421
Arunachal Pradesh,Siang,2022,2386012,2435534,2367484,2.12,611659,1981788
Arunachal Pradesh,Siang,2023,1678004,720068,421848,0.95,764109,1129624
Arunachal Pradesh,Siang,2024,4701524,383399,1480163,1.5,1664590,2505611
Arunachal Pradesh,Siang,2025,2728159,1079537,673812,3.17,1860969,636592
Arunachal Pradesh,Upper Siang,2015,2976326,792378,567373,1.38,859107,74633
Arunachal Pradesh,Upper Siang,2016,3645191,471963,467777,0.62,89701,1977380
Arunachal Pradesh,Upper Siang,2017,2645979,1661003,694956,1.37,67703,483765
Arunachal Pradesh,Upper Siang,2018,4134677,1948824,535449,3.32,223143,627919
Arunachal Pradesh,Upper Siang,2019,2870405,599391,1364182,2.49,1218868,439540
Arunachal Pradesh,Upper Siang,2020,4743802,1090322,977468,1.84,1609651,2264222
Arunachal Pradesh,Upper Siang,2021,1428364,1908736,1002168,1.38,1367446,650114
Arunachal Pradesh,Upper Siang,2022,3785415,1141025,792156,2.04,1203716,705478
Arunachal Pradesh,Upper Siang,2023,1357046,2137865,2365801,1.65,1658830,2092470
Arunachal Pradesh,Upper Siang,2024,2103373,1480425,874021,1.65,1454277,919898
Arunachal Pradesh,Upper Siang,2025,402640,1892577,702707,1.88,1306336,819449
Arunachal Pradesh,Lower Siang,2015,1169139,1781898,522192,2.17,1494017,136408
Arunachal Pradesh,Lower Siang,2016,1489255,1541746,1766510,2.21,1033156,2646089
Arunachal Pradesh,Lower Siang,2017,432862,2182426,252293,2.04,429152,519179
Arunachal Pradesh,Lower Siang,2018,4461885,1016216,1895305,1.72,823982,1442142
Arunachal Pradesh,Lower Siang,2019,3635680,444010,2099405,1.23,99834,2156454
Arunachal Pradesh,Lower Siang,2020,4854644,1156606,804327,2.52,542342,745160
Arunachal Pradesh,Lower Siang,2021,3181872,408159,2066486,1.93,548726,2368670
Arunachal Pradesh,Lower Siang,2022,2063740,313606,1898987,1.78,1430116,1978856
Arunachal Pradesh,Lower Siang,2023,199410,1727815,1895349,2.12,744243,1423849
Arunachal Pradesh,Lower Siang,2024,4281171,520815,854276,2.96,123517,2899710
Arunachal Pradesh,Lower Siang,2025,4526362,2160411,284687,0.55,1402627,1656866
Arunachal Pradesh,Lower Dibang Valley,2015,523170,1731197,985802,0.93,893021,2223911
Arunachal Pradesh,Lower Dibang Valley,2016,1931640,1139444,2314271,0.6,1993513,685723
Arunachal Pradesh,Lower Dibang Valley,2017,3577573,1756682,1585286,3.49,867099,993015
Arunachal Pradesh,Lower Dibang Valley,2018,2922280,1797378,2269011,2.67,197387,173336
Arunachal Pradesh,Lower Dibang Valley,2019,2086226,2038951,1049598,2.64,1476042,102716
Arunachal Pradesh,Lower Dibang Valley,2020,2559942,526873,185384,2.61,1842492,2439218
Arunachal Pradesh,Lower Dibang Valley,2021,1840950,434787,1001228,2.79,1409364,344422
Arunachal Pradesh,Lower Dibang Valley,2022,454826,1307780,2034721,3.41,1371922,2957411
Arunachal Pradesh,Lower Dibang Valley,2023,1764578,2136073,2447813,2.94,237250,1801085
Arunachal Pradesh,Lower Dibang Valley,2024,601387,1693245,944566,3.08,1705832,225893
Arunachal Pradesh,Lower Dibang Valley,2025,4975000,1677630,798298,0.79,470217,525643
Arunachal Pradesh,Dibang Valley,2015,1731002,617555,2297555,3.35,61599,647540
Arunachal Pradesh,Dibang Valley,2016,3921027,1226529,2119375,3.28,178494,755095
Arunachal Pradesh,Dibang Valley,2017,4724865,1309180,1603954,0.97,570825,2563357
Arunachal Pradesh,Dibang Valley,2018,3490013,1611034,195444,2.5,1521059,369743
Arunachal Pradesh,Dibang Valley,2019,3751030,2254631,964684,1.08,1808467,491968
Arunachal Pradesh,Dibang Valley,2020,2220052,243564,1415806,1.69,1409523,87515
Arunachal Pradesh,Dibang Valley,2021,1654113,738846,1106460,0.68,1287495,2497707
Arunachal Pradesh,Dibang Valley,2022,1898113,2495577,1258507,2.25,1238237,572263
Arunachal Pradesh,Dibang Valley,2023,1499566,1266256,381403,2.2,1854327,2814237
Arunachal Pradesh,Dibang Valley,2024,4475158,1955804,1705546,2.44,717086,1594032
Arunachal Pradesh,Dibang Valley,2025,1894999,712406,1715676,2.14,157611,1419659
Arunachal Pradesh,Anjaw,2015,4743055,1700000,221272,2.42,1183544,695102
Arunachal Pradesh,Anjaw,2016,3049321,2048509,1823102,3.19,1528757,850310
Arunachal Pradesh,Anjaw,2017,639135,634031,1090610,2.67,1520355,1485481
Arunachal Pradesh,Anjaw,2018,1625867,1899630,1170566,1.61,208765,889426
Arunachal Pradesh,Anjaw,2019,2785341,1835398,884026,2.13,192546,2595400
Arunachal Pradesh,Anjaw,2020,4027743,1696375,871289,3.42,1571707,1793981
Arunachal Pradesh,Anjaw,2021,3085190,1721849,1189983,3.17,1771072,1577773
Arunachal Pradesh,Anjaw,2022,593799,567374,2375142,2.17,1814010,1260126
Arunachal Pradesh,Anjaw,2023,2500208,2046018,810598,2.26,1386888,2550725
Arunachal Pradesh,Anjaw,2024,158453,1679431,1146345,1.85,1727928,1205034
Arunachal Pradesh,Anjaw,2025,4834361,1931919,1145281,0.94,176102,1275484
Arunachal Pradesh,Lohit,2015,3343364,2332224,1325842,3.07,1288949,1732983
Arunachal Pradesh,Lohit,2016,1835602,1202438,2078023,1.99,313922,792901
Arunachal Pradesh,Lohit,2017,3898851,1275779,1976562,1.79,628760,829425
Arunachal Pradesh,Lohit,2018,692770,634902,2045954,3.34,687503,2105056
Arunachal Pradesh,Lohit,2019,856972,1983148,116764,3.43,1144446,235001
Arunachal Pradesh,Lohit,2020,2505550,213778,2296533,2.76,1253538,1694848
Arunachal Pradesh,Lohit,2021,2973231,130440,1212118,0.67,1960645,1980532
Arunachal Pradesh,Lohit,2022,2820303,2346247,2126164,2.83,903200,970364
Arunachal Pradesh,Lohit,2023,3902487,2130297,718734,0.96,1284356,2935417
Arunachal Pradesh,Lohit,2024,360122,1712832,1392349,1.81,1343114,2225285
Arunachal Pradesh,Lohit,2025,4277963,71923,395819,0.78,418948,2146393
Arunachal Pradesh,Namsai,2015,1796983,1372736,1878782,0.59,1592196,2177234
Arunachal Pradesh,Namsai,2016,4458054,1800076,2432009,1.01,286875,1816490
Arunachal Pradesh,Namsai,2017,3441632,1844421,1799602,2.03,424227,2185576
Arunachal Pradesh,Namsai,2018,4765031,1391113,1810671,3.46,1119334,1083476
Arunachal Pradesh,Namsai,2019,2031047,755060,233561,2.84,693163,1727964
Arunachal Pradesh,Namsai,2020,810497,447672,1700839,1.74,1972805,1624467
Arunachal Pradesh,Namsai,2021,3949935,513886,735628,3.11,96729,2921446
Arunachal Pradesh,Namsai,2022,1974939,563293,648165,1.92,306221,2433197
Arunachal Pradesh,Namsai,2023,1130007,1647938,1859023,1.32,1603850,2469293
Arunachal Pradesh,Namsai,2024,850111,2064220,104277,1.42,1586087,913656
Arunachal Pradesh,Namsai,2025,1267116,1879090,1072532,3.34,850110,716898
Arunachal Pradesh,Changlang,2015,137268,2367278,534563,1.82,1480378,2963955
Arunachal Pradesh,Changlang,2016,4357481,1586590,2323034,1.75,582601,392568
Arunachal Pradesh,Changlang,2017,1413783,1104765,1922311,3.25,1788538,859812
Arunachal Pradesh,Changlang,2018,3970966,1681075,791962,1.56,1749405,2350095
Arunachal Pradesh,Changlang,2019,442226,1027054,463123,2.2,997530,454598
Arunachal Pradesh,Changlang,2020,1768814,841560,1092024,1.58,1320106,1077620
Arunachal Pradesh,Changlang,2021,4045351,408462,777524,3.18,1535117,2817132
Arunachal Pradesh,Changlang,2022,1421102,1423659,1845663,0.83,144351,1432680
Arunachal Pradesh,Changlang,2023,4363102,814135,944089,3.33,723489,797561
Arunachal Pradesh,Changlang,2024,2990691,760160,1939335,1.64,402246,471609
Arunachal Pradesh,Changlang,2025,288453,2105103,1480367,1.54,53173,1545137
Arunachal Pradesh,Tirap,2015,2505763,39035,658634,3.07,248722,2682614
Arunachal Pradesh,Tirap,2016,3969867,1550536,983413,1.29,663340,2705305
Arunachal Pradesh,Tirap,2017,2634099,264542,1527057,3.45,12316,880150
Arunachal Pradesh,Tirap,2018,4276853,1522665,543986,2.33,991336,338948
Arunachal Pradesh,Tirap,2019,2068637,2224438,539588,2.31,1702452,1877930
Arunachal Pradesh,Tirap,2020,1577835,883077,2403771,1.25,366587,374044
Arunachal Pradesh,Tirap,2021,3061268,403669,469636,2.93,385548,221549
Arunachal Pradesh,Tirap,2022,592468,1206632,865242,2.69,385710,526963
Arunachal Pradesh,Tirap,2023,2952330,1873518,1102354,0.99,1254778,630001
Arunachal Pradesh,Tirap,2024,869489,1070124,629935,2.99,1989105,1585632
Arunachal Pradesh,Tirap,2025,3259370,911338,668726,2.17,1959662,2833979
Arunachal Pradesh,Longding,2015,2285396,1941958,2462079,2.27,1185826,1344478
Arunachal Pradesh,Longding,2016,3788436,118763,1666227,0.52,1534703,2346333
Arunachal Pradesh,Longding,2017,577544,1522809,2472959,1.67,1571925,1926171
Arunachal Pradesh,Longding,2018,2232816,655890,363013,0.62,138515,2522559
Arunachal Pradesh,Longding,2019,2958079,2334745,2374086,1.03,1746622,601419
Arunachal Pradesh,Longding,2020,1602114,1311467,1032661,1.89,1991547,1494129
Arunachal Pradesh,Longding,2021,1390829,25558,1960349,1.25,1273333,1526530
Arunachal Pradesh,Longding,2022,4717896,1597726,1347215,1.46,1841927,1279049
Arunachal Pradesh,Longding,2023,1549624,930879,567366,0.87,1007565,1354915
Arunachal Pradesh,Longding,2024,170450,828728,421981,3.26,1222798,2566867
Arunachal Pradesh,Longding,2025,758454,881861,1050022,2.61,416754,2502195
Arunachal Pradesh,Pakke-Kessang,2015,4379958,1416322,2300491,1.96,605593,1033570
Arunachal Pradesh,Pakke-Kessang,2016,3448004,37282,791286,1.28,1701436,1839325
Arunachal Pradesh,Pakke-Kessang,2017,2279322,636488,1153298,0.92,615665,1174614
Arunachal Pradesh,Pakke-Kessang,2018,3264258,914393,903699,1.1,933291,2599387
Arunachal Pradesh,Pakke-Kessang,2019,2403726,111511,598556,3.46,1659006,649572
Arunachal Pradesh,Pakke-Kessang,2020,4871139,1070434,82779,1.48,494270,2350618
Arunachal Pradesh,Pakke-Kessang,2021,3511337,405670,2441587,0.85,339724,1760781
Arunachal Pradesh,Pakke-Kessang,2022,3621683,1484095,69009,1.86,166446,1600669
Arunachal Pradesh,Pakke-Kessang,2023,270130,1349423,1209574,2.16,676764,1671992
Arunachal Pradesh,Pakke-Kessang,2024,3975615,1349897,439988,1.65,527592,2943228
Arunachal Pradesh,Pakke-Kessang,2025,3178483,119128,1971845,2.38,1534376,309942
Arunachal Pradesh,Leparada,2015,3939478,592080,535662,3.16,1342376,2695722
Arunachal Pradesh,Leparada,2016,4278967,562699,437455,2.84,711803,995627
Arunachal Pradesh,Leparada,2017,1929629,1839920,1429069,2.78,1322348,1060733
Arunachal Pradesh,Leparada,2018,1356007,2450067,2449035,1.6,1471637,1143210
Arunachal Pradesh,Leparada,2019,2225364,2405792,654457,3.05,918412,517981
Arunachal Pradesh,Leparada,2020,4035965,491756,663380,2.26,1231585,1024852
Arunachal Pradesh,Leparada,2021,3012091,2397739,232355,2.81,422497,2822920
Arunachal Pradesh,Leparada,2022,1001647,101268,1014881,2.23,1933388,2711849
Arunachal Pradesh,Leparada,2023,4567437,2400442,969602,2.56,1791503,1129908
Arunachal Pradesh,Leparada,2024,3967862,1071561,1037962,0.55,1572317,442451
Arunachal Pradesh,Leparada,2025,782266,1155699,1224484,2.4,779784,1475354
Arunachal Pradesh,Lepa Rada,2015,4632284,1677844,1398465,0.53,1575612,1144857
Arunachal Pradesh,Lepa Rada,2016,2690770,2351660,1592160,1.99,750823,843673
Arunachal Pradesh,Lepa Rada,2017,2594939,620816,1343985,1.37,1459685,2106533
Arunachal Pradesh,Lepa Rada,2018,4447133,2472133,1134949,0.69,1839962,2209629
Arunachal Pradesh,Lepa Rada,2019,1043366,1422596,2053305,2.46,1352009,2817826
Arunachal Pradesh,Lepa Rada,2020,2859679,2079822,260362,3.07,1866100,2554424
Arunachal Pradesh,Lepa Rada,2021,3716626,319911,384763,1.3,1603742,131131
Arunachal Pradesh,Lepa Rada,2022,2992167,2314210,2024238,1.91,1516866,1073653
Arunachal Pradesh,Lepa Rada,2023,3362023,471590,1939036,0.51,1167372,1848957
Arunachal Pradesh,Lepa Rada,2024,2234904,894653,1017846,0.6,1965775,1869469
Arunachal Pradesh,Lepa Rada,2025,495813,746529,1216925,0.79,1195289,1607912
Arunachal Pradesh,Kamle,2015,3088150,2087141,1132719,2.14,1785025,368330
Arunachal Pradesh,Kamle,2016,4256715,454132,2249769,3.06,139725,286726
Arunachal Pradesh,Kamle,2017,2766336,1061044,1273566,1.0,1269747,1416951
Arunachal Pradesh,Kamle,2018,2403533,1780108,582966,1.46,899753,917298
Arunachal Pradesh,Kamle,2019,1657550,148746,968025,3.46,1579533,822921
Arunachal Pradesh,Kamle,2020,2445301,1672494,2417043,1.5,1581779,2353376
Arunachal Pradesh,Kamle,2021,4289840,1881454,313121,0.63,1678880,1915391
Arunachal Pradesh,Kamle,2022,478723,1120598,2180323,2.66,641448,1211252
Arunachal Pradesh,Kamle,2023,1069535,2410228,48252,0.95,776370,490878
Arunachal Pradesh,Kamle,2024,4656570,2221588,748074,0.73,1718475,535069
Arunachal Pradesh,Kamle,2025,2659794,1636052,2111292,1.51,1225000,1016941
Assam,Baksa,2015,3131532,699487,187608,0.88,461600,1657263
Assam,Baksa,2016,2178922,540665,402198,1.41,537623,2456678
Assam,Baksa,2017,4744579,2101755,2239451,2.09,272008,898591
Assam,Baksa,2018,910806,514664,2055053,2.73,394585,371780
Assam,Baksa,2019,3529914,1738568,1678960,1.0,781403,2875770
Assam,Baksa,2020,2037584,482346,662398,1.53,1626807,699204
Assam,Baksa,2021,4952513,1238782,2455635,1.94,439010,2359559
Assam,Baksa,2022,711520,656250,1005893,2.01,579491,619097
Assam,Baksa,2023,985836,570377,2443723,2.37,305089,1642657
Assam,Baksa,2024,4508698,1005900,422404,1.96,611502,797038
Assam,Baksa,2025,2759364,1407773,214453,2.41,123526,1983734
Assam,Barpeta,2015,173481,1229373,910366,2.73,143741,169888
Assam,Barpeta,2016,171788,1907007,1230128,2.38,1304196,813546
Assam,Barpeta,2017,2449236,976756,187976,1.53,621820,2494210
Assam,Barpeta,2018,4134903,1725858,1045069,1.84,1623309,1738979
Assam,Barpeta,2019,4817738,1657412,1205955,0.84,158692,2168420
Assam,Barpeta,2020,330694,94416,804608,3.42,1199557,1925196
Assam,Barpeta,2021,1186037,1254573,665795,1.29,865419,549638
Assam,Barpeta,2022,4593744,519410,1224079,1.42,250388,1664249
Assam,Barpeta,2023,3191169,311003,2174027,3.28,79280,2841369
Assam,Barpeta,2024,567300,1373174,1474765,1.46,760448,298320
Assam,Barpeta,2025,3608087,327911,852784,0.58,1271215,2776300
Assam,Biswanath,2015,4704435,412673,1518860,2.84,1258246,356077
Assam,Biswanath,2016,3517064,106674,396370,3.0,682352,2950252
Assam,Biswanath,2017,103583,421430,1366856,3.0,752860,1304799
Assam,Biswanath,2018,2710816,1220407,1071707,1.24,643746,2898680
Assam,Biswanath,2019,4917102,1796902,520007,2.89,773729,1652200
Assam,Biswanath,2020,4924446,1441069,1375678,0.85,1134034,1451766
Assam,Biswanath,2021,2199202,1968237,1834452,1.11,1506876,903653
Assam,Biswanath,2022,4576649,667794,1381762,2.42,949625,2354824
Assam,Biswanath,2023,4092964,481149,687757,3.3,1084376,2955445
Assam,Biswanath,2024,183567,1583037,535957,1.44,739050,1256685
Assam,Biswanath,2025,4781128,1154348,154523,1.36,1426774,2658406
Assam,Bongaigaon,2015,4334380,891501,1996801,2.02,1442528,1090089
Assam,Bongaigaon,2016,2192751,1546908,1555702,2.99,274123,1704178
Assam,Bongaigaon,2017,2506169,2089580,1511252,1.53,824900,400336
Assam,Bongaigaon,2018,1298530,1179582,1412006,2.98,528631,68201
Assam,Bongaigaon,2019,1454792,2434159,67700,2.33,1079619,701427
