state,district,year,road_length_km,railway_stations,buses_operating,registered_vehicles,airports_nearby
Arunachal Pradesh,Upper Siang,2021,2703,30,342,40465,1
Arunachal Pradesh,Upper Siang,2022,956,37,1906,141817,1
Arunachal Pradesh,Upper Siang,2023,4799,7,897,1627567,2
Arunachal Pradesh,Upper Siang,2024,7778,19,1705,1416159,3
Arunachal Pradesh,Upper Siang,2025,8224,32,946,1364077,2
Arunachal Pradesh,Lower Siang,2015,8793,22,775,1178471,1
Arunachal Pradesh,Lower Siang,2016,5519,7,201,1580358,2
Arunachal Pradesh,Lower Siang,2017,9618,23,520,16306,3
Arunachal Pradesh,Lower Siang,2018,2413,40,790,791933,0
Arunachal Pradesh,Lower Siang,2019,5020,37,1432,1468846,3
Arunachal Pradesh,Lower Siang,2020,8998,30,1023,385178,0
Arunachal Pradesh,Lower Siang,2021,7081,38,1940,934298,0
Arunachal Pradesh,Lower Siang,2022,637,44,816,698789,3
Arunachal Pradesh,Lower Siang,2023,6838,6,193,813792,2
Arunachal Pradesh,Lower Siang,2024,7368,23,201,778841,3
Arunachal Pradesh,Lower Siang,2025,8486,37,450,674745,2
Arunachal Pradesh,Lower Dibang Valley,2015,8593,29,327,1641557,0
Arunachal Pradesh,Lower Dibang Valley,2016,9899,16,1859,1836385,2
Arunachal Pradesh,Lower Dibang Valley,2017,6470,38,301,1272944,0
Arunachal Pradesh,Lower Dibang Valley,2018,8099,2,1313,437620,1
Arunachal Pradesh,Lower Dibang Valley,2019,6462,29,903,343964,2
Arunachal Pradesh,Lower Dibang Valley,2020,2773,25,53,374338,0
Arunachal Pradesh,Lower Dibang Valley,2021,6527,14,1414,1904779,2
Arunachal Pradesh,Lower Dibang Valley,2022,1144,15,877,1613633,3
Arunachal Pradesh,Lower Dibang Valley,2023,1151,27,930,683136,1
Arunachal Pradesh,Lower Dibang Valley,2024,9471,9,1148,1091199,1
Arunachal Pradesh,Lower Dibang Valley,2025,3194,2,415,737141,0
Arunachal Pradesh,Dibang Valley,2015,8993,49,1343,1211182,2
Arunachal Pradesh,Dibang Valley,2016,1219,41,681,1729346,0
Arunachal Pradesh,Dibang Valley,2017,2138,22,327,20695,3
Arunachal Pradesh,Dibang Valley,2018,4457,31,701,1306131,3
Arunachal Pradesh,Dibang Valley,2019,7173,37,493,519133,1
Arunachal Pradesh,Dibang Valley,2020,8847,25,862,1520800,3
Arunachal Pradesh,Dibang Valley,2021,8090,44,1603,1500083,2
Arunachal Pradesh,Dibang Valley,2022,8842,44,874,1601248,0
Arunachal Pradesh,Dibang Valley,2023,1218,45,768,971407,1
Arunachal Pradesh,Dibang Valley,2024,3091,3,1686,430010,2
Arunachal Pradesh,Dibang Valley,2025,9266,3,1438,578763,2
Arunachal Pradesh,Anjaw,2015,2368,8,1050,1247386,2
Arunachal Pradesh,Anjaw,2016,2917,27,953,1332444,1
Arunachal Pradesh,Anjaw,2017,1474,24,704,444157,3
Arunachal Pradesh,Anjaw,2018,5108,21,1980,948008,0
Arunachal Pradesh,Anjaw,2019,5218,47,197,1634317,1
Arunachal Pradesh,Anjaw,2020,1592,49,1585,1900038,2
Arunachal Pradesh,Anjaw,2021,353,47,1403,910660,3
Arunachal Pradesh,Anjaw,2022,5585,13,1928,1166340,0
Arunachal Pradesh,Anjaw,2023,2790,38,1086,796517,0
Arunachal Pradesh,Anjaw,2024,3112,15,1503,1225768,3
Arunachal Pradesh,Anjaw,2025,5754,26,1158,835202,1
Arunachal Pradesh,Lohit,2015,4191,7,571,573133,3
Arunachal Pradesh,Lohit,2016,1465,46,1547,1864527,0
Arunachal Pradesh,Lohit,2017,9375,34,964,1545050,3
Arunachal Pradesh,Lohit,2018,4346,19,1480,456947,0
Arunachal Pradesh,Lohit,2019,8599,18,1489,1358758,0
Arunachal Pradesh,Lohit,2020,8747,5,1481,148821,0
Arunachal Pradesh,Lohit,2021,8574,13,676,1486420,2
Arunachal Pradesh,Lohit,2022,4656,20,1406,856944,1
Arunachal Pradesh,Lohit,2023,2431,5,711,1866206,2
Arunachal Pradesh,Lohit,2024,7895,31,615,1572360,2
Arunachal Pradesh,Lohit,2025,5554,5,1188,322497,2
Arunachal Pradesh,Namsai,2015,9036,9,1811,764497,1
Arunachal Pradesh,Namsai,2016,9248,29,1798,1772431,1
Arunachal Pradesh,Namsai,2017,783,39,1687,1164731,2
Arunachal Pradesh,Namsai,2018,5132,11,535,1603774,3
Arunachal Pradesh,Namsai,2019,645,37,1064,1067193,0
Arunachal Pradesh,Namsai,2020,206,10,1655,1221477,0
Arunachal Pradesh,Namsai,2021,5032,8,153,312322,2
Arunachal Pradesh,Namsai,2022,7782,22,900,386344,1
Arunachal Pradesh,Namsai,2023,3961,29,579,413408,1
Arunachal Pradesh,Namsai,2024,1937,15,1020,44031,3
Arunachal Pradesh,Namsai,2025,2101,6,1225,1705342,3
Arunachal Pradesh,Changlang,2015,7310,50,908,756634,3
Arunachal Pradesh,Changlang,2016,2232,6,752,1980070,1
Arunachal Pradesh,Changlang,2017,6166,50,892,1909002,2
Arunachal Pradesh,Changlang,2018,1180,3,1101,479462,2
Arunachal Pradesh,Changlang,2019,3647,50,676,1719379,2
Arunachal Pradesh,Changlang,2020,5104,37,1265,458975,2
Arunachal Pradesh,Changlang,2021,8859,35,339,341198,2
Arunachal Pradesh,Changlang,2022,3106,50,527,557016,2
Arunachal Pradesh,Changlang,2023,1145,14,418,123893,0
Arunachal Pradesh,Changlang,2024,1346,17,1660,1778775,2
Arunachal Pradesh,Changlang,2025,9721,42,1962,1201124,3
Arunachal Pradesh,Tirap,2015,7765,22,835,1491091,3
Arunachal Pradesh,Tirap,2016,9769,33,1513,1105491,0
Arunachal Pradesh,Tirap,2017,8975,11,1875,355215,0
Arunachal Pradesh,Tirap,2018,2861,42,976,930928,0
Arunachal Pradesh,Tirap,2019,6814,21,1063,1182442,3
Arunachal Pradesh,Tirap,2020,1165,13,233,1874653,0
Arunachal Pradesh,Tirap,2021,5822,2,1891,1980132,3
Arunachal Pradesh,Tirap,2022,8285,2,1912,1640529,2
Arunachal Pradesh,Tirap,2023,2685,28,1524,1986767,3
Arunachal Pradesh,Tirap,2024,3034,24,528,1819026,0
Arunachal Pradesh,Tirap,2025,9052,8,1629,1258911,3
Arunachal Pradesh,Longding,2015,1516,29,1132,263458,0
Arunachal Pradesh,Longding,2016,7653,13,468,968449,0
Arunachal Pradesh,Longding,2017,9436,11,167,524769,1
Arunachal Pradesh,Longding,2018,9708,31,1362,1966456,1
Arunachal Pradesh,Longding,2019,1633,23,1145,1674071,0
Arunachal Pradesh,Longding,2020,7940,34,602,1484439,1
Arunachal Pradesh,Longding,2021,1886,23,537,421674,1
Arunachal Pradesh,Longding,2022,5918,5,857,1614303,0
Arunachal Pradesh,Longding,2023,3638,8,1326,1893567,0
Arunachal Pradesh,Longding,2024,5041,46,1557,548686,0
Arunachal Pradesh,Longding,2025,2818,7,1795,957350,0
Arunachal Pradesh,Pakke-Kessang,2015,1333,31,299,1713751,3
Arunachal Pradesh,Pakke-Kessang,2016,5888,18,1375,1874774,0
Arunachal Pradesh,Pakke-Kessang,2017,7986,19,1996,661033,2
Arunachal Pradesh,Pakke-Kessang,2018,776,30,1180,1534961,0
Arunachal Pradesh,Pakke-Kessang,2019,6732,21,673,1401768,3
Arunachal Pradesh,Pakke-Kessang,2020,7479,46,115,260411,0
Arunachal Pradesh,Pakke-Kessang,2021,8274,1,443,1569385,3
Arunachal Pradesh,Pakke-Kessang,2022,7487,47,53,1122238,0
Arunachal Pradesh,Pakke-Kessang,2023,6876,7,1715,1877455,1
Arunachal Pradesh,Pakke-Kessang,2024,2726,45,713,27815,2
Arunachal Pradesh,Pakke-Kessang,2025,8802,17,844,1759440,2
Arunachal Pradesh,Leparada,2015,3481,31,736,1980411,2
Arunachal Pradesh,Leparada,2016,9917,23,205,1339046,0
Arunachal Pradesh,Leparada,2017,9937,35,1853,1262441,1
Arunachal Pradesh,Leparada,2018,785,44,134,1268973,0
Arunachal Pradesh,Leparada,2019,876,34,616,1143688,0
Arunachal Pradesh,Leparada,2020,6308,26,210,910054,2
Arunachal Pradesh,Leparada,2021,6190,14,1170,1022275,0
Arunachal Pradesh,Leparada,2022,1666,28,436,627895,3
Arunachal Pradesh,Leparada,2023,3618,39,933,954366,3
Arunachal Pradesh,Leparada,2024,7444,36,1362,316005,3
Arunachal Pradesh,Leparada,2025,8146,25,481,1209175,2
Arunachal Pradesh,Lepa Rada,2015,7889,18,1047,1862558,2
Arunachal Pradesh,Lepa Rada,2016,2373,30,1668,516398,2
Arunachal Pradesh,Lepa Rada,2017,6931,42,871,1846156,3
Arunachal Pradesh,Lepa Rada,2018,9100,34,1530,1883742,3
Arunachal Pradesh,Lepa Rada,2019,797,29,477,1435859,1
Arunachal Pradesh,Lepa Rada,2020,903,42,1350,1312137,3
Arunachal Pradesh,Lepa Rada,2021,4865,15,241,384507,2
Arunachal Pradesh,Lepa Rada,2022,1822,33,571,1370674,1
Arunachal Pradesh,Lepa Rada,2023,5504,17,409,1167754,1
Arunachal Pradesh,Lepa Rada,2024,7598,24,348,539603,0
Arunachal Pradesh,Lepa Rada,2025,1854,3,741,1393472,0
Arunachal Pradesh,Kamle,2015,9915,37,1680,1953986,2
Arunachal Pradesh,Kamle,2016,4529,18,1612,109506,0
Arunachal Pradesh,Kamle,2017,4097,1,1232,46535,2
Arunachal Pradesh,Kamle,2018,9667,19,127,1688530,1
Arunachal Pradesh,Kamle,2019,1675,22,1316,801072,1
Arunachal Pradesh,Kamle,2020,5606,4,1738,1648378,2
Arunachal Pradesh,Kamle,2021,835,23,619,116009,1
Arunachal Pradesh,Kamle,2022,7592,24,1899,895901,3
Arunachal Pradesh,Kamle,2023,4676,10,1612,925300,3
Arunachal Pradesh,Kamle,2024,6900,1,1457,1390311,2
Arunachal Pradesh,Kamle,2025,4121,24,1589,1968253,3
Assam,Baksa,2015,3697,1,749,998137,1
Assam,Baksa,2016,7798,25,1546,1323878,1
Assam,Baksa,2017,6918,17,1107,1142248,0
Assam,Baksa,2018,500,10,998,1507303,3
Assam,Baksa,2019,2224,48,526,679031,1
Assam,Baksa,2020,6106,20,1222,1554843,0
Assam,Baksa,2021,5039,39,750,1155432,1
Assam,Baksa,2022,9411,13,195,1357229,3
Assam,Baksa,2023,5069,13,878,307469,0
Assam,Baksa,2024,1893,11,1238,1127090,0
Assam,Baksa,2025,3614,16,1437,1245410,3
Assam,Barpeta,2015,9770,31,1571,650618,2
Assam,Barpeta,2016,2862,37,1752,866095,0
Assam,Barpeta,2017,689,11,1914,1363502,2
Assam,Barpeta,2018,3781,18,992,502685,0
Assam,Barpeta,2019,9316,22,1875,1251571,3
Assam,Barpeta,2020,2288,34,1092,324654,3
Assam,Barpeta,2021,423,24,1910,1198997,0
Assam,Barpeta,2022,1176,9,411,1609598,2
Assam,Barpeta,2023,7577,18,1881,390276,0
Assam,Barpeta,2024,6684,49,763,274923,3
Assam,Barpeta,2025,4200,34,935,1269370,3
Assam,Biswanath,2015,2273,19,368,1658738,2
Assam,Biswanath,2016,6617,50,1557,1694491,3
Assam,Biswanath,2017,1626,44,1889,193385,2
Assam,Biswanath,2018,4652,39,335,1103550,3
Assam,Biswanath,2019,4962,14,499,1258871,1
Assam,Biswanath,2020,977,29,844,1937468,3
Assam,Biswanath,2021,2305,35,1178,1765505,2
Assam,Biswanath,2022,4026,10,689,818736,3
Assam,Biswanath,2023,4276,26,327,1420006,2
Assam,Biswanath,2024,9405,31,386,1728614,0
Assam,Biswanath,2025,1527,22,215,1369152,1
Assam,Bongaigaon,2015,9636,19,985,1266684,3
Assam,Bongaigaon,2016,3148,2,533,202033,2
Assam,Bongaigaon,2017,3774,36,1933,475195,1
Assam,Bongaigaon,2018,4018,27,664,740366,0
Assam,Bongaigaon,2019,6690,46,1857,1465195,2
Assam,Bongaigaon,2020,8961,6,774,102674,2
Assam,Bongaigaon,2021,473,35,123,836134,0
Assam,Bongaigaon,2022,9940,13,865,1844774,0
Assam,Bongaigaon,2023,6763,41,867,1548115,1
Assam,Bongaigaon,2024,3738,20,301,181838,1
Assam,Bongaigaon,2025,4552,48,745,818603,2
Assam,Cachar,2015,5191,34,338,1351245,3
Assam,Cachar,2016,2875,12,1331,883615,1
Assam,Cachar,2017,3270,32,1692,121981,0
Assam,Cachar,2018,9047,22,1909,1782601,3
Assam,Cachar,2019,7145,28,361,1119901,1
Assam,Cachar,2020,1091,44,1481,1877282,3
Assam,Cachar,2021,1218,31,1300,1319776,1
Assam,Cachar,2022,6057,33,321,591459,1
Assam,Cachar,2023,867,36,1075,424893,2
Assam,Cachar,2024,2482,23,1317,1297919,2
Assam,Cachar,2025,4628,24,1782,1843208,3
Assam,Charaideo,2015,7624,46,1103,1881294,1
Assam,Charaideo,2016,1585,23,1934,119227,2
Assam,Charaideo,2017,2546,24,482,456832,0
Assam,Charaideo,2018,2541,6,1636,1838090,2
Assam,Charaideo,2019,9045,9,402,933328,0
Assam,Charaideo,2020,9038,8,1199,1539955,3
Assam,Charaideo,2021,1749,42,111,1367873,3
Assam,Charaideo,2022,4052,23,1239,503054,3
Assam,Charaideo,2023,8883,23,1534,809796,3
Assam,Charaideo,2024,3430,33,489,544576,0
Assam,Charaideo,2025,2277,39,138,1626052,2
Assam,Chirang,2015,8485,36,186,190431,1
Assam,Chirang,2016,2993,13,994,16916,1
Assam,Chirang,2017,1614,16,1772,755315,1
Assam,Chirang,2018,5161,43,496,417370,2
Assam,Chirang,2019,465,6,1093,153312,1
Assam,Chirang,2020,740,2,106,1397219,1
Assam,Chirang,2021,4758,30,1410,1197849,1
Assam,Chirang,2022,5338,2,609,768000,1
Assam,Chirang,2023,9832,10,1106,285737,2
Assam,Chirang,2024,6211,44,1695,57527,2
Assam,Chirang,2025,3470,17,944,1417430,2
Assam,Darrang,2015,9724,26,119,604600,0
Assam,Darrang,2016,6213,4,1052,1471517,1
Assam,Darrang,2017,4573,50,1369,1936754,0
Assam,Darrang,2018,7636,38,848,1128237,3
Assam,Darrang,2019,9349,25,679,1513610,2
Assam,Darrang,2020,1423,33,482,1579249,3
Assam,Darrang,2021,4112,35,1265,258160,0
Assam,Darrang,2022,7851,15,590,634824,2
Assam,Darrang,2023,9484,30,414,1809890,1
Assam,Darrang,2024,4558,47,186,922818,2
Assam,Darrang,2025,243,19,492,299804,1
Assam,Dhemaji,2015,4418,14,1484,50250,1
Assam,Dhemaji,2016,7792,39,365,1519394,2
Assam,Dhemaji,2017,1409,12,151,105951,3
Assam,Dhemaji,2018,1687,11,1511,1840586,0
Assam,Dhemaji,2019,5801,36,361,540160,2
Assam,Dhemaji,2020,6262,44,1085,1057652,0
Assam,Dhemaji,2021,2134,26,512,189142,2
Assam,Dhemaji,2022,6055,8,1202,1098663,0
Assam,Dhemaji,2023,8169,42,1349,1012149,3
Assam,Dhemaji,2024,2640,20,1822,129411,1
Assam,Dhemaji,2025,1126,34,255,1915479,2
Assam,Dhubri,2015,8639,12,1263,1928670,3
Assam,Dhubri,2016,3815,10,1770,1577997,1
Assam,Dhubri,2017,5723,38,1244,31220,3
Assam,Dhubri,2018,7280,8,65,1223228,1
Assam,Dhubri,2019,1250,44,1183,1266128,1
Assam,Dhubri,2020,4924,39,1971,1835002,3
Assam,Dhubri,2021,5850,17,1380,527775,1
Assam,Dhubri,2022,8648,38,886,745098,0
Assam,Dhubri,2023,9333,38,708,241647,3
Assam,Dhubri,2024,2927,3,1315,741244,2
Assam,Dhubri,2025,5880,41,1085,300142,2
Assam,Dibrugarh,2015,4104,44,712,540875,0
Assam,Dibrugarh,2016,4287,14,1889,209446,3
Assam,Dibrugarh,2017,5801,23,265,1038793,3
Assam,Dibrugarh,2018,7445,50,1739,1111582,2
Assam,Dibrugarh,2019,2926,5,91,1373572,2
Assam,Dibrugarh,2020,2776,22,1479,172520,3
Assam,Dibrugarh,2021,7337,48,60,669368,2
Assam,Dibrugarh,2022,7215,42,1797,62171,1
Assam,Dibrugarh,2023,2360,28,1164,57985,2
Assam,Dibrugarh,2024,3264,47,1087,796756,2
Assam,Dibrugarh,2025,8985,17,468,469962,2
Assam,Dima Hasao,2015,1994,24,1483,207450,0
Assam,Dima Hasao,2016,3524,28,463,1724957,0
Assam,Dima Hasao,2017,3874,31,1579,1403771,0
Assam,Dima Hasao,2018,9461,33,99,1621110,0
Assam,Dima Hasao,2019,7795,17,1564,930825,0
Assam,Dima Hasao,2020,4453,9,710,1629590,3
Assam,Dima Hasao,2021,9155,37,132,1654231,0
Assam,Dima Hasao,2022,6833,41,1450,20308,3
Assam,Dima Hasao,2023,1740,46,494,212589,2
Assam,Dima Hasao,2024,2780,16,276,1858148,0
Assam,Dima Hasao,2025,9004,42,170,1197898,0
Assam,Goalpara,2015,9264,20,232,1100665,3
Assam,Goalpara,2016,5018,4,1104,1038616,0
Assam,Goalpara,2017,5008,24,963,239273,0
Assam,Goalpara,2018,1403,47,1746,1262558,3
Assam,Goalpara,2019,6327,19,1809,1738369,1
Assam,Goalpara,2020,1491,46,1838,918464,2
Assam,Goalpara,2021,3798,24,1408,114911,0
Assam,Goalpara,2022,4880,27,892,93192,0
Assam,Goalpara,2023,6288,29,454,1448590,3
Assam,Goalpara,2024,9534,24,837,714152,2
Assam,Goalpara,2025,4276,17,1653,626526,1
Assam,Golaghat,2015,1047,44,317,106721,2
Assam,Golaghat,2016,7083,47,996,181634,3
Assam,Golaghat,2017,6020,20,790,995431,1
Assam,Golaghat,2018,6887,25,537,1818418,0
Assam,Golaghat,2019,405,13,487,975790,0
Assam,Golaghat,2020,3380,2,1997,305646,0
Assam,Golaghat,2021,779,44,1581,1311566,3
Assam,Golaghat,2022,6638,25,1733,923067,2
Assam,Golaghat,2023,2924,15,958,804874,1
Assam,Golaghat,2024,3350,41,1275,1445691,1
Assam,Golaghat,2025,6602,42,64,1477582,0
Assam,Hailakandi,2015,7358,47,1949,1457962,2
Assam,Hailakandi,2016,8090,7,156,1775778,3
Assam,Hailakandi,2017,3423,39,1343,1594563,3
Assam,Hailakandi,2018,4924,5,1174,1321679,0
Assam,Hailakandi,2019,6862,6,1604,490701,2
Assam,Hailakandi,2020,7205,29,520,1668822,3
Assam,Hailakandi,2021,5893,20,347,427471,1
Assam,Hailakandi,2022,6317,6,1550,1981300,3
Assam,Hailakandi,2023,741,23,711,1181998,1
Assam,Hailakandi,2024,4046,40,824,766388,3
Assam,Hailakandi,2025,8725,33,116,1278830,2
Assam,Hojai,2015,7896,6,1443,773851,3
Assam,Hojai,2016,2234,48,1941,318705,2
Assam,Hojai,2017,4782,50,368,680040,1
Assam,Hojai,2018,9382,28,217,1692782,0
Assam,Hojai,2019,8566,38,81,1258050,2
Assam,Hojai,2020,1290,34,1761,1101696,3
Assam,Hojai,2021,8235,10,1498,679243,0
Assam,Hojai,2022,6230,44,1315,1714484,2
Assam,Hojai,2023,3945,22,1077,889959,1
Assam,Hojai,2024,647,23,771,530546,1
Assam,Hojai,2025,5027,42,1119,1688472,1
Assam,Jorhat,2015,7058,33,1369,1832149,1
Assam,Jorhat,2016,6632,8,641,1335931,2
Assam,Jorhat,2017,307,43,985,911603,1
Assam,Jorhat,2018,3877,19,1175,1602683,2
Assam,Jorhat,2019,1067,14,744,76388,2
Assam,Jorhat,2020,9794,4,1154,1245610,3
Assam,Jorhat,2021,9778,2,78,16654,2
Assam,Jorhat,2022,7634,47,415,1380376,0
Assam,Jorhat,2023,3322,21,646,1634212,3
Assam,Jorhat,2024,1668,38,1327,1600735,0
Assam,Jorhat,2025,1820,7,1883,1646889,1
Assam,Kamrup,2015,3112,32,437,458109,0
Assam,Kamrup,2016,6713,1,560,34540,0
Assam,Kamrup,2017,3026,32,897,1703274,0
Assam,Kamrup,2018,806,18,1240,151833,2
Assam,Kamrup,2019,7741,30,1625,684575,1
Assam,Kamrup,2020,5499,39,1448,1206638,2
Assam,Kamrup,2021,3033,33,1298,408345,2
Assam,Kamrup,2022,1000,40,1530,1702569,2
Assam,Kamrup,2023,8313,42,482,1758510,1
Assam,Kamrup,2024,1078,47,1636,1929944,2
Assam,Kamrup,2025,5006,34,284,1079267,2
Assam,Kamrup Metropolitan,2015,2127,1,292,1708388,0
Assam,Kamrup Metropolitan,2016,8030,43,225,942447,3
Assam,Kamrup Metropolitan,2017,8890,30,531,1297052,0
Assam,Kamrup Metropolitan,2018,1860,44,1518,1182132,2
Assam,Kamrup Metropolitan,2019,6633,17,1904,441005,3
Assam,Kamrup Metropolitan,2020,1274,47,1983,1076767,2
Assam,Kamrup Metropolitan,2021,6069,38,515,475302,3
Assam,Kamrup Metropolitan,2022,3366,7,552,1373157,2
Assam,Kamrup Metropolitan,2023,5552,11,1284,203278,0
Assam,Kamrup Metropolitan,2024,789,45,1260,1195580,2
Assam,Kamrup Metropolitan,2025,3813,28,1618,636679,1
Assam,Karbi Anglong,2015,4574,39,564,16798,0
Assam,Karbi Anglong,2016,731,19,1518,1634039,1
Assam,Karbi Anglong,2017,4051,1,1994,169428,3
Assam,Karbi Anglong,2018,6146,22,1400,1673371,0
Assam,Karbi Anglong,2019,2823,5,1359,1214095,0
Assam,Karbi Anglong,2020,6258,33,1322,78170,1
Assam,Karbi Anglong,2021,2741,3,1748,1042149,1
Assam,Karbi Anglong,2022,2859,11,922,1606498,2
Assam,Karbi Anglong,2023,7889,42,220,291889,1
Assam,Karbi Anglong,2024,9909,29,1658,1733213,0
Assam,Karbi Anglong,2025,1931,39,1433,1102689,0
Assam,Karimganj,2015,3843,11,1834,980199,2
Assam,Karimganj,2016,3390,4,342,1789035,0
Assam,Karimganj,2017,5280,20,1621,1714220,0
Assam,Karimganj,2018,799,27,759,1557700,3
Assam,Karimganj,2019,722,45,861,604434,0
Assam,Karimganj,2020,9326,6,893,548235,2
Assam,Karimganj,2021,6966,18,556,51308,3
Assam,Karimganj,2022,7816,7,590,1722583,0
Assam,Karimganj,2023,7079,18,1529,1060931,2
Assam,Karimganj,2024,1572,4,555,662240,1
Assam,Karimganj,2025,8992,17,328,1518813,1
Assam,Kokrajhar,2015,3548,2,1391,1217777,0
Assam,Kokrajhar,2016,5283,42,1933,30604,2
Assam,Kokrajhar,2017,1260,16,1172,1641050,2
Assam,Kokrajhar,2018,7028,16,1345,415787,2
Assam,Kokrajhar,2019,692,47,1206,1016840,3
Assam,Kokrajhar,2020,5927,13,613,768355,0
Assam,Kokrajhar,2021,1463,50,488,1414702,1
Assam,Kokrajhar,2022,1020,18,133,1824320,3
Assam,Kokrajhar,2023,9618,32,1952,464783,0
Assam,Kokrajhar,2024,9786,40,1703,560338,0
Assam,Kokrajhar,2025,4296,38,1573,1831495,2
Assam,Lakhimpur,2015,8894,44,213,44952,3
Assam,Lakhimpur,2016,5259,29,1524,31963,3
Assam,Lakhimpur,2017,3535,7,1193,723092,3
Assam,Lakhimpur,2018,2783,13,1777,751663,3
Assam,Lakhimpur,2019,1036,28,78,158974,2
Assam,Lakhimpur,2020,7053,21,446,1971793,0
Assam,Lakhimpur,2021,2649,20,1666,852071,0
Assam,Lakhimpur,2022,3582,19,1686,850668,1
Assam,Lakhimpur,2023,2408,4,505,370712,1
Assam,Lakhimpur,2024,5437,23,979,1945524,3
Assam,Lakhimpur,2025,4937,21,1010,362916,3
Assam,Majuli,2015,1473,39,356,1269160,1
Assam,Majuli,2016,1811,43,659,1828008,3
Assam,Majuli,2017,2036,8,299,1627958,1
Assam,Majuli,2018,8991,4,1070,693817,3
Assam,Majuli,2019,4067,48,422,981199,0
Assam,Majuli,2020,1879,30,1022,960571,0
Assam,Majuli,2021,4027,22,1631,886635,0
Assam,Majuli,2022,9443,28,1086,1552489,2
Assam,Majuli,2023,8838,29,914,1758494,2
Assam,Majuli,2024,6350,6,1138,835390,3
Assam,Majuli,2025,420,11,1383,909266,1
Assam,Morigaon,2015,5967,50,294,1243873,0
Assam,Morigaon,2016,4907,19,829,17568,2
Assam,Morigaon,2017,6783,25,514,1513378,3
Assam,Morigaon,2018,2650,50,547,443518,2
Assam,Morigaon,2019,7094,17,80,598193,1
Assam,Morigaon,2020,8637,39,1160,583853,0
Assam,Morigaon,2021,7148,6,1095,609169,0
Assam,Morigaon,2022,7915,23,306,1838933,3
Assam,Morigaon,2023,9640,7,1117,529864,2
Assam,Morigaon,2024,6443,23,640,181507,2
Assam,Morigaon,2025,8152,43,1842,561350,0
Assam,Nagaon,2015,3057,33,401,1437839,2
Assam,Nagaon,2016,3674,28,394,1834539,3
Assam,Nagaon,2017,2339,29,128,694911,1
Assam,Nagaon,2018,4851,32,228,760216,0
Assam,Nagaon,2019,5696,19,1934,227809,0
Assam,Nagaon,2020,8464,18,1333,453693,1
Assam,Nagaon,2021,5174,25,1626,390189,3
Assam,Nagaon,2022,1199,48,202,1737869,1
Assam,Nagaon,2023,626,39,1262,1382546,3
Assam,Nagaon,2024,1724,4,319,258057,1
Assam,Nagaon,2025,7084,3,1449,1944474,3
Assam,Nalbari,2015,1460,33,133,556568,1
Assam,Nalbari,2016,6307,28,1686,374100,1
Assam,Nalbari,2017,6278,38,1217,1810517,2
Assam,Nalbari,2018,6064,48,730,1723774,0
Assam,Nalbari,2019,4354,12,1267,257224,0
Assam,Nalbari,2020,739,37,1457,550677,0
Assam,Nalbari,2021,903,42,1974,1146532,3
Assam,Nalbari,2022,3057,19,284,36292,1
Assam,Nalbari,2023,9819,14,153,1594592,0
Assam,Nalbari,2024,2403,47,947,739621,2
Assam,Nalbari,2025,1326,47,1215,778470,0
Assam,Sivasagar,2015,4390,19,1595,1331955,1
Assam,Sivasagar,2016,9418,36,1587,33534,2
Assam,Sivasagar,2017,1737,34,1785,531209,1
Assam,Sivasagar,2018,2164,48,519,350541,0
Assam,Sivasagar,2019,2151,35,486,1789657,2
Assam,Sivasagar,2020,3069,24,1450,154227,1
Assam,Sivasagar,2021,7666,49,876,1000196,1
Assam,Sivasagar,2022,3530,4,1748,969518,3
Assam,Sivasagar,2023,3484,12,962,819080,0
Assam,Sivasagar,2024,793,42,1932,431235,0
Assam,Sivasagar,2025,1920,22,739,1831338,1
Assam,Sonitpur,2015,6365,27,425,1468387,2
Assam,Sonitpur,2016,1522,29,1403,414840,3
Assam,Sonitpur,2017,5043,24,1619,1907497,3
Assam,Sonitpur,2018,1605,3,1536,372239,0
Assam,Sonitpur,2019,4601,40,1942,1611701,2
Assam,Sonitpur,2020,1460,10,1598,1824058,1
Assam,Sonitpur,2021,5235,38,738,1741852,3
Assam,Sonitpur,2022,6245,17,1888,976944,3
Assam,Sonitpur,2023,469,1,1674,364112,2
Assam,Sonitpur,2024,8351,43,1103,948762,1
Assam,Sonitpur,2025,2237,47,1758,1800930,2
Assam,South Salmara-Mankachar,2015,626,5,1246,1154097,0
Assam,South Salmara-Mankachar,2016,3140,15,1037,964193,1
Assam,South Salmara-Mankachar,2017,4003,20,65,589745,1
Assam,South Salmara-Mankachar,2018,8275,5,1505,1199517,0
Assam,South Salmara-Mankachar,2019,8827,7,1901,1924593,0
Assam,South Salmara-Mankachar,2020,9224,11,1750,1845140,2
Assam,South Salmara-Mankachar,2021,5416,10,1512,1259944,0
Assam,South Salmara-Mankachar,2022,6796,19,1898,97180,3
Assam,South Salmara-Mankachar,2023,4953,10,480,503168,0
Assam,South Salmara-Mankachar,2024,3245,27,1364,1624183,3
Assam,South Salmara-Mankachar,2025,6616,33,579,1899345,0
Assam,Tinsukia,2015,6943,1,1745,1299419,2
Assam,Tinsukia,2016,7290,19,1714,1381907,2
Assam,Tinsukia,2017,2807,43,1191,503182,2
Assam,Tinsukia,2018,722,30,1056,497583,1
Assam,Tinsukia,2019,5391,37,1430,1963673,0
Assam,Tinsukia,2020,4488,31,642,1148688,3
Assam,Tinsukia,2021,7940,17,451,1599696,3
