state,district,year,factories,industrial_output,manufacturing_index,employment_rate,electricity_usage,export_value,industrial_growth
Punjab,Pathankot,2021,16.25,12.11,86.05,79.61,48.84,77.66,31.45
Haryana,Panchkula,2024,19.19,57.21,18.3,88.83,35.28,64.05,79.95
Maharashtra,Washim,2023,57.31,87.51,19.66,86.75,81.2,50.16,43.78
Goa,North Goa,2023,43.97,14.46,93.32,63.44,33.31,17.42,71.12
Andhra Pradesh,NTR,2020,31.76,74.11,62.17,86.28,28.03,70.21,80.48
Manipur,Tamenglong,2019,59.31,13.24,52.61,86.88,88.17,25.28,20.33
Madhya Pradesh,Raisen,2025,28.3,65.44,82.92,15.75,20.18,96.27,66.51
Chhattisgarh,Jashpur,2022,24.44,77.74,94.93,76.94,95.39,56.92,96.85
Manipur,Bishnupur,2023,63.91,92.39,93.95,91.96,10.64,66.94,26.35
Himachal Pradesh,Hamirpur,2016,53.72,14.3,13.14,46.72,40.77,18.98,99.33
Uttar Pradesh,Bareilly,2015,98.97,42.94,45.22,15.86,25.61,63.1,88.06
Manipur,Kangpokpi,2016,84.08,93.55,78.57,25.18,17.24,71.6,80.9
Tamil Nadu,Kanchipuram,2018,41.42,61.44,49.24,22.58,89.95,29.8,69.97
Odisha,Boudh,2016,65.66,57.15,10.02,19.18,80.37,73.0,28.38
Bihar,Bhagalpur,2019,10.37,49.83,17.52,72.26,83.47,81.46,84.09
Tamil Nadu,Viluppuram,2022,77.59,83.25,46.09,41.54,88.88,94.81,75.71
Arunachal Pradesh,Tirap,2015,60.59,14.54,95.68,48.56,41.51,18.26,67.11
Odisha,Kendrapara,2022,88.5,12.95,53.1,83.19,44.56,60.9,51.11
Madhya Pradesh,Bhopal,2016,47.12,62.72,45.69,97.64,97.77,70.68,35.93
Nagaland,Zunheboto,2020,41.36,20.88,97.32,40.81,48.55,36.58,32.71
Uttar Pradesh,Mahoba,2016,22.86,84.4,74.25,12.64,75.74,65.42,79.98
Maharashtra,Nandurbar,2023,97.4,70.26,89.73,69.52,69.98,83.41,66.08
Tamil Nadu,Vellore,2018,50.4,99.62,37.22,49.26,25.13,85.77,33.13
Madhya Pradesh,Tikamgarh,2017,31.01,69.64,43.84,93.31,44.33,40.42,46.08
Tripura,Gomati,2015,13.1,85.18,83.89,14.99,40.12,49.8,45.48
Chhattisgarh,Mungeli,2019,90.36,82.85,62.94,97.93,15.07,98.09,63.48
Tamil Nadu,Chengalpattu,2016,43.22,28.32,72.13,79.15,44.2,32.53,47.53
Uttar Pradesh,Amroha,2024,14.26,87.56,24.62,24.21,71.03,10.59,53.54
Uttar Pradesh,Mau,2015,32.98,14.47,40.94,52.94,77.23,60.49,55.02
Punjab,Kapurthala,2020,24.04,14.32,44.57,15.47,78.14,75.52,48.39
Meghalaya,West Khasi Hills,2016,28.16,80.05,81.11,29.91,24.89,45.53,95.88
Telangana,Narayanpet,2019,99.42,82.13,33.44,82.69,40.04,41.61,66.11
Chhattisgarh,Dhamtari,2024,96.43,88.02,39.22,71.39,40.52,46.1,32.95
Rajasthan,Kotputli-Behror,2022,11.37,57.94,96.78,35.16,88.4,22.78,86.52
Manipur,Bishnupur,2021,54.63,11.89,95.3,62.08,38.45,42.07,95.15
Bihar,Munger,2023,97.18,74.23,56.32,47.83,75.92,63.68,26.68
Haryana,Palwal,2018,81.74,79.51,17.35,48.71,53.02,12.36,93.4
Rajasthan,Pratapgarh,2019,67.09,38.42,77.77,29.03,77.71,27.77,46.39
Mizoram,Saitual,2019,94.35,59.27,99.13,26.16,77.53,73.32,33.44
Telangana,Karimnagar,2024,33.11,68.1,34.23,76.49,32.31,78.03,46.22
Bihar,Munger,2021,87.66,65.95,11.07,25.07,64.89,34.7,38.64
Uttar Pradesh,Meerut,2022,87.61,51.45,16.3,61.37,80.87,21.24,54.01
Bihar,Gopalganj,2024,10.28,59.1,17.68,10.15,51.05,20.52,97.55
Gujarat,Tapi,2017,87.36,85.14,99.32,95.6,94.83,49.57,74.98
Rajasthan,Bundi,2017,21.98,95.02,28.7,55.89,10.64,11.24,86.34
Odisha,Mayurbhanj,2016,71.1,20.66,52.24,22.95,33.03,19.51,27.53
Tamil Nadu,Mayiladuthurai,2015,93.94,33.64,85.51,90.82,95.64,59.98,28.45
Arunachal Pradesh,East Kameng,2022,40.68,98.28,50.55,12.71,43.22,74.98,67.78
Gujarat,Kutch,2020,60.17,91.16,97.29,18.32,48.91,97.24,22.11
Bihar,Muzaffarpur,2018,70.7,36.11,70.49,14.44,13.2,46.83,83.15
Uttar Pradesh,Banda,2020,22.16,32.45,54.09,52.99,18.45,35.36,37.27
Bihar,Nawada,2016,52.39,22.63,45.07,59.59,28.52,42.92,68.38
Nagaland,Phek,2022,48.76,92.24,59.02,44.27,47.2,26.2,10.07
Karnataka,Bengaluru Rural,2015,38.01,15.67,19.56,53.7,43.51,10.67,36.13
Nagaland,Tseminyu,2015,71.62,75.86,70.29,66.34,40.0,80.83,41.08
Andhra Pradesh,Prakasam,2023,66.4,50.83,84.41,90.36,21.31,85.63,74.57
Goa,North Goa,2020,63.07,96.53,83.87,93.33,18.77,72.29,21.72
Assam,Nalbari,2023,85.72,76.61,93.54,62.31,39.21,64.55,60.94
Arunachal Pradesh,Namsai,2025,96.11,72.24,15.51,38.68,26.82,76.05,83.18
Arunachal Pradesh,West Kameng,2024,71.45,90.42,23.92,64.27,75.1,98.21,53.33
Rajasthan,Dholpur,2025,99.2,41.3,56.38,28.4,25.39,17.38,17.49
Kerala,Thrissur,2015,52.13,69.42,86.49,16.41,24.27,98.28,44.21
Rajasthan,Banswara,2016,12.57,88.89,38.17,77.96,95.6,22.8,90.88
Arunachal Pradesh,East Siang,2024,28.47,98.21,55.24,57.33,14.96,65.77,76.92
Madhya Pradesh,Khandwa,2025,70.33,33.87,79.68,16.96,36.62,47.87,38.37
Rajasthan,Beawar,2024,95.74,12.51,32.29,80.83,62.28,64.16,91.13
Haryana,Charkhi Dadri,2021,48.35,38.64,55.42,57.84,77.5,72.99,45.41
Manipur,Churachandpur,2016,71.23,77.02,64.22,23.59,66.58,73.87,73.83
Maharashtra,Latur,2022,89.05,57.98,63.28,79.92,29.58,52.22,15.25
Karnataka,Tumakuru,2021,81.1,20.77,35.68,71.16,17.83,23.74,50.33
Tripura,Gomati,2020,40.32,77.07,23.54,81.73,29.38,10.33,67.09
Kerala,Thrissur,2019,16.33,17.95,12.54,93.43,88.76,56.93,63.47
Rajasthan,Jhalawar,2015,86.19,34.88,61.18,17.95,62.44,83.41,62.31
Jharkhand,Latehar,2020,21.24,29.74,65.85,96.65,97.99,52.76,84.07
Mizoram,Saitual,2024,60.93,98.42,18.92,40.82,94.06,46.15,38.16
Rajasthan,Didwana-Kuchaman,2025,33.71,22.37,24.3,30.61,80.86,53.51,35.15
Bihar,Kishanganj,2025,91.17,52.27,34.76,53.26,75.5,85.73,32.62
Telangana,Kamareddy,2025,39.48,89.17,11.54,53.75,55.79,25.78,10.79
Tamil Nadu,Tirunelveli,2025,51.76,64.98,63.96,82.53,10.79,14.24,29.01
Maharashtra,Pune,2022,76.65,79.9,39.4,83.93,82.11,70.12,66.1
Rajasthan,Churu,2019,61.48,80.53,82.99,90.91,23.04,98.29,61.91
Andhra Pradesh,Guntur,2016,13.54,99.71,18.21,66.34,20.64,34.56,13.63
Uttarakhand,Nainital,2016,22.11,57.62,27.54,47.46,54.35,70.76,27.49
Meghalaya,West Khasi Hills,2025,66.46,96.39,81.83,73.77,30.66,73.72,28.08
Chhattisgarh,Balrampur,2021,64.25,76.88,29.14,57.83,74.18,48.31,37.71
Punjab,Patiala,2019,63.6,87.39,68.33,78.34,56.68,37.32,45.94
Assam,Dima Hasao,2023,61.3,33.14,56.09,69.12,83.58,63.67,97.94
Tamil Nadu,Thanjavur,2024,16.64,66.2,66.11,74.27,27.52,48.75,90.08
Meghalaya,Ri Bhoi,2017,95.68,42.45,51.84,14.38,45.12,10.59,39.07
Uttar Pradesh,Hamirpur,2021,45.05,81.14,35.38,87.11,55.53,55.97,81.66
Tamil Nadu,Chengalpattu,2022,59.78,84.4,63.02,14.25,25.06,89.17,29.58
Andhra Pradesh,Bapatla,2022,92.78,22.75,41.72,51.62,82.89,23.94,15.94
Haryana,Palwal,2015,43.22,83.51,19.25,72.37,24.65,29.12,80.52
Uttar Pradesh,Kannauj,2020,96.74,89.51,65.98,71.35,78.24,70.95,15.06
Uttar Pradesh,Muzaffarnagar,2018,40.2,58.24,39.44,80.26,44.43,88.47,79.67
Rajasthan,Jaisalmer,2022,30.79,79.43,82.14,17.16,99.54,99.19,77.14
Uttar Pradesh,Lakhimpur Kheri,2017,39.54,43.89,44.73,82.79,96.23,90.5,42.86
Karnataka,Bagalkot,2020,69.93,53.55,81.41,46.6,65.97,50.77,72.78
Uttar Pradesh,Chandauli,2016,68.25,32.21,86.36,98.38,34.56,53.05,35.8
Assam,Jorhat,2020,26.14,47.81,76.32,81.86,58.86,37.67,52.92
Andhra Pradesh,East Godavari,2017,54.87,80.91,13.33,68.93,98.3,92.47,35.06
Bihar,Aurangabad,2020,29.2,99.14,59.86,23.41,30.62,57.77,55.84
Punjab,Sri Muktsar Sahib,2015,21.19,25.36,69.93,86.78,13.48,12.39,42.78
Haryana,Sirsa,2025,42.44,29.8,62.96,40.69,70.8,67.26,49.77
Bihar,Madhepura,2021,97.34,23.7,89.21,75.0,68.53,40.03,87.08
Chhattisgarh,Surajpur,2018,55.34,83.34,40.7,27.13,45.45,13.9,41.1
Punjab,Bathinda,2020,25.4,57.63,88.76,24.54,96.9,68.15,46.96
Uttarakhand,Pithoragarh,2015,89.44,22.63,15.18,35.4,71.54,70.2,40.15
Uttar Pradesh,Meerut,2019,89.71,84.18,51.23,39.05,21.7,51.08,94.73
Madhya Pradesh,Sehore,2023,62.12,26.08,52.75,93.87,14.86,83.19,86.84
Madhya Pradesh,Dindori,2022,57.25,91.83,69.14,21.14,65.45,62.67,75.83
Assam,Dhemaji,2025,15.41,16.6,16.2,44.25,93.73,54.33,15.75
Chhattisgarh,Durg,2023,79.47,74.51,73.41,72.87,63.54,47.08,23.24
Meghalaya,South Garo Hills,2019,20.36,46.26,27.82,33.46,88.39,92.71,72.42
Bihar,Samastipur,2017,54.89,50.01,70.22,26.74,64.96,71.74,76.92
Madhya Pradesh,Indore,2025,86.27,91.75,12.34,22.89,57.63,32.47,14.87
Nagaland,Peren,2017,49.98,93.17,54.98,91.72,90.82,39.51,41.26
Maharashtra,Solapur,2024,30.43,43.3,47.73,78.14,29.94,16.2,16.01
Himachal Pradesh,Hamirpur,2018,40.48,24.53,52.34,81.8,76.91,22.41,52.38
Sikkim,Mangan,2025,97.58,52.37,78.51,66.0,51.86,56.13,94.13
Bihar,Arwal,2022,52.64,78.78,99.52,72.32,15.07,78.79,21.88
Gujarat,Jamnagar,2019,35.19,88.22,83.2,75.69,17.51,17.15,90.06
Madhya Pradesh,Gwalior,2016,38.85,16.9,77.43,83.35,14.78,20.78,75.07
Maharashtra,Solapur,2017,31.71,59.96,87.81,51.93,61.21,63.14,11.24
Maharashtra,Parbhani,2025,76.98,83.83,91.69,21.32,25.46,60.58,57.17
Assam,Tinsukia,2017,64.39,62.08,11.73,40.22,30.64,63.94,20.23
Uttar Pradesh,Unnao,2020,15.63,44.34,43.85,26.03,16.69,50.27,35.14
Chhattisgarh,Bijapur,2019,29.0,22.32,90.69,72.16,69.65,19.97,82.24
Madhya Pradesh,Sheopur,2016,20.05,96.09,12.56,66.36,97.86,78.95,14.31
Rajasthan,Anupgarh,2024,86.5,94.0,99.9,79.09,17.63,31.05,51.12
Bihar,Madhepura,2025,65.42,24.63,18.09,27.61,53.38,13.92,80.35
Kerala,Kozhikode,2022,24.5,63.22,14.88,36.16,97.19,90.85,59.99
Manipur,Noney,2020,62.54,49.43,78.95,11.15,73.78,84.36,47.13
Arunachal Pradesh,Longding,2021,37.59,96.79,35.01,57.71,39.93,97.29,40.72
Haryana,Panipat,2025,71.01,22.81,15.83,26.64,76.35,14.23,77.52
Telangana,Medchal-Malkajgiri,2016,90.92,69.08,83.96,20.58,70.37,50.7,56.17
Telangana,Jangaon,2024,15.32,58.2,75.93,71.17,46.28,19.83,46.73
Tripura,Gomati,2022,64.71,82.31,78.1,26.23,10.3,95.17,84.62
Kerala,Kollam,2017,79.24,78.03,31.78,45.26,20.26,87.49,95.54
Uttar Pradesh,Bulandshahr,2017,80.98,61.35,73.9,68.32,92.56,33.97,68.59
Arunachal Pradesh,Longding,2022,71.19,78.68,72.95,23.84,42.94,31.69,92.01
Assam,Barpeta,2016,17.08,48.1,17.0,63.76,18.41,63.43,49.34
Maharashtra,Kolhapur,2022,41.32,75.3,12.7,17.39,61.98,14.06,64.62
Bihar,Munger,2018,36.48,69.99,12.09,80.01,90.18,39.69,67.16
West Bengal,Bankura,2020,12.71,59.85,91.22,94.09,82.66,91.94,17.69
Rajasthan,Neem Ka Thana,2017,72.6,98.21,91.42,53.84,34.41,28.38,10.05
Chhattisgarh,Korea,2024,78.9,91.51,16.59,37.25,17.7,76.41,57.04
Meghalaya,West Garo Hills,2023,51.4,27.62,66.25,99.64,18.57,27.57,58.89
Telangana,Medchal-Malkajgiri,2019,45.84,73.59,77.13,30.2,82.41,49.38,38.44
Bihar,Vaishali,2023,76.55,32.25,65.2,77.18,82.73,45.31,22.72
Gujarat,Mahisagar,2022,84.72,43.8,54.89,54.74,26.42,91.98,67.45
Himachal Pradesh,Shimla,2023,37.23,19.82,82.15,82.62,24.66,19.73,24.5
Andhra Pradesh,Nandyal,2020,57.48,25.77,99.59,49.39,94.93,39.51,60.71
Kerala,Kottayam,2024,32.21,25.98,25.79,78.54,28.95,80.64,71.05
Bihar,Supaul,2015,62.33,68.28,92.38,52.13,20.41,92.22,31.57
Andhra Pradesh,Krishna,2021,66.64,72.35,68.73,66.29,13.94,77.84,74.36
Uttar Pradesh,Kasganj,2024,48.64,81.52,59.99,22.74,72.04,15.61,45.48
Jharkhand,West Singhbhum,2016,25.73,74.61,31.65,28.36,58.23,59.74,17.44
West Bengal,Jalpaiguri,2021,30.84,41.47,85.51,97.53,18.71,28.19,25.04
Telangana,Jogulamba Gadwal,2022,69.48,33.07,48.04,46.36,13.35,74.84,36.43
Chhattisgarh,Korea,2025,88.85,93.55,65.18,34.35,82.17,26.56,22.26
Uttarakhand,Udham Singh Nagar,2021,99.57,43.08,83.32,81.53,48.38,77.32,37.43
Kerala,Kottayam,2017,93.74,93.23,53.79,66.14,69.68,95.23,84.29
Bihar,Lakhisarai,2019,11.98,17.06,98.72,87.59,49.9,99.17,79.38
Karnataka,Raichur,2021,90.15,21.52,99.81,80.54,53.45,34.85,85.85
Rajasthan,Jhunjhunu,2023,90.55,44.54,83.06,47.13,93.37,42.29,26.84
Bihar,Jehanabad,2015,93.63,20.33,87.91,28.07,45.74,77.51,64.44
Gujarat,Kutch,2018,70.28,52.46,82.32,17.21,65.31,83.23,16.63
Rajasthan,Beawar,2020,92.35,38.35,48.47,44.28,51.12,90.03,65.46
Assam,Dhubri,2015,83.46,34.86,85.45,57.77,69.45,27.71,46.39
Uttar Pradesh,Hardoi,2016,59.6,73.8,28.37,57.73,81.11,42.76,18.81
Karnataka,Mysuru,2021,91.1,33.63,51.44,27.95,73.16,57.06,95.06
Nagaland,Longleng,2015,12.02,86.58,99.76,72.87,47.16,30.4,55.94
Bihar,Arwal,2020,56.72,90.29,58.95,70.0,75.09,25.11,44.56
Himachal Pradesh,Hamirpur,2024,84.22,74.08,27.06,84.73,32.46,55.55,50.07
Madhya Pradesh,Jabalpur,2024,93.58,10.04,12.63,48.35,26.89,13.77,54.43
Andhra Pradesh,West Godavari,2018,70.54,97.14,19.89,88.84,53.27,45.86,38.54
Telangana,Ranga Reddy,2022,73.91,42.45,35.75,79.01,72.77,96.71,33.08
Uttar Pradesh,Amroha,2022,18.63,47.9,70.68,93.5,96.8,65.08,24.96
Assam,West Karbi Anglong,2017,78.26,47.96,73.55,50.57,10.91,23.42,97.46
Arunachal Pradesh,Kra Daadi,2019,24.59,90.9,93.07,17.07,35.74,10.32,94.29
Madhya Pradesh,Ratlam,2022,75.64,75.68,51.95,77.16,60.96,48.11,87.26
Uttar Pradesh,Kaushambi,2021,44.97,25.49,46.95,93.27,46.15,60.53,39.52
Madhya Pradesh,Dindori,2023,48.6,91.17,71.35,71.24,43.41,89.62,53.89
Uttar Pradesh,Jaunpur,2024,45.76,51.52,76.97,67.57,60.35,95.7,67.15
Odisha,Gajapati,2021,36.28,50.35,16.76,38.92,17.07,89.41,22.1
Bihar,Buxar,2021,62.4,64.22,54.57,69.2,25.74,59.8,50.96
Rajasthan,Deeg,2020,53.45,25.5,32.54,29.68,38.87,22.02,29.66
West Bengal,Paschim Bardhaman,2019,14.57,85.62,10.32,12.25,65.25,39.69,13.52
Odisha,Rayagada,2024,69.79,70.59,80.76,34.21,39.92,56.27,20.82
Tamil Nadu,Chennai,2020,21.36,73.91,88.5,95.54,63.2,41.16,16.56
Rajasthan,Udaipur,2020,45.64,34.09,55.58,77.2,27.53,37.45,60.63
Gujarat,Sabarkantha,2024,65.87,32.74,66.97,68.43,15.08,94.67,74.72
Mizoram,Hnahthial,2016,58.89,25.27,26.83,23.82,93.86,86.85,55.86
Manipur,Imphal East,2020,99.73,42.78,69.04,34.54,69.1,54.46,59.89
Meghalaya,West Jaintia Hills,2015,78.42,34.45,41.96,35.08,17.52,57.51,64.89
Manipur,Thoubal,2025,58.12,58.37,72.55,26.56,26.01,10.66,85.26
Chhattisgarh,Janjgir-Champa,2015,31.08,77.08,81.06,64.97,94.17,24.44,66.88
West Bengal,Malda,2022,45.86,76.91,86.25,86.38,59.47,46.67,71.74
Odisha,Malkangiri,2020,50.29,71.83,45.44,58.95,95.88,70.26,91.75
Nagaland,Chümoukedima,2023,76.53,59.23,52.93,36.64,39.84,95.52,47.7
Haryana,Yamunanagar,2016,82.1,66.67,18.6,28.61,47.0,49.04,91.04
Tripura,South Tripura,2015,70.19,74.24,74.63,51.56,82.53,50.69,71.24
Assam,Nalbari,2016,59.32,63.14,12.63,97.76,45.76,24.9,55.26
Madhya Pradesh,Narsinghpur,2018,20.64,96.86,54.48,22.35,79.49,14.81,12.87
Tamil Nadu,Viluppuram,2020,42.7,80.39,84.63,44.92,98.8,53.08,55.08
Rajasthan,Ajmer,2020,18.05,27.45,65.89,90.15,60.42,60.04,96.76
Manipur,Imphal East,2025,97.26,42.69,68.16,83.56,38.68,77.65,40.9
Haryana,Kaithal,2024,82.85,81.33,20.98,79.01,83.56,82.55,74.3
Rajasthan,Bikaner,2017,68.88,38.08,51.52,59.84,34.19,91.81,29.93
Rajasthan,Sri Ganganagar,2025,99.09,13.61,59.19,98.46,63.0,51.32,87.02
Mizoram,Mamit,2022,81.44,30.92,14.09,82.56,88.89,10.03,34.51
Rajasthan,Bhilwara,2020,30.07,69.04,26.45,57.98,15.95,89.48,69.06
Odisha,Nayagarh,2015,49.52,93.29,30.17,79.56,51.75,76.35,72.95
West Bengal,South 24 Parganas,2020,46.17,89.42,47.36,75.04,77.17,55.05,82.94
Tamil Nadu,Virudhunagar,2016,16.95,94.07,87.22,93.89,96.57,68.9,32.53
Uttarakhand,Pauri Garhwal,2016,24.62,32.76,83.9,25.47,82.72,99.05,91.21
Maharashtra,Satara,2025,53.95,81.05,60.13,52.2,70.67,75.16,44.78
Karnataka,Hassan,2023,98.76,36.32,38.09,98.76,35.38,17.0,85.65
Rajasthan,Bikaner,2025,80.31,20.08,59.12,99.27,40.69,40.98,81.96
West Bengal,Paschim Bardhaman,2023,56.56,98.36,60.46,69.9,35.23,61.66,87.89
Rajasthan,Sri Ganganagar,2017,24.1,24.51,33.61,53.35,50.17,95.0,55.92
Odisha,Khordha,2022,49.2,59.01,84.41,58.21,31.59,85.64,37.75
Tamil Nadu,Theni,2015,87.57,98.07,51.23,27.25,54.3,84.29,75.41
Bihar,Bhagalpur,2021,48.43,57.9,23.68,31.15,67.6,61.5,39.9
Madhya Pradesh,Betul,2023,25.85,19.4,42.18,15.08,25.39,35.98,23.62
Punjab,Sri Muktsar Sahib,2015,12.15,16.78,37.36,55.54,35.08,44.24,24.09
Andhra Pradesh,Guntur,2021,88.87,58.58,91.55,30.92,50.45,38.47,12.05
Odisha,Jajpur,2018,82.18,19.77,17.07,53.02,20.68,26.98,94.4
Karnataka,Hassan,2022,40.43,11.6,15.69,95.31,27.16,25.98,35.66
Tamil Nadu,Erode,2019,25.18,45.25,19.23,20.44,73.39,83.06,53.14
Karnataka,Chitradurga,2024,52.31,82.5,51.08,92.55,92.66,26.28,31.99
Telangana,Jagtial,2021,92.38,57.01,76.68,15.49,61.24,20.27,15.49
Kerala,Ernakulam,2016,70.62,94.12,92.87,51.36,57.76,71.3,30.71
Uttarakhand,Pithoragarh,2024,74.05,63.86,27.37,44.22,23.34,29.54,15.09
Punjab,Bathinda,2022,42.41,29.43,25.07,67.54,14.81,75.9,75.46
Bihar,Samastipur,2020,45.95,27.92,70.87,90.08,44.59,84.32,14.08
Nagaland,Noklak,2017,22.04,61.62,97.08,26.78,40.94,21.88,42.81
Chhattisgarh,Sukma,2024,75.33,21.0,29.67,69.63,52.02,38.98,71.41
Telangana,Jagtial,2021,13.57,18.26,67.38,27.03,17.15,90.44,28.68
West Bengal,Nadia,2021,63.12,35.27,31.49,29.22,42.92,12.44,60.29
Tamil Nadu,Chennai,2023,69.2,84.95,88.53,88.07,55.42,36.96,11.56
Assam,Karimganj,2016,56.07,24.55,97.69,34.59,63.74,74.64,80.33
Meghalaya,South West Khasi Hills,2022,18.49,66.03,80.98,86.19,13.86,93.05,86.76
Karnataka,Belagavi,2017,24.45,13.57,61.73,25.95,13.99,52.25,37.94
Karnataka,Kolar,2015,57.16,86.77,58.38,98.09,68.02,16.03,31.24
Manipur,Kangpokpi,2025,83.78,27.53,83.87,90.39,77.23,37.03,65.41
Punjab,Faridkot,2024,24.08,88.27,78.1,60.25,29.68,11.73,30.07
Madhya Pradesh,Sagar,2017,39.23,89.49,13.24,36.93,62.26,55.8,44.72
Maharashtra,Mumbai Suburban,2015,96.39,44.29,42.54,78.63,90.35,49.4,20.55
Bihar,Sheohar,2015,55.59,75.09,73.34,90.98,31.95,49.56,91.21
Arunachal Pradesh,West Kameng,2017,83.04,56.42,50.57,95.18,82.81,90.98,57.5
West Bengal,Purba Medinipur,2023,68.42,12.58,79.47,16.94,73.84,83.8,95.11
Bihar,Sheohar,2025,98.13,62.69,19.81,27.19,74.23,22.34,17.83
Madhya Pradesh,Sidhi,2025,15.11,73.47,24.24,61.25,65.46,64.26,32.72
Madhya Pradesh,Maihar,2019,99.35,30.83,41.21,97.67,89.64,76.98,45.75
Madhya Pradesh,Narsinghpur,2019,94.1,80.3,74.45,70.56,43.06,49.84,23.78
Punjab,Amritsar,2019,55.94,53.26,95.08,12.69,26.69,44.52,97.32
Arunachal Pradesh,Changlang,2017,67.09,49.43,62.77,10.01,57.25,85.96,75.84
Bihar,Darbhanga,2017,37.31,64.19,79.37,25.48,95.98,25.42,83.34
Bihar,Nawada,2024,24.85,62.51,73.92,92.68,56.87,58.17,35.3
Telangana,Rajanna Sircilla,2025,92.07,64.09,18.68,11.26,83.61,37.2,29.92
Telangana,Rajanna Sircilla,2022,81.67,88.89,59.28,18.14,21.2,58.77,84.3
Tamil Nadu,Dharmapuri,2024,53.79,21.2,18.74,94.09,37.98,77.41,55.91
Chhattisgarh,Korba,2020,42.62,75.46,64.74,45.46,68.34,29.85,32.38
Meghalaya,South West Garo Hills,2020,33.27,87.3,96.27,23.79,64.82,59.16,54.68
Meghalaya,East Jaintia Hills,2024,70.19,93.99,98.28,13.85,77.83,47.09,95.75
Kerala,Kozhikode,2018,77.34,98.01,83.44,80.16,43.65,59.45,28.14
Rajasthan,Sikar,2017,35.23,92.16,30.72,70.1,58.69,13.63,53.71
Nagaland,Shamator,2025,68.25,54.58,88.8,84.54,14.84,28.57,55.51
Gujarat,Devbhoomi Dwarka,2021,89.93,85.33,16.7,11.2,84.58,61.64,53.95
Maharashtra,Thane,2017,85.35,41.08,42.46,12.26,44.61,94.28,93.95
Meghalaya,North Garo Hills,2017,46.67,87.09,88.94,79.63,10.99,73.71,80.11
Gujarat,Kheda,2023,75.21,75.06,41.49,95.48,42.24,83.73,36.89
Punjab,Barnala,2015,22.31,52.55,28.79,22.74,43.54,44.99,41.05
Rajasthan,Kota,2021,93.58,58.07,14.1,66.27,96.12,61.78,18.05
Maharashtra,Ahmednagar,2023,24.08,31.49,77.54,37.58,89.16,60.67,15.34
Nagaland,Chümoukedima,2025,99.11,90.69,54.52,54.67,15.3,10.89,68.07
Jharkhand,East Singhbhum,2019,87.06,12.17,73.54,52.13,77.31,53.66,32.74
Arunachal Pradesh,East Siang,2023,66.8,14.41,90.29,46.66,36.73,23.79,11.37
West Bengal,Uttar Dinajpur,2017,64.97,73.87,28.43,83.43,82.09,45.32,26.96
Bihar,East Champaran,2022,63.32,34.66,64.52,39.2,28.62,57.8,41.76
Haryana,Faridabad,2019,58.81,40.36,86.68,77.81,98.6,97.91,43.0
Bihar,East Champaran,2019,64.64,17.03,88.22,26.41,59.14,63.82,75.45
Karnataka,Raichur,2017,76.54,84.1,42.07,59.58,51.73,64.69,51.7
Jharkhand,Latehar,2018,43.12,32.37,39.2,15.71,38.58,70.85,63.26
Assam,Dibrugarh,2022,97.25,48.48,42.97,97.07,93.29,44.5,37.2
Gujarat,Patan,2022,25.99,63.6,77.59,14.2,66.55,15.52,10.01
Jharkhand,Simdega,2024,62.1,55.32,73.93,96.21,31.67,31.65,90.33
Chhattisgarh,Bastar,2021,94.14,97.31,48.87,16.2,38.5,50.26,63.02
Gujarat,Narmada,2023,48.05,10.74,32.58,77.81,12.76,30.21,80.92
Andhra Pradesh,Bapatla,2020,78.39,48.4,72.89,33.2,95.52,76.55,84.27
Maharashtra,Jalna,2017,53.95,27.4,15.96,59.51,75.03,67.96,32.98
Gujarat,Bhavnagar,2023,24.99,22.06,39.57,16.0,78.0,34.57,43.53
Uttar Pradesh,Mahoba,2016,45.99,34.48,54.06,52.07,52.92,84.95,92.35
Meghalaya,West Jaintia Hills,2019,61.47,12.54,61.1,43.58,74.97,94.31,59.58
Bihar,Buxar,2021,85.78,90.68,89.06,11.37,10.92,68.21,89.43
Tamil Nadu,Coimbatore,2020,71.04,63.0,39.03,90.35,24.95,15.32,50.86
Madhya Pradesh,Khandwa,2020,98.67,79.98,54.19,57.95,99.77,54.77,36.51
Haryana,Kurukshetra,2022,95.49,23.75,68.49,57.79,39.73,41.68,66.4
Manipur,Tamenglong,2024,88.81,78.23,58.66,96.31,90.93,83.15,43.61
Madhya Pradesh,Datia,2024,19.37,26.32,31.05,69.38,65.77,34.36,87.15
Andhra Pradesh,YSR Kadapa,2018,41.57,75.69,97.44,79.49,46.01,26.7,71.28
Maharashtra,Chandrapur,2023,74.43,57.91,15.74,91.69,96.76,24.51,50.55
Gujarat,Anand,2018,33.97,34.81,87.9,78.52,69.37,32.13,69.92
Telangana,Medak,2022,34.46,89.08,12.99,68.94,85.79,72.38,71.06
Tamil Nadu,Namakkal,2017,30.48,53.26,68.58,56.82,72.6,12.08,51.1
Manipur,Tamenglong,2022,98.27,39.37,56.65,76.12,85.5,91.66,47.5
Rajasthan,Jalore,2022,21.69,74.93,34.54,63.84,17.26,39.65,75.63
Odisha,Bhadrak,2023,23.84,86.66,37.61,39.05,58.34,96.53,84.13
Himachal Pradesh,Una,2025,48.42,29.12,42.25,61.43,63.29,70.77,27.01
Nagaland,Phek,2015,87.2,69.62,93.83,22.74,44.98,25.12,56.15
Bihar,Purnia,2021,67.65,18.22,57.45,20.66,65.29,94.25,44.02
