state,district,year,power_consumption_mwh,renewable_energy_mwh,solar_installations,wind_energy_mwh,electricity_access_percent
Arunachal Pradesh,West Siang,2017,179893,79202,18697,103954,87.03
Arunachal Pradesh,West Siang,2018,128662,163975,11992,6318,81.12
Arunachal Pradesh,West Siang,2019,56198,168126,17683,325,74.53
Arunachal Pradesh,West Siang,2020,377463,59585,1937,67262,90.8
Arunachal Pradesh,West Siang,2021,437363,117860,344,2560,90.07
Arunachal Pradesh,West Siang,2022,477973,192339,11560,65000,73.43
Arunachal Pradesh,West Siang,2023,134105,174118,3884,121277,71.03
Arunachal Pradesh,West Siang,2024,333450,42652,3089,107157,96.55
Arunachal Pradesh,West Siang,2025,219589,183401,17628,139301,72.42
Arunachal Pradesh,East Siang,2015,496130,39073,16504,11185,76.03
Arunachal Pradesh,East Siang,2016,204674,58760,2227,104447,82.27
Arunachal Pradesh,East Siang,2017,455145,164688,5225,45100,74.44
Arunachal Pradesh,East Siang,2018,39834,100661,19030,129500,73.82
Arunachal Pradesh,East Siang,2019,479404,50718,2086,2744,92.75
Arunachal Pradesh,East Siang,2020,20812,31131,10942,70147,99.06
Arunachal Pradesh,East Siang,2021,293619,106942,18167,102674,73.54
Arunachal Pradesh,East Siang,2022,359467,54105,3992,92938,82.42
Arunachal Pradesh,East Siang,2023,32579,86357,9025,67953,96.76
Arunachal Pradesh,East Siang,2024,417192,128054,7467,73153,79.48
Arunachal Pradesh,East Siang,2025,420673,89290,12430,113811,75.13
Arunachal Pradesh,Siang,2015,131757,172535,13997,93334,73.33
Arunachal Pradesh,Siang,2016,493217,104818,10496,53881,87.77
Arunachal Pradesh,Siang,2017,392435,9474,655,109642,71.5
Arunachal Pradesh,Siang,2018,435992,132307,703,47721,91.51
Arunachal Pradesh,Siang,2019,407306,5442,7670,72106,70.01
Arunachal Pradesh,Siang,2020,257067,175940,18451,36855,97.29
Arunachal Pradesh,Siang,2021,152022,199531,11912,17988,74.78
Arunachal Pradesh,Siang,2022,65746,99344,11514,115328,75.91
Arunachal Pradesh,Siang,2023,445394,29634,11060,105403,99.64
Arunachal Pradesh,Siang,2024,3243,80737,496,14772,71.49
Arunachal Pradesh,Siang,2025,351457,143113,16835,10994,77.95
Arunachal Pradesh,Upper Siang,2015,422509,182378,17893,79469,75.53
Arunachal Pradesh,Upper Siang,2016,215511,26001,13399,113324,83.21
Arunachal Pradesh,Upper Siang,2017,293962,170166,3568,90000,96.12
Arunachal Pradesh,Upper Siang,2018,127413,166476,13915,95729,90.43
Arunachal Pradesh,Upper Siang,2019,143585,153590,9023,137413,79.31
Arunachal Pradesh,Upper Siang,2020,300269,144848,10734,6090,72.21
Arunachal Pradesh,Upper Siang,2021,112873,12756,10281,93389,74.26
Arunachal Pradesh,Upper Siang,2022,464546,103898,8448,70812,95.51
Arunachal Pradesh,Upper Siang,2023,28885,89509,3084,9199,74.54
Arunachal Pradesh,Upper Siang,2024,249530,89884,19338,117685,72.71
Arunachal Pradesh,Upper Siang,2025,80731,196155,11335,5169,89.22
Arunachal Pradesh,Lower Siang,2015,95332,197390,18102,96143,87.08
Arunachal Pradesh,Lower Siang,2016,217913,121713,786,2843,88.89
Arunachal Pradesh,Lower Siang,2017,246450,108471,19089,71504,94.22
Arunachal Pradesh,Lower Siang,2018,453950,14037,9918,115641,79.81
Arunachal Pradesh,Lower Siang,2019,75118,98017,8440,77825,89.81
Arunachal Pradesh,Lower Siang,2020,348801,168114,2260,52476,83.37
Arunachal Pradesh,Lower Siang,2021,486781,191921,14963,145774,88.38
Arunachal Pradesh,Lower Siang,2022,146475,187849,7472,43425,79.15
Arunachal Pradesh,Lower Siang,2023,157314,146512,19594,105421,72.7
Arunachal Pradesh,Lower Siang,2024,41881,34125,5671,146325,86.87
Arunachal Pradesh,Lower Siang,2025,122403,115908,3738,101845,72.75
Arunachal Pradesh,Lower Dibang Valley,2015,144525,139256,9488,69948,98.46
Arunachal Pradesh,Lower Dibang Valley,2016,338378,4565,14158,56009,77.24
Arunachal Pradesh,Lower Dibang Valley,2017,261919,91879,11353,59497,86.22
Arunachal Pradesh,Lower Dibang Valley,2018,76722,86138,6385,91327,83.1
Arunachal Pradesh,Lower Dibang Valley,2019,66885,25015,1581,30302,99.36
Arunachal Pradesh,Lower Dibang Valley,2020,338485,6018,6405,49017,75.59
Arunachal Pradesh,Lower Dibang Valley,2021,326002,66540,1047,102763,91.7
Arunachal Pradesh,Lower Dibang Valley,2022,131865,79001,18465,130828,93.13
Arunachal Pradesh,Lower Dibang Valley,2023,373831,41578,5265,143376,82.45
Arunachal Pradesh,Lower Dibang Valley,2024,314926,51209,3700,39008,91.48
Arunachal Pradesh,Lower Dibang Valley,2025,23282,74905,520,32648,92.27
Arunachal Pradesh,Dibang Valley,2015,312883,23861,16303,139344,74.17
Arunachal Pradesh,Dibang Valley,2016,53985,42118,17293,100966,89.21
Arunachal Pradesh,Dibang Valley,2017,189252,153048,12074,11141,84.0
Arunachal Pradesh,Dibang Valley,2018,136976,185955,2672,28345,80.5
Arunachal Pradesh,Dibang Valley,2019,237087,110170,12610,122322,81.3
Arunachal Pradesh,Dibang Valley,2020,424676,75707,11597,143658,71.76
Arunachal Pradesh,Dibang Valley,2021,81501,42678,6288,90297,75.23
Arunachal Pradesh,Dibang Valley,2022,42945,190138,12291,14158,96.97
Arunachal Pradesh,Dibang Valley,2023,424845,140498,19331,13636,93.87
Arunachal Pradesh,Dibang Valley,2024,459156,108598,8675,53095,70.66
Arunachal Pradesh,Dibang Valley,2025,232072,17459,9618,35857,86.26
Arunachal Pradesh,Anjaw,2015,294959,48176,6845,47482,77.59
Arunachal Pradesh,Anjaw,2016,366411,176934,12170,18805,89.62
Arunachal Pradesh,Anjaw,2017,466301,111838,1597,138131,77.48
Arunachal Pradesh,Anjaw,2018,122820,124308,7277,77791,83.56
Arunachal Pradesh,Anjaw,2019,202060,68776,965,73685,96.67
Arunachal Pradesh,Anjaw,2020,437620,140005,14500,98634,94.35
Arunachal Pradesh,Anjaw,2021,11145,194385,3704,37261,93.97
Arunachal Pradesh,Anjaw,2022,20242,175554,3354,9025,75.12
Arunachal Pradesh,Anjaw,2023,173944,52735,1059,32474,91.25
Arunachal Pradesh,Anjaw,2024,162721,188219,4612,70976,92.32
Arunachal Pradesh,Anjaw,2025,331662,180636,14868,86127,94.3
Arunachal Pradesh,Lohit,2015,37444,118961,17025,91719,83.21
Arunachal Pradesh,Lohit,2016,129228,89007,1451,94922,71.4
Arunachal Pradesh,Lohit,2017,317685,31611,4487,19983,76.35
Arunachal Pradesh,Lohit,2018,297348,70922,2228,81648,99.07
Arunachal Pradesh,Lohit,2019,346400,105256,7538,5928,77.14
Arunachal Pradesh,Lohit,2020,96951,190837,12009,121389,75.61
Arunachal Pradesh,Lohit,2021,493139,91344,19237,111163,91.82
Arunachal Pradesh,Lohit,2022,155356,104258,13315,145981,89.75
Arunachal Pradesh,Lohit,2023,411683,173979,14240,26797,78.58
Arunachal Pradesh,Lohit,2024,21312,162088,4911,55464,72.89
Arunachal Pradesh,Lohit,2025,346403,31198,15691,16216,79.06
Arunachal Pradesh,Namsai,2015,120808,92276,12869,111402,78.98
Arunachal Pradesh,Namsai,2016,50413,176518,14782,34223,93.18
Arunachal Pradesh,Namsai,2017,124126,123867,19090,19844,95.58
Arunachal Pradesh,Namsai,2018,382685,149895,13470,56692,94.88
Arunachal Pradesh,Namsai,2019,114990,5616,13325,67603,70.87
Arunachal Pradesh,Namsai,2020,74561,164477,14359,25460,82.16
Arunachal Pradesh,Namsai,2021,443221,53457,2379,30659,98.12
Arunachal Pradesh,Namsai,2022,304560,47417,18730,13500,89.32
Arunachal Pradesh,Namsai,2023,139206,133101,9666,67352,83.67
Arunachal Pradesh,Namsai,2024,82799,38467,619,130768,82.4
Arunachal Pradesh,Namsai,2025,267663,24539,9221,36584,98.42
Arunachal Pradesh,Changlang,2015,108429,47171,13093,8208,82.5
Arunachal Pradesh,Changlang,2016,174639,50506,19711,3234,72.34
Arunachal Pradesh,Changlang,2017,387600,63819,13888,34285,92.25
Arunachal Pradesh,Changlang,2018,479342,170976,18094,74416,79.73
Arunachal Pradesh,Changlang,2019,299547,169002,4460,16288,74.35
Arunachal Pradesh,Changlang,2020,244086,180996,8652,86282,96.66
Arunachal Pradesh,Changlang,2021,410103,141095,2538,86298,86.19
Arunachal Pradesh,Changlang,2022,147767,105551,11514,9236,82.65
Arunachal Pradesh,Changlang,2023,150371,18604,13042,77494,96.44
Arunachal Pradesh,Changlang,2024,291332,26145,10752,149375,77.24
Arunachal Pradesh,Changlang,2025,151948,4809,19452,43548,98.16
Arunachal Pradesh,Tirap,2015,329851,43430,14256,23754,92.46
Arunachal Pradesh,Tirap,2016,391944,15093,14080,30826,81.49
Arunachal Pradesh,Tirap,2017,290225,144882,8477,135666,79.15
Arunachal Pradesh,Tirap,2018,200267,111464,5120,96510,97.75
Arunachal Pradesh,Tirap,2019,245958,114444,7911,78617,88.04
Arunachal Pradesh,Tirap,2020,352242,91184,11988,18266,83.88
Arunachal Pradesh,Tirap,2021,486681,30960,3205,71716,88.26
Arunachal Pradesh,Tirap,2022,430689,191770,15248,104120,80.35
Arunachal Pradesh,Tirap,2023,42529,176334,5285,110339,99.3
Arunachal Pradesh,Tirap,2024,387732,142115,6580,99149,74.25
Arunachal Pradesh,Tirap,2025,278583,87074,179,134730,95.48
Arunachal Pradesh,Longding,2015,456522,95171,18333,125229,76.39
Arunachal Pradesh,Longding,2016,60840,60840,4302,71498,73.47
Arunachal Pradesh,Longding,2017,493835,19823,7506,71315,91.1
Arunachal Pradesh,Longding,2018,385216,197955,6623,54771,74.88
Arunachal Pradesh,Longding,2019,285177,155391,3896,101749,96.64
Arunachal Pradesh,Longding,2020,51129,11416,3072,84838,98.98
Arunachal Pradesh,Longding,2021,229235,115269,14949,71565,90.58
Arunachal Pradesh,Longding,2022,400229,136956,19883,128538,88.28
Arunachal Pradesh,Longding,2023,125370,27683,3340,122310,93.14
Arunachal Pradesh,Longding,2024,466125,116903,2142,51998,79.63
Arunachal Pradesh,Longding,2025,461831,67133,10645,70754,74.63
Arunachal Pradesh,Pakke-Kessang,2015,166847,30207,11203,12259,86.81
Arunachal Pradesh,Pakke-Kessang,2016,63161,9077,13530,15415,94.33
Arunachal Pradesh,Pakke-Kessang,2017,488821,185890,12838,68900,89.18
Arunachal Pradesh,Pakke-Kessang,2018,152203,142542,5030,16396,96.22
Arunachal Pradesh,Pakke-Kessang,2019,225470,174796,16630,140193,90.13
Arunachal Pradesh,Pakke-Kessang,2020,197802,16467,13555,122491,99.3
Arunachal Pradesh,Pakke-Kessang,2021,357916,104727,2908,141557,72.69
Arunachal Pradesh,Pakke-Kessang,2022,227415,79345,2400,1844,88.52
Arunachal Pradesh,Pakke-Kessang,2023,401934,15071,399,128285,80.15
Arunachal Pradesh,Pakke-Kessang,2024,285984,15862,5729,81489,76.15
Arunachal Pradesh,Pakke-Kessang,2025,92162,14773,15546,55596,73.02
Arunachal Pradesh,Leparada,2015,352768,40484,4912,57326,99.68
Arunachal Pradesh,Leparada,2016,355699,63835,1876,147901,89.6
Arunachal Pradesh,Leparada,2017,381096,136196,14310,116066,78.86
Arunachal Pradesh,Leparada,2018,467721,184443,8359,24685,94.58
Arunachal Pradesh,Leparada,2019,212088,178774,12932,8040,91.72
Arunachal Pradesh,Leparada,2020,203511,191210,10864,135414,93.37
Arunachal Pradesh,Leparada,2021,14245,96979,12738,128545,87.04
Arunachal Pradesh,Leparada,2022,397576,125276,8641,57233,92.25
Arunachal Pradesh,Leparada,2023,214064,80124,7559,145152,87.29
Arunachal Pradesh,Leparada,2024,423241,157816,1915,73892,85.33
Arunachal Pradesh,Leparada,2025,227886,61345,17012,46932,83.96
Arunachal Pradesh,Lepa Rada,2015,229741,17254,8620,84180,82.52
Arunachal Pradesh,Lepa Rada,2016,292216,113597,9226,39798,87.17
Arunachal Pradesh,Lepa Rada,2017,267621,107163,11438,7861,85.88
Arunachal Pradesh,Lepa Rada,2018,246428,67324,3070,47413,73.2
Arunachal Pradesh,Lepa Rada,2019,329215,136128,5073,143343,79.09
Arunachal Pradesh,Lepa Rada,2020,461612,142951,268,16252,76.77
Arunachal Pradesh,Lepa Rada,2021,259544,161961,5889,114968,99.11
Arunachal Pradesh,Lepa Rada,2022,291289,32932,5350,116879,83.62
Arunachal Pradesh,Lepa Rada,2023,179010,154627,76,41189,78.19
Arunachal Pradesh,Lepa Rada,2024,255788,75528,1440,99565,78.88
Arunachal Pradesh,Lepa Rada,2025,254314,195011,15771,126415,92.46
Arunachal Pradesh,Kamle,2015,217707,11962,6823,67181,91.16
Arunachal Pradesh,Kamle,2016,410370,27194,6733,45127,73.68
Arunachal Pradesh,Kamle,2017,191416,25761,8032,125586,94.34
Arunachal Pradesh,Kamle,2018,429079,66262,17528,93348,85.73
Arunachal Pradesh,Kamle,2019,336041,196242,2630,123785,93.54
Arunachal Pradesh,Kamle,2020,433508,164583,17697,63133,87.07
Arunachal Pradesh,Kamle,2021,384749,133911,14808,141462,73.35
Arunachal Pradesh,Kamle,2022,212477,154788,18617,123001,71.53
Arunachal Pradesh,Kamle,2023,206410,59449,8490,2089,99.34
Arunachal Pradesh,Kamle,2024,173468,38957,6776,5196,88.96
Arunachal Pradesh,Kamle,2025,183627,36526,16015,110688,82.05
Assam,Baksa,2015,54928,183765,15656,19855,98.5
Assam,Baksa,2016,102945,193246,16257,12176,78.85
Assam,Baksa,2017,355265,133969,3569,107615,86.77
Assam,Baksa,2018,387736,47708,15078,6276,73.26
Assam,Baksa,2019,335086,130531,9395,15299,73.75
Assam,Baksa,2020,273349,54813,15362,68995,70.46
Assam,Baksa,2021,427984,104173,1194,22803,85.71
Assam,Baksa,2022,225676,87289,16788,18671,82.59
Assam,Baksa,2023,364294,29282,18360,3044,78.87
Assam,Baksa,2024,328014,8687,8235,61660,87.06
Assam,Baksa,2025,260704,61010,1114,30202,94.46
Assam,Barpeta,2015,101110,142228,16330,56507,91.0
Assam,Barpeta,2016,489484,175972,291,99424,79.15
Assam,Barpeta,2017,214748,120369,4082,109617,97.98
Assam,Barpeta,2018,43951,100705,16422,77828,78.36
Assam,Barpeta,2019,96196,2995,14586,65407,87.25
Assam,Barpeta,2020,423987,188854,1148,148708,81.92
Assam,Barpeta,2021,343599,85146,15173,8428,81.73
Assam,Barpeta,2022,104396,140291,16920,75810,84.36
Assam,Barpeta,2023,498448,128099,3231,24901,86.38
Assam,Barpeta,2024,190754,14293,17375,141136,70.33
Assam,Barpeta,2025,481164,71114,16722,142386,79.85
Assam,Biswanath,2015,353207,34753,16395,69643,81.11
Assam,Biswanath,2016,312470,71114,19400,58467,75.27
Assam,Biswanath,2017,352379,187940,18591,13136,71.15
Assam,Biswanath,2018,178242,9557,17037,114225,91.0
Assam,Biswanath,2019,244136,195096,15840,102986,75.11
Assam,Biswanath,2020,353277,196501,3328,55557,82.26
Assam,Biswanath,2021,63070,38009,11933,37217,70.05
Assam,Biswanath,2022,298838,24339,7236,95477,72.61
Assam,Biswanath,2023,423413,16058,8237,124296,87.49
Assam,Biswanath,2024,241743,147954,16657,49811,88.27
Assam,Biswanath,2025,449662,22895,3122,105152,89.75
Assam,Bongaigaon,2015,29311,169423,19735,35769,90.81
Assam,Bongaigaon,2016,202020,55491,15183,142983,73.05
Assam,Bongaigaon,2017,264975,38337,19761,135329,86.49
Assam,Bongaigaon,2018,394534,103016,2842,17345,89.39
Assam,Bongaigaon,2019,68215,170691,19141,51864,91.3
Assam,Bongaigaon,2020,457073,78225,926,80253,76.56
Assam,Bongaigaon,2021,327458,139400,15568,66672,85.98
Assam,Bongaigaon,2022,425067,135319,10213,129008,78.13
Assam,Bongaigaon,2023,422489,132277,10911,92143,73.22
Assam,Bongaigaon,2024,306567,49212,62,104722,75.49
Assam,Bongaigaon,2025,270733,65995,1383,42156,99.95
Assam,Cachar,2015,213846,59270,14005,27738,96.25
Assam,Cachar,2016,305700,99849,10157,132333,76.67
Assam,Cachar,2017,475258,100334,19759,148720,95.14
Assam,Cachar,2018,353478,145544,2774,76192,82.57
Assam,Cachar,2019,30718,177124,15721,53501,80.12
Assam,Cachar,2020,8070,27714,16183,100955,77.99
Assam,Cachar,2021,416734,19854,11418,127994,78.61
Assam,Cachar,2022,414212,179404,3781,69445,94.58
Assam,Cachar,2023,374228,62980,8745,87610,78.81
Assam,Cachar,2024,360176,29929,5537,139442,87.8
Assam,Cachar,2025,5977,129550,15285,120889,76.12
Assam,Charaideo,2015,430030,119961,3160,90889,77.81
Assam,Charaideo,2016,195423,18252,2404,53633,89.53
Assam,Charaideo,2017,390720,22243,16301,131230,95.76
Assam,Charaideo,2018,323884,155891,6705,134428,75.3
Assam,Charaideo,2019,220101,14202,13383,144968,79.76
Assam,Charaideo,2020,458928,64996,9624,23146,78.29
Assam,Charaideo,2021,26791,74853,2813,120869,95.56
Assam,Charaideo,2022,183691,170228,2563,65482,72.53
Assam,Charaideo,2023,159070,129849,1769,119668,88.17
Assam,Charaideo,2024,256288,88063,16996,95583,96.15
Assam,Charaideo,2025,222884,181038,16423,74972,77.69
Assam,Chirang,2015,94464,69924,15286,40854,76.43
Assam,Chirang,2016,370127,47282,1427,35436,82.44
Assam,Chirang,2017,134712,68824,5128,148168,99.77
Assam,Chirang,2018,82505,70086,5350,119726,71.13
Assam,Chirang,2019,203883,193754,18851,122087,80.9
Assam,Chirang,2020,371024,98079,13740,68187,75.58
Assam,Chirang,2021,141562,31459,766,77227,75.14
Assam,Chirang,2022,127174,15577,8797,53754,80.65
Assam,Chirang,2023,276657,55214,17985,126652,94.83
Assam,Chirang,2024,54841,104803,10486,1753,84.37
Assam,Chirang,2025,14535,108499,7494,102623,78.29
Assam,Darrang,2015,207452,176691,7822,60681,87.4
Assam,Darrang,2016,67043,162036,3306,76828,99.67
Assam,Darrang,2017,26727,86813,16572,49244,72.23
Assam,Darrang,2018,382200,51688,1626,71064,95.42
Assam,Darrang,2019,341764,75894,1962,116125,87.81
Assam,Darrang,2020,347178,44774,597,111294,93.7
Assam,Darrang,2021,78493,183740,1674,110660,87.4
Assam,Darrang,2022,381622,82061,10093,76202,82.01
Assam,Darrang,2023,81469,23407,8370,16788,81.34
Assam,Darrang,2024,347412,96962,3343,72445,72.61
Assam,Darrang,2025,443467,103727,17656,88383,71.18
Assam,Dhemaji,2015,200514,6860,18344,52248,96.61
Assam,Dhemaji,2016,356563,103468,1260,35911,79.08
Assam,Dhemaji,2017,174122,114037,13830,74185,87.39
Assam,Dhemaji,2018,269446,176924,13698,143711,98.84
Assam,Dhemaji,2019,33002,11075,11990,122697,87.73
Assam,Dhemaji,2020,393617,86913,14539,135214,82.67
Assam,Dhemaji,2021,237066,100129,4660,17850,89.85
Assam,Dhemaji,2022,47188,132630,14689,27132,90.66
Assam,Dhemaji,2023,257926,112628,19941,45796,78.64
Assam,Dhemaji,2024,104399,156493,6152,61174,89.66
Assam,Dhemaji,2025,290453,92998,1320,122992,80.14
Assam,Dhubri,2015,366016,147726,16130,141634,85.46
Assam,Dhubri,2016,425400,110701,4449,28652,90.03
Assam,Dhubri,2017,133636,88838,17120,40836,78.65
Assam,Dhubri,2018,106413,191942,10612,149159,86.12
Assam,Dhubri,2019,226660,159404,4030,135132,94.82
Assam,Dhubri,2020,288731,43227,958,46070,95.29
Assam,Dhubri,2021,181609,125768,18408,96673,73.07
Assam,Dhubri,2022,217522,174765,13202,60158,74.81
Assam,Dhubri,2023,81522,113767,4169,111860,71.29
Assam,Dhubri,2024,301254,94159,5777,59410,77.36
Assam,Dhubri,2025,136836,83386,4397,107177,70.2
Assam,Dibrugarh,2015,211607,93453,11089,75406,99.83
Assam,Dibrugarh,2016,32770,173050,5922,1517,75.25
Assam,Dibrugarh,2017,89125,22448,14657,147376,77.6
Assam,Dibrugarh,2018,42207,27997,15646,135768,79.85
Assam,Dibrugarh,2019,336559,132494,15424,63387,81.07
Assam,Dibrugarh,2020,406429,181606,17590,39809,91.79
Assam,Dibrugarh,2021,409501,125821,19603,44579,97.56
Assam,Dibrugarh,2022,236394,165403,16945,67416,83.72
Assam,Dibrugarh,2023,251997,173380,4266,35058,82.54
Assam,Dibrugarh,2024,175044,56961,16373,88085,90.55
Assam,Dibrugarh,2025,296479,48245,2672,849,86.91
Assam,Dima Hasao,2015,62848,152315,15208,137332,79.93
Assam,Dima Hasao,2016,314968,14494,17535,120465,92.04
Assam,Dima Hasao,2017,366190,163262,2529,139005,70.49
Assam,Dima Hasao,2018,8965,113279,14216,28630,73.38
Assam,Dima Hasao,2019,326646,142186,14072,29701,95.64
Assam,Dima Hasao,2020,296910,110517,4386,105161,94.52
Assam,Dima Hasao,2021,43653,81314,3874,8309,89.94
Assam,Dima Hasao,2022,436813,117134,5205,46188,93.93
Assam,Dima Hasao,2023,1455,73487,13813,2206,91.87
Assam,Dima Hasao,2024,153430,96158,17455,12342,88.85
Assam,Dima Hasao,2025,320230,124157,6688,93087,83.92
Assam,Goalpara,2015,193686,129094,17378,33924,76.26
Assam,Goalpara,2016,8565,194125,3330,136969,83.98
Assam,Goalpara,2017,100747,90666,11853,100611,83.93
Assam,Goalpara,2018,260941,142783,18700,109581,96.18
Assam,Goalpara,2019,139211,98711,9095,8824,80.94
Assam,Goalpara,2020,368160,22479,7344,26116,85.78
Assam,Goalpara,2021,337579,60493,12605,116815,78.54
Assam,Goalpara,2022,70557,33015,19611,12897,72.08
Assam,Goalpara,2023,459897,88912,9995,96093,70.42
Assam,Goalpara,2024,163789,139688,11030,72542,90.28
Assam,Goalpara,2025,249560,133107,13584,116659,88.61
Assam,Golaghat,2015,263669,42112,791,142961,94.51
Assam,Golaghat,2016,373075,37714,16185,39027,98.54
Assam,Golaghat,2017,241510,133999,7370,114074,99.02
Assam,Golaghat,2018,105573,60371,18020,142926,81.77
Assam,Golaghat,2019,430947,94904,249,132816,70.32
Assam,Golaghat,2020,306695,199424,19643,99535,93.88
Assam,Golaghat,2021,392803,144318,15343,130525,95.35
Assam,Golaghat,2022,472755,111620,5481,122599,93.28
Assam,Golaghat,2023,414030,105043,1950,108420,90.89
Assam,Golaghat,2024,498807,23519,11792,40841,70.84
Assam,Golaghat,2025,361162,18045,5004,91563,83.52
Assam,Hailakandi,2015,289772,127935,10716,103959,73.41
Assam,Hailakandi,2016,185600,145861,10168,144161,94.35
Assam,Hailakandi,2017,158978,17966,1752,103654,73.31
Assam,Hailakandi,2018,386213,176456,187,122757,90.53
Assam,Hailakandi,2019,111063,170314,12814,8126,86.97
Assam,Hailakandi,2020,258014,196052,6800,65662,87.65
Assam,Hailakandi,2021,346465,78141,9769,139806,74.97
Assam,Hailakandi,2022,3133,146000,536,67221,80.0
Assam,Hailakandi,2023,309903,77003,10177,11123,72.55
Assam,Hailakandi,2024,264909,84952,19137,72954,76.6
Assam,Hailakandi,2025,48997,33386,1341,20034,78.23
Assam,Hojai,2015,154186,106027,12772,61679,99.71
Assam,Hojai,2016,383877,92987,12159,69544,87.17
Assam,Hojai,2017,77153,142085,14850,148404,78.62
Assam,Hojai,2018,262848,30771,2779,125829,72.49
Assam,Hojai,2019,207479,186360,10103,66828,70.23
Assam,Hojai,2020,17910,172665,7647,43799,83.68
Assam,Hojai,2021,101812,100998,5997,62744,98.46
Assam,Hojai,2022,153689,182979,17669,136117,73.15
Assam,Hojai,2023,137678,136313,1044,133655,96.41
Assam,Hojai,2024,70086,83183,10717,110581,87.04
Assam,Hojai,2025,493671,102450,12416,18832,84.4
Assam,Jorhat,2015,231440,189927,14870,68557,78.52
Assam,Jorhat,2016,252512,179387,11325,108507,84.76
Assam,Jorhat,2017,259638,9724,16317,53762,97.36
Assam,Jorhat,2018,353501,63449,14441,54494,88.76
Assam,Jorhat,2019,437104,36044,2269,142784,77.74
